tree ID,date ,pd or md,lwc_bulk,lwc_leaf,leaf_number,dry scan area,bulk or individual leaf,notes
2377,3/25/22,md,0.81521739,0.81521739,3,64.567,,
2377,3/25/22,md,0.81521739,0.81521739,4,64.567,,
2377,3/25/22,md,0.81521739,0.81521739,5,64.567,,
2377,3/25/22,md,0.81521739,0.81521739,6,64.567,,
2378,3/25/22,md,1.10111317,1.10111317,1,84.942,,
2378,3/25/22,md,1.10111317,1.10111317,2,84.942,,
2378,3/25/22,md,1.10111317,1.10111317,3,84.942,,
2379,3/25/22,md,1.01785714,1.01785714,1,60.959,,
2379,3/25/22,md,1.01785714,1.01785714,2,60.959,,
2379,3/25/22,md,1.01785714,1.01785714,3,60.959,,
2379,3/25/22,md,1.01785714,1.01785714,4,60.959,,
2380,3/25/22,md,0.75516594,0.75516594,1,77.898,,
2380,3/25/22,md,0.75516594,0.75516594,2,77.898,,
2380,3/25/22,md,0.75516594,0.75516594,3,77.898,,
2380,3/25/22,md,0.75516594,0.75516594,4,77.898,,
2381,3/25/22,md,1.19469027,1.19469027,1,23.316,,
2381,3/25/22,md,1.19469027,1.19469027,2,23.316,,
2381,3/25/22,md,1.19469027,1.19469027,3,23.316,,
2009,3/25/22,pd,1.31397849,1.31397849,1,11.984,,
2009,3/25/22,pd,1.31397849,1.31397849,2,11.984,,
2009,3/25/22,pd,1.31397849,1.31397849,3,11.984,,
2010,3/25/22,pd,2.30232558,2.30232558,1,109.239,,
2010,3/25/22,pd,2.30232558,2.30232558,2,109.239,,
2010,3/25/22,pd,2.30232558,2.30232558,3,109.239,,
2010,3/25/22,pd,2.30232558,2.30232558,4,109.239,,
2301,3/25/22,pd,0.75171363,0.75171363,1,68.32,,
2301,3/25/22,pd,0.75171363,0.75171363,2,68.32,,
2301,3/25/22,pd,0.75171363,0.75171363,3,68.32,,
2331,3/25/22,pd,0.65739984,0.65739984,1,49.36,,
2331,3/25/22,pd,0.65739984,0.65739984,2,49.36,,
2331,3/25/22,pd,0.65739984,0.65739984,3,49.36,,
2343,3/25/22,pd,2.135,2.135,1,36.699,,
2343,3/25/22,pd,2.135,NA,1,36.699,,
2343,3/25/22,pd,NA,2.135,1,36.699,,
2343,3/25/22,pd,NA,2.135,2,36.699,,
2343,3/25/22,pd,2.135,NA,2,36.699,,
2343,3/25/22,pd,2.135,2.135,2,36.699,,
2343,3/25/22,pd,2.135,2.135,3,36.699,,
2343,3/25/22,pd,2.135,NA,3,36.699,,
2343,3/25/22,pd,NA,2.135,3,36.699,,
2343,3/25/22,pd,2.135,2.135,4,36.699,,
2343,3/25/22,pd,2.135,NA,4,36.699,,
2343,3/25/22,pd,NA,2.135,4,36.699,,
2345,3/25/22,pd,0.76590331,0.76590331,1,20.528,,
2345,3/25/22,pd,0.76590331,0.76590331,2,20.528,,
2345,3/25/22,pd,0.76590331,0.76590331,3,20.528,,
2345,3/25/22,pd,0.76590331,0.76590331,4,20.528,,
2346,3/25/22,pd,NA,1.71511628,1,13.165,,
2346,3/25/22,pd,1.71511628,NA,1,13.165,,
2346,3/25/22,pd,1.71511628,1.71511628,1,13.165,,
2346,3/25/22,pd,1.71511628,1.71511628,2,13.165,,
2346,3/25/22,pd,1.71511628,NA,2,13.165,,
2346,3/25/22,pd,NA,1.71511628,2,13.165,,
2346,3/25/22,pd,1.71511628,1.71511628,3,13.165,,
2352,3/25/22,pd,0.62850679,-0.4230769,1,117.278,,
2352,3/25/22,pd,0.62850679,-0.6606335,1,117.278,,
2352,3/25/22,pd,0.62850679,0.62850679,1,117.278,,
2352,3/25/22,pd,0.62850679,-0.4230769,2,117.278,,
2352,3/25/22,pd,0.62850679,-0.6606335,2,117.278,,
2352,3/25/22,pd,0.62850679,0.62850679,2,117.278,,
2352,3/25/22,pd,0.62850679,-0.4230769,3,117.278,,
2352,3/25/22,pd,0.62850679,-0.6606335,3,117.278,,
2352,3/25/22,pd,0.62850679,0.62850679,3,117.278,,
2354,3/25/22,pd,0.95719114,0.95719114,1,200.627,,
2354,3/25/22,pd,0.95719114,-0.5343597,1,200.627,,
2354,3/25/22,pd,0.95719114,0.95719114,2,200.627,,
2354,3/25/22,pd,0.95719114,-0.5343597,2,200.627,,
2354,3/25/22,pd,0.95719114,0.95719114,3,200.627,,
2354,3/25/22,pd,0.95719114,-0.5343597,3,200.627,,
2365,3/25/22,pd,NA,1.41151685,1,60.874,,
2365,3/25/22,pd,1.41151685,NA,1,60.874,,
2365,3/25/22,pd,1.41151685,1.41151685,1,60.874,,
2365,3/25/22,pd,NA,1.41151685,2,60.874,,
2365,3/25/22,pd,1.41151685,NA,2,60.874,,
2365,3/25/22,pd,1.41151685,1.41151685,2,60.874,,
2365,3/25/22,pd,NA,1.41151685,3,60.874,,
2365,3/25/22,pd,1.41151685,NA,3,60.874,,
2365,3/25/22,pd,1.41151685,1.41151685,3,60.874,,
2365,3/25/22,pd,1.41151685,1.41151685,4,60.874,,
2371,3/25/22,pd,2.17894737,2.17894737,1,6.061,,
2371,3/25/22,pd,2.17894737,2.17894737,2,6.061,,
2371,3/25/22,pd,2.17894737,2.17894737,3,6.061,,
2372,3/25/22,pd,1.98327759,1.98327759,1,20.548,,
2372,3/25/22,pd,1.98327759,1.98327759,2,20.548,,
2372,3/25/22,pd,1.98327759,1.98327759,3,20.548,,
2373,3/25/22,pd,2.22522523,2.22522523,1,36.542,,
2373,3/25/22,pd,2.22522523,2.22522523,2,36.542,,
2373,3/25/22,pd,2.22522523,2.22522523,3,36.542,,
2376,3/25/22,pd,0.72656887,0.72656887,1,61.471,,
2376,3/25/22,pd,0.72656887,-0.8166259,1,61.471,,
2376,3/25/22,pd,0.72656887,-0.8064385,1,61.471,,
2376,3/25/22,pd,0.72656887,-0.8370008,1,61.471,,
2376,3/25/22,pd,0.72656887,-0.8166259,2,61.471,,
2376,3/25/22,pd,0.72656887,-0.8370008,2,61.471,,
2376,3/25/22,pd,0.72656887,0.72656887,2,61.471,,
2376,3/25/22,pd,0.72656887,-0.8064385,2,61.471,,
2376,3/25/22,pd,0.72656887,-0.8064385,3,61.471,,
2376,3/25/22,pd,0.72656887,0.72656887,3,61.471,,
2376,3/25/22,pd,0.72656887,-0.8370008,3,61.471,,
2376,3/25/22,pd,0.72656887,-0.8166259,3,61.471,,
2378,3/25/22,pd,1.18927445,-0.0799159,1,80.346,,
2378,3/25/22,pd,1.18927445,1.18927445,1,80.346,,
2378,3/25/22,pd,1.18927445,0.10410095,1,80.346,,
2378,3/25/22,pd,1.18927445,0.10410095,2,80.346,,
2378,3/25/22,pd,1.18927445,1.18927445,2,80.346,,
2378,3/25/22,pd,1.18927445,-0.0799159,2,80.346,,
2378,3/25/22,pd,1.18927445,1.18927445,3,80.346,,
2378,3/25/22,pd,1.18927445,0.10410095,3,80.346,,
2378,3/25/22,pd,1.18927445,-0.0799159,3,80.346,,
2379,3/25/22,pd,1.1902834,0.07894737,1,92.632,,
2379,3/25/22,pd,1.1902834,1.1902834,1,92.632,,
2379,3/25/22,pd,1.1902834,-0.0698381,1,92.632,,
2379,3/25/22,pd,1.1902834,0.0708502,1,92.632,,
2379,3/25/22,pd,1.1902834,0.09817814,1,92.632,,
2379,3/25/22,pd,1.1902834,-0.0698381,2,92.632,,
2379,3/25/22,pd,1.1902834,0.0708502,2,92.632,,
2379,3/25/22,pd,1.1902834,0.07894737,2,92.632,,
2379,3/25/22,pd,1.1902834,0.09817814,2,92.632,,
2379,3/25/22,pd,1.1902834,1.1902834,2,92.632,,
2379,3/25/22,pd,1.1902834,0.0708502,3,92.632,,
2379,3/25/22,pd,1.1902834,0.09817814,3,92.632,,
2379,3/25/22,pd,1.1902834,-0.0698381,3,92.632,,
2379,3/25/22,pd,1.1902834,0.07894737,3,92.632,,
2379,3/25/22,pd,1.1902834,1.1902834,3,92.632,,
2379,3/25/22,pd,1.1902834,0.07894737,4,92.632,,
2379,3/25/22,pd,1.1902834,1.1902834,4,92.632,,
2379,3/25/22,pd,1.1902834,0.0708502,4,92.632,,
2379,3/25/22,pd,1.1902834,0.09817814,4,92.632,,
2379,3/25/22,pd,1.1902834,-0.0698381,4,92.632,,
2380,3/25/22,pd,0.74313226,0.74313226,1,172.562,,
2380,3/25/22,pd,0.74313226,-0.8867176,1,172.562,,
2380,3/25/22,pd,0.74313226,-0.8725573,1,172.562,,
2380,3/25/22,pd,0.74313226,-0.9150382,1,172.562,,
2380,3/25/22,pd,0.74313226,-0.8725573,2,172.562,,
2380,3/25/22,pd,0.74313226,-0.8867176,2,172.562,,
2380,3/25/22,pd,0.74313226,-0.9150382,2,172.562,,
2380,3/25/22,pd,0.74313226,0.74313226,2,172.562,,
2380,3/25/22,pd,0.74313226,-0.8867176,3,172.562,,
2380,3/25/22,pd,0.74313226,-0.8725573,3,172.562,,
2380,3/25/22,pd,0.74313226,0.74313226,3,172.562,,
2380,3/25/22,pd,0.74313226,-0.9150382,3,172.562,,
2380,3/25/22,pd,0.74313226,-0.9150382,4,172.562,,
2380,3/25/22,pd,0.74313226,-0.8867176,4,172.562,,
2380,3/25/22,pd,0.74313226,-0.8725573,4,172.562,,
2380,3/25/22,pd,0.74313226,0.74313226,4,172.562,,
2381,3/25/22,pd,1.30091743,-0.2513761,1,51.392,,
2381,3/25/22,pd,1.30091743,-0.2256881,1,51.392,,
2381,3/25/22,pd,1.30091743,-0.1155963,1,51.392,,
2381,3/25/22,pd,1.30091743,1.30091743,1,51.392,,
2381,3/25/22,pd,1.30091743,-0.2256881,2,51.392,,
2381,3/25/22,pd,1.30091743,-0.2513761,2,51.392,,
2381,3/25/22,pd,1.30091743,-0.1155963,2,51.392,,
2381,3/25/22,pd,1.30091743,1.30091743,2,51.392,,
2381,3/25/22,pd,1.30091743,-0.2513761,3,51.392,,
2381,3/25/22,pd,1.30091743,1.30091743,3,51.392,,
2381,3/25/22,pd,1.30091743,-0.1155963,3,51.392,,
2381,3/25/22,pd,1.30091743,-0.2256881,3,51.392,,
2382,3/25/22,pd,1.20108328,-0.366283,1,117.123,,
2382,3/25/22,pd,1.20108328,-0.3419093,1,117.123,,
2382,3/25/22,pd,1.20108328,-0.3459716,1,117.123,,
2382,3/25/22,pd,1.20108328,1.20108328,1,117.123,,
2382,3/25/22,pd,1.20108328,1.20108328,2,117.123,,
2382,3/25/22,pd,1.20108328,-0.366283,2,117.123,,
2382,3/25/22,pd,1.20108328,-0.3459716,2,117.123,,
2382,3/25/22,pd,1.20108328,-0.3419093,2,117.123,,
2382,3/25/22,pd,1.20108328,-0.366283,3,117.123,,
2382,3/25/22,pd,1.20108328,-0.3459716,3,117.123,,
2382,3/25/22,pd,1.20108328,-0.3419093,3,117.123,,
2382,3/25/22,pd,1.20108328,1.20108328,3,117.123,,
2383,3/25/22,pd,1.16472643,1.16472643,1,132.784,,
2383,3/25/22,pd,1.16472643,-0.636787,1,132.784,,
2383,3/25/22,pd,1.16472643,-0.6082654,1,132.784,,
2383,3/25/22,pd,1.16472643,-0.6268917,1,132.784,,
2383,3/25/22,pd,1.16472643,1.16472643,2,132.784,,
2383,3/25/22,pd,1.16472643,-0.636787,2,132.784,,
2383,3/25/22,pd,1.16472643,-0.6082654,2,132.784,,
2383,3/25/22,pd,1.16472643,-0.6268917,2,132.784,,
2383,3/25/22,pd,1.16472643,-0.6082654,3,132.784,,
2383,3/25/22,pd,1.16472643,1.16472643,3,132.784,,
2383,3/25/22,pd,1.16472643,-0.636787,3,132.784,,
2383,3/25/22,pd,1.16472643,-0.6268917,3,132.784,,
2384,3/25/22,pd,1.18135593,0.1559322,1,61.471,,
2384,3/25/22,pd,1.18135593,0.07288136,1,61.471,,
2384,3/25/22,pd,1.18135593,0.40338983,1,61.471,,
2384,3/25/22,pd,1.18135593,1.18135593,1,61.471,,
2384,3/25/22,pd,1.18135593,-0.0271186,1,61.471,,
2384,3/25/22,pd,1.18135593,0.1559322,2,61.471,,
2384,3/25/22,pd,1.18135593,0.40338983,2,61.471,,
2384,3/25/22,pd,1.18135593,-0.0271186,2,61.471,,
2384,3/25/22,pd,1.18135593,0.07288136,2,61.471,,
2384,3/25/22,pd,1.18135593,1.18135593,2,61.471,,
2384,3/25/22,pd,1.18135593,0.40338983,3,61.471,,
2384,3/25/22,pd,1.18135593,0.1559322,3,61.471,,
2384,3/25/22,pd,1.18135593,0.07288136,3,61.471,,
2384,3/25/22,pd,1.18135593,-0.0271186,3,61.471,,
2384,3/25/22,pd,1.18135593,1.18135593,3,61.471,,
2384,3/25/22,pd,1.18135593,0.1559322,4,61.471,,
2384,3/25/22,pd,1.18135593,-0.0271186,4,61.471,,
2384,3/25/22,pd,1.18135593,1.18135593,4,61.471,,
2384,3/25/22,pd,1.18135593,0.07288136,4,61.471,,
2384,3/25/22,pd,1.18135593,0.40338983,4,61.471,,
2009,3/30/22,pd,1.36956522,NA,1,,,
2009,3/30/22,pd,1.36956522,NA,2,,,
2009,3/30/22,pd,1.36956522,NA,3,,,
2010,3/30/22,pd,1.09051322,NA,1,,,
2010,3/30/22,pd,1.09051322,NA,2,,,
2010,3/30/22,pd,1.09051322,NA,3,,,
2301,3/30/22,pd,0.68248436,NA,1,,,
2301,3/30/22,pd,0.68248436,NA,2,,,
2301,3/30/22,pd,0.68248436,NA,3,,,
2301,3/30/22,pd,0.68248436,NA,4,,,
2301,3/30/22,pd,0.68248436,NA,5,,,
2331,3/30/22,pd,0.61805094,NA,1,,,
2331,3/30/22,pd,0.61805094,NA,2,,,
2331,3/30/22,pd,0.61805094,NA,3,,,
2343,3/30/22,pd,1.47196653,NA,1,,,
2343,3/30/22,pd,1.47196653,NA,2,,,
2343,3/30/22,pd,1.47196653,NA,3,,,
2345,3/30/22,pd,0.65344828,NA,1,,,
2345,3/30/22,pd,0.65344828,NA,2,,,
2346,3/30/22,pd,1.3378882,NA,1,,,
2346,3/30/22,pd,1.3378882,NA,2,,,
2346,3/30/22,pd,1.3378882,NA,3,,,
2347,3/30/22,pd,1.35562914,NA,1,,,
2347,3/30/22,pd,1.35562914,NA,2,,,
2347,3/30/22,pd,1.35562914,NA,3,,,
2352,3/30/22,pd,0.55668934,NA,1,,,
2352,3/30/22,pd,0.55668934,NA,2,,,
2352,3/30/22,pd,0.55668934,NA,3,,,
2352,3/30/22,pd,0.55668934,NA,4,,,
2354,3/30/22,pd,1.00911809,NA,1,,,
2354,3/30/22,pd,1.00911809,NA,2,,,
2354,3/30/22,pd,1.00911809,NA,3,,,
2354,3/30/22,pd,1.00911809,NA,4,,,
2354,3/30/22,pd,1.00911809,NA,5,,,
2360,3/30/22,pd,1.07714663,NA,1,,,
2360,3/30/22,pd,1.07714663,NA,2,,,
2360,3/30/22,pd,1.07714663,NA,3,,,
2365,3/30/22,pd,1.10458015,NA,1,,,
2365,3/30/22,pd,1.10458015,NA,2,,,
2365,3/30/22,pd,1.10458015,NA,3,,,
2367,3/30/22,pd,1.16523236,NA,1,,,
2367,3/30/22,pd,1.16523236,NA,2,,,
2369,3/30/22,pd,1.09925,NA,1,,,
2369,3/30/22,pd,1.09925,NA,2,,,
2369,3/30/22,pd,1.09925,NA,3,,,
2369,3/30/22,pd,1.09925,NA,4,,,
2370,3/30/22,pd,1.60430108,NA,1,,,
2370,3/30/22,pd,1.60430108,NA,2,,,
2370,3/30/22,pd,1.60430108,NA,3,,,
2371,3/30/22,pd,1.73909091,NA,1,,,
2371,3/30/22,pd,1.73909091,NA,2,,,
2371,3/30/22,pd,1.73909091,NA,3,,,
2371,3/30/22,pd,1.73909091,NA,4,,,
2372,3/30/22,pd,1.70778443,NA,1,,,
2372,3/30/22,pd,1.70778443,NA,2,,,
2372,3/30/22,pd,1.70778443,NA,3,,,
2375,3/30/22,pd,1.71105528,NA,1,,,
2375,3/30/22,pd,1.71105528,NA,2,,,
2375,3/30/22,pd,1.71105528,NA,3,,,
2376,3/30/22,pd,0.63153623,NA,1,,,
2376,3/30/22,pd,0.63153623,NA,2,,,
2376,3/30/22,pd,0.63153623,NA,3,,,
2377,3/30/22,pd,0.55859313,NA,1,,,
2377,3/30/22,pd,0.55859313,NA,2,,,
2377,3/30/22,pd,0.55859313,NA,3,,,
2378,3/30/22,pd,1.02553802,NA,1,,,
2378,3/30/22,pd,1.02553802,NA,2,,,
2378,3/30/22,pd,1.02553802,NA,3,,,
2378,3/30/22,pd,1.02553802,NA,4,,,
2379,3/30/22,pd,1.0042328,NA,1,,,
2379,3/30/22,pd,1.0042328,NA,2,,,
2379,3/30/22,pd,1.0042328,NA,3,,,
2379,3/30/22,pd,1.0042328,NA,4,,,
2379,3/30/22,pd,1.0042328,NA,5,,,
2380,3/30/22,pd,0.61994408,NA,1,,,
2380,3/30/22,pd,0.61994408,NA,2,,,
2380,3/30/22,pd,0.61994408,NA,3,,,
2380,3/30/22,pd,0.61994408,NA,4,,,
2380,3/30/22,pd,0.61994408,NA,5,,,
2381,3/30/22,pd,1.02259174,NA,1,,,
2381,3/30/22,pd,1.02259174,NA,2,,,
2381,3/30/22,pd,1.02259174,NA,3,,,
2382,3/30/22,pd,0.93828921,NA,1,,,
2382,3/30/22,pd,0.93828921,NA,2,,,
2382,3/30/22,pd,0.93828921,NA,3,,,
2383,3/30/22,pd,0.99025862,NA,1,,,
2383,3/30/22,pd,0.99025862,NA,2,,,
2383,3/30/22,pd,0.99025862,NA,3,,,
2384,3/30/22,pd,1.00533118,NA,1,,,
2384,3/30/22,pd,1.00533118,NA,2,,,
2384,3/30/22,pd,1.00533118,NA,3,,,
2384,3/30/22,pd,1.00533118,NA,4,,,
2384,3/30/22,pd,1.00533118,NA,5,,,
2384,3/30/22,pd,1.00533118,NA,6,,,
2384,3/30/22,pd,1.00533118,NA,7,,,
20,4/4/22,md,1.15,NA,1,,,
20,4/4/22,md,1.15,NA,2,,,
2004,4/4/22,md,NA,0.79163469,1,16.817,,twiglet
2004,4/4/22,md,NA,0.82446483,2,19.081,,twiglet
2004,4/4/22,md,NA,0.76784373,3,8.888,,twiglet
2005,4/4/22,md,NA,0.84601449,1,6.211,,
2005,4/4/22,md,NA,0.85206672,2,7.019,,
2005,4/4/22,md,NA,0.86,3,8.965,,
2006,4/4/22,md,NA,0.81684211,1,5.632,,
2006,4/4/22,md,NA,0.81818182,2,5.544,,
2006,4/4/22,md,NA,0.82058824,3,4.242,,
2007,4/4/22,md,NA,0.75191257,1,11.426,,twiglet
2007,4/4/22,md,NA,0.79847328,2,8.267,,twiglet
2008,4/4/22,md,NA,0.80843373,1,5.348,,
2008,4/4/22,md,NA,0.79012346,2,5.051,,
2008,4/4/22,md,NA,0.82916667,3,3.278,,
2013,4/4/22,md,NA,1.13191489,1,3.148,,
2013,4/4/22,md,NA,1.34067797,2,3.55,,
2013,4/4/22,md,NA,1.41851852,3,1.468,,
2014,4/4/22,md,NA,1.48076923,1,1.54,,
2014,4/4/22,md,NA,1.09538462,2,3.823,,
2020,4/4/22,md,NA,0.81369863,1,4.317,,
2020,4/4/22,md,NA,0.80263158,2,4.812,,
2020,4/4/22,md,NA,0.78780488,3,4.8,,
2021,4/4/22,md,NA,0.77142857,1,2.838,,
2021,4/4/22,md,NA,0.7625,2,2.765,,
2024,4/4/22,md,NA,0.83894737,1,5.714,,
2024,4/4/22,md,NA,0.84953271,2,6.118,,
2026,4/4/22,md,NA,0.74461538,1,4.112,,
2026,4/4/22,md,NA,0.71016949,2,3.783,,
2026,4/4/22,md,NA,0.74117647,3,3.324,,
2026,4/4/22,md,NA,0.72037037,4,3.444,,
2086,4/4/22,md,NA,1.57241379,1,3.154,,
2086,4/4/22,md,NA,1.70576923,2,2.743,,
2086,4/4/22,md,NA,1.76315789,3,1.974,,
2086,4/4/22,md,NA,1.68409091,4,2.238,,
1478,4/4/22,pd,1.743756,NA,1,59.879,,
1478,4/4/22,pd,1.743756,NA,2,59.879,,
1478,4/4/22,pd,1.743756,NA,3,59.879,,
1478,4/4/22,pd,1.743756,NA,4,59.879,,
1478,4/4/22,pd,1.743756,NA,5,59.879,,
2004,4/4/22,pd,1.01301729,NA,1,101.68,,
2004,4/4/22,pd,1.01301729,NA,2,101.68,,
2004,4/4/22,pd,1.01301729,NA,3,101.68,,
2004,4/4/22,pd,1.01301729,NA,4,101.68,,
2005,4/4/22,pd,1.03670054,NA,1,53.036,,
2005,4/4/22,pd,1.03670054,NA,2,53.036,,
2006,4/4/22,pd,0.9563776,NA,1,118.6,,
2006,4/4/22,pd,0.9563776,NA,2,118.6,,
2006,4/4/22,pd,0.9563776,NA,3,118.6,,
2007,4/4/22,pd,0.87141172,NA,1,99.051,,
2007,4/4/22,pd,0.87141172,NA,2,99.051,,
2007,4/4/22,pd,0.87141172,NA,3,99.051,,
2007,4/4/22,pd,0.87141172,NA,4,99.051,,
2008,4/4/22,pd,0.93319415,NA,1,34.133,,
2008,4/4/22,pd,0.93319415,NA,2,34.133,,
2011,4/4/22,pd,0.973965,NA,1,29.233,,
2011,4/4/22,pd,0.973965,NA,2,29.233,,
2011,4/4/22,pd,0.973965,NA,3,29.233,,
2012,4/4/22,pd,1.67787917,NA,1,126.601,,
2012,4/4/22,pd,1.67787917,NA,2,126.601,,
2012,4/4/22,pd,1.67787917,NA,3,126.601,,
2012,4/4/22,pd,1.67787917,NA,4,126.601,,
2012,4/4/22,pd,1.67787917,NA,5,126.601,,
2013,4/4/22,pd,1.56633183,NA,1,50.258,,
2013,4/4/22,pd,1.56633183,NA,2,50.258,,
2013,4/4/22,pd,1.56633183,NA,3,50.258,,
2013,4/4/22,pd,1.56633183,NA,4,50.258,,
2013,4/4/22,pd,1.56633183,NA,5,50.258,,
2014,4/4/22,pd,1.37675395,NA,1,57.107,,
2014,4/4/22,pd,1.37675395,NA,2,57.107,,
2014,4/4/22,pd,1.37675395,NA,3,57.107,,
2014,4/4/22,pd,1.37675395,NA,4,57.107,,
2014,4/4/22,pd,1.37675395,NA,5,57.107,,
2014,4/4/22,pd,1.37675395,NA,6,57.107,,
2015,4/4/22,pd,1.24515269,NA,1,48.239,,
2015,4/4/22,pd,1.24515269,NA,2,48.239,,
2015,4/4/22,pd,1.24515269,NA,3,48.239,,
2020,4/4/22,pd,1.05828894,NA,1,19.073,,
2020,4/4/22,pd,1.05828894,NA,2,19.073,,
2020,4/4/22,pd,1.05828894,NA,3,19.073,,
2020,4/4/22,pd,1.05828894,NA,4,19.073,,
2021,4/4/22,pd,1.00603519,NA,1,58.955,,
2021,4/4/22,pd,1.00603519,NA,2,58.955,,
2021,4/4/22,pd,1.00603519,NA,3,58.955,,
2021,4/4/22,pd,1.00603519,NA,4,58.955,,
2021,4/4/22,pd,1.00603519,NA,5,58.955,,
2022,4/4/22,pd,0.77855297,NA,1,68.843,,
2022,4/4/22,pd,0.77855297,NA,2,68.843,,
2022,4/4/22,pd,0.77855297,NA,3,68.843,,
2022,4/4/22,pd,0.77855297,NA,4,68.843,,
2023,4/4/22,pd,0.69137267,NA,1,70.732,,
2023,4/4/22,pd,0.69137267,NA,2,70.732,,
2023,4/4/22,pd,0.69137267,NA,3,70.732,,
2023,4/4/22,pd,0.69137267,NA,4,70.732,,
2023,4/4/22,pd,0.69137267,NA,5,70.732,,
2024,4/4/22,pd,1.21058517,NA,1,68.711,,
2024,4/4/22,pd,1.21058517,NA,3,68.711,,
2024,4/4/22,pd,1.21058517,NA,4,68.711,,
2025,4/4/22,pd,0.93675248,NA,1,70.047,,
2025,4/4/22,pd,0.93675248,NA,2,70.047,,
2025,4/4/22,pd,0.93675248,NA,3,70.047,,
2025,4/4/22,pd,0.93675248,NA,4,70.047,,
2025,4/4/22,pd,0.93675248,NA,5,70.047,,
2027,4/4/22,pd,1.03777929,NA,1,73.258,,
2027,4/4/22,pd,1.03777929,NA,2,73.258,,
2027,4/4/22,pd,1.03777929,NA,3,73.258,,
2028,4/4/22,pd,0.84950811,NA,1,65.256,,
2028,4/4/22,pd,0.84950811,NA,2,65.256,,
2028,4/4/22,pd,0.84950811,NA,3,65.256,,
2028,4/4/22,pd,0.84950811,NA,4,65.256,,
2029,4/4/22,pd,0.95594764,NA,1,64.223,,
2029,4/4/22,pd,0.95594764,NA,2,64.223,,
2029,4/4/22,pd,0.95594764,NA,3,64.223,,
2029,4/4/22,pd,0.95594764,NA,4,64.223,,
2029,4/4/22,pd,0.95594764,NA,5,64.223,,
2030,4/4/22,pd,0.82699815,NA,1,70.73,,
2030,4/4/22,pd,0.82699815,NA,2,70.73,,
2030,4/4/22,pd,0.82699815,NA,3,70.73,,
2030,4/4/22,pd,0.82699815,NA,4,70.73,,
2030,4/4/22,pd,0.82699815,NA,5,70.73,,
2031,4/4/22,pd,0.96117071,NA,1,54.858,,
2031,4/4/22,pd,0.96117071,NA,2,54.858,,
2031,4/4/22,pd,0.96117071,NA,3,54.858,,
2031,4/4/22,pd,0.96117071,NA,4,54.858,,
2085,4/4/22,pd,1.65186483,NA,1,66.626,,
2085,4/4/22,pd,1.65186483,NA,2,66.626,,
2085,4/4/22,pd,1.65186483,NA,3,66.626,,
2086,4/4/22,pd,1.82366412,NA,1,18.062,,
2086,4/4/22,pd,1.82366412,NA,2,18.062,,
2086,4/4/22,pd,1.82366412,NA,3,18.062,,
2087,4/4/22,pd,1.81722054,NA,1,15.618,,
2087,4/4/22,pd,1.81722054,NA,2,15.618,,
2087,4/4/22,pd,1.81722054,NA,3,15.618,,
2089,4/4/22,pd,0.65182144,NA,1,87.842,,
2089,4/4/22,pd,0.65182144,NA,2,87.842,,
2089,4/4/22,pd,0.65182144,NA,3,87.842,,
2089,4/4/22,pd,0.65182144,NA,4,87.842,,
2089,4/4/22,pd,0.65182144,NA,5,87.842,,
2090,4/4/22,pd,1.45025815,NA,1,105.46,,
2090,4/4/22,pd,1.45025815,NA,2,105.46,,
2090,4/4/22,pd,1.45025815,NA,3,105.46,,
2091,4/4/22,pd,0.63768814,NA,1,76,,
2091,4/4/22,pd,0.63768814,NA,2,76,,
2091,4/4/22,pd,0.63768814,NA,3,76,,
2091,4/4/22,pd,0.63768814,NA,4,76,,
2092,4/4/22,pd,0.65494287,NA,1,89.166,,
2092,4/4/22,pd,0.65494287,NA,2,89.166,,
2092,4/4/22,pd,0.65494287,NA,3,89.166,,
2093,4/4/22,pd,0.61478218,NA,1,78.76,,
2093,4/4/22,pd,0.61478218,NA,2,78.76,,
2093,4/4/22,pd,0.61478218,NA,3,78.76,,
2093,4/4/22,pd,0.61478218,NA,4,78.76,,
21,4/4/22,pd,1.62277243,NA,1,,,
21,4/4/22,pd,1.62277243,NA,2,,,
21,4/4/22,pd,1.62277243,NA,3,,,
21,4/4/22,pd,1.62277243,NA,4,,,
21,4/4/22,pd,1.62277243,NA,5,,,
11,4/6/22,md,NA,1.57481297,1,,,
11,4/6/22,md,NA,1.53609467,2,,,
11,4/6/22,md,NA,1.52889539,3,,,
11,4/6/22,md,NA,1.93853428,4,,,
11,4/6/22,md,NA,1.60038241,5,,,
11,4/6/22,md,NA,1.86948177,6,,,
2009,4/6/22,md,NA,1.12252964,1,3.579,leaf,
2009,4/6/22,md,NA,0.95594714,2,4.888,leaf,
2009,4/6/22,md,NA,NA,3,4.557,leaf,
2011,4/6/22,md,NA,0.85,1,2.665,leaf,
2011,4/6/22,md,NA,0.85714286,2,4.122,leaf,
2011,4/6/22,md,NA,NA,3,3.243,leaf,
21,4/6/22,md,NA,1.42424242,1,,,
21,4/6/22,md,NA,1.47460317,2,,,
21,4/6/22,md,NA,1.32504146,3,,,
21,4/6/22,md,NA,1.41818182,4,,,
21,4/6/22,md,NA,1.3729097,5,,,
21,4/6/22,md,NA,1.49781659,6,,,
2301,4/6/22,md,NA,0.60431154,1,7.919,leaf,
2301,4/6/22,md,NA,0.67421053,2,10.35,leaf,
2301,4/6/22,md,NA,0.63247863,3,6.164,leaf,
