"","tree","plot","site","species","date","time","notes","week","lwc_bulk","dm_bulk_g","wm_bulk_g","rep","lwc_leaf","dm_leaf_g","wm_leaf_g"
"1251",2022,"Chamise","Chamise","live oak",2022-05-23,"md",NA,21,0.701577031945006,2.473,4.208,"5",NA,NA,NA
"1252",2022,"Chamise","Chamise","live oak",NA,"pd",NA,21,0.565101565101565,0.3003,0.47,"5",NA,NA,NA
"1253",2022,"Chamise","Chamise","live oak",2022-05-23,"md",NA,21,0.701577031945006,2.473,4.208,"6",NA,NA,NA
"1254",2022,"Chamise","Chamise","live oak",NA,"pd",NA,21,0.565101565101565,0.3003,0.47,"6",NA,NA,NA
"1255",2022,"Chamise","Chamise","live oak",2022-07-19,"md",NA,29,0.572631578947368,0.95,1.494,"1",NA,NA,NA
"1256",2022,"Chamise","Chamise","live oak",2022-07-19,"pd",NA,29,0.583988764044944,0.712,1.1278,"1",NA,NA,NA
"1257",2022,"Chamise","Chamise","live oak",2022-07-19,"md",NA,29,0.572631578947368,0.95,1.494,"2",NA,NA,NA
"1258",2022,"Chamise","Chamise","live oak",2022-07-19,"pd",NA,29,0.583988764044944,0.712,1.1278,"2",NA,NA,NA
"1259",2022,"Chamise","Chamise","live oak",2022-07-19,"md",NA,29,0.572631578947368,0.95,1.494,"3",NA,NA,NA
"1260",2022,"Chamise","Chamise","live oak",2022-07-19,"pd",NA,29,0.583988764044944,0.712,1.1278,"3",NA,NA,NA
"1261",2022,"Chamise","Chamise","live oak",NA,"md",NA,29,0.572631578947368,0.95,1.494,"4",NA,NA,NA
"1262",2022,"Chamise","Chamise","live oak",2022-07-19,"pd",NA,29,0.583988764044944,0.712,1.1278,"4",NA,NA,NA
"1263",2022,"Chamise","Chamise","live oak",NA,"md",NA,NA,NA,NA,NA,"1",0.551239669421488,0.242,0.3754
"1264",2022,"Chamise","Chamise","live oak",NA,"pd",NA,NA,NA,NA,NA,"1",NA,NA,NA
"1265",2022,"Chamise","Chamise","live oak",NA,"md",NA,NA,NA,NA,NA,"2",0.745454545454545,0.165,0.288
"1266",2022,"Chamise","Chamise","live oak",NA,"pd",NA,NA,NA,NA,NA,"2",NA,NA,NA
"1267",2022,"Chamise","Chamise","live oak",NA,"md",NA,NA,NA,NA,NA,"3",0.730534351145038,0.131,0.2267
"1268",2022,"Chamise","Chamise","live oak",NA,"pd",NA,NA,NA,NA,NA,"3",NA,NA,NA
"1269",2022,"Chamise","Chamise","live oak",NA,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1270",2022,"Chamise","Chamise","live oak",NA,"pd",NA,NA,NA,NA,NA,NA,0.778552971576227,1.548,2.7532
"1271",2023,"Chamise","Chamise","live oak",2022-03-08,"md",NA,10,2.96379690949227,0.453,1.7956,"1",1.11503759398496,0.133,0.2813
"1272",2023,"Chamise","Chamise","live oak",NA,"pd",NA,10,NA,NA,NA,"1",NA,NA,NA
"1273",2023,"Chamise","Chamise","live oak",2022-03-08,"md",NA,10,2.96379690949227,0.453,1.7956,"2",1.16185567010309,0.097,0.2097
"1274",2023,"Chamise","Chamise","live oak",NA,"pd",NA,10,NA,NA,NA,"2",NA,NA,NA
"1275",2023,"Chamise","Chamise","live oak",2022-03-08,"md",NA,10,2.96379690949227,0.453,1.7956,"3",1.28988764044944,0.089,0.2038
"1276",2023,"Chamise","Chamise","live oak",NA,"pd",NA,10,NA,NA,NA,"3",NA,NA,NA
"1277",2023,"Chamise","Chamise","live oak",NA,"pd",NA,10,NA,NA,NA,"4",NA,NA,NA
"1278",2023,"Chamise","Chamise","live oak",NA,"pd",NA,10,NA,NA,NA,"5",NA,NA,NA
"1279",2023,"Chamise","Chamise","live oak",NA,"md",NA,11,NA,NA,NA,"1",NA,NA,NA
"1280",2023,"Chamise","Chamise","live oak",2022-03-15,"pd",NA,11,0.906859504132232,1.21,2.3073,"1",1.04125874125874,0.143,0.2919
"1281",2023,"Chamise","Chamise","live oak",NA,"md",NA,11,NA,NA,NA,"2",NA,NA,NA
"1282",2023,"Chamise","Chamise","live oak",2022-03-15,"pd",NA,11,0.906859504132232,1.21,2.3073,"2",1.15904255319149,0.188,0.4059
"1283",2023,"Chamise","Chamise","live oak",NA,"md",NA,11,NA,NA,NA,"3",NA,NA,NA
"1284",2023,"Chamise","Chamise","live oak",2022-03-15,"pd",NA,11,0.906859504132232,1.21,2.3073,"3",0.674712643678161,0.261,0.4371
"1285",2023,"Chamise","Chamise","live oak",NA,"md",NA,11,NA,NA,NA,"4",NA,NA,NA
"1286",2023,"Chamise","Chamise","live oak",2022-03-15,"pd",NA,11,0.906859504132232,1.21,2.3073,"4",0.647058823529412,0.187,0.308
"1287",2023,"Chamise","Chamise","live oak",NA,"md",NA,14,NA,NA,NA,"1",NA,NA,NA
"1288",2023,"Chamise","Chamise","live oak",2022-04-04,"pd",NA,14,0.691372665283131,1.6865,2.8525,"1",NA,NA,NA
"1289",2023,"Chamise","Chamise","live oak",NA,"md",NA,14,NA,NA,NA,"2",NA,NA,NA
"1290",2023,"Chamise","Chamise","live oak",2022-04-04,"pd",NA,14,0.691372665283131,1.6865,2.8525,"2",NA,NA,NA
"1291",2023,"Chamise","Chamise","live oak",NA,"md",NA,14,NA,NA,NA,"3",NA,NA,NA
"1292",2023,"Chamise","Chamise","live oak",2022-04-04,"pd",NA,14,0.691372665283131,1.6865,2.8525,"3",NA,NA,NA
"1293",2023,"Chamise","Chamise","live oak",NA,"md",NA,14,NA,NA,NA,"4",NA,NA,NA
"1294",2023,"Chamise","Chamise","live oak",2022-04-04,"pd",NA,14,0.691372665283131,1.6865,2.8525,"4",NA,NA,NA
"1295",2023,"Chamise","Chamise","live oak",NA,"md",NA,14,NA,NA,NA,"5",NA,NA,NA
"1296",2023,"Chamise","Chamise","live oak",2022-04-04,"pd",NA,14,0.691372665283131,1.6865,2.8525,"5",NA,NA,NA
"1297",2023,"Chamise","Chamise","live oak",2022-04-27,"md",NA,17,0.907242693773824,0.787,1.501,"1",NA,NA,NA
"1298",2023,"Chamise","Chamise","live oak",2022-04-27,"pd",NA,17,0.922311519326445,2.613,5.023,"1",NA,NA,NA
"1299",2023,"Chamise","Chamise","live oak",2022-04-27,"md",NA,17,0.907242693773824,0.787,1.501,"2",NA,NA,NA
"1300",2023,"Chamise","Chamise","live oak",2022-04-27,"pd",NA,17,0.922311519326445,2.613,5.023,"2",NA,NA,NA
"1301",2023,"Chamise","Chamise","live oak",2022-04-27,"md",NA,17,0.907242693773824,0.787,1.501,"3",NA,NA,NA
"1302",2023,"Chamise","Chamise","live oak",2022-04-27,"pd",NA,17,0.922311519326445,2.613,5.023,"3",NA,NA,NA
"1303",2023,"Chamise","Chamise","live oak",2022-05-09,"md",NA,19,0.828729281767956,0.543,0.993,"1",NA,NA,NA
"1304",2023,"Chamise","Chamise","live oak",2022-05-09,"pd",NA,19,0.498708010335917,1.935,2.9,"1",NA,NA,NA
"1305",2023,"Chamise","Chamise","live oak",2022-05-09,"md",NA,19,0.828729281767956,0.543,0.993,"2",NA,NA,NA
"1306",2023,"Chamise","Chamise","live oak",2022-05-09,"pd",NA,19,0.498708010335917,1.935,2.9,"2",NA,NA,NA
"1307",2023,"Chamise","Chamise","live oak",2022-05-09,"md",NA,19,0.828729281767956,0.543,0.993,"3",NA,NA,NA
"1308",2023,"Chamise","Chamise","live oak",2022-05-09,"pd",NA,19,0.498708010335917,1.935,2.9,"3",NA,NA,NA
"1309",2023,"Chamise","Chamise","live oak",NA,"md",NA,19,0.828729281767956,0.543,0.993,"4",NA,NA,NA
"1310",2023,"Chamise","Chamise","live oak",2022-05-09,"pd",NA,19,0.498708010335917,1.935,2.9,"4",NA,NA,NA
"1311",2023,"Chamise","Chamise","live oak",NA,"md",NA,19,0.828729281767956,0.543,0.993,"5",NA,NA,NA
"1312",2023,"Chamise","Chamise","live oak",2022-05-09,"pd",NA,19,0.498708010335917,1.935,2.9,"5",NA,NA,NA
"1313",2023,"Chamise","Chamise","live oak",NA,"md",NA,19,0.828729281767956,0.543,0.993,"6",NA,NA,NA
"1314",2023,"Chamise","Chamise","live oak",2022-05-09,"pd",NA,19,0.498708010335917,1.935,2.9,"6",NA,NA,NA
"1315",2023,"Chamise","Chamise","live oak",NA,"md",NA,19,0.828729281767956,0.543,0.993,"7",NA,NA,NA
"1316",2023,"Chamise","Chamise","live oak",2022-05-09,"pd",NA,19,0.498708010335917,1.935,2.9,"7",NA,NA,NA
"1317",2023,"Chamise","Chamise","live oak",2022-05-23,"md",NA,21,0.727262234533703,0.8664,1.4965,"1",NA,NA,NA
"1318",2023,"Chamise","Chamise","live oak",2022-05-23,"pd",NA,21,0.829883897021706,0.7924,1.45,"1",NA,NA,NA
"1319",2023,"Chamise","Chamise","live oak",2022-05-23,"md",NA,21,0.727262234533703,0.8664,1.4965,"2",NA,NA,NA
"1320",2023,"Chamise","Chamise","live oak",2022-05-23,"pd",NA,21,0.829883897021706,0.7924,1.45,"2",NA,NA,NA
"1321",2023,"Chamise","Chamise","live oak",2022-05-23,"md",NA,21,0.727262234533703,0.8664,1.4965,"3",NA,NA,NA
"1322",2023,"Chamise","Chamise","live oak",2022-05-23,"pd",NA,21,0.829883897021706,0.7924,1.45,"3",NA,NA,NA
"1323",2023,"Chamise","Chamise","live oak",2022-05-23,"md",NA,21,0.727262234533703,0.8664,1.4965,"4",NA,NA,NA
"1324",2023,"Chamise","Chamise","live oak",2022-05-23,"pd",NA,21,0.829883897021706,0.7924,1.45,"4",NA,NA,NA
"1325",2023,"Chamise","Chamise","live oak",2022-05-23,"md",NA,21,0.727262234533703,0.8664,1.4965,"5",NA,NA,NA
"1326",2023,"Chamise","Chamise","live oak",2022-05-23,"pd",NA,21,0.829883897021706,0.7924,1.45,"5",NA,NA,NA
"1327",2023,"Chamise","Chamise","live oak",NA,"md",NA,21,0.727262234533703,0.8664,1.4965,"6",NA,NA,NA
"1328",2023,"Chamise","Chamise","live oak",2022-05-23,"pd",NA,21,0.829883897021706,0.7924,1.45,"6",NA,NA,NA
"1329",2023,"Chamise","Chamise","live oak",2022-07-19,"md",NA,29,0.5575,1.28,1.9936,"1",NA,NA,NA
"1330",2023,"Chamise","Chamise","live oak",2022-07-19,"pd",NA,29,0.586815728604472,1.297,2.0581,"1",NA,NA,NA
"1331",2023,"Chamise","Chamise","live oak",2022-07-19,"md",NA,29,0.5575,1.28,1.9936,"2",NA,NA,NA
"1332",2023,"Chamise","Chamise","live oak",2022-07-19,"pd",NA,29,0.586815728604472,1.297,2.0581,"2",NA,NA,NA
"1333",2023,"Chamise","Chamise","live oak",2022-07-19,"md",NA,29,0.5575,1.28,1.9936,"3",NA,NA,NA
"1334",2023,"Chamise","Chamise","live oak",2022-07-19,"pd",NA,29,0.586815728604472,1.297,2.0581,"3",NA,NA,NA
"1335",2023,"Chamise","Chamise","live oak",NA,"md",NA,NA,NA,NA,NA,"1",0.59701889805696,0.3757,0.6
"1336",2023,"Chamise","Chamise","live oak",NA,"pd",NA,NA,NA,NA,NA,"1",NA,NA,NA
"1337",2023,"Chamise","Chamise","live oak",NA,"md",NA,NA,NA,NA,NA,"2",0.820394736842105,0.152,0.2767
"1338",2023,"Chamise","Chamise","live oak",NA,"pd",NA,NA,NA,NA,NA,"2",NA,NA,NA
"1339",2023,"Chamise","Chamise","live oak",NA,"md",NA,NA,NA,NA,NA,"3",0.788082652570879,0.2081,0.3721
"1340",2023,"Chamise","Chamise","live oak",NA,"pd",NA,NA,NA,NA,NA,"3",NA,NA,NA
"1341",2023,"Chamise","Chamise","live oak",NA,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1342",2023,"Chamise","Chamise","live oak",NA,"pd",NA,NA,NA,NA,NA,NA,0.691372665283131,1.6865,2.8525
"1343",2024,"Chamise","Chamise","blue oak",2022-03-08,"md",NA,10,1.63142857142857,0.21,0.5526,"1",1.63555555555556,0.045,0.1186
"1344",2024,"Chamise","Chamise","blue oak",NA,"pd",NA,10,NA,NA,NA,"1",NA,NA,NA
"1345",2024,"Chamise","Chamise","blue oak",2022-03-08,"md",NA,10,1.63142857142857,0.21,0.5526,"2",1.55208333333333,0.048,0.1225
"1346",2024,"Chamise","Chamise","blue oak",NA,"pd",NA,10,NA,NA,NA,"2",NA,NA,NA
"1347",2024,"Chamise","Chamise","blue oak",NA,"md",NA,11,NA,NA,NA,"1",NA,NA,NA
"1348",2024,"Chamise","Chamise","blue oak",2022-03-15,"pd",NA,11,1.62042553191489,0.235,0.6158,"1",1.39568965517241,0.116,0.2779
"1349",2024,"Chamise","Chamise","blue oak",NA,"md",NA,11,NA,NA,NA,"2",NA,NA,NA
"1350",2024,"Chamise","Chamise","blue oak",2022-03-15,"pd",NA,11,1.62042553191489,0.235,0.6158,"2",1.51604938271605,0.081,0.2038
"1351",2024,"Chamise","Chamise","blue oak",NA,"md",NA,11,NA,NA,NA,"3",NA,NA,NA
"1352",2024,"Chamise","Chamise","blue oak",2022-03-15,"pd",NA,11,1.62042553191489,0.235,0.6158,"3",1.56164383561644,0.073,0.187
"1353",2024,"Chamise","Chamise","blue oak",NA,"md",NA,11,NA,NA,NA,"4",NA,NA,NA
"1354",2024,"Chamise","Chamise","blue oak",2022-03-15,"pd",NA,11,1.62042553191489,0.235,0.6158,"4",1.177,0.1,0.2177
"1355",2024,"Chamise","Chamise","blue oak",2022-04-04,"md",NA,14,NA,NA,NA,"1",0.838947368421053,0.095,0.1747
"1356",2024,"Chamise","Chamise","blue oak",2022-04-04,"pd",NA,14,1.21058516585911,1.0732,2.3724,"1",NA,NA,NA
"1357",2024,"Chamise","Chamise","blue oak",2022-04-04,"md",NA,14,NA,NA,NA,"2",0.849532710280374,0.107,0.1979
"1358",2024,"Chamise","Chamise","blue oak",NA,"pd",NA,14,1.21058516585911,1.0732,2.3724,"2",NA,NA,NA
"1359",2024,"Chamise","Chamise","blue oak",NA,"md",NA,14,NA,NA,NA,"3",NA,NA,NA
"1360",2024,"Chamise","Chamise","blue oak",2022-04-04,"pd",NA,14,1.21058516585911,1.0732,2.3724,"3",NA,NA,NA
"1361",2024,"Chamise","Chamise","blue oak",NA,"md",NA,14,NA,NA,NA,"4",NA,NA,NA
"1362",2024,"Chamise","Chamise","blue oak",2022-04-04,"pd",NA,14,1.21058516585911,1.0732,2.3724,"4",NA,NA,NA
"1363",2024,"Chamise","Chamise","blue oak",2022-04-13,"md",NA,15,0.887794955248169,1.229,2.3201,"1",0.838427947598253,0.1374,0.2526
"1364",2024,"Chamise","Chamise","blue oak",NA,"pd",NA,15,NA,NA,NA,"1",NA,NA,NA
"1365",2024,"Chamise","Chamise","blue oak",2022-04-13,"md",NA,15,0.887794955248169,1.229,2.3201,"2",0.828335056876939,0.0967,0.1768
"1366",2024,"Chamise","Chamise","blue oak",NA,"pd",NA,15,NA,NA,NA,"2",NA,NA,NA
"1367",2024,"Chamise","Chamise","blue oak",2022-04-13,"md",NA,15,0.887794955248169,1.229,2.3201,"3",0.856780735107731,0.0789,0.1465
"1368",2024,"Chamise","Chamise","blue oak",NA,"pd",NA,15,NA,NA,NA,"3",NA,NA,NA
"1369",2024,"Chamise","Chamise","blue oak",2022-04-27,"md",NA,17,0.933541017653167,0.963,1.862,"1",NA,NA,NA
"1370",2024,"Chamise","Chamise","blue oak",2022-04-27,"pd",NA,17,NA,NA,NA,"1",NA,NA,NA
"1371",2024,"Chamise","Chamise","blue oak",2022-04-27,"md",NA,17,0.933541017653167,0.963,1.862,"2",NA,NA,NA
"1372",2024,"Chamise","Chamise","blue oak",2022-04-27,"pd",NA,17,NA,NA,NA,"2",NA,NA,NA
"1373",2024,"Chamise","Chamise","blue oak",2022-04-27,"md",NA,17,0.933541017653167,0.963,1.862,"3",NA,NA,NA
"1374",2024,"Chamise","Chamise","blue oak",2022-04-27,"pd",NA,17,NA,NA,NA,"3",NA,NA,NA
"1375",2024,"Chamise","Chamise","blue oak",2022-05-09,"md",NA,19,0.815345021714653,0.6217,1.1286,"1",NA,NA,NA
"1376",2024,"Chamise","Chamise","blue oak",2022-05-09,"pd",NA,19,0.74852652259332,1.018,1.78,"1",NA,NA,NA
"1377",2024,"Chamise","Chamise","blue oak",2022-05-09,"md",NA,19,0.815345021714653,0.6217,1.1286,"2",NA,NA,NA
"1378",2024,"Chamise","Chamise","blue oak",2022-05-09,"pd",NA,19,0.74852652259332,1.018,1.78,"2",NA,NA,NA
"1379",2024,"Chamise","Chamise","blue oak",2022-05-09,"md",NA,19,0.815345021714653,0.6217,1.1286,"3",NA,NA,NA
"1380",2024,"Chamise","Chamise","blue oak",2022-05-09,"pd",NA,19,0.74852652259332,1.018,1.78,"3",NA,NA,NA
"1381",2024,"Chamise","Chamise","blue oak",2022-05-23,"md",NA,21,0.832627118644068,0.944,1.73,"1",NA,NA,NA
"1382",2024,"Chamise","Chamise","blue oak",2022-05-23,"pd",NA,21,0.853738032185781,0.4909,0.91,"1",NA,NA,NA
"1383",2024,"Chamise","Chamise","blue oak",2022-05-23,"md",NA,21,0.832627118644068,0.944,1.73,"2",NA,NA,NA
"1384",2024,"Chamise","Chamise","blue oak",2022-05-23,"pd",NA,21,0.853738032185781,0.4909,0.91,"2",NA,NA,NA
"1385",2024,"Chamise","Chamise","blue oak",2022-05-23,"md",NA,21,0.832627118644068,0.944,1.73,"3",NA,NA,NA
"1386",2024,"Chamise","Chamise","blue oak",NA,"pd",NA,21,0.853738032185781,0.4909,0.91,"3",NA,NA,NA
"1387",2024,"Chamise","Chamise","blue oak",2022-05-23,"md",NA,21,0.832627118644068,0.944,1.73,"4",NA,NA,NA
"1388",2024,"Chamise","Chamise","blue oak",NA,"pd",NA,21,0.853738032185781,0.4909,0.91,"4",NA,NA,NA
"1389",2024,"Chamise","Chamise","blue oak",2022-07-19,"md",NA,29,0.6265664160401,0.798,1.298,"1",NA,NA,NA
"1390",2024,"Chamise","Chamise","blue oak",2022-07-19,"pd",NA,29,0.653937947494033,0.419,0.693,"1",NA,NA,NA
"1391",2024,"Chamise","Chamise","blue oak",2022-07-19,"md",NA,29,0.6265664160401,0.798,1.298,"2",NA,NA,NA
"1392",2024,"Chamise","Chamise","blue oak",2022-07-19,"pd",NA,29,0.653937947494033,0.419,0.693,"2",NA,NA,NA
"1393",2024,"Chamise","Chamise","blue oak",2022-07-19,"md",NA,29,0.6265664160401,0.798,1.298,"3",NA,NA,NA
"1394",2024,"Chamise","Chamise","blue oak",2022-07-19,"pd",NA,29,0.653937947494033,0.419,0.693,"3",NA,NA,NA
"1395",2024,"Chamise","Chamise","blue oak",NA,"md",NA,29,0.6265664160401,0.798,1.298,"4",NA,NA,NA
"1396",2024,"Chamise","Chamise","blue oak",2022-07-19,"pd",NA,29,0.653937947494033,0.419,0.693,"4",NA,NA,NA
"1397",2024,"Chamise","Chamise","blue oak",NA,"md",NA,29,0.6265664160401,0.798,1.298,"5",NA,NA,NA
"1398",2024,"Chamise","Chamise","blue oak",2022-07-19,"pd",NA,29,0.653937947494033,0.419,0.693,"5",NA,NA,NA
"1399",2024,"Chamise","Chamise","blue oak",NA,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1400",2024,"Chamise","Chamise","blue oak",NA,"pd",NA,NA,NA,NA,NA,NA,1.21058516585911,1.0732,2.3724
"1401",2025,"Chamise","Chamise","blue oak",2022-03-08,"md",NA,10,2.88490566037736,0.053,0.2059,"1",1.11194029850746,0.067,0.1415
"1402",2025,"Chamise","Chamise","blue oak",NA,"pd",NA,10,NA,NA,NA,"1",NA,NA,NA
"1403",2025,"Chamise","Chamise","blue oak",2022-03-08,"md",NA,10,2.88490566037736,0.053,0.2059,"2",1.16621621621622,0.074,0.1603
"1404",2025,"Chamise","Chamise","blue oak",NA,"pd",NA,10,NA,NA,NA,"2",NA,NA,NA
"1405",2025,"Chamise","Chamise","blue oak",2022-03-08,"md",NA,10,2.88490566037736,0.053,0.2059,"3",1.12142857142857,0.042,0.0891
"1406",2025,"Chamise","Chamise","blue oak",NA,"pd",NA,10,NA,NA,NA,"3",NA,NA,NA
"1407",2025,"Chamise","Chamise","blue oak",2022-03-08,"md",NA,10,2.88490566037736,0.053,0.2059,"4",1.04807692307692,0.052,0.1065
"1408",2025,"Chamise","Chamise","blue oak",NA,"pd",NA,10,NA,NA,NA,"4",NA,NA,NA
"1409",2025,"Chamise","Chamise","blue oak",NA,"md",NA,11,NA,NA,NA,"1",NA,NA,NA
"1410",2025,"Chamise","Chamise","blue oak",2022-03-15,"pd",NA,11,1.19823008849558,0.113,0.2484,"1",1.194,0.05,0.1097
"1411",2025,"Chamise","Chamise","blue oak",NA,"md",NA,11,NA,NA,NA,"2",NA,NA,NA
"1412",2025,"Chamise","Chamise","blue oak",2022-03-15,"pd",NA,11,1.19823008849558,0.113,0.2484,"2",1.162,0.05,0.1081
"1413",2025,"Chamise","Chamise","blue oak",NA,"md",NA,11,NA,NA,NA,"3",NA,NA,NA
"1414",2025,"Chamise","Chamise","blue oak",2022-03-15,"pd",NA,11,1.19823008849558,0.113,0.2484,"3",1.3109375,0.064,0.1479
"1415",2025,"Chamise","Chamise","blue oak",NA,"md",NA,11,NA,NA,NA,"4",NA,NA,NA
"1416",2025,"Chamise","Chamise","blue oak",2022-03-15,"pd",NA,11,1.19823008849558,0.113,0.2484,"4",1.16,0.045,0.0972
"1417",2025,"Chamise","Chamise","blue oak",NA,"md",NA,14,NA,NA,NA,"1",NA,NA,NA
"1418",2025,"Chamise","Chamise","blue oak",2022-04-04,"pd",NA,14,0.936752483275897,0.9866,1.9108,"1",NA,NA,NA
"1419",2025,"Chamise","Chamise","blue oak",NA,"md",NA,14,NA,NA,NA,"2",NA,NA,NA
"1420",2025,"Chamise","Chamise","blue oak",2022-04-04,"pd",NA,14,0.936752483275897,0.9866,1.9108,"2",NA,NA,NA
"1421",2025,"Chamise","Chamise","blue oak",NA,"md",NA,14,NA,NA,NA,"3",NA,NA,NA
"1422",2025,"Chamise","Chamise","blue oak",2022-04-04,"pd",NA,14,0.936752483275897,0.9866,1.9108,"3",NA,NA,NA
"1423",2025,"Chamise","Chamise","blue oak",NA,"md",NA,14,NA,NA,NA,"4",NA,NA,NA
"1424",2025,"Chamise","Chamise","blue oak",2022-04-04,"pd",NA,14,0.936752483275897,0.9866,1.9108,"4",NA,NA,NA
"1425",2025,"Chamise","Chamise","blue oak",NA,"md",NA,14,NA,NA,NA,"5",NA,NA,NA
"1426",2025,"Chamise","Chamise","blue oak",2022-04-04,"pd",NA,14,0.936752483275897,0.9866,1.9108,"5",NA,NA,NA
"1427",2025,"Chamise","Chamise","blue oak",2022-04-13,"md",NA,15,0.856986234620538,0.8209,1.5244,"1",0.828418230563003,0.0746,0.1364
"1428",2025,"Chamise","Chamise","blue oak",NA,"pd",NA,15,NA,NA,NA,"1",NA,NA,NA
"1429",2025,"Chamise","Chamise","blue oak",2022-04-13,"md",NA,15,0.856986234620538,0.8209,1.5244,"2",0.808695652173913,0.0575,0.104
"1430",2025,"Chamise","Chamise","blue oak",NA,"pd",NA,15,NA,NA,NA,"2",NA,NA,NA
"1431",2025,"Chamise","Chamise","blue oak",2022-04-13,"md",NA,15,0.856986234620538,0.8209,1.5244,"3",1.12176165803109,0.0386,0.0819
"1432",2025,"Chamise","Chamise","blue oak",NA,"pd",NA,15,NA,NA,NA,"3",NA,NA,NA
"1433",2025,"Chamise","Chamise","blue oak",2022-04-13,"md",NA,15,0.856986234620538,0.8209,1.5244,"4",0.804698972099853,0.0681,0.1229
"1434",2025,"Chamise","Chamise","blue oak",NA,"pd",NA,15,NA,NA,NA,"4",NA,NA,NA
"1435",2025,"Chamise","Chamise","blue oak",2022-04-27,"md",NA,17,0.929280397022332,0.806,1.555,"1",NA,NA,NA
"1436",2025,"Chamise","Chamise","blue oak",2022-04-27,"pd",NA,17,1.0421686746988,0.664,1.356,"1",NA,NA,NA
"1437",2025,"Chamise","Chamise","blue oak",2022-04-27,"md",NA,17,0.929280397022332,0.806,1.555,"2",NA,NA,NA
"1438",2025,"Chamise","Chamise","blue oak",2022-04-27,"pd",NA,17,1.0421686746988,0.664,1.356,"2",NA,NA,NA
"1439",2025,"Chamise","Chamise","blue oak",2022-04-27,"md",NA,17,0.929280397022332,0.806,1.555,"3",NA,NA,NA
"1440",2025,"Chamise","Chamise","blue oak",NA,"pd",NA,17,1.0421686746988,0.664,1.356,"3",NA,NA,NA
"1441",2025,"Chamise","Chamise","blue oak",2022-05-09,"md",NA,19,0.834674469641551,1.0936,2.0064,"1",NA,NA,NA
"1442",2025,"Chamise","Chamise","blue oak",2022-05-09,"pd",NA,19,0.763341067285383,0.431,0.76,"1",NA,NA,NA
"1443",2025,"Chamise","Chamise","blue oak",2022-05-09,"md",NA,19,0.834674469641551,1.0936,2.0064,"2",NA,NA,NA
"1444",2025,"Chamise","Chamise","blue oak",2022-05-09,"pd",NA,19,0.763341067285383,0.431,0.76,"2",NA,NA,NA
"1445",2025,"Chamise","Chamise","blue oak",NA,"md",NA,19,0.834674469641551,1.0936,2.0064,"3",NA,NA,NA
"1446",2025,"Chamise","Chamise","blue oak",2022-05-09,"pd",NA,19,0.763341067285383,0.431,0.76,"3",NA,NA,NA
"1447",2025,"Chamise","Chamise","blue oak",NA,"md",NA,19,0.834674469641551,1.0936,2.0064,"4",NA,NA,NA
"1448",2025,"Chamise","Chamise","blue oak",2022-05-09,"pd",NA,19,0.763341067285383,0.431,0.76,"4",NA,NA,NA
"1449",2025,"Chamise","Chamise","blue oak",NA,"md",NA,19,0.834674469641551,1.0936,2.0064,"5",NA,NA,NA
"1450",2025,"Chamise","Chamise","blue oak",2022-05-09,"pd",NA,19,0.763341067285383,0.431,0.76,"5",NA,NA,NA
"1451",2025,"Chamise","Chamise","blue oak",NA,"md",NA,19,0.834674469641551,1.0936,2.0064,"6",NA,NA,NA
"1452",2025,"Chamise","Chamise","blue oak",2022-05-09,"pd",NA,19,0.763341067285383,0.431,0.76,"6",NA,NA,NA
"1453",2025,"Chamise","Chamise","blue oak",NA,"md",NA,19,0.834674469641551,1.0936,2.0064,"7",NA,NA,NA
"1454",2025,"Chamise","Chamise","blue oak",2022-05-09,"pd",NA,19,0.763341067285383,0.431,0.76,"7",NA,NA,NA
"1455",2025,"Chamise","Chamise","blue oak",2022-05-23,"md",NA,21,NA,NA,NA,"1",NA,NA,NA
"1456",2025,"Chamise","Chamise","blue oak",2022-05-23,"pd",NA,21,0.834470989761092,0.4688,0.86,"1",NA,NA,NA
"1457",2025,"Chamise","Chamise","blue oak",2022-05-23,"md",NA,21,NA,NA,NA,"2",NA,NA,NA
"1458",2025,"Chamise","Chamise","blue oak",2022-05-23,"pd",NA,21,0.834470989761092,0.4688,0.86,"2",NA,NA,NA
"1459",2025,"Chamise","Chamise","blue oak",2022-07-19,"md",NA,29,0.60359477124183,0.306,0.4907,"1",NA,NA,NA
"1460",2025,"Chamise","Chamise","blue oak",2022-07-19,"pd",NA,29,0.641166380789022,0.583,0.9568,"1",NA,NA,NA
"1461",2025,"Chamise","Chamise","blue oak",2022-07-19,"md",NA,29,0.60359477124183,0.306,0.4907,"2",NA,NA,NA
"1462",2025,"Chamise","Chamise","blue oak",2022-07-19,"pd",NA,29,0.641166380789022,0.583,0.9568,"2",NA,NA,NA
"1463",2025,"Chamise","Chamise","blue oak",2022-07-19,"md",NA,29,0.60359477124183,0.306,0.4907,"3",NA,NA,NA
"1464",2025,"Chamise","Chamise","blue oak",2022-07-19,"pd",NA,29,0.641166380789022,0.583,0.9568,"3",NA,NA,NA
"1465",2025,"Chamise","Chamise","blue oak",NA,"md",NA,29,0.60359477124183,0.306,0.4907,"4",NA,NA,NA
"1466",2025,"Chamise","Chamise","blue oak",2022-07-19,"pd",NA,29,0.641166380789022,0.583,0.9568,"4",NA,NA,NA
