"","tree_id","branch","species","year","week","...1","file","day","notes_leaf_area","more_notes_leaf_area","area_cm2","date_leaf_area","year_leaf_area","sub_branch","lwm_g","ldm_g","swm_g","sdm_g","l_cm","d_mm","length_new_cm","notes","date_alas","area_mm2","lma_g_cm2","d_cm","r_cm","area_stem_cm2","alas","sla_cm_g"
"224","2024",1,"B",0,21,141,"txt",23,NA,NA,37.982,2022-05-23,0,NA,1.272,0.583,0.187,0.086,2.11,1.775,2.11,NA,2022-05-23,379.82,0.0153493760202201,0.1775,0.08875,0.0247449508855409,1534.93939736182,65.1492281303602
"225","2024",1,"B",0,29,144,"txt",19,NA,NA,49.277,2022-07-19,0,NA,1.408,0.803,0.167,0.106,2.3,1.6875,2.3,NA,2022-07-19,492.77,0.0162956348803702,0.16875,0.084375,0.0223654398873727,2203.26540627629,61.3661270236613
"226","2024",1,"B",0,37,768,"csv",12,NA,NA,30.745,2022-09-12,0,NA,0.8842,0.5345,0.1746,0.1176,21.76,1.66,NA,"branch not labeled",2022-09-12,307.45,0.0173849406407546,0.166,0.083,0.0216424317905801,1420.58897528243,57.5210477081385
"227","2024",2,"B",0,17,136,"txt",27,NA,NA,18.249,2022-04-27,0,NA,0.4888,0.2515,0.1115,0.0578,1.777,1.4675,1.777,NA,2022-04-27,182.49,0.0137815770727163,0.14675,0.073375,0.016913991235231,1078.92925721685,72.5606361829026
"228","2024",2,"B",0,21,142,"txt",23,NA,NA,43.101,2022-05-23,0,NA,1.431,0.668,0.245,0.115,2.67,1.9125,2.67,NA,2022-05-23,431.01,0.0154984803136818,0.19125,0.095625,0.028727165010892,1500.35689159227,64.5224550898204
"229","2024",2,"B",0,29,145,"txt",19,NA,NA,20.074,2022-07-19,0,NA,0.599,0.342,0.093,0.058,1.7,1.475,1.7,NA,2022-07-19,200.74,0.0170369632360267,0.1475,0.07375,0.0170873187924157,1174.78934195983,58.6959064327485
"230","2024",3,"B",0,14,140,"txt",4,NA,NA,33.536,2022-04-04,0,NA,1.599,0.783,0.134,0.061,1.47,1.65,1.47,NA,2022-04-04,335.36,0.0233480438931298,0.165,0.0825,0.0213824649984955,1568.38792919149,42.8301404853129
"231","2024",3,"B",0,14,140,"txt",4,NA,NA,33.536,2022-04-04,0,NA,0.898,0.485,0.088,0.04,1.35,1.1225,1.35,NA,2022-04-04,335.36,0.014462070610687,0.11225,0.056125,0.00989606594619306,3388.82139451597,69.1463917525773
"232","2024",3,"B",0,17,137,"txt",27,NA,NA,34.068,2022-04-27,0,NA,1.0194,0.5278,0.1805,0.0925,2.529,1.805,2.529,NA,2022-04-27,340.68,0.0154925443231185,0.1805,0.09025,0.0255884685130297,1331.38096883964,64.54717696097
"233","2024",3,"B",0,21,143,"txt",23,NA,NA,41.033,2022-05-23,0,NA,1.324,0.627,0.246,0.115,2.94,2.36,2.94,NA,2022-05-23,410.33,0.0152803840811055,0.236,0.118,0.0437435361085843,938.03573396865,65.4433811802233
"234","2024",3,"B",0,29,146,"txt",19,NA,NA,30.615,2022-07-19,0,NA,0.925,0.54,0.1,0.063,1.38,1.5475,1.38,NA,2022-07-19,306.15,0.0176384125428711,0.15475,0.077375,0.0188083716053456,1627.73262047304,56.6944444444444
"235","2025",1,"B",0,14,150,"txt",4,NA,NA,18.167,2022-04-04,0,NA,0.483,0.248,0.037,0.017,1.29,0.795,1.29,NA,2022-04-04,181.67,0.0136511256674189,0.0795,0.03975,0.00496391274221272,3659.8145341092,73.2540322580645
"236","2025",1,"B",0,17,147,"txt",27,NA,NA,30.381,2022-04-27,0,NA,0.772,0.3915,0.0734,0.0393,1.85,1.27,1.85,NA,2022-04-27,303.81,0.0128863434383332,0.127,0.0635,0.0126676869774374,2398.30681434677,77.6015325670498
"237","2025",1,"B",0,21,153,"txt",23,NA,NA,25.503,2022-05-23,0,NA,0.726,0.378,0.111,0.059,2.4,1.3275,2.4,NA,2022-05-23,255.03,0.0148217856722738,0.13275,0.066375,0.0138407282218567,1842.60535942947,67.468253968254
"238","2025",1,"B",0,29,156,"txt",19,NA,NA,13.982,2022-07-19,0,NA,0.327,0.152,0.078,0.053,2.1,1.135,2.1,NA,2022-07-19,139.82,0.0108711200114433,0.1135,0.05675,0.0101176954904268,1381.93524535598,91.9868421052632
"239","2025",1,"B",0,37,769,"csv",12,NA,NA,16.851,2022-09-12,0,NA,0.4304,0.2553,0.0757,0.0503,25.71,1.2325,NA,NA,2022-09-12,168.51,0.0151504361758946,0.12325,0.061625,0.0119306398884741,1412.41376468661,66.0047003525264
"240","2025",2,"B",0,14,151,"txt",4,NA,NA,28.613,2022-04-04,0,NA,0.79,0.396,0.059,0.026,1.49,1.0175,1.49,NA,2022-04-04,286.13,0.013839862999336,0.10175,0.050875,0.008131276273039,3518.88178918143,72.2550505050505
"241","2025",2,"B",0,17,148,"txt",27,NA,NA,39.133,2022-04-27,0,NA,0.9683,0.4903,0.1012,0.0541,2.472,1.3225,2.472,NA,2022-04-27,391.33,0.0125290675389058,0.13225,0.066125,0.0137366629652066,2848.79960286712,79.8143993473384
"242","2025",2,"B",0,21,154,"txt",23,NA,NA,35.98,2022-05-23,0,NA,1.019,0.519,0.149,0.078,2.95,1.415,2.95,NA,2022-05-23,359.8,0.0144246803779878,0.1415,0.07075,0.0157254383770846,2288.01252704222,69.3256262042389
"243","2025",2,"B",0,29,157,"txt",19,NA,NA,19.538,2022-07-19,0,NA,0.537,0.317,0.115,0.074,2.19,1.425,2.19,NA,2022-07-19,195.38,0.0162247927116389,0.1425,0.07125,0.0159484914554894,1225.06884456931,61.6340694006309
"244","2025",2,"B",0,37,770,"csv",12,NA,NA,6.981,2022-09-12,0,NA,0.1699,0.0994,0.0624,0.0405,19.4,1.2075,NA,NA,2022-09-12,69.81,0.0142386477582008,0.12075,0.060375,0.0114515470088017,609.611958509569,70.2313883299799
"245","2025",3,"B",0,14,152,"txt",4,NA,NA,26.915,2022-04-04,0,NA,0.739,0.39,0.063,0.029,1.67,1.2975,1.67,NA,2022-04-04,269.15,0.0144900613041055,0.12975,0.064875,0.0132222271681813,2035.58747385386,69.0128205128205
"246","2025",3,"B",0,17,149,"txt",27,NA,NA,16.387,2022-04-27,0,NA,0.3645,0.1817,0.0096,0.0046,0.526,0.7325,0.526,NA,2022-04-27,163.87,0.0110880576066394,0.07325,0.036625,0.00421410293309422,3888.60933398411,90.1871216290589
"247","2025",3,"B",0,21,155,"txt",23,NA,NA,23.069,2022-05-23,0,NA,0.63,0.324,0.137,0.073,3.94,1.32,3.94,NA,2022-05-23,230.69,0.0140448220555724,0.132,0.066,0.0136847775990371,1685.74168144487,71.2006172839506
"248","2025",3,"B",0,29,158,"txt",19,NA,NA,25.493,2022-07-19,0,NA,0.679,0.402,0.111,0.071,2.29,1.48,2.29,NA,2022-07-19,254.93,0.0157690346369592,0.148,0.074,0.0172033613710577,1481.861564734,63.4154228855721
"249","2025",3,"B",0,37,771,"csv",12,NA,NA,7.312,2022-09-12,0,NA,0.1792,0.1018,0.0682,0.0405,17.29,1.37,NA,NA,2022-09-12,73.12,0.0139223194748359,0.137,0.0685,0.0147411381288067,496.026828872263,71.8271119842829
"250","2026",1,"B",0,14,162,"txt",4,NA,NA,29.42,2022-04-04,0,NA,0.821,0.425,0.128,0.06,2.49,1.1875,2.49,NA,2022-04-04,294.2,0.0144459551325629,0.11875,0.059375,0.0110753412885343,2656.35155012847,69.2235294117647
"251","2026",1,"B",0,17,159,"txt",27,NA,NA,27.081,2022-04-27,0,NA,0.6326,0.3277,0.1333,0.071,2.274,1.0025,2.274,NA,2022-04-27,270.81,0.0121007348325394,0.10025,0.050125,0.00789330062952957,3430.8841473347,82.6396093988404
"252","2026",1,"B",0,21,165,"txt",23,NA,NA,29.336,2022-05-23,0,NA,0.89,0.431,0.232,0.118,3.9,1.58,3.9,NA,2022-05-23,293.36,0.0146918461958004,0.158,0.079,0.0196066797510539,1496.2247750501,68.0649651972158
"253","2026",1,"B",0,29,168,"txt",19,NA,NA,24.801,2022-07-19,0,NA,0.621,0.371,0.104,0.069,2.09,1.22,2.09,NA,2022-07-19,248.01,0.0149590742308778,0.122,0.061,0.0116898662640076,2121.58115755017,66.8490566037736
"254","2026",2,"B",0,14,163,"txt",4,NA,NA,20.134,2022-04-04,0,NA,0.557,0.296,0.107,0.051,1.9,0.9475,1.9,NA,2022-04-04,201.34,0.0147014999503328,0.09475,0.047375,0.0070509610992858,2855.49724590586,68.0202702702703
"255","2026",2,"B",0,17,160,"txt",27,NA,NA,34.503,2022-04-27,0,NA,0.8779,0.4643,0.1632,0.0868,3.66,1.4375,3.66,NA,2022-04-27,345.03,0.0134568008578964,0.14375,0.071875,0.0162295167358301,2125.94130568456,74.3118673271592
"256","2026",2,"B",0,21,166,"txt",23,NA,NA,33.493,2022-05-23,0,NA,0.984,0.48,0.148,0.074,2.73,1.455,2.73,NA,2022-05-23,334.93,0.0143313528199922,0.1455,0.07275,0.0166270754686648,2014.3650675743,69.7770833333333
"257","2026",2,"B",0,29,169,"txt",19,NA,NA,15.584,2022-07-19,0,NA,0.386,0.238,0.075,0.051,1.68,1.2075,1.68,NA,2022-07-19,155.84,0.0152720739219713,0.12075,0.060375,0.0114515470088017,1360.86416865966,65.4789915966387
"258","2026",2,"B",0,37,772,"csv",12,NA,NA,15.829,2022-09-12,0,NA,0.4211,0.2529,0.0995,0.0658,29.85,1.495,NA,NA,2022-09-12,158.29,0.0159770042327374,0.1495,0.07475,0.0175538453014738,901.739745802078,62.5899565045473
"259","2026",3,"B",0,14,164,"txt",4,NA,NA,14.847,2022-04-04,0,NA,0.42,0.216,0.069,0.032,1.81,0.7825,1.81,NA,2022-04-04,148.47,0.0145483936148717,0.07825,0.039125,0.00480904204186779,3087.30925426336,68.7361111111111
"260","2026",3,"B",0,17,161,"txt",27,NA,NA,23.973,2022-04-27,0,NA,0.5817,0.2972,0.1167,0.0599,1.848,1.09,1.848,NA,2022-04-27,239.73,0.0123972802736412,0.109,0.0545,0.00933131557932509,2569.0911207757,80.6628532974428
"261","2026",3,"B",0,21,167,"txt",23,NA,NA,21.808,2022-05-23,0,NA,0.611,0.297,0.122,0.062,3.08,1.1875,3.08,NA,2022-05-23,218.08,0.0136188554658841,0.11875,0.059375,0.0110753412885343,1969.05896006804,73.4276094276094
"262","2026",3,"B",0,29,170,"txt",19,NA,NA,19.653,2022-07-19,0,NA,0.487,0.294,0.112,0.073,2.06,1.305,2.06,NA,2022-07-19,196.53,0.0149595481605862,0.1305,0.06525,0.0133755270721994,1469.32527547629,66.8469387755102
"263","2026",3,"B",0,37,773,"csv",12,NA,NA,6.778,2022-09-12,0,NA,0.1739,0.1046,0.0514,0.0342,14.79,0.98,NA,NA,2022-09-12,67.78,0.0154322809088227,0.098,0.049,0.0075429639612691,898.585759497598,64.7992351816444
"264","2027",1,"B",0,14,174,"txt",4,NA,NA,34.17,2022-04-04,0,NA,0.989,0.509,0.089,0.04,1.35,1.0775,1.35,NA,2022-04-04,341.7,0.0148961076968101,0.10775,0.053875,0.00911852176442958,3747.31791871065,67.1316306483301
"265","2027",1,"B",0,17,171,"txt",27,NA,NA,19.823,2022-04-27,0,NA,0.4077,0.2185,0.0185,0.0112,0.653,0.8175,0.653,NA,2022-04-27,198.23,0.0110225495636382,0.08175,0.040875,0.00524886501337036,3776.6259847615,90.7231121281465
"266","2027",1,"B",0,21,177,"txt",23,NA,NA,19.843,2022-05-23,0,NA,0.533,0.262,0.036,0.018,0.97,1.095,0.97,NA,2022-05-23,198.43,0.0132036486418384,0.1095,0.05475,0.00941712032867625,2107.11972529179,75.736641221374
"267","2027",1,"B",0,29,180,"txt",19,NA,NA,7.461,2022-07-19,0,NA,0.176,0.104,0.021,0.014,0.63,0.9375,0.63,NA,2022-07-19,74.61,0.013939150247956,0.09375,0.046875,0.00690291354548539,1080.8479565675,71.7403846153846
"268","2027",1,"B",0,37,774,"csv",12,NA,NA,8.833,2022-09-12,0,NA,0.2131,0.1308,0.1567,0.0978,20.76,1.58,NA,"length in mm",2022-09-12,88.33,0.0148081059662629,0.158,0.079,0.0196066797510539,450.509729956966,67.5305810397553
"269","2027",1,"B",0,37,774,"csv",12,NA,NA,8.833,2022-09-12,0,NA,0.3835,0.2325,0.0477,0.029,11.17,1.185,NA,NA,2022-09-12,88.33,0.0263217479904902,0.1185,0.05925,0.0110287573599678,800.906186590161,37.9913978494624
"270","2027",1,"B",0,37,775,"csv",12,NA,NA,16.647,2022-09-12,0,NA,0.2131,0.1308,0.1567,0.0978,20.76,1.58,NA,"length in mm",2022-09-12,166.47,0.00785727158046495,0.158,0.079,0.0196066797510539,849.047376270079,127.270642201835
"271","2027",1,"B",0,37,775,"csv",12,NA,NA,16.647,2022-09-12,0,NA,0.3835,0.2325,0.0477,0.029,11.17,1.185,NA,NA,2022-09-12,166.47,0.0139664804469274,0.1185,0.05925,0.0110287573599678,1509.41755781347,71.6
"272","2027",2,"B",0,14,175,"txt",4,NA,NA,35.955,2022-04-04,0,NA,1.086,0.543,0.087,0.039,1.43,1.03,1.43,NA,2022-04-04,359.55,0.0151022110972048,0.103,0.0515,0.00833228911548353,4315.14071363491,66.2154696132597
"273","2027",2,"B",0,17,172,"txt",27,NA,NA,25.445,2022-04-27,0,NA,0.5795,0.3075,0.0352,0.0173,0.861,1.15,0.861,NA,2022-04-27,254.45,0.0120848889762232,0.115,0.0575,0.0103868907109313,2449.72251159064,82.7479674796748
"274","2027",2,"B",0,21,178,"txt",23,NA,NA,19.13,2022-05-23,0,NA,0.607,0.303,0.075,0.038,1.34,1.2025,1.34,NA,2022-05-23,191.3,0.0158389963408259,0.12025,0.060125,0.0113569065301123,1684.43756662765,63.1353135313531
"275","2027",2,"B",0,29,181,"txt",19,NA,NA,10.674,2022-07-19,0,NA,0.256,0.155,0.019,0.012,0.76,0.955,0.76,NA,2022-07-19,106.74,0.0145212666291924,0.0955,0.04775,0.00716302759972558,1490.15201343199,68.8645161290323
"276","2027",2,"B",0,37,776,"csv",12,NA,NA,9.583,2022-09-12,0,NA,0.2087,0.1229,0.2601,0.1679,19.66,1.7225,NA,"length in mm",2022-09-12,95.83,0.012824793905875,0.17225,0.086125,0.0233028125953875,411.237912195064,77.9739625711961
"277","2027",3,"B",0,14,176,"txt",4,NA,NA,16.634,2022-04-04,0,NA,0.422,0.211,0.044,0.019,1.1,0.8475,1.1,NA,2022-04-04,166.34,0.0126848623301671,0.08475,0.042375,0.00564117139598738,2948.67835638391,78.8341232227488
"278","2027",3,"B",0,17,173,"txt",27,NA,NA,12.468,2022-04-27,0,NA,0.2495,0.1333,0.0139,0.0075,0.583,0.7075,0.583,NA,2022-04-27,124.68,0.0106913699069618,0.07075,0.035375,0.00393135959427114,3171.42192186353,93.5333833458365
"279","2027",3,"B",0,21,179,"txt",23,NA,NA,12.483,2022-05-23,0,NA,0.34,0.163,0.031,0.015,0.85,1.215,0.85,NA,2022-05-23,124.83,0.0130577585516302,0.1215,0.06075,0.011594244037614,1076.65492976538,76.5828220858896
"280","2027",3,"B",0,29,182,"txt",19,NA,NA,30.59,2022-07-19,0,NA,0.78,0.476,0.055,0.036,0.86,1.1,0.86,NA,2022-07-19,305.9,0.0155606407322654,0.11,0.055,0.00950331777710913,3218.87584078088,64.2647058823529
"281","2028",1,"B",0,14,186,"txt",4,NA,NA,30.389,2022-04-04,0,NA,0.961,0.521,0.125,0.055,2.53,1.2075,2.53,NA,2022-04-04,303.89,0.0171443614465761,0.12075,0.060375,0.0114515470088017,2653.70259377557,58.3282149712092
"282","2028",1,"B",0,17,183,"txt",27,NA,NA,17.05,2022-04-27,0,NA,0.435,0.228,0.0605,0.0317,1.647,1.2025,1.647,NA,2022-04-27,170.5,0.0133724340175953,0.12025,0.060125,0.0113569065301123,1501.28910146374,74.780701754386
"283","2028",1,"B",0,21,192,"txt",23,NA,NA,25.329,2022-05-23,0,NA,0.701,0.362,0.042,0.021,1.12,1.03,1.12,NA,2022-05-23,253.29,0.0142919183544554,0.103,0.0515,0.00833228911548353,3039.86091324318,69.9696132596685
"284","2028",1,"B",0,29,195,"txt",19,NA,NA,33.774,2022-07-19,0,NA,1.009,0.596,0.119,0.074,1.8,1.325,1.8,NA,2022-07-19,337.74,0.0176467104873571,0.1325,0.06625,0.0137886465061465,2449.40647256022,56.6677852348993
"285","2028",1,"B",0,37,780,"csv",12,NA,NA,23.729,2022-09-12,0,NA,0.8887,0.5626,0.1847,0.1277,8.23,1.405,NA,NA,2022-09-12,237.29,0.0237093851405453,0.1405,0.07025,0.0155039560950065,1530.51259011515,42.1773906861002
"286","2028",1,"B",0,37,777,"csv",12,NA,NA,37.344,2022-09-12,0,NA,0.8887,0.5626,0.1847,0.1277,8.23,1.405,NA,NA,2022-09-12,373.44,0.0150653384747215,0.1405,0.07025,0.0155039560950065,2408.67555165664,66.377532883043
"287","2028",2,"B",0,14,188,"txt",4,NA,NA,29.053,2022-04-04,0,NA,0.782,0.397,0.059,0.025,1.5,0.88,1.5,NA,2022-04-04,290.53,0.0136646817884556,0.088,0.044,0.00608212337734984,4776.78570418268,73.1813602015113
"288","2028",2,"B",0,17,184,"txt",27,NA,NA,37.178,2022-04-27,0,NA,0.9904,0.5285,0.0917,0.0497,1.97,1.37,1.97,NA,2022-04-27,371.78,0.014215396202055,0.137,0.0685,0.0147411381288067,2522.05763728296,70.3462630085147
"289","2028",2,"B",0,21,193,"txt",23,NA,NA,20.023,2022-05-23,0,NA,0.549,0.286,0.031,0.015,0.72,1.1675,0.72,NA,2022-05-23,200.23,0.0142835738900265,0.11675,0.058375,0.0107054187535741,1870.36121247617,70.0104895104895
"290","2028",2,"B",0,29,196,"txt",19,NA,NA,21.836,2022-07-19,0,NA,0.623,0.383,0.056,0.038,0.91,1.21,0.91,NA,2022-07-19,218.36,0.0175398424619894,0.121,0.0605,0.011499014510302,1898.94533835373,57.0130548302872
"291","2028",2,"B",0,37,778,"csv",12,NA,NA,17.167,2022-09-12,0,NA,0.3957,0.2442,0.0556,0.0389,15.78,1.245,NA,NA,2022-09-12,171.67,0.0142249665055047,0.1245,0.06225,0.0121738678822013,1410.15165977765,70.2989352989353
"292","2028",3,"B",0,14,190,"txt",4,NA,NA,17.467,2022-04-04,0,NA,0.516,0.278,0.045,0.02,1.19,0.9575,1.19,NA,2022-04-04,174.67,0.0159157267991069,0.09575,0.047875,0.00720057944941302,2425.77699790867,62.8309352517986
"293","2028",3,"B",0,17,185,"txt",27,NA,NA,52.258,2022-04-27,0,NA,1.4923,0.7755,0.1133,0.0583,1.819,1.76,1.819,NA,2022-04-27,522.58,0.0148398331355965,0.176,0.088,0.0243284935093994,2148.01627481825,67.3862024500322
"294","2028",3,"B",0,21,194,"txt",23,NA,NA,14.948,2022-05-23,0,NA,0.414,0.201,0.038,0.018,0.95,1.0825,0.95,NA,2022-05-23,149.48,0.0134466149317634,0.10825,0.054125,0.00920334476607651,1624.19211492525,74.3681592039801
"295","2028",3,"B",0,29,197,"txt",19,NA,NA,29.665,2022-07-19,0,NA,0.835,0.523,0.075,0.051,1.36,1.33,1.36,NA,2022-07-19,296.65,0.0176302039440418,0.133,0.0665,0.0138929081123375,2135.26208912706,56.7208413001912
"296","2028",3,"B",0,37,779,"csv",12,NA,NA,9.318,2022-09-12,0,NA,0.2179,0.1343,0.0265,0.0179,8.79,1.5175,NA,NA,2022-09-12,93.18,0.0144129641553982,0.15175,0.075875,0.0180861979941016,515.199490962049,69.3819806403574
"297","2029",1,"L",0,17,473,"txt",27,NA,NA,70.999,2022-04-27,0,NA,1.875,1.0251,0.0915,0.0485,3.054,1.15,3.054,NA,2022-04-27,709.99,0.0144382315243877,0.115,0.0575,0.0103868907109313,6835.44305759182,69.2605599453712
"298","2029",1,"L",0,21,478,"txt",23,NA,NA,51.606,2022-05-23,0,NA,1.671,0.881,0.064,0.034,2.1,1.1425,2.1,NA,2022-05-23,516.06,0.0170716583343022,0.11425,0.057125,0.0102518513142121,5033.82251832494,58.5766174801362
"299","2029",1,"L",0,29,484,"txt",19,NA,NA,29.286,2022-07-19,0,NA,0.751,0.0495,0.03,0.021,1.7,1.0275,1.7,NA,2022-07-19,292.86,0.00169022741241549,0.10275,0.051375,0.00829189019745377,3531.88468523051,591.636363636364
"300","2029",1,"L",0,37,840,"csv",12,NA,NA,51.561,2022-09-12,0,NA,3.0915,1.8582,0.1159,0.0633,25.74,1.495,NA,NA,2022-09-12,515.61,0.0360388665852098,0.1495,0.07475,0.0175538453014738,2937.30513824631,27.747820471424
"301","2029",1,"L",0,37,840,"csv",12,NA,NA,51.561,2022-09-12,0,NA,1.5454,0.9186,0.0671,0.0449,21.56,1.6,NA,NA,2022-09-12,515.61,0.0178157910048292,0.16,0.08,0.0201061929829747,2564.43375648788,56.1299804049641
"302","2029",1,"L",1,17,474,"txt",27,NA,NA,20.237,2022-04-27,1,NA,0.6694,0.4089,0.1449,0.0855,4.565,1.4675,4.565,NA,2022-04-27,202.37,0.02020556406582,0.14675,0.073375,0.016913991235231,1196.46508730875,49.4913181707019
"303","2029",1,"L",1,21,479,"txt",23,NA,NA,10.166,2022-05-23,1,NA,0.425,0.245,0.061,0.034,1.45,1.36,1.45,NA,2022-05-23,101.66,0.0240999409797364,0.136,0.068,0.0145267244301992,699.81364683054,41.4938775510204
"304","2029",2,"L",0,17,475,"txt",27,NA,NA,64.724,2022-04-27,0,NA,1.7892,1.0125,0.0369,0.0207,1.578,1.0825,1.578,NA,2022-04-27,647.24,0.0156433471355293,0.10825,0.054125,0.00920334476607651,7032.66058646117,63.924938271605
"305","2029",2,"L",0,21,480,"txt",23,NA,NA,36.163,2022-05-23,0,NA,1.236,0.655,0.056,0.03,1.71,1.2375,1.71,NA,2022-05-23,361.63,0.0181124353621104,0.12375,0.061875,0.0120276365616537,3006.65885725997,55.2106870229008
"306","2029",2,"L",0,29,485,"txt",19,NA,NA,33.815,2022-07-19,0,NA,0.903,0.566,0.026,0.018,1.39,0.98,1.39,NA,2022-07-19,338.15,0.0167381339642171,0.098,0.049,0.0075429639612691,4482.9857564785,59.743816254417
"307","2029",2,"L",1,17,476,"txt",27,NA,NA,20.539,2022-04-27,1,NA,0.674,0.4458,0.1823,0.1095,5.248,1.2575,5.248,NA,2022-04-27,205.39,0.0217050489313014,0.12575,0.062875,0.0124195502451891,1653.76359002663,46.0722296994168
"308","2029",2,"L",1,21,481,"txt",23,NA,NA,21.118,2022-05-23,1,NA,0.794,0.469,0.357,0.196,7.37,1.71,7.37,NA,2022-05-23,211.18,0.0222085424756132,0.171,0.0855,0.0229658276959048,919.540121942381,45.0277185501066
"309","2029",3,"L",0,17,477,"txt",27,NA,NA,49.589,2022-04-27,0,NA,1.2146,0.7383,0.0486,0.0292,2.513,1.05,2.513,NA,2022-04-27,495.89,0.0148883825041844,0.105,0.0525,0.00865901475145687,5726.86401667773,67.1664634972233
"310","2029",3,"L",0,21,482,"txt",23,NA,NA,27.358,2022-05-23,0,NA,0.902,0.48,0.044,0.024,1.69,1.08,1.69,NA,2022-05-23,273.58,0.0175451421887565,0.108,0.054,0.00916088417786784,2986.39295823599,56.9958333333333
"311","2029",3,"L",0,29,486,"txt",19,NA,NA,40.127,2022-07-19,0,NA,1.054,0.654,0.027,0.017,1.71,1.06,1.71,NA,2022-07-19,401.27,0.0162982530465771,0.106,0.053,0.00882473376393373,4547.10601740725,61.3562691131498
"312","2029",3,"L",1,21,483,"txt",23,NA,NA,12.67,2022-05-23,1,NA,0.464,0.277,0.204,0.114,5.14,1.52,5.14,NA,2022-05-23,126.7,0.0218626677190213,0.152,0.076,0.0181458391671346,698.231692858142,45.7400722021661
"313","2030",1,"L",0,17,487,"txt",27,NA,NA,38.54,2022-04-27,0,NA,0.9927,0.5338,0.0349,0.019,0.921,1.225,0.921,NA,2022-04-27,385.4,0.0138505448884276,0.1225,0.06125,0.011785881189483,3270.01429764886,72.1993255901086
"314","2030",1,"L",0,21,496,"txt",23,NA,NA,46.283,2022-05-23,0,NA,1.417,0.707,0.141,0.064,3.63,1.1575,3.63,NA,2022-05-23,462.83,0.0152755871486291,0.11575,0.057875,0.0105228136805842,4398.34833200528,65.4639321074965
"315","2030",1,"L",0,29,499,"txt",19,NA,NA,32.885,2022-07-19,0,NA,0.965,0.596,0.105,0.066,2.55,1.295,2.55,NA,2022-07-19,328.85,0.0181237646343318,0.1295,0.06475,0.0131713235497161,2496.71188137421,55.1761744966443
"316","2030",1,"L",0,37,843,"csv",12,NA,NA,15.776,2022-09-12,0,"b",0.7013,0.4028,0.0217,0.0175,18.74,0.815,NA,NA,2022-09-12,157.76,0.0255324543610548,0.0815,0.04075,0.0052168109508267,3024.06971398877,39.1658391261172
"317","2030",1,"L",0,37,843,"csv",12,NA,NA,15.776,2022-09-12,0,NA,0.4289,0.257,0.0421,0.028,14.25,1.04,NA,NA,2022-09-12,157.76,0.0162905679513185,0.104,0.052,0.0084948665353068,1857.12158448058,61.3852140077821
"318","2030",1,"L",1,17,488,"txt",27,NA,NA,9.849,2022-04-27,1,NA,0.3407,0.2037,0.0955,0.0538,2.488,1.78,2.488,NA,2022-04-27,98.49,0.020682302771855,0.178,0.089,0.0248845554090847,395.787661788178,48.3505154639175
"319","2030",1,"L",1,29,500,"txt",19,NA,NA,26.182,2022-07-19,1,NA,0.75,0.477,0.164,0.107,4.58,1.585,4.58,NA,2022-07-19,261.82,0.0182186234817814,0.1585,0.07925,0.0197309690104115,1326.94952722212,54.8888888888889
"320","2030",2,"L",0,17,489,"txt",27,NA,NA,45.454,2022-04-27,0,NA,1.1271,0.6017,0.0577,0.0309,1.275,1.37,1.275,NA,2022-04-27,454.54,0.0132375588507062,0.137,0.0685,0.0147411381288067,3083.47968812361,75.5426292172179
"321","2030",2,"L",0,21,497,"txt",23,NA,NA,25.369,2022-05-23,0,NA,0.758,0.367,0.101,0.047,3.35,1.0975,3.35,NA,2022-05-23,253.69,0.0144664748314872,0.10975,0.054875,0.00946016996550747,2681.66429276613,69.125340599455
"322","2030",2,"L",0,37,846,"csv",12,NA,NA,12.275,2022-09-12,0,NA,0.3979,0.2491,0.0841,0.0591,22.8,0.8633333333,NA,NA,2022-09-12,122.75,0.0202932790224033,0.08633333333,0.043166666665,0.00585392157719954,2096.88494082496,49.2773986350863
"323","2030",2,"L",1,14,495,"txt",4,NA,NA,7.144,2022-04-04,1,NA,0.198,0.107,0.018,0.006,0.86,0.5725,0.86,NA,2022-04-04,71.44,0.0149776035834267,0.05725,0.028625,0.00257419156792035,2775.24023038096,66.7663551401869
"324","2030",2,"L",1,17,490,"txt",27,NA,NA,27.946,2022-04-27,1,NA,0.9081,0.5248,0.1651,0.0981,2.546,1.6625,2.546,NA,2022-04-27,279.46,0.0187790739282903,0.16625,0.083125,0.0217076689255273,1287.37913296331,53.250762195122
"325","2030",2,"L",1,29,501,"txt",19,NA,NA,35.775,2022-07-19,1,NA,1.014,0.653,0.165,0.103,5.07,1.4075,5.07,NA,2022-07-19,357.75,0.0182529699510832,0.14075,0.070375,0.0155591794033704,2299.28578317251,54.7856049004594
"326","2030",3,"L",0,17,491,"txt",27,NA,NA,31.825,2022-04-27,0,NA,0.8375,0.4597,0.0427,0.0235,1.847,0.945,1.847,NA,2022-04-27,318.25,0.0144446190102121,0.0945,0.04725,0.00701380194868006,4537.48198664053,69.2299325647161
"327","2030",3,"L",0,29,502,"txt",19,NA,NA,39.551,2022-07-19,0,NA,1.179,0.768,0.152,0.098,4.62,1.365,4.62,NA,2022-07-19,395.51,0.0194179666759374,0.1365,0.06825,0.0146337349299621,2702.72764877137,51.4986979166667
