"","time","type","year","x14","tree","lfm_wet_per_dry_g","lfm_percent","lfm_wet_wt_g","lfm_dry_wt_g","date_lfm","week"
"270","pd","stem",0,NA,2010,2.0628078817734,206.28078817734,0.7461,0.2436,2022-03-30,13
"271","pd","stem",1,NA,2383,1.71240234375,171.240234375,1.6665,0.6144,2022-03-30,13
"272","pd","leaf",0,NA,2360,1.1555137372977,115.55137372977,5.7272,2.657,2022-03-30,13
"273","md","stem",1,NA,2088,1.48204229758478,148.204229758478,1.9834,0.7991,2022-03-30,13
"274","pd","leaf",0,NA,2008,0.996523872814641,99.6523872814641,7.8112,3.9124,2022-03-30,13
"275","pd","stem",0,NA,2013,1.98743354277429,198.743354277429,0.6181,0.2069,2022-03-30,13
"276","pd","leaf",0,NA,2004,1.18124654304096,118.124654304096,7.4928,3.4351,2022-03-30,13
"277","pd","stem",1,NA,2376,1.52867550906034,152.867550906034,1.3536,0.5353,2022-03-30,13
"278","pd","stem",0,NA,2346,-6.08318890814558,-608.318890814558,-0.2933,0.0577,2022-03-30,13
"279","pd","leaf",1,NA,2346,1.01299283154122,101.299283154122,0.4493,0.2232,2022-03-30,13
"280","pd","leaf",1,NA,2093,0.720268553801488,72.0268553801488,4.7402,2.7555,2022-03-30,13
"281","pd","stem",1,NA,2091,1.55891472868217,155.891472868217,1.6505,0.645,2022-03-30,13
"282","NA","leaf",0,NA,2031,0.00167926112510492,0.167926112510492,0.3579,0.3573,2022-03-30,13
"283","pd","stem",1,NA,2346,0.322333883305835,32.2333883305835,0.8816,0.6667,2022-03-30,13
"284","pd","stem",1,NA,2010,1.52360515021459,152.360515021459,0.4704,0.1864,2022-03-30,13
"285","pd","leaf",0,NA,2013,1.97452989752263,197.452989752263,2.9897,1.0051,2022-03-30,13
"286","pd","stem",0,NA,2092,2.49780380673499,249.780380673499,0.2389,0.0683,2022-03-30,13
"287","pd","leaf",0,NA,2026,1.14140357550399,114.140357550399,2.2519,1.0516,2022-03-30,13
"288","pd","stem",1,NA,2013,1.27723008427413,127.723008427413,2.8643,1.2578,2022-03-30,13
"289","pd","leaf",0,NA,2022,1.16820957258223,116.820957258223,5.504,2.5385,2022-03-30,13
"290","pd","stem",0,NA,2384,0.431372549019608,43.1372549019608,0.1168,0.0816,2022-03-30,13
"291","pd","stem",1,NA,2026,1.11887456037515,111.887456037515,0.9037,0.4265,2022-03-30,13
"292","md","stem",0,NA,1478,2.62087458745875,262.087458745875,0.8777,0.2424,2022-03-30,13
"293","md","stem",1,NA,2012,0.932799480575695,93.2799480575695,1.7861,0.9241,2022-03-30,13
"294","pd","stem",0,NA,2007,1.44489051094891,144.489051094891,0.6699,0.274,2022-03-30,13
"295","md","stem",0,NA,2086,1.52692664809656,152.692664809656,0.5443,0.2154,2022-03-30,13
"296","pd","leaf",0,NA,2384,1.27939949958299,127.939949958299,3.5529,1.5587,2022-03-30,13
"297","pd","stem",0,NA,2347,2.18164362519201,218.164362519201,0.8285,0.2604,2022-03-30,13
"298","pd","stem",1,NA,2381,-1.4700693131695,-147.00693131695,-0.0746,0.1587,2022-03-30,13
"299","pd","stem",1,NA,2008,3.26441467676179,326.441467676179,1.4644,0.3434,2022-03-30,13
"300","md","leaf",0,NA,2015,1.16773895542578,116.773895542578,6.5702,3.0309,2022-03-30,13
"301","pd","leaf",0,NA,2085,1.66972829503388,166.972829503388,7.6445,2.8634,2022-03-30,13
"302","pd","leaf",0,NA,2007,0.945303620018599,94.5303620018599,5.6478,2.9033,2022-03-30,13
"303","pd","stem",1,NA,2345,0.806948171162265,80.6948171162265,1.2795,0.7081,2022-03-30,13
"304","md","stem",0,NA,2012,2.25156110615522,225.156110615522,0.3645,0.1121,2022-03-30,13
"305","pd","stem",1,NA,2004,1.15002627430373,115.002627430373,1.6366,0.7612,2022-03-30,13
"306","pd","stem",0,NA,2030,1.55831533477322,155.831533477322,0.7107,0.2778,2022-03-30,13
"307","md","leaf",0,NA,2087,1.56094948369682,156.094948369682,5.977,2.3339,2022-03-30,13
"308","md","leaf",0,NA,2012,1.58381231671554,158.381231671554,4.4054,1.705,2022-03-30,13
"309","pd","stem",1,NA,2382,1.22141688099135,122.141688099135,0.9501,0.4277,2022-03-30,13
"310","pd","stem",0,NA,2023,0.459513362584763,45.9513362584763,0.3659,0.2507,2022-03-30,13
"311","pd","leaf",0,NA,2369,1.34294831685646,134.294831685646,7.489,3.1964,2022-03-30,13
"312","pd","leaf",1,NA,2354,0.219153560925713,21.9153560925713,0.9535,0.7821,2022-03-30,13
"313","pd","stem",0,NA,2021,1.60186142709411,160.186142709411,0.5032,0.1934,2022-03-30,13
"314","pd","stem",1,NA,2006,2.07946290997138,207.946290997138,1.399,0.4543,2022-03-30,13
"315","pd","leaf",0,NA,2371,2.31286018788979,231.286018788979,4.1964,1.2667,2022-03-30,13
"316","pd","stem",1,NA,2092,0.199653904391088,19.9653904391088,0.5546,0.4623,2022-03-30,13
"317","pd","stem",0,NA,2090,4.97099236641221,497.099236641221,0.7822,0.131,2022-03-30,13
"318","pd","stem",0,NA,2375,0.93100486687661,93.100486687661,0.6745,0.3493,2022-03-30,13
"319","pd","stem",1,NA,2089,0.379921958141185,37.9921958141185,1.167,0.8457,2022-03-30,13
"320","pd","stem",1,NA,2371,2.14584023864766,214.584023864766,0.9491,0.3017,2022-03-30,13
"321","pd","stem",0,NA,2020,2.55111111111111,255.111111111111,1.598,0.45,2022-03-30,13
"322","pd","leaf",0,NA,2347,1.58682223747426,158.682223747426,7.538,2.914,2022-03-30,13
"323","md","leaf",0,NA,2024,1.16238159675237,116.238159675237,7.0312,3.2516,2022-03-30,13
"324","pd","stem",0,NA,2012,1.67666392769104,167.666392769104,0.6515,0.2434,2022-03-30,13
"325","pd","leaf",1,NA,2376,0.863164774119762,86.3164774119762,6.8421,3.6723,2022-03-30,13
"326","pd","leaf",0,NA,2383,1.12292647808741,112.292647808741,7.0772,3.3337,2022-03-30,13
"327","pd","leaf",0,NA,2346,2.08257853150896,208.257853150896,3.1991,1.0378,2022-03-30,13
"328","pd","leaf",0,NA,2331,0.986154378677743,98.6154378677743,0.5738,0.2889,2022-03-30,13
"329","pd","leaf",0,NA,2092,-0.835428571428571,-83.5428571428571,0.0288,0.175,2022-03-30,13
"330","pd","stem",1,NA,2020,1.38157894736842,138.157894736842,0.905,0.38,2022-03-30,13
"331","md","stem",1,NA,2087,1.04358729400525,104.358729400525,1.7113,0.8374,2022-03-30,13
"332","pd","leaf",0,NA,2014,1.61284393449928,161.284393449928,4.6911,1.7954,2022-03-30,13
"333","md","leaf",0,NA,2088,1.34343067731308,134.343067731308,8.3937,3.5818,2022-03-30,13
"334","pd","stem",0,NA,2006,1.71824160609207,171.824160609207,1.5706,0.5778,2022-03-30,13
"335","pd","stem",0,NA,2381,1.1776664702416,117.76664702416,0.7391,0.3394,2022-03-30,13
"336","pd","stem",0,NA,2004,2.47168732125834,247.168732125834,1.8209,0.5245,2022-03-30,13
"337","pd","leaf",0,NA,2343,1.57191985121241,157.191985121241,7.3292,2.8497,2022-03-30,13
"338","pd","leaf",0,NA,2375,1.65946712018141,165.946712018141,4.6913,1.764,2022-03-30,13
"339","pd","leaf",0,NA,2367,1.37388747001006,137.388747001006,3.0673,1.2921,2022-03-30,13
"340","pd","stem",1,NA,2354,-2.16878710771841,-216.878710771841,-0.1378,0.1179,2022-03-30,13
"341","pd","stem",0,NA,2331,0.651639344262295,65.1639344262295,0.1209,0.0732,2022-03-30,13
"342","pd","stem",0,NA,2027,-0.687332977017638,-68.7332977017638,0.0585,0.1871,2022-03-30,13
"343","pd","leaf",0,NA,2352,5.565625,556.5625,0.8404,0.128,2022-03-30,13
"344","pd","stem",1,NA,2379,-2.33960843373494,-233.960843373494,-0.3558,0.2656,2022-03-30,13
"345","pd","leaf",0,NA,2029,1.18573206138532,118.573206138532,5.2698,2.411,2022-03-30,13
"346","md","leaf",0,NA,1478,1.73412347426145,173.412347426145,4.6368,1.6959,2022-03-30,13
"347","pd","leaf",0,NA,2030,0.862889492336724,86.2889492336724,4.0475,2.1727,2022-03-30,13
"348","pd","stem",1,NA,2023,1.15381165919282,115.381165919282,1.9212,0.892,2022-03-30,13
"349","pd","stem",0,NA,2365,4.37814397224631,437.814397224631,0.6201,0.1153,2022-03-30,13
"350","pd","stem",1,NA,2375,4.3957769355712,439.57769355712,0.9966,0.1847,2022-03-30,13
"351","pd","leaf",1,NA,2380,0.766017356952237,76.6017356952237,8.4043,4.7589,2022-03-30,13
"352","NA","stem",1,NA,2031,0.862843858969392,86.2843858969392,0.9616,0.5162,2022-03-30,13
"353","pd","leaf",0,NA,2370,1.33548073416798,133.548073416798,1.9214,0.8227,2022-03-30,13
"354","pd","stem",0,NA,2014,3.13611111111111,313.611111111111,1.489,0.36,2022-03-30,13
"355","pd","stem",1,NA,2365,0.94190379403794,94.190379403794,1.1465,0.5904,2022-03-30,13
"356","pd","stem",1,NA,2370,1.63039188046236,163.039188046236,1.866,0.7094,2022-03-30,13
"357","pd","stem",0,NA,2372,3.54112939084037,354.112939084037,1.0213,0.2249,2022-03-30,13
"358","pd","leaf",0,NA,2087,2.14544143671757,214.544143671757,4.799,1.5257,2022-03-30,13
"359","pd","stem",1,NA,2030,0.433346139070304,43.3346139070304,0.7462,0.5206,2022-03-30,13
"360","pd","leaf",1,NA,2345,0.786014813516238,78.6014813516238,8.1503,4.5634,2022-03-30,13
"361","pd","leaf",0,NA,2365,1.29786132256227,129.786132256227,4.4374,1.9311,2022-03-30,13
"362","pd","stem",1,NA,2372,1.16956412194507,116.956412194507,0.8611,0.3969,2022-03-30,13
"363","pd","stem",1,NA,2026,-4.41879194630873,-441.879194630873,-0.2547,0.0745,2022-03-30,13
"364","pd","leaf",1,NA,2089,0.915565362884648,91.5565362884648,7.8996,4.1239,2022-03-30,13
"365","pd","leaf",0,NA,2379,1.2287054606789,122.87054606789,4.2283,1.8972,2022-03-30,13
"366","pd","stem",1,NA,2343,1.2543728135932,125.43728135932,0.4511,0.2001,2022-03-30,13
"367","pd","leaf",1,NA,2029,0.632091651231392,63.2091651231392,2.3791,1.4577,2022-03-30,13
"368","md","stem",0,NA,2014,2.08863920099875,208.863920099875,0.9896,0.3204,2022-03-30,13
"369","pd","stem",0,NA,2375,1.27681279294182,127.681279294182,0.8258,0.3627,2022-03-30,13
"370","pd","stem",1,NA,2365,0.753809523809524,75.3809523809524,0.3683,0.21,2022-03-30,13
"371","md","stem",0,NA,2008,1.1321554770318,113.21554770318,0.3017,0.1415,2022-03-30,13
"372","pd","stem",1,NA,2346,0.76,76,1.9624,1.115,2022-03-30,13
"373","pd","stem",1,NA,2370,0.682664756446991,68.2664756446991,0.9396,0.5584,2022-03-30,13
"374","pd","stem",0,NA,2367,0.996907216494845,99.6907216494845,0.1937,0.097,2022-03-30,13
"375","pd","stem",1,NA,2378,0.804363636363636,80.4363636363636,0.4962,0.275,2022-03-30,13
"376","pd","stem",0,NA,2347,1.18475916606758,118.475916606758,0.3039,0.1391,2022-03-30,13
"377","md","stem",1,NA,2024,0.770801815431165,77.0801815431165,1.1705,0.661,2022-03-30,13
"378","md","stem",0,NA,2007,1.07291666666667,107.291666666667,0.5771,0.2784,2022-03-30,13
"379","pd","stem",1,NA,2009,0.726680152843336,72.6680152843335,0.7682,0.4449,2022-03-30,13
"380","pd","stem",0,NA,2383,0.928755049577672,92.8755049577672,0.5252,0.2723,2022-03-30,13
"381","pd","stem",1,NA,2331,0.535959595959596,53.5959595959596,1.5206,0.99,2022-03-30,13
"382","pd","stem",0,NA,2009,1.13541666666667,113.541666666667,0.4715,0.2208,2022-03-30,13
"383","pd","stem",0,NA,2347,0.670207298269659,67.0207298269659,0.9749,0.5837,2022-03-30,13
"384","md","stem",1,NA,2092,0.75946275946276,75.946275946276,0.7205,0.4095,2022-03-30,13
"385","pd","stem",1,NA,2301,0.618719714358582,61.8719714358582,1.2694,0.7842,2022-03-30,13
"386","pd","stem",1,NA,2372,0.665654264743103,66.5654264743103,0.6581,0.3951,2022-03-30,13
"387","md","stem",0,NA,2024,1.0906976744186,109.06976744186,0.7192,0.344,2022-03-30,13
"388","md","stem",0,NA,2005,1.17662037037037,117.662037037037,0.9403,0.432,2022-03-30,13
"389","pd","stem",1,NA,2377,0.670940170940171,67.0940170940171,1.4858,0.8892,2022-03-30,13
"390","md","leaf",0,NA,2092,0.735287869131081,73.5287869131081,0.8168,0.4707,2022-03-30,13
"391","pd","stem",1,NA,2369,0.636244254760342,63.6244254760342,0.2492,0.1523,2022-03-30,13
"392","md","leaf",0,NA,2026,0.977123578888992,97.7123578888992,4.2781,2.1638,2022-03-30,13
"393","md","leaf",0,NA,2385,1.47451195345111,147.451195345111,5.8688,2.3717,2022-03-30,13
"394","pd","stem",1,NA,2352,0.537624492807082,53.7624492807082,0.8337,0.5422,2022-03-30,13
"395","pd","stem",1,NA,2383,0.775078722447144,77.5078722447144,1.5784,0.8892,2022-03-30,13
"396","pd","stem",1,NA,2354,0.62984126984127,62.984126984127,0.5134,0.315,2022-03-30,13
"397","pd","stem",1,NA,2367,0.586950354609929,58.6950354609929,0.5594,0.3525,2022-03-30,13
"398","md","stem",0,NA,2093,0.886792452830189,88.6792452830189,0.09,0.0477,2022-03-30,13
"399","pd","stem",0,NA,2352,0.796218487394958,79.6218487394958,0.0855,0.0476,2022-03-30,13
"400","pd","stem",0,NA,2384,0.655172413793103,65.5172413793103,0.1344,0.0812,2022-03-30,13
"401","md","stem",0,NA,2029,0.975238095238095,97.5238095238095,0.3111,0.1575,2022-03-30,13
"402","pd","stem",0,NA,2372,1.32340161390441,132.340161390441,0.3743,0.1611,2022-03-30,13
"403","pd","stem",1,NA,2376,0.611541381928626,61.1541381928626,1.0612,0.6585,2022-03-30,13
"404","pd","stem",0,NA,2360,0.920705940840169,92.0705940840169,0.7727,0.4023,2022-03-30,13
"405","pd","stem",1,NA,2011,0.864918520969476,86.4918520969476,2.2545,1.2089,2022-03-30,13
"406","pd","stem",0,NA,2379,1.08552138034509,108.552138034509,0.556,0.2666,2022-03-30,13
"407","md","stem",0,NA,2026,0.953784860557769,95.3784860557769,0.4904,0.251,2022-03-30,13
"408","pd","leaf",1,NA,2381,1.04039372272263,104.039372272263,4.3946,2.1538,2022-03-30,13
"409","pd","stem",0,NA,2346,0.985564304461942,98.5564304461942,0.1513,0.0762,2022-03-30,13
"410","md","stem",0,NA,2380,0.938931297709924,93.8931297709924,0.1524,0.0786,2022-03-30,13
"411","md","stem",0,NA,2385,1.58668941979522,158.668941979522,0.7579,0.293,2022-03-30,13
"412","pd","stem",1,NA,2088,1.04849137931034,104.849137931034,0.5703,0.2784,2022-03-30,13
"413","md","stem",0,NA,2092,0.723356009070295,72.3356009070295,0.228,0.1323,2022-03-30,13
"414","pd","stem",1,NA,2381,0.849526066350711,84.9526066350711,0.9366,0.5064,2022-03-30,13
"415","pd","stem",0,NA,2381,1.05654578979717,105.654578979717,0.3346,0.1627,2022-03-30,13
"416","pd","stem",0,NA,2382,1.12995146391107,112.995146391107,1.3604,0.6387,2022-03-30,13
"417","pd","stem",1,NA,2382,0.928224500809498,92.8224500809498,1.0719,0.5559,2022-03-30,13
"418","md","leaf",0,NA,2006,1.01309504200297,101.309504200297,4.8886,2.4284,2022-04-12,15
"419","md","leaf",0,NA,2380,1.25481403323661,125.481403323661,0.8548,0.3791,2022-03-30,13
"420","md","stem",0,NA,2006,1.17340823970037,117.340823970037,0.5803,0.267,2022-04-12,15
"421","md","leaf",1,NA,2093,0.65860816098379,65.860816098379,2.3738,1.4312,2022-03-30,13
"422","md","stem",1,NA,2380,0.602063185041908,60.2063185041908,1.2424,0.7755,2022-04-06,14
"423","md","stem",1,NA,2385,0.984263233190272,98.4263233190272,1.5257,0.7689,2022-03-30,13
"424","md","leaf",0,NA,2007,0.937573356807512,93.7573356807512,2.6413,1.3632,2022-03-30,13
"425","pd","stem",1,NA,2379,0.732777890672628,73.2777890672628,2.5581,1.4763,2022-03-30,13
"426","md","stem",1,NA,2093,0.664532650448143,66.4532650448143,1.17,0.7029,2022-03-30,13
"427","pd","stem",0,NA,2371,1.44050913115661,144.050913115661,0.441,0.1807,2022-03-30,13
"428","md","leaf",0,NA,2005,1.08362634786685,108.362634786685,3.5555,1.7064,2022-03-30,13
"429","pd","stem",0,NA,2011,1.27052840486232,127.052840486232,1.8305,0.8062,2022-03-30,13
"430","pd","leaf",0,NA,2088,1.69590382902939,169.590382902939,3.0275,1.123,2022-03-30,13
"431","md","leaf",0,NA,2093,0.94874022589053,94.874022589053,0.2243,0.1151,2022-03-30,13
"432","md","stem",0,NA,2004,1.19329438658877,119.329438658877,0.8635,0.3937,2022-04-12,15
"433","md","leaf",1,NA,2092,0.733866569714597,73.3866569714597,1.9076,1.1002,2022-03-30,13
"434","md","stem",1,NA,2026,0.764653641207815,76.4653641207815,0.5961,0.3378,2022-03-30,13
"435","pd","stem",0,NA,2367,1.04573804573805,104.573804573805,0.1968,0.0962,2022-03-30,13
"436","pd","stem",1,NA,2345,0.687873714422387,68.7873714422387,0.7057,0.4181,2022-03-30,13
"437","md","leaf",0,NA,2004,0.994408431886783,99.4408431886783,4.0305,2.0209,2022-04-12,15
"438","md","leaf",0,NA,2008,1.03546052631579,103.546052631579,3.0939,1.52,2022-03-30,13
"439","pd","stem",0,NA,2365,0.904875717017209,90.4875717017209,0.3985,0.2092,2022-03-30,13
"440","pd","stem",0,NA,2378,0.992056487202118,99.2056487202118,0.9028,0.4532,2022-03-30,13
"441","pd","stem",1,NA,2375,0.781612615293067,78.1612615293067,1.1976,0.6722,2022-03-30,13
"442","pd","stem",1,NA,2343,0.857164495607392,85.7164495607392,1.2261,0.6602,2022-03-30,13
"443","pd","stem",0,NA,2088,2.26707317073171,226.707317073171,0.2679,0.082,2022-03-30,13
"444","pd","stem",1,NA,2371,0.816331658291457,81.6331658291457,0.7229,0.398,2022-03-30,13
"445","pd","stem",0,NA,2370,0.405785123966942,40.5785123966942,0.1701,0.121,2022-03-30,13
"446","pd","stem",0,NA,2354,1.2375,123.75,0.2685,0.12,2022-03-30,13
"447","pd","stem",0,NA,2343,1.35404255319149,135.404255319149,1.1064,0.47,2022-03-30,13
"448","pd","stem",0,NA,2377,1.12857142857143,112.857142857143,0.1341,0.063,2022-03-30,13
"449","pd","stem",1,NA,2384,0.613888888888889,61.3888888888889,0.581,0.36,2022-03-30,13
"450","md","stem",1,NA,2029,0.711254612546125,71.1254612546125,0.9275,0.542,2022-03-30,13
"451","pd","leaf",0,NA,2331,0.911111111111111,91.1111111111111,0.086,0.045,2022-03-30,13
"452","pd","leaf",1,NA,2022,0.928529547909273,92.8529547909273,6.2494,3.2405,2022-03-30,13
"453","NA","leaf",1,NA,2091,0.624469881778946,62.4469881778946,4.3284,2.6645,2022-03-30,13
"454","md","leaf",0,NA,2029,1.09072050891993,109.072050891993,4.5354,2.1693,2022-03-30,13
"455","pd","stem",1,NA,2087,1.30280411539237,130.280411539237,1.1415,0.4957,2022-03-30,13
"456","md","leaf",0,NA,2028,0.782271975217376,78.2271975217376,5.0629,2.8407,2022-03-30,13
"457","pd","stem",0,NA,2011,1.52082206598161,152.082206598161,0.4661,0.1849,2022-03-30,13
"458","md","stem",0,NA,2028,1.43390191897655,143.390191897655,0.4566,0.1876,2022-03-30,13
"459","pd","stem",1,NA,2093,0.939737566823263,93.9737566823263,1.1974,0.6173,2022-03-30,13
"460","md","leaf",0,NA,2021,1.27213027229044,127.213027229044,4.2557,1.873,2022-03-30,13
"461","md","leaf",0,NA,2020,1.0637868574311,106.37868574311,4.5005,2.1807,2022-03-30,13
"462","md","leaf",0,NA,2013,1.88848894967965,188.848894967965,4.0124,1.3891,2022-03-30,13
"463","md","stem",0,NA,2025,0.263702801461632,26.3702801461632,0.415,0.3284,2022-03-30,13
"464","md","stem",0,NA,2020,1.35651381718797,135.651381718797,0.776,0.3293,2022-03-30,13
"465","pd","leaf",1,NA,2089,0.904528662155992,90.4528662155992,4.5882,2.4091,2022-03-30,13
"466","pd","stem",0,NA,2024,3.71574121242995,371.574121242995,0.9257,0.1963,2022-03-30,13
"467","pd","leaf",0,NA,2005,1.31804212092783,131.804212092783,7.1653,3.0911,2022-03-30,13
"468","md","stem",0,NA,2021,1.46244131455399,146.244131455399,0.4196,0.1704,2022-03-30,13
"469","md","stem",1,NA,2022,-0.482469748681353,-48.2469748681353,0.1668,0.3223,2022-03-30,13
"470","md","stem",0,NA,2027,1.09681298857486,109.681298857486,0.6974,0.3326,2022-03-30,13
"471","pd","stem",0,NA,2087,1.06928016221696,106.928016221696,0.6123,0.2959,2022-03-30,13
"472","md","leaf",0,NA,2014,1.85153922542205,185.153922542205,2.8715,1.007,2022-03-30,13
"473","pd","leaf",0,NA,2086,2.3916011181174,239.16011181174,5.2173,1.5383,2022-03-30,13
"474","pd","stem",0,NA,2031,4.5625,456.25,0.7209,0.1296,2022-03-30,13
"475","pd","stem",0,NA,2086,2.39062966278723,239.062966278723,1.1362,0.3351,2022-03-30,13
"476","NA","stem",1,NA,2091,0.507973286084231,50.7973286084231,1.1064,0.7337,2022-03-30,13
"477","pd","stem",0,NA,2028,2.04018109790606,204.018109790606,0.5372,0.1767,2022-03-30,13
"478","pd","stem",1,NA,2015,1.08341608738828,108.341608738828,1.4686,0.7049,2022-03-30,13
"479","md","leaf",0,NA,2030,0.922643597223619,92.2643597223619,3.8226,1.9882,2022-03-30,13
"480","md","leaf",0,NA,2025,1.05552692604999,105.552692604999,4.7865,2.3286,2022-03-30,13
"481","pd","stem",1,NA,2005,0.178463094034378,17.8463094034378,0.4662,0.3956,2022-03-30,13
"482","md","leaf",0,NA,2027,1.14683095993507,114.683095993507,5.8192,2.7106,2022-03-30,13
"483","pd","stem",1,NA,2028,1.70550550550551,170.550550550551,1.3514,0.4995,2022-03-30,13
"484","md","leaf",0,NA,2022,1.00478364861927,100.478364861927,3.688,1.8396,2022-03-30,13
"485","pd","stem",0,NA,2093,9.35159010600707,935.159010600707,0.5859,0.0566,2022-03-30,13
"486","pd","leaf",0,NA,2025,1.21677410506103,121.677410506103,6.465,2.9164,2022-03-30,13
"487","pd","leaf",1,NA,2031,0.990532096193902,99.0532096193902,1.0512,0.5281,2022-03-30,13
"488","pd","stem",1,NA,2011,0.883786448795605,88.3786448795605,1.3373,0.7099,2022-03-30,13
"489","pd","leaf",0,NA,2020,1.31675311737831,131.675311737831,6.7443,2.9111,2022-03-30,13
"490","pd","leaf",0,NA,2015,1.2413432751511,124.13432751511,7.9357,3.5406,2022-03-30,13
"491","pd","stem",0,NA,1478,1.43234223300971,143.234223300971,0.8017,0.3296,2022-03-30,13
"492","md","leaf",1,NA,2029,0.662993223130027,66.2993223130027,2.6257,1.5789,2022-03-30,13
"493","md","leaf",1,NA,2030,0.419518807184006,41.9518807184006,0.4189,0.2951,2022-03-30,13
"494","pd","stem",0,NA,2090,6.03857280617165,603.857280617165,0.7299,0.1037,2022-03-30,13
"495","pd","leaf",0,NA,2090,1.84981323560505,184.981323560505,4.0436,1.4189,2022-03-30,13
"496","md","stem",0,NA,2022,1.16989914662529,116.989914662529,0.2797,0.1289,2022-03-30,13
"497","pd","stem",1,NA,2008,0.454703832752613,45.4703832752613,1.0855,0.7462,2022-03-30,13
"498","pd","stem",1,NA,2089,-0.718895661527429,-71.8895661527429,0.0784,0.2789,2022-03-30,13
"499","pd","stem",0,NA,2026,1.06281407035176,106.281407035176,0.3284,0.1592,2022-03-30,13
"500","md","stem",1,NA,2013,1.15451388888889,115.451388888889,0.8687,0.4032,2022-03-30,13
"501","pd","stem",1,NA,2007,1.16660771135479,116.660771135479,0.6125,0.2827,2022-03-30,13
"502","md","stem",1,NA,2030,-0.490679304897314,-49.0679304897314,0.1612,0.3165,2022-03-30,13
"503","md","stem",0,NA,2030,-1.1717229536348,-117.17229536348,-0.03,0.1747,2022-03-30,13
"504","md","leaf",1,NA,2022,0.720938722294654,72.0938722294654,3.2999,1.9175,2022-03-30,13
"505","pd","stem",1,NA,2014,2.29681624467285,229.681624467285,1.3151,0.3989,2022-03-30,13
"506","pd","leaf",1,NA,2301,0.61023398723706,61.023398723706,6.8129,4.231,2022-03-30,13
"507","pd","leaf",0,NA,2377,0.911023622047244,91.1023622047244,0.9708,0.508,2022-03-30,13
"508","pd","leaf",0,NA,2343,1.11012590409858,111.012590409858,7.8771,3.733,2022-03-30,13
"509","pd","leaf",0,NA,2384,0.856869009584665,85.6869009584665,2.3248,1.252,2022-03-30,13
"510","pd","leaf",0,NA,2009,1.04901616303584,104.901616303584,5.8315,2.846,2022-03-30,13
"511","pd","leaf",1,NA,2331,0.586849168008588,58.6849168008588,5.9126,3.726,2022-03-30,13
"512","pd","leaf",0,NA,2354,1.01025943396226,101.025943396226,3.4094,1.696,2022-03-30,13
"513","pd","leaf",1,NA,2354,0.652983802216539,65.2983802216539,3.8779,2.346,2022-03-30,13
"514","pd","leaf",0,NA,2372,1.16161309884779,116.161309884779,3.5645,1.649,2022-03-30,13
"515","pd","leaf",0,NA,2369,0.975563636363637,97.5563636363637,2.7164,1.375,2022-03-30,13
"516","pd","leaf",0,NA,2367,0.952129963898917,95.2129963898917,2.7037,1.385,2022-03-30,13
"517","pd","leaf",0,NA,2378,0.919923076923077,91.9923076923077,4.9918,2.6,2022-03-30,13
"518","pd","leaf",0,NA,2383,0.861190773067331,86.1190773067331,5.9707,3.208,2022-03-30,13
"519","pd","leaf",0,NA,2370,1.22830319888734,122.830319888734,3.2043,1.438,2022-03-30,13
"520","pd","leaf",0,NA,2347,1.13750506277845,113.750506277845,5.2775,2.469,2022-03-30,13
"521","pd","leaf",0,NA,2352,0.794158878504673,79.4158878504673,0.7679,0.428,2022-03-30,13
"522","pd","leaf",0,NA,2360,0.859569110240627,85.9569110240627,6.6461,3.574,2022-03-30,13
"523","pd","leaf",0,NA,2371,1.54645892351275,154.645892351275,5.3934,2.118,2022-03-30,13
"524","pd","leaf",1,NA,2352,0.490734674777726,49.0734674777726,3.1857,2.137,2022-03-30,13
"525","pd","leaf",1,NA,2377,0.625474410580794,62.5474410580794,5.6534,3.478,2022-03-30,13
"526","pd","leaf",0,NA,2365,0.991851851851852,99.1851851851852,3.4957,1.755,2022-03-30,13
"527","pd","leaf",0,NA,2029,0.778332609639601,77.8332609639601,8.191,4.606,2022-04-27,17
"528","pd","leaf",0,NA,2032,0.825568181818182,82.5568181818182,3.213,1.76,2022-04-27,17
"529","pd","stem",0,NA,2092,1.16101694915254,116.101694915254,0.102,0.0472,2022-04-27,17
"530","pd","stem",0,NA,1472,1.20622568093385,120.622568093385,0.567,0.257,2022-04-27,17
"531","pd","stem",0,NA,2032,0.828729281767956,82.8729281767956,0.331,0.181,2022-04-27,17
"532","pd","leaf",0,NA,2088,0.985981308411215,98.5981308411215,2.55,1.284,2022-04-27,17
"533","pd","leaf",0,NA,2092,1.15462868769074,115.462868769074,2.118,0.983,2022-04-27,17
"534","pd","stem",0,NA,2015,1.01525054466231,101.525054466231,0.555,0.2754,2022-04-27,17
"535","pd","stem",0,NA,2028,0.876712328767124,87.6712328767124,0.274,0.146,2022-04-27,17
"536","pd","stem",0,NA,2029,0.781456953642384,78.1456953642384,0.538,0.302,2022-04-27,17
"537","pd","leaf",0,NA,2385,0.990352146647371,99.0352146647371,4.126,2.073,2022-04-27,17
"538","pd","stem",1,NA,2092,0.855704697986577,85.5704697986577,1.106,0.596,2022-04-27,17
"539","pd","stem",0,NA,2088,1.00704225352113,100.704225352113,0.171,0.0852,2022-04-27,17
"540","pd","leaf",0,NA,2015,0.874926943308007,87.4926943308007,3.208,1.711,2022-04-27,17
"541","pd","stem",0,NA,2086,1.11111111111111,111.111111111111,0.19,0.09,2022-04-27,17
