tree,plot,site,species,date,year,branch_number,length_mm,leaf_number,lma_g_cm2,sla_cm_g,alas_cm2_per_mm2
2021,Chamise,Chamise,blue oak,2023-09-29,0,1,125,14,0.017774365435598603,56.26079893672008,6.494293255828653
2021,Chamise,Chamise,blue oak,2023-05-12,0,3,18.46,8,0.01280822447244338,78.07483403741702,20.26531332901352
2021,Chamise,Chamise,blue oak,2023-09-29,0,2,60,10,0.020751394188435572,48.18953323903819,6.050946222724661
2021,Chamise,Chamise,blue oak,2023-04-14,0,3,21.02,9,0.013862321047822115,72.13799165018676,19.812930642416816
2021,Chamise,Chamise,blue oak,2023-09-29,0,3,40,9,0.020387092490538477,49.05064321771699,6.617002995185315
2021,Chamise,Chamise,blue oak,2023-04-14,0,2,13.69,7,0.014577018462386333,68.60113421550093,15.652345299917352
2021,Chamise,Chamise,blue oak,2023-07-28,0,1,16.3,8,0.01839400721691865,54.36553265458158,9.702328852998814
2021,Chamise,Chamise,blue oak,2023-07-28,0,2,179.52,6,0.024877611528649247,40.19678492239468,1.6356463574700668
2021,Chamise,Chamise,blue oak,2023-07-28,0,1,19.71,3,0.01679933665008292,59.526159921026654,3.0950403445716432
2021,Chamise,Chamise,blue oak,2023-05-12,0,2,8.3,2,0.016697722567287784,59.88840669559826,26.994774215948794
2021,Chamise,Chamise,blue oak,2023-07-28,0,3,131.06,9,0.02591773445200375,38.58361933030331,3.5454644271557405
2022,Chamise,Chamise,live oak,2023-09-29,0,1,31.74,7,0.020570049465453967,48.614370212353336,20.090961585727573
2022,Chamise,Chamise,live oak,2023-07-28,0,2,59.54,17,0.0206080212852802,48.52479460093897,34.645450257736755
2022,Chamise,Chamise,live oak,2023-04-14,0,3,64.33,10,0.02082199862344728,48.02612938769086,40.684638414150065
2022,Chamise,Chamise,live oak,2023-09-29,0,3,37.86,5,0.019696295472243854,50.7709686529229,19.796124961793435
2022,Chamise,Chamise,live oak,2023-05-12,2,2,56.78,8,0.021677731642871415,46.13028782136639,14.44384808810644
2022,Chamise,Chamise,live oak,2023-05-12,2,3,32.18,1,0.02459938150126511,40.651428571428575,2.8428080632240182
2022,Chamise,Chamise,live oak,2023-09-29,0,2,51.58,10,0.023120825743776566,43.25105042016806,11.193230660865623
2022,Chamise,Chamise,live oak,2023-04-14,0,1,54.86,9,0.018027590181804512,55.47053099805394,52.218507627013054
2022,Chamise,Chamise,live oak,2023-05-12,1,3,13.6,1,0.02444726810673443,40.90436590436591,1.6313186529234953
2022,Chamise,Chamise,live oak,2023-05-12,1,2,35.09,8,0.02256086679413639,44.32453810949771,24.97141057111838
2022,Chamise,Chamise,live oak,2023-07-28,1,1,40.5,9,0.01939258906746847,51.56609035136643,16.0589698533619
2022,Chamise,Chamise,live oak,2023-04-14,1,2,18.99,5,0.02542456617056753,39.33203789166869,9.18510160619978
2022,Chamise,Chamise,live oak,2023-07-28,0,3,42.36,15,0.022063281736232412,45.32417307429819,19.659863749678752
2022,Chamise,Chamise,live oak,2023-05-12,0,3,39.85,10,0.020436691893601273,48.93159838227536,47.55959368998264
2022,Chamise,Chamise,live oak,2023-04-14,0,2,53.22,8,0.020448365870901083,48.90366332025796,32.98590564415981
2022,Chamise,Chamise,live oak,2023-04-14,1,1,37.04,6,0.024574412532637074,40.69273268168296,17.838161705846087
2022,Chamise,Chamise,live oak,2023-05-12,0,1,57.92,8,0.01759526558891455,56.833470057424115,47.981878653112105
2022,Chamise,Chamise,live oak,2023-04-14,2,3,50.09,5,0.026655669813638438,37.515470704410795,6.391201029391074
2022,Chamise,Chamise,live oak,2023-04-14,2,2,69.71,7,0.028174108561233716,35.49358084663428,7.335326950628663
2022,Chamise,Chamise,live oak,2023-07-28,0,1,69.16,10,0.021013991109815635,47.58734286952753,15.773024320468188
2022,Chamise,Chamise,live oak,2023-05-12,0,2,59.92,9,0.018659534098624888,53.59190613841183,57.22513867495567
2022,Chamise,Chamise,live oak,2023-04-14,1,3,28.87,6,0.024504648872418915,40.80858310626703,17.93080451795321
2022,Chamise,Chamise,live oak,2023-05-12,1,1,60.8,6,0.022286730477535436,44.86974888523821,10.059118535451063
2023,Chamise,Chamise,live oak,2023-09-29,0,2,143,15,0.030740511509972646,32.53036305773852,14.483838682531719
2023,Chamise,Chamise,live oak,2023-04-14,0,3,55.61,7,0.02053007593493266,48.709025878392595,55.303294247507246
2023,Chamise,Chamise,live oak,2023-07-28,0,2,70.18,10,0.025753752541346448,38.82929287273949,11.045112494332486
2023,Chamise,Chamise,live oak,2023-07-28,0,1,72.38,10,0.02461507529180203,40.625510511156016,13.617381504602747
2023,Chamise,Chamise,live oak,2023-04-14,1,2,55.85,5,0.02859070238081392,34.97640549995932,14.90609643343426
2023,Chamise,Chamise,live oak,2023-05-12,3,3,53.11,1,0.02022311891763589,49.448356807511736,4.380290256688741
2023,Chamise,Chamise,live oak,2023-07-28,0,3,95.85,11,0.0241181786380597,41.462500755423946,10.792457236688799
2023,Chamise,Chamise,live oak,2023-07-28,1,2,101,7,0.024414597854178086,40.95910184442663,10.78467306163406
2023,Chamise,Chamise,live oak,2023-09-29,0,1,101,11,0.026084891204413114,38.33636844269518,15.371323887509165
2023,Chamise,Chamise,live oak,2023-09-29,0,3,103,11,0.029710745817277204,33.65785585289772,19.724670581140185
2023,Chamise,Chamise,live oak,2023-04-14,0,1,58.94,7,0.02156990886976727,46.36088200639623,40.546695318118374
2023,Chamise,Chamise,live oak,2023-05-12,0,3,17,3,0.014419080503868534,69.35254988913525,43.66589345711622
2023,Chamise,Chamise,live oak,2023-05-12,0,1,61.81,7,0.020234039606702676,49.42166860584491,29.429888634471958
2023,Chamise,Chamise,live oak,2023-05-12,3,1,17.15,5,0.01460992372177328,68.44662703540966,28.121123098915017
2023,Chamise,Chamise,live oak,2023-04-14,0,2,57.92,9,0.018894843568945538,52.92449214258337,38.425553738030196
2023,Chamise,Chamise,live oak,2023-05-12,0,2,49.22,7,0.0204757822546078,48.838182960016745,16.500278858658472
2023,Chamise,Chamise,live oak,2023-04-14,1,3,37.13,1,0.019963289922209596,50.09194395796848,3.030364712564992
2023,Chamise,Chamise,live oak,2023-05-12,1,1,15.09,4,0.023517324048176268,42.521844660194176,7.356935501506249
2024,Chamise,Chamise,blue oak,2023-07-28,0,3,42.7,5,0.017062393526405453,58.60842433697347,10.452420433674593
2024,Chamise,Chamise,blue oak,2023-07-28,0,1,126.1,13,0.01636494802135872,61.10621302889868,15.145086650270569
2024,Chamise,Chamise,blue oak,2023-04-14,0,2,38.94,8,0.011521985636890511,86.79059595407327,41.65914844420483
2024,Chamise,Chamise,blue oak,2023-07-28,0,2,35.6,3,0.016137658100917187,61.966859983429984,5.730707615725288
2024,Chamise,Chamise,blue oak,2023-05-12,0,2,15.94,6,0.013062537224538415,76.55480576326829,26.226998391126738
2024,Chamise,Chamise,blue oak,2023-05-12,0,1,18.08,6,0.013591597683473481,73.5748675974964,22.081930596495706
2024,Chamise,Chamise,blue oak,2023-05-12,0,3,29.18,7,0.014350224674111314,69.68532010541001,36.77878273197265
2024,Chamise,Chamise,blue oak,2023-04-14,0,3,28.59,7,0.012660167340133092,78.98789748457523,33.846032102728856
2024,Chamise,Chamise,blue oak,2023-07-28,0,2,24.95,6,0.014687007027104546,68.08739167582083,8.637994390552976
2024,Chamise,Chamise,blue oak,2023-04-14,0,1,27.34,7,0.014083183086003113,71.00667469088522,26.825864652559293
2024,Chamise,Chamise,blue oak,2023-09-29,0,2,33,7,0.01566712663199236,63.82791327913278,9.435697760345302
2024,Chamise,Chamise,blue oak,2023-09-29,0,3,48.05,11,0.01635532479259552,61.14216701173223,17.450079421254486
2024,Chamise,Chamise,blue oak,2023-09-29,0,1,58.95,9,0.017383274471049478,57.526561043802424,11.992185079700112
2025,Chamise,Chamise,blue oak,2023-09-29,0,1,79,11,0.018094563126455403,55.26521933751119,12.559694874291518
2025,Chamise,Chamise,blue oak,2023-04-14,0,1,22.91,13,0.01504548170772193,66.46513680494263,27.362084351852012
2025,Chamise,Chamise,blue oak,2023-05-12,0,3,31.29,13,0.013239751156484287,75.53012048192772,21.290036176502493
2025,Chamise,Chamise,blue oak,2023-04-14,0,2,11.46,9,0.01206452404317959,82.8876461616675,33.90280196774424
2025,Chamise,Chamise,blue oak,2023-07-28,0,1,60.92,16,0.015315583234203343,65.29297544260423,16.348120063619607
2025,Chamise,Chamise,blue oak,2023-07-28,0,2,110.36,9,0.018586684245220832,53.80195772449993,5.233631429797603
2025,Chamise,Chamise,blue oak,2023-09-29,0,2,83,10,0.019968280623192464,50.07942440665296,8.058392484746406
2025,Chamise,Chamise,blue oak,2023-05-12,0,2,18.28,8,0.013941895368782162,71.72625913110342,11.990349565581086
2025,Chamise,Chamise,blue oak,2023-04-14,0,1,13.85,11,0.011371119473189088,87.94208893485005,41.008568697492066
2025,Chamise,Chamise,blue oak,2023-07-28,0,3,115,24,0.01740113354136152,57.46752058554438,16.609136482974332
2025,Chamise,Chamise,blue oak,2023-05-12,0,1,40.17,10,0.01378461033230024,72.54466944609887,25.903890577189994
2025,Chamise,Chamise,blue oak,2023-09-29,0,3,73,11,0.0205398870423501,48.68575946587015,15.662944380971275
2026,Shedd,Chamise,blue oak,2023-05-12,0,3,17.17,9,0.014340393463430112,69.73309362467155,28.157462744496225
2026,Shedd,Chamise,blue oak,2023-05-12,0,2,15.85,8,0.014294008360427312,69.95938261575954,23.72540107754845
2026,Shedd,Chamise,blue oak,2023-09-29,0,2,12,7,0.014697109674013461,68.04058908045977,33.920374213250454
2026,Shedd,Chamise,blue oak,2023-04-14,0,3,27.65,10,0.011924616410940626,83.86013986013987,27.786442271488877
2026,Shedd,Chamise,blue oak,2023-07-28,1,1,18.45,7,0.01760296917552358,56.80859802847755,7.72576632528121
2026,Shedd,Chamise,blue oak,2023-07-28,0,1,58.21,11,0.017088260631216226,58.51970669110908,10.78467306163406
2026,Shedd,Chamise,blue oak,2023-04-14,0,2,24.38,11,0.012328113400968574,81.11541218637993,28.58447644348482
2026,Shedd,Chamise,blue oak,2023-05-12,0,1,18.12,7,0.014237635737385953,70.23638042474607,23.353163389714723
2026,Shedd,Chamise,blue oak,2023-04-14,0,1,18.79,8,0.013656125864064308,73.22721026110857,17.618915116312277
2026,Shedd,Chamise,blue oak,2023-07-28,0,3,31.54,12,0.016120869928900043,62.03139187962122,7.60233178454413
2026,Shedd,Chamise,blue oak,2023-07-28,0,2,20.75,5,0.01751802082406336,57.08407416814834,9.785843688101656
2026,Shedd,Chamise,blue oak,2023-09-29,0,1,16,5,0.01568191015783084,63.76774193548387,23.970476011801114
2026,NA,NA,NA,2023-05-12,0,3,17.17,9,0.014340393463430112,69.73309362467155,28.157462744496225
2026,NA,NA,NA,2023-05-12,0,2,15.85,8,0.014294008360427312,69.95938261575954,23.72540107754845
2026,NA,NA,NA,2023-09-29,0,2,12,7,0.014697109674013461,68.04058908045977,33.920374213250454
2026,NA,NA,NA,2023-04-14,0,3,27.65,10,0.011924616410940626,83.86013986013987,27.786442271488877
2026,NA,NA,NA,2023-07-28,1,1,18.45,7,0.01760296917552358,56.80859802847755,7.72576632528121
2026,NA,NA,NA,2023-07-28,0,1,58.21,11,0.017088260631216226,58.51970669110908,10.78467306163406
2026,NA,NA,NA,2023-04-14,0,2,24.38,11,0.012328113400968574,81.11541218637993,28.58447644348482
2026,NA,NA,NA,2023-05-12,0,1,18.12,7,0.014237635737385953,70.23638042474607,23.353163389714723
2026,NA,NA,NA,2023-04-14,0,1,18.79,8,0.013656125864064308,73.22721026110857,17.618915116312277
2026,NA,NA,NA,2023-07-28,0,3,31.54,12,0.016120869928900043,62.03139187962122,7.60233178454413
2026,NA,NA,NA,2023-07-28,0,2,20.75,5,0.01751802082406336,57.08407416814834,9.785843688101656
2026,NA,NA,NA,2023-09-29,0,1,16,5,0.01568191015783084,63.76774193548387,23.970476011801114
2027,Shedd,Chamise,blue oak,2023-05-12,0,3,8.56,6,0.012029476537353886,83.12913674130405,46.59887799970033
2027,Shedd,Chamise,blue oak,2023-09-29,0,1,59,6,0.01755332189262074,56.96927374301676,6.835384464063781
2027,Shedd,Chamise,blue oak,2023-09-29,0,3,73,8,0.017807900671952384,56.15485050267659,10.396905194016474
2027,Shedd,Chamise,blue oak,2023-05-12,0,2,6.62,6,0.0138724827438981,72.0851500384714,43.21418988567381
2027,Shedd,Chamise,blue oak,2023-05-12,0,1,9.43,5,0.012699479254157568,78.74338624338624,36.813976020743816
2027,Shedd,Chamise,blue oak,2023-04-14,0,3,12.95,8,0.011134907734965102,89.80765928215696,58.98103761222452
2027,Shedd,Chamise,blue oak,2023-04-14,0,1,7.4,5,0.010634262526464362,94.0356698465367,34.1054902625657
2027,Shedd,Chamise,blue oak,2023-07-28,0,3,8.03,3,0.011473716195685203,87.15572033898304,29.692682410171628
2027,Shedd,Chamise,blue oak,2023-09-29,0,2,44,7,0.017958642439881017,55.68349630812213,4.397036502793028
2027,Shedd,Chamise,blue oak,2023-07-28,0,2,8.65,4,0.016352347691113697,61.15329852871381,6.888363112874622
2027,Shedd,Chamise,blue oak,2023-07-28,0,1,30.59,3,0.01776657659530243,56.285463585843814,3.9125265222503325
2027,Shedd,Chamise,blue oak,2023-04-14,0,2,10.24,5,0.011586588106663426,86.30668414154653,30.108219800308802
2028,Shedd,Chamise,blue oak,2023-04-14,0,2,30.27,9,0.013270446717729914,75.35541351927174,25.731240114908204
2028,Shedd,Chamise,blue oak,2023-04-14,0,1,56.09,10,0.014100765629489411,70.9181349634424,23.978233239241707
2028,Shedd,Chamise,blue oak,2023-09-29,0,1,12,4,0.018864267717552813,53.01027397260274,16.28799579583106
2028,Shedd,Chamise,blue oak,2023-07-28,0,1,205.52,20,0.019729115153655954,50.68651037878364,NA
2028,Shedd,Chamise,blue oak,2023-07-28,0,3,60.48,11,0.017252839497712988,57.961473537881034,15.783476384044183
2028,Shedd,Chamise,blue oak,2023-05-12,0,1,15.68,8,0.014490144342697499,69.01242502142246,27.55805692934915
2028,Shedd,Chamise,blue oak,2023-04-14,0,3,25.92,7,0.01281265220754663,78.04785330948121,36.894685959405685
2028,Shedd,Chamise,blue oak,2023-07-28,0,2,14.75,9,0.016674719340628107,59.97102437361514,11.842092870522055
2028,Shedd,Chamise,blue oak,2023-09-29,0,2,23,5,0.019646326134156098,50.900101788570595,11.282712430403135
2028,Shedd,Chamise,blue oak,2023-05-12,0,3,61.81,16,0.016727647159773467,59.78127051871307,30.036018230800476
2028,Shedd,Chamise,blue oak,2023-05-12,0,2,19.44,5,0.017660026126714568,56.62505779010633,15.768053684332083
2028,Shedd,Chamise,blue oak,2023-09-29,0,3,158,10,0.019632164242942687,50.93681917211329,5.63761475477544
2029,Shedd,Chamise,live oak,2023-07-28,0,1,24.73,5,0.018732256756258527,53.38385080942774,36.79801664929892
2029,Shedd,Chamise,live oak,2023-09-29,0,3,62,12,0.01954673287340159,51.15944472545383,17.929294311845513
2029,Shedd,Chamise,live oak,2023-05-12,0,2,24.2,7,0.006938446664518208,144.1244774732931,38.349509158807166
2029,Shedd,Chamise,live oak,2023-05-12,0,1,24.09,3,0.01885520697321523,53.03574770728056,30.42653818448331
2029,Shedd,Chamise,live oak,2023-04-14,0,3,20.56,8,0.018069358208690194,55.34230870020965,70.64393489165475
2029,Shedd,Chamise,live oak,2023-09-29,0,1,128,15,0.020890857994072205,47.86782813246592,24.20254953119913
2029,Shedd,Chamise,live oak,2023-05-12,1,1,33.94,4,0.023058690163343123,43.36759776536313,6.465096341514067
2029,Shedd,Chamise,live oak,2023-04-14,0,2,7.58,4,0.015633510569316562,63.9651596847781,56.66466541180655
2029,Shedd,Chamise,live oak,2023-07-28,0,2,32.27,9,0.017085082231197698,58.53059332509271,21.223495433440952
2029,Shedd,Chamise,live oak,2023-09-29,0,2,10,6,0.02024766726225928,49.38840544184337,16.897656715177565
2029,Shedd,Chamise,live oak,2023-04-14,0,1,13.55,8,0.017346239944393903,57.64938126104891,75.73068128904892
2029,Shedd,Chamise,live oak,2023-04-14,1,3,28.52,9,0.020137817718462882,49.65781367080176,24.51610905416582
2029,Shedd,Chamise,live oak,2023-05-12,0,3,14.51,4,0.016688769274774425,59.92053599252103,38.68837386420161
2029,Shedd,Chamise,live oak,2023-04-14,1,2,14.52,4,0.01946588051677794,51.371937639198215,19.023464465739316
2029,Shedd,Chamise,live oak,2023-05-12,1,3,22.63,2,0.0216712580348944,46.144067796610166,1.0373671233933486
2029,Shedd,Chamise,live oak,2023-07-28,0,3,76.97,13,0.019077660161541162,52.41732956413122,27.682494360401666
2029,Shedd,Chamise,live oak,2023-04-14,1,1,17.95,5,0.020736114209234886,48.22504302925989,14.45760028127236
2030,Shedd,Chamise,live oak,2023-04-14,1,1,16.33,4,0.020903563837674853,47.838732560889106,11.410337946810591
2030,Shedd,Chamise,live oak,2023-07-28,0,1,76.37,13,0.020927833652293115,47.7832544263571,22.596793541333756
2030,Shedd,Chamise,live oak,2023-04-14,0,2,29.06,7,0.01805899143672693,55.3740779768177,40.086388738397396
2030,Shedd,Chamise,live oak,2023-05-12,0,1,21.89,5,0.014859735063871343,67.29595081619674,29.246346172776764
2030,Shedd,Chamise,live oak,2023-04-14,0,3,46.34,8,0.019495307712721045,51.294394258136364,38.53710891197943
2030,Shedd,Chamise,live oak,2023-04-14,0,1,20.5,6,0.015643426985778704,63.92461197339246,27.546385905782923
2030,Shedd,Chamise,live oak,2023-05-12,0,3,61.07,8,0.017218493537561885,58.07709006705581,40.414609378490056
2030,Shedd,Chamise,live oak,2023-05-12,1,3,55.56,4,0.018316220016190193,54.596417771574785,7.452408672549826
2030,Shedd,Chamise,live oak,2023-05-12,0,2,14.72,5,0.01600602485251663,62.47647427854455,24.29065612936876
2030,Shedd,Chamise,live oak,2023-05-12,1,2,39.28,7,0.01802398105954533,55.4816384180791,15.436457579241333
2030,Shedd,Chamise,live oak,2023-04-14,1,2,23.46,5,0.02256665664849083,44.313165905631664,11.264938966973649
2030,Shedd,Chamise,live oak,2023-04-14,1,3,27.21,2,0.020134972282477705,49.66483121857793,6.425424605394921
2030,Shedd,Chamise,live oak,2023-07-28,0,3,155.5,12,0.022532987817591516,44.37937871777925,11.641037359347944
2030,Shedd,Chamise,live oak,2023-07-28,0,2,58.44,11,0.01933591021282541,51.71724470134874,24.693862380145887
2030,Shedd,Chamise,live oak,2023-05-12,1,1,17.8,6,0.01731860338243317,57.74137659473932,36.92651533562047
2030,Shedd,Chamise,live oak,2023-09-29,0,3,42,15,0.02352439321656162,42.50906668640367,20.912019220543716
2030,Shedd,Chamise,live oak,2023-09-29,0,2,41,10,0.020157336898602957,49.60972796308757,24.311941603140067
2030,Shedd,Chamise,live oak,2023-09-29,0,1,58,10,0.02476556994959076,40.37863865178376,26.952557766366976
2031,Shedd,Chamise,blue oak,2023-04-14,0,2,14.07,7,0.010989538585940265,90.99563117958151,25.076904898568515
2031,Shedd,Chamise,blue oak,2023-07-28,0,2,88.18,8,0.020120930855217652,49.69948990907075,5.402634144898013
2031,Shedd,Chamise,blue oak,2023-09-29,0,3,46,9,0.02073006238408363,48.23912159414396,6.612952612078176
2031,Shedd,Chamise,blue oak,2023-07-28,1,2,29.89,7,0.014935517273839781,66.95449388629774,5.698346474548897
2031,Shedd,Chamise,blue oak,2023-07-28,1,1,16.9,6,0.013362098024674711,74.83854692230071,10.215945023899101
2031,Shedd,Chamise,blue oak,2023-05-12,0,1,14.62,9,0.011160401587672193,89.60251046025105,16.524688679883948
2031,Shedd,Chamise,blue oak,2023-05-12,0,3,29.52,6,0.014291510647917366,69.97160934458144,47.07194778473211
2031,Shedd,Chamise,blue oak,2023-04-14,0,1,8.5,6,0.009443014647475614,105.89838492597576,52.042003803800014
2031,Shedd,Chamise,blue oak,2023-04-14,0,3,12.32,7,0.009370469757256101,106.71823568136932,67.84960433901826
2031,Shedd,Chamise,blue oak,2023-05-12,0,1,19.71,5,0.012725771122841035,78.58069977426636,16.242943913389873
2031,Shedd,Chamise,blue oak,2023-07-28,0,1,19.53,5,0.014536824376052672,68.79081525173794,15.364838585499667
2031,Shedd,Chamise,blue oak,2023-09-29,0,1,58,10,0.02048250792269931,48.822146378460374,10.324743514864005
2031,Shedd,Chamise,blue oak,2023-05-12,0,2,25.41,9,0.01091478351621273,91.61885790172643,35.979068601030306
2031,Shedd,Chamise,blue oak,2023-09-29,0,2,61,5,0.02069292619026109,48.32569308011352,3.0300432186344572
2031,Shedd,Chamise,blue oak,2023-07-28,0,3,41.28,6,0.019111420560395928,52.32473414730208,10.591501029216115
2031,Shedd,Chamise,blue oak,2023-07-28,1,3,31.24,4,0.014445519155557425,69.22561863173216,2.9892819576084038
2040,NA,NA,NA,2023-07-28,0,3,15.28,9,0.01396916670797601,71.58623136976578,15.139974483408144
2040,NA,NA,NA,2023-07-28,0,1,22.31,6,0.014040388779775394,71.22309899569584,14.565403045303086
2040,NA,NA,NA,2023-07-28,0,2,26.79,6,NA,NA,2.1112828042699316
2041,NA,NA,NA,2023-09-29,0,3,50.8,11,0.015173073994299763,65.906223114425,6.612178145008095
2041,NA,NA,NA,2023-07-28,0,2,18.22,10,0.015316689126888432,65.2882611715675,6.259179254351598
2041,NA,NA,NA,2023-07-28,0,3,41.9,10,0.014008595104114728,71.38474576271186,9.309901025279661
2041,NA,NA,NA,2023-07-28,0,1,15.49,5,0.01432192648922687,69.82300884955752,11.037970197704073
2041,NA,NA,NA,2023-09-29,0,1,44.9,10,0.014819117915071987,67.4803996925442,8.731603845661503
2041,NA,NA,NA,2023-09-29,0,2,61,13,0.016286520952954985,61.40046747175692,11.114008137570313
2042,NA,NA,NA,2023-07-28,0,1,17.77,6,0.01425034813554077,70.17372421281216,5.13774017333404
2042,NA,NA,NA,2023-07-28,0,2,58.86,15,0.018477392724111363,54.120189732996714,38.28856520809376
2042,NA,NA,NA,2023-07-28,0,3,12.08,3,0.012747752102871508,78.44520288206296,30.9495179646349
2043,NA,NA,NA,2023-07-28,0,2,37.57,4,0.019359466480555233,51.65431604245944,4.667319323102557
2043,NA,NA,NA,2023-07-28,0,3,42.88,6,0.01933125470379529,51.729699666295886,3.989555146339824
2043,NA,NA,NA,2023-07-28,0,1,30.61,12,0.015304824796604718,65.33887276003604,10.088810762086448
2044,NA,NA,NA,2023-09-29,0,2,41.2,12,0.016725435681833593,59.789174944252984,29.338224322202255
2044,NA,NA,NA,2023-07-28,0,2,74.88,12,0.015787707547549695,63.340418296208135,19.42171931826014
2044,NA,NA,NA,2023-07-28,0,3,19.76,5,0.01186888823603475,84.25388967468176,31.913192512720293
2044,NA,NA,NA,2023-09-29,0,1,50,8,0.016535583708868297,60.47563954235762,30.021849738596156
2044,NA,NA,NA,2023-07-28,0,1,20.8,4,0.011525207402680282,86.76633444075304,25.764028494318183
2044,NA,NA,NA,2023-09-29,0,3,56.1,13,0.013278312370106076,75.31077535510721,35.10732833896372
2045,NA,NA,NA,2023-07-28,0,1,14.62,5,0.015912776555079347,62.842584167424924,12.17936508553868
2045,NA,NA,NA,2023-07-28,0,2,27.64,6,0.015880167291917217,62.9716288007234,10.2941965753093
2045,NA,NA,NA,2023-07-28,0,3,22.29,6,0.014750845632003629,67.79272354599027,10.301262702566687
2046,NA,NA,NA,2023-07-28,0,2,14.48,9,0.011119675688021012,89.93068035943517,33.001945027990864
2046,NA,NA,NA,2023-09-29,0,3,22.5,6,0.015069462310264986,66.35936833119932,15.578434771961337
2046,NA,NA,NA,2023-07-28,0,1,22,8,0.012125943273484258,82.46781115879828,21.83102128383655
2046,NA,NA,NA,2023-09-29,0,2,29.9,7,0.015560596241088789,64.26488962932112,17.567715619280097
2046,NA,NA,NA,2023-07-28,0,3,61.99,9,0.014319834291511667,69.83321033210332,21.76968561602474
2046,NA,NA,NA,2023-09-29,0,1,16,7,0.014444532467189523,69.23034734917732,23.744565500560604
2047,NA,NA,NA,2023-07-28,0,1,40.22,6,0.015166823308270676,65.93338497288924,12.000348794226387
2047,NA,NA,NA,2023-07-28,0,2,40.13,6,0.0177405360975387,56.36808236808237,9.140511331166
2047,NA,NA,NA,2023-07-28,0,3,64.15,8,0.017500962971646765,57.13971291866029,9.80198568964687
2048,NA,NA,NA,2023-07-28,0,2,20.71,9,NA,NA,1.0307043674170966
2048,NA,NA,NA,2023-07-28,0,1,60.14,9,0.015560009767612225,64.26731184201923,13.766334212272055
2048,NA,NA,NA,2023-07-28,0,3,79.09,13,0.015816912135417225,63.22346558155307,9.815194636060498
2048,NA,NA,NA,2023-09-29,0,2,56.5,10,0.01384987408066355,72.20282250768953,15.06165312711064
2048,NA,NA,NA,2023-05-12,0,1,100,10,0.014065646117776857,71.09520541229533,13.977895106473479
2048,NA,NA,NA,2023-09-29,0,3,64.3,11,0.016365733232421523,61.103281215591274,9.472293872191695
2049,NA,NA,NA,2023-09-29,0,1,35,6,0.013095614809386607,76.36143965407605,16.61567193930339
2049,NA,NA,NA,2023-09-29,0,2,33.8,7,0.013135623610413828,76.12885612885613,19.36371940335526
2049,NA,NA,NA,2023-07-28,0,3,17.46,6,0.01082612772163767,92.36913010007699,28.766630023125963
2049,NA,NA,NA,2023-07-28,0,1,58.91,9,0.012123884440368266,82.48181553680536,24.909040493899298
2049,NA,NA,NA,2023-09-29,0,3,23.4,7,0.012922497871641299,77.38441978733242,27.677440033328747
2049,NA,NA,NA,2023-07-28,0,2,22.41,5,0.011928233911395745,83.83470742006837,23.910017503515007
2050,NA,NA,NA,2023-07-28,0,2,22.81,7,0.015851807766701385,63.08428759151492,14.936768967558288
2050,NA,NA,NA,2023-07-28,0,3,79.7,18,0.018297430863109514,54.65248140470674,9.772366918591995
2050,NA,NA,NA,2023-07-28,0,1,48.05,7,0.013520513408205362,73.96168842176641,10.852209168080613
2051,NA,NA,NA,2023-07-28,0,3,50.7,12,0.03124376919089205,32.00638162093172,12.642014771404114
2051,NA,NA,NA,2023-07-28,0,2,23.43,9,0.015106176266481612,66.19808893789047,12.250453591620223
2051,NA,NA,NA,2023-07-28,0,1,28.86,6,0.013190784520403554,75.81050228310502,12.942220127427882
2052,NA,NA,NA,2023-07-28,0,3,26.14,3,0.01572336796402543,63.599605522682445,5.948328205299444
2052,NA,NA,NA,2023-07-28,0,2,32.63,12,0.016062909389802645,62.25522262080607,29.288437040040403
2052,NA,NA,NA,2023-07-28,0,1,23.21,10,0.015788902308287306,63.33562526858616,20.97508962573509
2085,Low,PineNeedle,blue oak,2023-04-14,0,2,14.26,6,0.007524271844660195,132.9032258064516,39.695756194941225
2085,Low,PineNeedle,blue oak,2023-07-28,0,3,30.52,7,0.01501782985226694,66.58751696065129,14.371521257624934
2085,Low,PineNeedle,blue oak,2023-04-14,0,3,23.95,6,0.009276373147340889,107.80075187969926,9.421820666190749
2085,Low,PineNeedle,blue oak,2023-07-28,0,1,77.57,8,0.02819959904984922,35.461497102574825,4.562552513805366
2085,Low,PineNeedle,blue oak,2023-05-12,0,2,10.07,4,0.010606060606060607,94.28571428571428,11.017841472485717
2085,Low,PineNeedle,blue oak,2023-09-29,0,2,60,8,0.018290010654765494,54.67465377005935,4.351640480600047
2085,Low,PineNeedle,blue oak,2023-07-28,0,1,205,11,0.018648782735036677,53.622802850356294,7.0948776283066195
2085,Low,PineNeedle,blue oak,2023-07-28,0,2,36.23,13,0.01431258228324243,69.86859395532194,15.991790481392318
2085,Low,PineNeedle,blue oak,2023-09-29,0,1,254,15,0.022639167768169755,44.171235013593616,10.271607225876037
2085,Low,PineNeedle,blue oak,2023-04-14,0,1,18.1,8,0.007445986357985283,134.3005415162455,40.903094178027374
2085,Low,PineNeedle,blue oak,2023-09-29,0,3,250,15,0.02892485060024327,34.57234797235528,5.6337146388800505
