"","tree_id","branch","year","date","sub_branch","notes_leaf_area","area_cm2","species","lwm_g","ldm_g","swm_g","sdm_g","l_cm","d_mm","length_new_cm","notes","week","dry_scan","area_mm2","lma_g_cm2","d_cm","r_mm","r_cm","area_stem_mm2","alas_cm2_per_mm2","sla_cm_g"
"302","2027","3",0,2022-05-23,NA,NA,12.483,"B",0.34,0.163,0.031,0.015,0.85,1.215,0.85,NA,21,NA,124.83,0.0130577585516302,0.1215,1.215,0.06075,4.63769761504559,2.69163732441346,76.5828220858896
"303","2027","3",0,2022-07-19,NA,NA,30.59,"B",0.78,0.476,0.055,0.036,0.86,1.1,0.86,NA,29,NA,305.9,0.0155606407322654,0.11,1.1,0.055,3.80132711084365,8.04718960195219,64.2647058823529
"304","2028","1",0,2022-04-04,NA,NA,30.389,"B",0.961,0.521,0.125,0.055,2.53,1.2075,2.53,NA,14,NA,303.89,0.0171443614465761,0.12075,1.2075,0.060375,4.58061880352068,6.63425648443893,58.3282149712092
"305","2028","1",0,2022-04-27,NA,NA,17.05,"B",0.435,0.228,0.0605,0.0317,1.647,1.2025,1.647,NA,17,NA,170.5,0.0133724340175953,0.12025,1.2025,0.060125,4.54276261204492,3.75322275365935,74.780701754386
"306","2028","1",0,2022-05-23,NA,NA,25.329,"B",0.701,0.362,0.042,0.021,1.12,1.03,1.12,NA,21,NA,253.29,0.0142919183544554,0.103,1.03,0.0515,3.33291564619341,7.59965228310796,69.9696132596685
"307","2028","1",0,2022-07-19,NA,NA,33.774,"B",1.009,0.596,0.119,0.074,1.8,1.325,1.8,NA,29,NA,337.74,0.0176467104873571,0.1325,1.325,0.06625,5.51545860245858,6.12351618140055,56.6677852348993
"308","2028","1",1,2022-04-04,NA,NA,108.891,"L",3.514,1.894,0.178,0.08,3.8,1.58,3.8,NA,14,NA,1088.91,0.0173935403293201,0.158,1.58,0.079,7.84267190042156,13.8844263004483,57.4926082365364
"309","2028","2",0,2022-04-04,NA,NA,29.053,"B",0.782,0.397,0.059,0.025,1.5,0.88,1.5,NA,14,NA,290.53,0.0136646817884556,0.088,0.88,0.044,2.43284935093994,11.9419642604567,73.1813602015113
"310","2028","2",0,2022-04-27,NA,NA,37.178,"B",0.9904,0.5285,0.0917,0.0497,1.97,1.37,1.97,NA,17,NA,371.78,0.014215396202055,0.137,1.37,0.0685,5.89645525152268,6.3051440932074,70.3462630085147
"311","2028","2",0,2022-05-23,NA,NA,20.023,"B",0.549,0.286,0.031,0.015,0.72,1.1675,0.72,NA,21,NA,200.23,0.0142835738900265,0.11675,1.1675,0.058375,4.28216750142965,4.67590303119042,70.0104895104895
"312","2028","2",0,2022-07-19,NA,NA,21.836,"B",0.623,0.383,0.056,0.038,0.91,1.21,0.91,NA,29,NA,218.36,0.0175398424619894,0.121,1.21,0.0605,4.59960580412082,4.74736334588433,57.0130548302872
"313","2028","2",1,2022-04-04,NA,NA,100.319,"L",3.176,1.631,0.187,0.079,3.96,1.23,3.96,NA,14,NA,1003.19,0.0162581365444233,0.123,1.23,0.0615,4.752915525616,21.1068342071992,61.5076640098099
"314","2028","3",0,2022-04-04,NA,NA,17.467,"B",0.516,0.278,0.045,0.02,1.19,0.9575,1.19,NA,14,NA,174.67,0.0159157267991069,0.09575,0.9575,0.047875,2.88023177976521,6.06444249477168,62.8309352517986
"315","2028","3",0,2022-04-27,NA,NA,52.258,"B",1.4923,0.7755,0.1133,0.0583,1.819,1.76,1.819,NA,17,NA,522.58,0.0148398331355965,0.176,1.76,0.088,9.73139740375974,5.37004068704563,67.3862024500322
"316","2028","3",0,2022-05-23,NA,NA,14.948,"B",0.414,0.201,0.038,0.018,0.95,1.0825,0.95,NA,21,NA,149.48,0.0134466149317634,0.10825,1.0825,0.054125,3.6813379064306,4.06048028731311,74.3681592039801
"317","2028","3",0,2022-07-19,NA,NA,29.665,"B",0.835,0.523,0.075,0.051,1.36,1.33,1.36,NA,29,NA,296.65,0.0176302039440418,0.133,1.33,0.0665,5.55716324493499,5.33815522281766,56.7208413001912
"318","2028","3",1,2022-04-04,NA,NA,31.603,"L",0.862,0.454,0.055,0.024,2.55,0.825,2.55,NA,14,NA,316.03,0.0143657247729646,0.0825,0.825,0.04125,2.13824649984955,14.7798675233298,69.6101321585903
"319","2029","1",0,2022-04-27,NA,NA,70.999,"L",1.875,1.0251,0.0915,0.0485,3.054,1.15,3.054,NA,17,NA,709.99,0.0144382315243877,0.115,1.15,0.0575,4.1547562843725,17.0886076439796,69.2605599453712
"320","2029","1",0,2022-05-23,NA,NA,51.606,"L",1.671,0.881,0.064,0.034,2.1,1.1425,2.1,NA,21,NA,516.06,0.0170716583343022,0.11425,1.1425,0.057125,4.10074052568484,12.5845562958123,58.5766174801362
"321","2029","1",0,2022-07-19,NA,NA,29.286,"L",0.751,0.0495,0.03,0.021,1.7,1.0275,1.7,NA,29,NA,292.86,0.00169022741241549,0.10275,1.0275,0.051375,3.31675607898151,8.82971171307628,591.636363636364
"322","2029","1",1,2022-04-27,NA,NA,20.237,"L",0.6694,0.4089,0.1449,0.0855,4.565,1.4675,4.565,NA,17,NA,202.37,0.02020556406582,0.14675,1.4675,0.073375,6.76559649409239,2.99116271827187,49.4913181707019
"323","2029","1",1,2022-05-23,NA,NA,10.166,"L",0.425,0.245,0.061,0.034,1.45,1.36,1.45,NA,21,NA,101.66,0.0240999409797364,0.136,1.36,0.068,5.81068977207968,1.74953411707635,41.4938775510204
"324","2029","2",0,2022-04-27,NA,NA,64.724,"L",1.7892,1.0125,0.0369,0.0207,1.578,1.0825,1.578,NA,17,NA,647.24,0.0156433471355293,0.10825,1.0825,0.054125,3.6813379064306,17.5816514661529,63.924938271605
"325","2029","2",0,2022-05-23,NA,NA,36.163,"L",1.236,0.655,0.056,0.03,1.71,1.2375,1.71,NA,21,NA,361.63,0.0181124353621104,0.12375,1.2375,0.061875,4.81105462466149,7.51664714314991,55.2106870229008
"326","2029","2",0,2022-07-19,NA,NA,33.815,"L",0.903,0.566,0.026,0.018,1.39,0.98,1.39,NA,29,NA,338.15,0.0167381339642171,0.098,0.98,0.049,3.01718558450764,11.2074643911963,59.743816254417
"327","2029","2",1,2022-04-27,NA,NA,20.539,"L",0.674,0.4458,0.1823,0.1095,5.248,1.2575,5.248,NA,17,NA,205.39,0.0217050489313014,0.12575,1.2575,0.062875,4.96782009807563,4.13440897506658,46.0722296994168
"328","2029","2",1,2022-05-23,NA,NA,21.118,"L",0.794,0.469,0.357,0.196,7.37,1.71,7.37,NA,21,NA,211.18,0.0222085424756132,0.171,1.71,0.0855,9.18633107836191,2.29885030485595,45.0277185501066
"329","2029","3",0,2022-04-27,NA,NA,49.589,"L",1.2146,0.7383,0.0486,0.0292,2.513,1.05,2.513,NA,17,NA,495.89,0.0148883825041844,0.105,1.05,0.0525,3.46360590058275,14.3171600416943,67.1664634972233
"330","2029","3",0,2022-05-23,NA,NA,27.358,"L",0.902,0.48,0.044,0.024,1.69,1.08,1.69,NA,21,NA,273.58,0.0175451421887565,0.108,1.08,0.054,3.66435367114713,7.46598239558997,56.9958333333333
"331","2029","3",0,2022-07-19,NA,NA,40.127,"L",1.054,0.654,0.027,0.017,1.71,1.06,1.71,NA,29,NA,401.27,0.0162982530465771,0.106,1.06,0.053,3.52989350557349,11.3677650435181,61.3562691131498
"332","2029","3",1,2022-05-23,NA,NA,12.67,"L",0.464,0.277,0.204,0.114,5.14,1.52,5.14,NA,21,NA,126.7,0.0218626677190213,0.152,1.52,0.076,7.25833566685386,1.74557923214535,45.7400722021661
"333","2030","1",0,2022-04-27,NA,NA,38.54,"L",0.9927,0.5338,0.0349,0.019,0.921,1.225,0.921,NA,17,NA,385.4,0.0138505448884276,0.1225,1.225,0.06125,4.71435247579318,8.17503574412214,72.1993255901086
"334","2030","1",0,2022-05-23,NA,NA,46.283,"L",1.417,0.707,0.141,0.064,3.63,1.1575,3.63,NA,21,NA,462.83,0.0152755871486291,0.11575,1.1575,0.057875,4.20912547223369,10.9958708300132,65.4639321074965
"335","2030","1",0,2022-07-19,NA,NA,32.885,"L",0.965,0.596,0.105,0.066,2.55,1.295,2.55,NA,29,NA,328.85,0.0181237646343318,0.1295,1.295,0.06475,5.26852941988642,6.24177970343552,55.1761744966443
"336","2030","1",1,2022-04-04,NA,NA,NA,"L",0.351,0.192,0.024,0.01,1.07,0.63,1.07,NA,14,NA,NA,NA,0.063,0.63,0.0315,1.24689812420979,NA,NA
"337","2030","1",1,2022-04-27,NA,NA,9.849,"L",0.3407,0.2037,0.0955,0.0538,2.488,1.78,2.488,NA,17,NA,98.49,0.020682302771855,0.178,1.78,0.089,9.9538221636339,0.989469154470444,48.3505154639175
"338","2030","1",1,2022-07-19,NA,NA,26.182,"L",0.75,0.477,0.164,0.107,4.58,1.585,4.58,NA,29,NA,261.82,0.0182186234817814,0.1585,1.585,0.07925,7.89238760416462,3.31737381805531,54.8888888888889
"339","2030","2",0,2022-04-27,NA,NA,45.454,"L",1.1271,0.6017,0.0577,0.0309,1.275,1.37,1.275,NA,17,NA,454.54,0.0132375588507062,0.137,1.37,0.0685,5.89645525152268,7.70869922030903,75.5426292172179
"340","2030","2",0,2022-05-23,NA,NA,25.369,"L",0.758,0.367,0.101,0.047,3.35,1.0975,3.35,NA,21,NA,253.69,0.0144664748314872,0.10975,1.0975,0.054875,3.78406798620299,6.70416073191533,69.125340599455
"341","2030","2",1,2022-04-04,NA,NA,7.144,"L",0.198,0.107,0.018,0.006,0.86,0.5725,0.86,NA,14,NA,71.44,0.0149776035834267,0.05725,0.5725,0.028625,1.02967662716814,6.9381005759524,66.7663551401869
"342","2030","2",1,2022-04-27,NA,NA,27.946,"L",0.9081,0.5248,0.1651,0.0981,2.546,1.6625,2.546,NA,17,NA,279.46,0.0187790739282903,0.16625,1.6625,0.083125,8.68306757021091,3.21844783240829,53.250762195122
"343","2030","2",1,2022-07-19,NA,NA,35.775,"L",1.014,0.653,0.165,0.103,5.07,1.4075,5.07,NA,29,NA,357.75,0.0182529699510832,0.14075,1.4075,0.070375,6.22367176134814,5.74821445793127,54.7856049004594
"344","2030","3",0,2022-04-27,NA,NA,31.825,"L",0.8375,0.4597,0.0427,0.0235,1.847,0.945,1.847,NA,17,NA,318.25,0.0144446190102121,0.0945,0.945,0.04725,2.80552077947202,11.3437049666013,69.2299325647161
"345","2030","3",0,2022-07-19,NA,NA,39.551,"L",1.179,0.768,0.152,0.098,4.62,1.365,4.62,NA,29,NA,395.51,0.0194179666759374,0.1365,1.365,0.06825,5.85349397198484,6.75681912192843,51.4986979166667
"346","2030","3",1,2022-04-04,NA,NA,41.089,"L",1.212,0.67,0.081,0.04,2.4,1.065,2.4,NA,14,NA,410.89,0.0163060673172869,0.1065,1.065,0.05325,3.56327292751788,11.5312525410794,61.3268656716418
"347","2030","3",1,2022-04-27,NA,NA,22.598,"L",0.8606,0.535,0.2396,0.1169,3.829,1.6775,3.829,NA,17,NA,225.98,0.0236746614744668,0.16775,1.6775,0.083875,8.84046136215576,2.55620143273715,42.2392523364486
"348","2030","3",1,2022-05-23,NA,NA,21.937,"L",0.826,0.476,0.088,0.047,2.52,1.255,2.52,NA,21,NA,219.37,0.021698500250718,0.1255,1.255,0.06275,4.94808696922026,4.43343056346015,46.0861344537815
"349","2030","3",2,2022-04-27,NA,NA,34.198,"L",1.0969,0.6789,0.3361,0.2084,4.526,2.1225,4.526,NA,17,NA,341.98,0.0198520381308848,0.21225,2.1225,0.106125,14.1528945393761,2.41632550181551,50.3726616585653
"350","2031","1",0,2022-04-04,NA,NA,46.243,"B",1.398,0.732,0.123,0.06,1.97,1.355,1.97,NA,14,NA,462.43,0.0158294228315637,0.1355,1.355,0.06775,5.7680426518072,8.01710437864247,63.1734972677596
"351","2031","1",0,2022-04-27,NA,NA,26.292,"B",0.7037,0.3652,0.0709,0.0382,1.664,1.3325,1.664,NA,17,NA,262.92,0.0138901567016583,0.13325,1.3325,0.066625,5.57807447103544,4.71345446112689,71.9934282584885
"352","2031","1",0,2022-07-19,NA,NA,19.296,"B",0.46,0.275,0.039,0.025,0.94,1.1575,0.94,NA,29,NA,192.96,0.0142516583747927,0.11575,1.1575,0.057875,4.20912547223369,4.58432520657552,70.1672727272727
"353","2031","2",0,2022-04-04,NA,NA,9.77,"B",0.266,0.144,0.012,0.006,0.43,NA,0.43,NA,14,NA,97.7,0.0147389969293756,NA,NA,NA,NA,NA,67.8472222222222
"354","2031","2",0,2022-04-27,NA,NA,33.114,"B",0.905,0.4649,0.0862,0.0468,1.764,1.37,1.764,NA,17,NA,331.14,0.0140393791145739,0.137,1.37,0.0685,5.89645525152268,5.6159164425862,71.2282211228221
"355","2031","2",0,2022-07-19,NA,NA,15.15,"B",0.366,0.221,0.083,0.053,1.56,1.435,1.56,NA,29,NA,151.5,0.0145874587458746,0.1435,1.435,0.07175,6.46924613208844,2.34184937327608,68.552036199095
"356","2031","3",0,2022-04-04,NA,NA,40.556,"B",1.207,0.647,0.064,0.032,1.1,1.28,1.1,NA,14,NA,405.56,0.0159532498273992,0.128,1.28,0.064,5.14718540364152,7.87925765629261,62.6831530139103
"357","2031","3",0,2022-04-27,NA,NA,21.452,"B",0.5196,0.2668,0.0376,0.0198,1.113,1.1525,1.113,NA,17,NA,214.52,0.0124370688047734,0.11525,1.1525,0.057625,4.17284007708473,5.14086320197227,80.4047976011994
"358","2031","3",0,2022-07-19,NA,NA,19.189,"B",0.449,0.287,0.099,0.065,1.77,1.38,1.77,NA,29,NA,191.89,0.0149564854864766,0.138,1.38,0.069,5.9828490494964,3.20733480675318,66.8606271777004
"359","2085","1",0,2022-04-04,NA,NA,14.504,"B",0.382,0.142,0.048,0.018,1.22,1.0125,1.22,NA,14,NA,145.04,0.0097904026475455,0.10125,1.0125,0.050625,3.22062334378166,4.5034760205673,102.140845070423
"360","2085","1",0,2022-04-27,NA,NA,26.946,"B",0.8097,0.3863,0.1962,0.0922,2.458,1.2675,2.458,NA,17,NA,269.46,0.0143360795665405,0.12675,1.2675,0.063375,5.04714531257877,5.33885955945111,69.7540771421175
"361","2085","1",0,2022-07-19,NA,NA,38.944,"B",1.13,0.688,0.134,0.083,1.51,1.775,1.51,NA,29,NA,389.44,0.0176663927691044,0.1775,1.775,0.08875,9.89798035421634,3.93454003810087,56.6046511627907
"362","2085","2",0,2022-04-04,NA,NA,21.133,"B",0.543,0.206,0.124,0.042,2.83,1.2025,2.83,NA,14,NA,211.33,0.00974778781999716,0.12025,1.2025,0.060125,4.54276261204492,4.65201504123654,102.587378640777
"363","2085","2",0,2022-04-27,NA,NA,18.963,"B",0.5359,0.2637,0.0326,0.0156,0.749,0.8775,0.749,NA,17,NA,189.63,0.01390602752729,0.08775,0.8775,0.043875,2.41904597821823,7.83904075025784,71.9112627986348
"364","2085","2",0,2022-07-19,NA,NA,25.657,"B",0.693,0.418,0.078,0.051,1.16,1.3725,1.16,NA,29,NA,256.57,0.0162918501773395,0.13725,1.3725,0.068625,5.91799479615386,4.33542118297817,61.3803827751196
"365","2085","3",0,2022-04-04,NA,NA,21.936,"B",0.637,0.253,0.068,0.024,1.8,1.0475,1.8,NA,14,NA,219.36,0.0115335521517141,0.10475,1.0475,0.052375,3.44713217410549,6.36355059570418,86.703557312253
"366","2085","3",0,2022-04-27,NA,NA,40.921,"B",1.2228,0.59,0.1896,0.0904,3.211,1.5475,3.211,NA,17,NA,409.21,0.0144180249749517,0.15475,1.5475,0.077375,7.52334864213824,5.43920027456945,69.3576271186441
"367","2085","3",0,2022-07-19,NA,NA,17.989,"B",0.512,0.307,0.057,0.037,1.01,1.34,1.01,NA,29,NA,179.89,0.0170659847684696,0.134,1.34,0.067,5.64104376878583,3.18894884303866,58.5960912052117
"368","2086","1",0,2022-04-04,NA,NA,46.02,"B",1.291,0.546,0.217,0.084,3.06,1.3275,3.06,NA,14,NA,460.2,0.011864406779661,0.13275,1.3275,0.066375,5.5362912887427,8.31242389532059,84.2857142857143
"369","2086","1",0,2022-04-27,NA,NA,57.279,"B",1.5047,0.7117,0.1725,0.0825,2.411,1.7475,2.411,NA,17,NA,572.79,0.0124251470870651,0.17475,1.7475,0.087375,9.59365820085392,5.9705066410331,80.4819446395953
"370","2086","1",0,2022-07-19,NA,NA,54,"B",1.659,0.983,0.349,0.225,3.1,2.365,3.1,NA,29,NA,540,0.0182037037037037,0.2365,2.365,0.11825,17.5716345698748,3.07313470384701,54.9338758901322
"371","2086","2",0,2022-04-04,NA,NA,35.534,"B",0.963,0.357,0.192,0.07,3.07,1.285,3.07,NA,14,NA,355.34,0.0100467158214668,0.1285,1.285,0.06425,5.1874763294238,6.84995896722423,99.5350140056022
"372","2086","2",0,2022-04-27,NA,NA,50.859,"B",1.4337,0.6885,0.2407,0.1154,2.92,1.6075,2.92,NA,17,NA,508.59,0.0135374270040701,0.16075,1.6075,0.080375,8.11805213146279,6.26492650901907,73.8692810457516
"373","2086","2",0,2022-07-19,NA,NA,30.261,"B",0.918,0.531,0.155,0.098,1.49,1.5625,1.49,NA,29,NA,302.61,0.0175473381580252,0.15625,1.5625,0.078125,7.66990393942821,3.94542099079483,56.9887005649717
"374","2086","3",0,2022-04-04,NA,NA,44.611,"B",1.11,0.456,0.096,0.037,1.45,NA,1.45,NA,14,NA,446.11,0.0102216942009818,NA,NA,NA,NA,NA,97.8311403508772
"375","2086","3",0,2022-04-27,NA,NA,74.293,"B",2.196,1.0495,0.3906,0.1825,4.39,1.875,4.39,NA,17,NA,742.93,0.0141264991318159,0.1875,1.875,0.09375,11.0446616727766,6.72659807978734,70.7889471176751
"376","2086","3",0,2022-07-19,NA,NA,24.494,"B",0.731,0.444,0.115,0.075,1.62,1.685,1.62,NA,29,NA,244.94,0.0181268882175227,0.1685,1.685,0.08425,8.91968840188848,2.74606005236843,55.1666666666667
"377","2087","1",0,2022-04-04,NA,NA,68.22,"B",1.65,0.577,0.323,0.101,4.15,1.315,4.15,NA,14,NA,682.2,0.00845793022574025,0.1315,1.315,0.06575,5.43252055640381,12.5577067388328,118.232235701906
"378","2087","1",0,2022-04-27,NA,NA,28.873,"B",0.7985,0.3934,0.2528,0.1178,2.436,1.41,2.436,NA,17,NA,288.73,0.0136251861600804,0.141,1.41,0.0705,6.24580035460187,4.62278625008027,73.3934926283681
"379","2087","1",0,2022-07-19,NA,NA,17.375,"B",0.476,0.275,0.092,0.052,1.37,1.57,1.37,NA,29,NA,173.75,0.0158273381294964,0.157,1.57,0.0785,7.74371173183348,2.24375604383276,63.1818181818182
"380","2087","2",0,2022-04-04,NA,NA,32.345,"B",0.753,0.298,0.084,0.031,1.55,0.835,1.55,NA,14,NA,323.45,0.00921317050548771,0.0835,0.835,0.04175,2.19039693789914,14.7667299202047,108.540268456376
"381","2087","2",0,2022-04-27,NA,NA,37.159,"B",1.0339,0.4823,0.2891,0.1298,2.369,1.3975,2.369,NA,17,NA,371.59,0.0129793589709088,0.13975,1.3975,0.069875,6.13555008741495,6.05634368077597,77.0454074227659
"382","2087","2",0,2022-07-19,NA,NA,22.988,"B",0.652,0.099,0.381,0.055,1.18,1.6325,1.18,NA,29,NA,229.88,0.00430659474508439,0.16325,1.6325,0.081625,8.37252113640356,2.74564848812965,232.20202020202
"383","2087","3",0,2022-04-04,NA,NA,34.271,"B",0.838,0.332,0.079,0.03,1.79,1.07,1.79,NA,14,NA,342.71,0.00968749088150331,0.107,1.07,0.0535,3.59680942909495,9.52816674766765,103.225903614458
"384","2087","3",0,2022-04-27,NA,NA,27.046,"B",0.7498,0.3583,0.0694,0.0298,1.288,1.2275,1.288,NA,17,NA,270.46,0.0132478000443689,0.12275,1.2275,0.061375,4.73361436575051,5.71360442787399,75.4842310912643
"385","2087","3",0,2022-07-19,NA,NA,19.792,"B",0.529,0.318,0.061,0.035,1.04,1.4125,1.04,NA,29,NA,197.92,0.0160670978172999,0.14125,1.4125,0.070625,6.26796821776376,3.15764204800982,62.2389937106918
"386","2088","1",0,2022-04-04,NA,NA,10.168,"B",0.264,0.117,0.033,0.013,1.08,0.7875,1.08,NA,14,NA,101.68,0.0115066876475216,0.07875,0.7875,0.039375,1.9482783190778,5.21896686958615,86.9059829059829
"387","2088","1",0,2022-04-27,NA,NA,30.35,"B",0.9022,0.4362,0.2399,0.1077,4.731,1.71,4.731,NA,17,NA,303.5,0.0143723228995058,0.171,1.71,0.0855,9.18633107836191,3.30382170434597,69.5781751490142
"388","2088","1",0,2022-07-19,NA,NA,29.398,"B",0.688,0.392,0.058,0.034,1.44,1.285,1.44,NA,29,NA,293.98,0.0133342404245187,0.1285,1.285,0.06425,5.1874763294238,5.66711019638818,74.9948979591837
"389","2088","2",0,2022-04-04,NA,NA,16.239,"B",0.422,0.179,0.063,0.024,2.1,1.0075,2.1,NA,14,NA,162.39,0.011022846234374,0.10075,1.0075,0.050375,3.1888932579804,5.09236236094165,90.7206703910615
"390","2088","2",0,2022-04-27,NA,NA,26.218,"B",0.7376,0.3508,0.2057,0.0921,3.702,1.5375,3.702,NA,17,NA,262.18,0.0133801205278816,0.15375,1.5375,0.076875,7.426430508775,3.53036360725668,74.7377423033067
"391","2088","2",0,2022-07-19,NA,NA,24.759,"B",0.565,0.344,0.035,0.023,1.08,1.045,1.08,NA,29,NA,247.59,0.0138939375580597,0.1045,1.045,0.05225,3.43069771753639,7.21689931276708,71.9738372093023
"392","2088","3",0,2022-04-04,NA,NA,26.417,"B",0.76,0.316,0.095,0.034,2.39,1.0525,2.39,NA,14,NA,264.17,0.0119619941704206,0.10525,1.0525,0.052625,3.48011889696818,7.59083260718881,83.5981012658228
"393","2088","3",0,2022-04-27,NA,NA,26.778,"B",0.7963,0.3818,0.1066,0.0487,1.788,1.31,1.788,NA,17,NA,267.78,0.01425797296288,0.131,1.31,0.0655,5.39128715282544,4.96690293819098,70.1361969617601
"394","2088","3",0,2022-07-19,NA,NA,23.846,"B",0.543,0.318,0.033,0.024,0.92,1.035,0.92,NA,29,NA,238.46,0.0133355699069026,0.1035,1.035,0.05175,3.36535259034173,7.08573599938264,74.9874213836478
"395","2089","1",0,2022-04-27,NA,NA,67.609,"L",2.0214,0.5103,0.2059,0.0638,5.705,1.1875,5.705,NA,17,NA,676.09,0.00754781168187667,0.11875,1.1875,0.059375,4.43013651541373,15.2611549925761,132.488732118362
"396","2089","1",0,2022-07-19,"1.0",NA,NA,"L",2.431,1.476,0.294,0.187,5.88,1.9375,5.88,NA,29,NA,NA,NA,0.19375,1.9375,0.096875,11.7932442972648,NA,NA
"397","2089","1",0,2022-07-19,"2.0",NA,NA,"L",0.506,0.323,0.17,0.113,4.66,1.55,4.66,NA,29,NA,NA,NA,0.155,1.55,0.0775,7.54767635024948,NA,NA
"398","2089","1",1,2022-03-15,NA,NA,77.13,"L",2.377,1.421,NA,0.267,8.55,1.9725,8.55,NA,11,NA,771.3,0.018423440943861,0.19725,1.9725,0.098625,12.2231712519086,6.31014639412474,54.2786769880366
"399","2089","1",1,2022-04-04,NA,NA,56.113,"L",1.761,0.998,0.26,0.136,4.82,1.6475,4.82,NA,14,NA,561.13,0.0177855398927165,0.16475,1.6475,0.082375,8.52708749496018,6.58055872338179,56.2254509018036
"400","2089","1",1,2022-04-27,NA,NA,32.214,"L",0.985,0.561,0.2553,0.1181,5.967,1.3675,5.967,NA,17,NA,322.14,0.0174147886012293,0.13675,1.3675,0.068375,5.87495497679968,5.48327606376794,57.4224598930481
"401","2089","1",1,2022-07-19,NA,NA,51.883,"L",1.387,0.89,0.914,0.608,9.08,2.8825,9.08,NA,29,NA,518.83,0.0171539810727984,0.28825,2.8825,0.144125,26.102884675101,1.98763472488886,58.2955056179775
"402","2089","2",0,2022-03-15,"a",NA,9.879,"L",0.278,0.156,0.035,0.02,2.01,0.82,2.01,NA,11,NA,98.79,0.0157910719708473,0.082,0.82,0.041,2.11240690027378,4.67665580846173,63.3269230769231
"403","2089","2",0,2022-03-15,"b",NA,17.93,"L",0.561,0.325,0.056,0.031,2.82,1.1875,2.82,NA,11,NA,179.3,0.0181260457334077,0.11875,1.1875,0.059375,4.43013651541373,4.0472793417576,55.1692307692308
"404","2089","2",0,2022-04-27,NA,NA,13.906,"L",0.3603,0.0829,0.0592,0.0171,2.953,0.785,2.953,NA,17,NA,139.06,0.00596145548684021,0.0785,0.785,0.03925,1.93592793295837,7.18311862918868,167.744270205066
"405","2089","2",0,2022-07-19,NA,NA,38.285,"L",1.029,0.636,0.178,0.113,6.37,1.48,6.37,NA,29,NA,382.85,0.016612250228549,0.148,1.48,0.074,6.88134454842308,5.56359294765633,60.1965408805031
"406","2089","2",1,2022-03-15,NA,NA,33.66,"L",1.062,0.622,0.278,0.157,6.85,1.5625,6.85,NA,11,NA,336.6,0.0184789067142008,0.15625,1.5625,0.078125,7.66990393942821,4.38858169096044,54.1157556270096
"407","2089","2",1,2022-04-04,NA,NA,30.045,"L",0.865,0.525,0.053,0.031,2.31,1.005,2.31,NA,14,NA,300.45,0.017473789316026,0.1005,1.005,0.05025,3.17308711994203,9.46869684452563,57.2285714285714
"408","2089","2",1,2022-04-27,NA,NA,34.375,"L",1.1044,0.6236,0.1853,0.0893,4.055,1.765,4.055,NA,17,NA,343.75,0.0181410909090909,0.1765,1.765,0.08825,9.78676797427926,3.51239552121205,55.1234765875561
"409","2089","2",1,2022-07-19,NA,NA,23.865,"L",0.682,0.436,0.136,0.091,3.53,1.635,3.53,NA,29,NA,238.65,0.0182694322229206,0.1635,1.635,0.08175,8.39818402139258,2.8416857667335,54.7362385321101
"410","2089","3",0,2022-03-15,NA,NA,24.11,"L",0.756,0.453,0.075,0.044,3.22,1.1225,3.22,NA,11,NA,241.1,0.0187888842803816,0.11225,1.1225,0.056125,3.95842637847722,6.09080419711505,53.2229580573951
"411","2089","3",0,2022-04-27,NA,NA,64.882,"L",1.8729,0.6118,0.1724,0.0548,5.458,1.2975,5.458,NA,17,NA,648.82,0.00942942572670386,0.12975,1.2975,0.064875,5.2888908672725,12.2676004531475,106.050997057862
"412","2089","3",0,2022-07-19,NA,NA,23.612,"L",0.631,0.388,0.135,0.085,4.36,1.38,4.36,NA,29,NA,236.12,0.016432322547857,0.138,1.38,0.069,5.9828490494964,3.94661469889291,60.8556701030928
"413","2089","3",1,2022-03-15,NA,NA,27.148,"L",0.86,0.523,0.205,0.115,4.65,1.2225,4.65,NA,11,NA,271.48,0.0192647708855164,0.12225,1.2225,0.061125,4.69512985574403,5.78216169394912,51.9082217973231
"414","2089","3",1,2022-04-04,NA,NA,65.629,"L",2.047,1.247,0.566,0.316,7.34,1.91,7.34,NA,14,NA,656.29,0.0190007466211583,0.191,1.91,0.0955,11.4608441595609,5.72636701854554,52.6295108259824
"415","2089","3",1,2022-04-27,NA,NA,38.175,"L",1.1415,0.6609,0.1959,0.0951,4.816,1.445,4.816,NA,17,NA,381.75,0.0173123772102161,0.1445,1.445,0.07225,6.55972400051183,5.81960460486163,57.7621425329097
"416","2089","3",1,2022-07-19,NA,NA,32.381,"L",0.838,0.533,0.359,0.238,7.88,2.115,7.88,NA,29,NA,323.81,0.0164602699113678,0.2115,2.115,0.10575,14.0530507978542,2.30419717866133,60.7523452157598
"417","2089","4",0,2022-03-15,NA,NA,23.129,"L",0.752,0.438,0.098,0.051,3.17,1.3375,3.17,NA,11,NA,231.29,0.0189372649055299,0.13375,1.3375,0.066875,5.62001473296086,4.11546963824678,52.8059360730594
"418","2089","4",1,2022-03-15,NA,NA,37.734,"L",1.152,0.701,0.271,0.156,6.52,1.725,6.52,NA,11,NA,377.34,0.0185774102931044,0.1725,1.725,0.08625,9.34820163983813,4.03649829708352,53.8288159771755
