"","time","type","year","notes","tree","lfm_wet_per_dry_g","lfm_percent","lfm_wet_wt_g","lfm_dry_wt_g","date_lfm","week"
"531","md","stem",0,NA,11,2.03809048569528,203.809048569528,3.653,1.2024,2022-04-12,15
"532","md","stem",0,NA,30,7.86494041488892,786.494041488892,6.0255,0.6797,2022-04-12,15
"533","md","leaf",0,NA,2004,0.994408431886783,99.4408431886783,4.0305,2.0209,2022-04-12,15
"534","md","leaf",0,NA,30,3.5988072519084,359.88072519084,9.6391,2.096,2022-04-19,16
"535","md","stem",0,NA,40,2.46,246,1.8857,0.545,2022-04-19,16
"536","md","leaf",0,NA,30,3.31357501984652,331.357501984652,11.4107,2.6453,2022-04-19,16
"537","md","leaf",0,NA,30,2.65612337716034,265.612337716034,8.8427,2.4186,2022-04-19,16
"538","md","stem",0,NA,40,2.22106912081457,222.106912081457,1.645,0.5107,2022-04-19,16
"539","md","stem",0,NA,11,3.2974764211063,329.74764211063,1.6859,0.3923,2022-04-19,16
"540","md","stem",0,NA,11,2.06976953546993,206.976953546993,3.4099,1.1108,2022-04-19,16
"541","md","stem",0,NA,11,1.9167589808514,191.67589808514,1.8431,0.6319,2022-04-19,16
"542","md","leaf",0,NA,11,2.04675704822061,204.675704822061,3.9553,1.2982,2022-04-19,16
"543","md","leaf",0,NA,11,1.65845663555657,165.845663555657,5.8393,2.1965,2022-04-19,16
"544","md","stem",0,NA,30,3.16067039106145,316.067039106145,1.8619,0.4475,2022-04-19,16
"545","md","leaf",0,NA,40,1.90730978047053,190.730978047053,3.6949,1.2709,2022-04-19,16
"546","md","stem",0,NA,30,3.82694198623402,382.694198623402,2.9454,0.6102,2022-04-19,16
"547","md","leaf",0,NA,40,1.71671761357647,171.671761357647,5.1547,1.8974,2022-04-19,16
"548","md","stem",0,"check",30,5.25618181818182,525.618181818182,3.4409,0.55,2022-04-19,16
"549","md","leaf",0,NA,11,1.79581431484898,179.581431484899,5.7577,2.0594,2022-04-19,16
"550","pd","leaf",0,NA,2377,0.613072352324362,61.3072352324362,1.846,1.1444,2022-04-25,17
"551","pd","stem",0,NA,2346,0.91879502292076,91.879502292076,0.293,0.1527,2022-04-25,17
"552","md","leaf",0,NA,2011,0.936826783114993,93.6826783114993,2.6612,1.374,2022-04-25,17
"553","md","leaf",1,NA,2331,0.451005025125628,45.1005025125628,9.933,6.8456,2022-04-25,17
"554","md","stem",1,NA,2377,0.425980034088142,42.5980034088142,1.1713,0.8214,2022-04-25,17
"555","pd","leaf",0,NA,2372,0.857259873927134,85.7259873927134,5.215,2.8079,2022-04-25,17
"556","md","leaf",0,NA,2354,0.989003368337626,98.9003368337626,2.0077,1.0094,2022-04-25,17
"557","pd","leaf",0,NA,2365,1.08061481807629,108.061481807629,5.198,2.4983,2022-04-25,17
"558","pd","stem",1,NA,2379,0.704184198223469,70.4184198223469,1.4581,0.8556,2022-04-25,17
"559","pd","stem",0,NA,2011,2.61495501085945,261.495501085945,1.1651,0.3223,2022-04-25,17
"560","pd","leaf",1,NA,2380,0.580905517717303,58.0905517717303,5.269,3.3329,2022-04-25,17
"561","pd","leaf",0,NA,2383,0.841878598304547,84.1878598304547,4.063,2.2059,2022-04-25,17
"562","md","leaf",0,NA,2381,0.945343883140597,94.5343883140597,3.1962,1.643,2022-04-25,17
"563","pd","stem",0,NA,2010,-0.123076923076923,-12.3076923076923,0.285,0.325,2022-04-25,17
"564","md","leaf",1,NA,2354,0.731391819627114,73.1391819627114,4.7918,2.7676,2022-04-25,17
"565","md","stem",0,NA,2382,1.79830554796392,179.830554796392,1.0239,0.3659,2022-04-25,17
"566","md","stem",0,NA,2352,4.03951612903226,403.951612903226,0.6249,0.124,2022-04-25,17
"567","md","leaf",0,NA,2367,0.923592788038698,92.3592788038698,1.7497,0.9096,2022-04-25,17
"568","pd","leaf",0,NA,2379,0.832974629883258,83.2974629883258,5.621,3.0666,2022-04-25,17
"569","md","leaf",0,NA,2375,1.22741203178207,122.741203178207,3.9247,1.762,2022-04-25,17
"570","md","leaf",1,NA,2345,0.643932952751123,64.3932952751124,5.4138,3.2932,2022-04-25,17
"571","pd","leaf",1,NA,2352,0.549519105796725,54.9519105796725,5.961,3.847,2022-04-25,17
"572","md","stem",1,NA,2301,0.99615975422427,99.615975422427,0.5198,0.2604,2022-04-25,17
"573","md","leaf",0,NA,2370,0.795868544600939,79.5868544600939,2.8689,1.5975,2022-04-25,17
"574","md","stem",1,NA,2352,1.08805620608899,108.805620608899,0.4458,0.2135,2022-04-25,17
"575","pd","stem",1,NA,2380,0.473156764495347,47.3156764495347,2.058,1.397,2022-04-25,17
"576","pd","stem",0,NA,2354,1.03125,103.125,0.078,0.0384,2022-04-25,17
"577","md","leaf",0,NA,2379,0.639444610331443,63.9444610331443,2.1962,1.3396,2022-04-25,17
"578","pd","stem",1,NA,2377,0.587938825165103,58.7938825165103,2.7411,1.7262,2022-04-25,17
"579","md","stem",0,NA,2360,0.629732225300092,62.9732225300092,0.1765,0.1083,2022-04-25,17
"580","md","stem",0,NA,2009,1.44062332079527,144.062332079527,0.4542,0.1861,2022-04-25,17
"581","pd","leaf",0,NA,2369,0.875994326940865,87.5994326940865,6.0846,3.2434,2022-04-25,17
"582","md","leaf",0,NA,2369,0.98011390159649,98.011390159649,2.1209,1.0711,2022-04-25,17
"583","pd","stem",0,NA,2367,-0.622950819672131,-62.2950819672131,0.092,0.244,2022-04-25,17
"584","md","stem",0,NA,2011,4.01160862354892,401.160862354892,0.6044,0.1206,2022-04-25,17
"585","pd","stem",0,NA,2379,1.40060698027314,140.060698027314,0.3164,0.1318,2022-04-25,17
"586","md","stem",0,NA,2343,-0.50208986415883,-50.208986415883,0.0953,0.1914,2022-04-25,17
"587","md","leaf",0,NA,2347,1.34142561983471,134.142561983471,3.6264,1.5488,2022-04-25,17
"588","md","stem",0,NA,2354,1.18826868495743,118.826868495743,0.2313,0.1057,2022-04-25,17
"589","md","leaf",1,NA,2352,0.750466522355751,75.0466522355751,2.3451,1.3397,2022-04-25,17
"590","pd","stem",0,NA,2384,1.20629921259843,120.629921259843,0.1401,0.0635,2022-04-25,17
"591","pd","stem",0,NA,2383,3.04986276303751,304.986276303751,0.8853,0.2186,2022-04-25,17
"592","pd","leaf",0,NA,2343,1.05282634142658,105.282634142658,5.4365,2.6483,2022-04-25,17
"593","pd","leaf",0,NA,2360,1.01058758593005,101.058758593005,4.0069,1.9929,2022-04-25,17
"594","pd","stem",1,NA,2352,0.681074095347502,68.1074095347501,1.1707,0.6964,2022-04-25,17
"595","md","stem",0,NA,2371,0.0638977635782748,6.38977635782748,0.2664,0.2504,2022-04-25,17
"596","md","leaf",1,NA,2301,0.724340261560019,72.4340261560019,5.9069,3.4256,2022-04-25,17
"597","md","leaf",1,NA,2376,0.73178096899745,73.178096899745,5.1614,2.9804,2022-04-25,17
"598","md","stem",1,NA,2376,1.56586270871985,156.586270871985,1.2447,0.4851,2022-04-25,17
"599","md","stem",0,NA,2367,0.157584683357879,15.7584683357879,0.3144,0.2716,2022-04-25,17
"600","md","leaf",0,NA,2377,1.9145546705286,191.45546705286,0.805,0.2762,2022-04-25,17
"601","pd","stem",0,NA,2365,0.901632970451011,90.1632970451011,0.4891,0.2572,2022-04-25,17
"602","md","stem",0,NA,2384,3.08049535603715,308.049535603715,0.1318,0.0323,2022-04-25,17
"603","md","stem",0,NA,2347,1.93637621023513,193.637621023513,0.2123,0.0723,2022-04-25,17
"604","md","stem",1,NA,2354,1.66746367482067,166.746367482067,1.4503,0.5437,2022-04-25,17
"605","md","leaf",0,NA,2009,0.91171686578047,91.171686578047,3.4084,1.7829,2022-04-25,17
"606","md","leaf",0,NA,2383,0.848654970760234,84.8654970760234,3.1612,1.71,2022-04-25,17
"607","md","leaf",1,NA,2377,0.5076637058459,50.76637058459,3.6493,2.4205,2022-04-25,17
"608","md","leaf",0,NA,2360,0.722728266414049,72.272826641405,2.3641,1.3723,2022-04-25,17
"609","md","stem",1,NA,2345,0.787654606403884,78.7654606403884,1.5465,0.8651,2022-04-25,17
"610","md","leaf",1,NA,2380,0.492335217338267,49.2335217338267,3.6701,2.4593,2022-04-25,17
"611","pd","stem",0,NA,2009,2.69072164948454,269.072164948454,1.074,0.291,2022-04-25,17
"612","pd","stem",0,NA,2372,1.3547434477667,135.47434477667,0.6379,0.2709,2022-04-25,17
"613","pd","stem",1,NA,2010,0.999462654486835,99.9462654486835,1.4884,0.7444,2022-04-25,17
"614","pd","stem",1,NA,2384,0.865684210526316,86.5684210526316,0.8862,0.475,2022-04-25,17
"615","md","stem",0,NA,2377,9.41818181818182,941.818181818182,0.2292,0.022,2022-04-25,17
"616","md","leaf",0,NA,2352,1.04843049327354,104.843049327354,0.6852,0.3345,2022-04-25,17
"617","pd","leaf",0,NA,2384,1.21384418332684,121.384418332684,3.9754,1.7957,2022-04-25,17
"618","pd","leaf",0,NA,2009,1.16770968080271,116.770968080271,6.2003,2.8603,2022-04-25,17
"619","md","stem",0,NA,2381,0.529452529452529,52.9452529452529,0.2207,0.1443,2022-04-25,17
"620","pd","leaf",0,NA,2347,1.15473036492607,115.473036492607,5.0425,2.3402,2022-04-25,17
"621","md","stem",0,NA,2365,1.6776180698152,167.76180698152,0.2608,0.0974,2022-04-25,17
"622","md","stem",0,NA,2370,6.642779587405,664.2779587405,0.7039,0.0921,2022-04-25,17
"623","pd","stem",1,NA,2376,0.355626635649898,35.5626635649898,0.9324,0.6878,2022-04-25,17
"624","pd","stem",0,NA,2381,1.51840250587314,151.840250587314,0.3216,0.1277,2022-04-25,17
"625","pd","leaf",0,NA,2011,0.991880547718984,99.1880547718984,5.7896,2.9066,2022-04-25,17
"626","pd","leaf",1,NA,2377,0.305167768797453,30.5167768797453,1.0658,0.8166,2022-04-25,17
"627","md","leaf",0,NA,2382,0.876240779528276,87.6240779528276,4.1206,2.1962,2022-04-25,17
"628","md","leaf",0,NA,2372,0.97768231349539,97.768231349539,3.775,1.9088,2022-04-25,17
"629","md","stem",0,NA,2010,4.00544794188862,400.544794188862,0.8269,0.1652,2022-04-25,17
"630","pd","leaf",0,NA,2354,1.67013261000603,167.013261000603,1.7719,0.6636,2022-04-25,17
"631","md","leaf",0,NA,2343,1.02001912655403,102.001912655403,3.1684,1.5685,2022-04-25,17
"632","md","stem",1,NA,2331,0.688470432771721,68.8470432771721,1.5333,0.9081,2022-04-25,17
"633","md","leaf",0,NA,2384,0.933291264761561,93.3291264761561,2.1446,1.1093,2022-04-25,17
"634","md","leaf",0,NA,2346,1.01466177940686,101.466177940686,1.8138,0.9003,2022-04-25,17
"635","pd","stem",0,NA,2377,2.56076388888889,256.076388888889,0.2051,0.0576,2022-04-25,17
"636","md","leaf",0,NA,2371,1.22377025874325,122.377025874325,5.4747,2.4619,2022-04-25,17
"637","pd","leaf",1,NA,2345,0.871857092737692,87.1857092737691,6.4025,3.4204,2022-04-25,17
"638","pd","stem",1,NA,2354,1.45944031172512,145.944031172512,1.3886,0.5646,2022-04-25,17
"639","pd","leaf",0,NA,2370,1.06969334926324,106.969334926324,3.6379,1.7577,2022-04-25,17
"640","md","stem",0,NA,2383,0.477893368010403,47.7893368010403,0.2273,0.1538,2022-04-25,17
"641","md","stem",1,NA,2380,1.58652467745239,158.652467745239,1.263,0.4883,2022-04-25,17
"642","pd","leaf",1,NA,2354,0.692708019974731,69.2708019974731,5.6269,3.3242,2022-04-25,17
"643","md","stem",0,NA,2369,25.9673913043478,2596.73913043478,0.4962,0.0184,2022-04-25,17
"644","pd","stem",0,NA,2371,1.13418845584608,113.418845584608,0.8652,0.4054,2022-04-25,17
"645","pd","stem",0,NA,2375,1.37587773647253,137.587773647253,0.5752,0.2421,2022-04-25,17
"646","md","leaf",0,NA,2010,1.28309768637532,128.309768637532,3.5525,1.556,2022-04-25,17
"647","pd","leaf",0,NA,2346,0.965495725962438,96.5495725962438,3.1501,1.6027,2022-04-25,17
"648","pd","stem",0,NA,2370,4.69037294015611,469.037294015611,0.6561,0.1153,2022-04-25,17
"649","pd","stem",0,NA,2347,1.06923540036123,106.923540036123,0.3437,0.1661,2022-04-25,17
"650","md","stem",0,NA,2379,13.2611111111111,1326.11111111111,0.5134,0.036,2022-04-25,17
"651","pd","stem",1,NA,2011,0.836888331242158,83.6888331242158,1.3176,0.7173,2022-04-25,17
"652","pd","stem",1,NA,2345,1.54627949183303,154.627949183303,1.2627,0.4959,2022-04-25,17
"653","md","stem",0,NA,2372,2.04138594802695,204.138594802695,0.316,0.1039,2022-04-25,17
"654","pd","stem",0,NA,2380,0.312548113933795,31.2548113933795,0.1705,0.1299,2022-04-25,17
"655","pd","stem",0,NA,2382,1.49592252803262,149.592252803262,0.4897,0.1962,2022-04-25,17
"656","pd","leaf",0,NA,2380,0.886593049251406,88.6593049251406,2.7848,1.4761,2022-04-25,17
"657","pd","stem",0,NA,2360,2.74669379450661,274.669379450661,0.7366,0.1966,2022-04-25,17
"658","pd","stem",1,NA,2381,-0.566680869194717,-56.6680869194717,0.1017,0.2347,2022-04-25,17
"659","pd","leaf",0,NA,2367,1.1934391222709,119.34391222709,5.9576,2.7161,2022-04-25,17
"660","pd","leaf",0,NA,2375,0.909631067961165,90.9631067961165,4.9173,2.575,2022-04-25,17
"661","pd","stem",0,NA,2369,1.16249021143305,116.249021143305,0.5523,0.2554,2022-04-25,17
"662","pd","stem",0,NA,2343,1.71593533487298,171.593533487298,0.588,0.2165,2022-04-25,17
"663","md","stem",0,NA,2375,1.7089552238806,170.89552238806,0.2541,0.0938,2022-04-25,17
"664","pd","leaf",0,NA,2381,1.01777236762021,101.777236762021,4.9728,2.4645,2022-04-25,17
"665","md","stem",0,NA,2346,2.91031390134529,291.031390134529,0.0872,0.0223,2022-04-25,17
"666","pd","stem",1,NA,2382,0.491187518058365,49.1187518058365,1.5483,1.0383,2022-04-25,17
"667","pd","leaf",1,NA,2376,0.932332274521128,93.2332274521128,10.0375,5.1945,2022-04-25,17
"668","pd","leaf",0,NA,2371,0.963638524151863,96.3638524151863,6.61,3.3662,2022-04-25,17
"669","pd","leaf",0,NA,2382,0.927318994666574,92.7318994666574,5.5289,2.8687,2022-04-25,17
"670","pd","leaf",0,NA,2010,0.980646617389832,98.0646617389832,7.0206,3.5446,2022-04-25,17
"671","md","leaf",0,NA,2365,1.15845575062702,115.845575062702,2.4097,1.1164,2022-04-25,17
"672","md","stem",0,NA,11,2.23386842933585,223.386842933585,2.0548,0.6354,2022-04-26,17
"673","md","stem",0,NA,11,1.92168674698795,192.168674698795,1.2125,0.415,2022-04-26,17
"674","md","stem",0,NA,11,2.54089979550102,254.089979550102,1.3852,0.3912,2022-04-26,17
"675","md","leaf",0,NA,30,3.08756579397088,308.756579397088,11.9594,2.9258,2022-04-26,17
"676","md","stem",0,NA,11,1.66128254580521,166.128254580521,1.1039,0.4148,2022-04-26,17
"677","md","leaf",0,NA,30,3.04238794181531,304.238794181531,6.1416,1.5193,2022-04-26,17
"678","md","leaf",0,NA,40,2.43092249626964,243.092249626964,7.8177,2.2786,2022-04-26,17
"679","md","leaf",0,NA,30,3.74127906976744,374.127906976744,9.1336,1.9264,2022-04-26,17
"680","md","leaf",0,NA,30,3.61429919368674,361.429919368674,10.7587,2.3316,2022-04-26,17
"681","md","leaf",0,NA,40,2.06355977967383,206.355977967383,5.6731,1.8518,2022-04-26,17
"682","md","leaf",0,NA,40,1.74831655926435,174.831655926435,3.7957,1.3811,2022-04-26,17
"683","md","leaf",0,NA,11,2.31405912764142,231.405912764142,6.6026,1.9923,2022-04-26,17
"684","md","leaf",0,NA,11,1.90989106125099,190.989106125099,4.0334,1.3861,2022-04-26,17
"685","md","leaf",0,NA,11,2.30226595523526,230.226595523526,4.7655,1.4431,2022-04-26,17
"686","md","leaf",0,NA,11,1.48661925361097,148.661925361097,3.3915,1.3639,2022-04-26,17
"687","md","stem",0,NA,40,2.14502206023403,214.502206023403,1.6395,0.5213,2022-04-26,17
"688","md","stem",0,NA,30,4.42132205653238,442.132205653238,2.4358,0.4493,2022-04-26,17
"689","md","stem",0,NA,30,3.61873804971319,361.873804971319,2.4156,0.523,2022-04-26,17
"690","md","stem",0,NA,30,3.24545813586098,324.545813586098,2.1499,0.5064,2022-04-26,17
"691","md","stem",0,NA,40,2.21947835738069,221.947835738069,1.1603,0.3604,2022-04-26,17
"692","md","stem",0,NA,40,2.20044593088071,220.044593088071,1.4354,0.4485,2022-04-26,17
"693","md","stem",0,NA,30,3.45132880098887,345.132880098887,2.8809,0.6472,2022-04-26,17
"694","pd","leaf",0,NA,2029,0.778332609639601,77.8332609639601,8.191,4.606,2022-04-27,17
"695","pd","leaf",0,NA,2032,0.825568181818182,82.5568181818182,3.213,1.76,2022-04-27,17
"696","pd","stem",0,NA,2092,1.16101694915254,116.101694915254,0.102,0.0472,2022-04-27,17
"697","pd","stem",0,"was labeld 1472, but must be 1478! - IB",1478,1.20622568093385,120.622568093385,0.567,0.257,2022-04-27,17
"698","pd","stem",0,NA,2032,0.828729281767956,82.8729281767956,0.331,0.181,2022-04-27,17
"699","pd","leaf",0,NA,2088,0.985981308411215,98.5981308411215,2.55,1.284,2022-04-27,17
"700","pd","leaf",0,NA,2092,1.15462868769074,115.462868769074,2.118,0.983,2022-04-27,17
"701","pd","stem",0,NA,2015,1.01525054466231,101.525054466231,0.555,0.2754,2022-04-27,17
"702","pd","stem",0,NA,2028,0.876712328767124,87.6712328767124,0.274,0.146,2022-04-27,17
"703","pd","stem",0,NA,2029,0.781456953642384,78.1456953642384,0.538,0.302,2022-04-27,17
"704","pd","leaf",0,NA,2085,0.990352146647371,99.0352146647371,4.126,2.073,2022-04-27,17
"705","pd","stem",1,NA,2092,0.855704697986577,85.5704697986577,1.106,0.596,2022-04-27,17
"706","pd","stem",0,NA,2088,1.00704225352113,100.704225352113,0.171,0.0852,2022-04-27,17
"707","pd","leaf",0,NA,2015,0.874926943308007,87.4926943308007,3.208,1.711,2022-04-27,17
"708","pd","stem",0,NA,2086,1.11111111111111,111.111111111111,0.19,0.09,2022-04-27,17
"709","pd","stem",0,NA,2004,1.01764705882353,101.764705882353,0.686,0.34,2022-04-27,17
"710","pd","stem",0,NA,2085,1.15315315315315,115.315315315315,0.956,0.444,2022-04-27,17
"711","pd","leaf",0,NA,1478,0.993451211525868,99.3451211525868,3.044,1.527,2022-04-27,17
"712","pd","stem",0,NA,2007,0.93006993006993,93.006993006993,0.552,0.286,2022-04-27,17
"713","pd","leaf",0,NA,2007,0.860114404576183,86.0114404576183,3.577,1.923,2022-04-27,17
"714","pd","leaf",0,NA,2086,1.0154968094804,101.54968094804,2.211,1.097,2022-04-27,17
"715","pd","stem",1,NA,2029,0.655172413793103,65.5172413793103,1.344,0.812,2022-04-27,17
"716","pd","leaf",1,NA,2092,0.58659217877095,58.659217877095,1.988,1.253,2022-04-27,17
"717","pd","leaf",0,NA,2028,0.722559551611397,72.2559551611397,3.688,2.141,2022-04-27,17
"718","pd","leaf",1,NA,2029,0.581053491220907,58.1053491220907,3.872,2.449,2022-04-27,17
"719","pd","leaf",0,"check",2004,0.81010180109632,81.010180109632,4.623,2.554,2022-04-27,17
"720","md","leaf",0,NA,2023,0.78608889471614,78.608889471614,5.449,3.0508,2022-04-27,17
"721","md","stem",0,NA,2091,1.35732009925558,135.732009925558,0.57,0.2418,2022-04-27,17
"722","md","leaf",1,NA,2004,0.808619901035386,80.8619901035386,8.6991,4.8098,2022-04-27,17
"723","md","stem",1,NA,2091,0.812212738017072,81.2212738017072,1.104,0.6092,2022-04-27,17
"724","md","leaf",1,NA,2089,0.677685950413223,67.7685950413223,4.466,2.662,2022-04-27,17
"725","md","stem",0,NA,2004,0.9956146179402,99.56146179402,1.5017,0.7525,2022-04-27,17
"726","md","leaf",0,NA,2029,0.778670047900817,77.8670047900817,5.05,2.8392,2022-04-27,17
"727","md","leaf",1,"check",2092,0.647726881646419,64.7726881646419,9.5756,5.8114,2022-04-27,17
"728","md","leaf",0,NA,2091,1.19520174482007,119.520174482007,4.026,1.834,2022-04-27,17
"729","md","stem",1,NA,2090,0.841596745486906,84.1596745486906,1.4486,0.7866,2022-04-27,17
"730","md","leaf",0,NA,2088,0.957553562674817,95.7553562674817,6.7886,3.4679,2022-04-27,17
"731","md","stem",1,NA,2087,0.848633375619883,84.8633375619882,3.2059,1.7342,2022-04-27,17
"732","md","leaf",0,NA,2020,0.826173391731121,82.6173391731121,5.879,3.2193,2022-04-27,17
"733","md","leaf",0,NA,2085,0.13984419532586,13.984419532586,5.999,5.263,2022-04-27,17
"734","md","both",0,NA,20,1.00879192445458,100.879192445458,0.6169,0.3071,2022-04-27,17
"735","md","leaf",0,NA,2086,1.2706149245523,127.06149245523,6.6059,2.9093,2022-04-27,17
"736","md","stem",0,NA,2020,0.977624218492925,97.7624218492925,0.601,0.3039,2022-04-27,17
"737","md","stem",0,NA,2087,1.20592546063652,120.592546063652,2.1071,0.9552,2022-04-27,17
"738","md","leaf",0,NA,2030,0.767962308598351,76.7962308598351,3.002,1.698,2022-04-27,17
"739","md","leaf",0,NA,2092,1.31619339984651,131.619339984651,1.2072,0.5212,2022-04-27,17
"740","md","stem",0,NA,2090,1.05456198848136,105.456198848136,0.6778,0.3299,2022-04-27,17
"741","md","leaf",0,NA,2090,0.217045167346644,21.7045167346644,6.7417,5.5394,2022-04-27,17
"742","md","stem",0,NA,2085,1.06826903655827,106.826903655827,1.024,0.4951,2022-04-27,17
"743","md","stem",0,NA,2026,0.802367721671902,80.2367721671902,0.746,0.4139,2022-04-27,17
"744","md","stem",0,NA,2088,1.08946364214543,108.946364214543,0.9856,0.4717,2022-04-27,17
"745","md","stem",0,NA,2030,0.817625458996328,81.7625458996328,0.297,0.1634,2022-04-27,17
"746","md","leaf",0,NA,2093,1.47522260936895,147.522260936895,6.3935,2.583,2022-04-27,17
"747","md","stem",0,"check, were switched aruond",2029,0.802575107296137,80.2575107296137,0.21,0.1165,2022-04-27,17
"748","md","stem",0,NA,2028,0.859967931587386,85.9967931587386,0.348,0.1871,2022-04-27,17
"749","md","leaf",0,NA,2006,0.793058580601364,79.3058580601364,6.339,3.5353,2022-04-27,17
"750","md","stem",0,NA,2086,1.04001539053482,104.001539053482,0.5302,0.2599,2022-04-27,17
"751","md","stem",1,NA,2092,0.773364911641465,77.3364911641465,1.9468,1.0978,2022-04-27,17
"752","md","stem",0,NA,2025,0.83852140077821,83.852140077821,0.567,0.3084,2022-04-27,17
"753","md","stem",1,NA,2029,0.637295738545338,63.7295738545338,1.022,0.6242,2022-04-27,17
"754","md","stem",1,NA,2088,0.825547280523584,82.5547280523584,1.6178,0.8862,2022-04-27,17
"755","md","stem",1,NA,2089,0.734273318872017,73.4273318872017,1.599,0.922,2022-04-27,17
"756","md","both",0,NA,10,0.990509644419794,99.0509644419794,3.23,1.6227,2022-04-27,17
"757","md","both",0,NA,12,1.15862900447813,115.862900447813,2.5066,1.1612,2022-04-27,17
"758","md","stem",0,NA,2089,1.50614250614251,150.614250614251,0.102,0.0407,2022-04-27,17
"759","md","stem",0,NA,2092,1.2190332326284,121.90332326284,0.1469,0.0662,2022-04-27,17
"760","md","leaf",1,NA,2091,0.635711438820247,63.5711438820247,4.104,2.509,2022-04-27,17
"761","md","stem",0,NA,2022,0.876955161626694,87.6955161626694,0.18,0.0959,2022-04-27,17
"762","md","stem",0,NA,2027,0.905940594059406,90.5940594059406,0.154,0.0808,2022-04-27,17
"763","md","stem",1,NA,2022,0.670601305374254,67.0601305374254,1.203,0.7201,2022-04-27,17
"764","md","leaf",0,"check, were switched around",2005,0.846602751146311,84.6602751146311,8.86,4.798,2022-04-27,17
"765","md","leaf",0,NA,2025,0.876361744333518,87.6361744333518,5.77,3.0751,2022-04-27,17
"766","md","leaf",1,NA,2029,0.595019035532995,59.5019035532995,4.022,2.5216,2022-04-27,17
"767","md","stem",0,NA,2021,0.885714285714286,88.5714285714286,0.33,0.175,2022-04-27,17
"768","md","stem",1,NA,2030,0.678559293238192,67.8559293238192,0.988,0.5886,2022-04-27,17
"769","md","stem",0,NA,2006,0.931396786155748,93.1396786155748,0.625,0.3236,2022-04-27,17
"770","md","leaf",0,NA,2032,0.80955749935683,80.955749935683,5.627,3.1096,2022-04-27,17
"771","md","stem",0,NA,2024,0.911902530459232,91.1902530459232,0.612,0.3201,2022-04-27,17
"772","md","leaf",0,NA,2027,0.795442775763853,79.5442775763853,3.467,1.931,2022-04-27,17
"773","md","leaf",1,NA,2022,0.585083272990587,58.5083272990587,2.189,1.381,2022-04-27,17
"774","md","leaf",1,NA,2030,0.637629243670113,63.7629243670113,4.023,2.4566,2022-04-27,17
"775","md","leaf",0,NA,2028,0.73318667504714,73.318667504714,5.515,3.182,2022-04-27,17
"776","md","stem",1,NA,2012,0.701081612586038,70.1081612586038,1.73,1.017,2022-04-27,17
"777","md","leaf",0,NA,2015,0.836149187121454,83.6149187121454,5.76,3.137,2022-04-27,17
"778","md","leaf",0,NA,2026,0.798013245033112,79.8013245033112,4.887,2.718,2022-04-27,17
"779","md","leaf",0,NA,2022,0.775269872423945,77.5269872423945,3.618,2.038,2022-04-27,17
"780","md","leaf",0,NA,2087,0.966947876586287,96.6947876586287,8.2303,4.1843,2022-04-27,17
"781","md","leaf",0,NA,2021,0.818946724289593,81.8946724289594,4.756,2.6147,2022-04-27,17
"782","md","stem",0,NA,2032,0.907681211684097,90.7681211684097,0.529,0.2773,2022-04-27,17
"783","md","stem",0,NA,2023,0.819882415820417,81.9882415820417,0.681,0.3742,2022-04-27,17
"784","md","leaf",1,NA,2023,0.65441370920823,65.441370920823,3.128,1.8907,2022-04-27,17
"785","md","leaf",0,NA,2089,1.70932069510269,170.932069510269,1.372,0.5064,2022-04-27,17
"786","md","leaf",0,NA,2024,0.865596790371113,86.5596790371113,5.952,3.1904,2022-04-27,17
"787","md","stem",0,"check, witched?",2005,0.864904552129222,86.4904552129222,0.635,0.3405,2022-04-27,17
"788","md","leaf",1,NA,2093,0.608852834847015,60.8852834847015,1.8246,1.1341,2022-04-27,17
"789","md","stem",0,NA,2093,1.36996466431095,136.996466431095,0.6707,0.283,2022-04-27,17
"790","md","stem",0,NA,2015,0.934954007884363,93.4954007884363,0.589,0.3044,2022-04-27,17
"791","md","leaf",0,NA,1478,0.198641765704584,19.8641765704584,7.06,5.89,2022-04-27,17
"792","md","leaf",0,NA,2012,0.82860852629301,82.860852629301,5.07,2.7726,2022-04-27,17
"793","md","stem",1,NA,2013,0.858304297328688,85.8304297328688,1.12,0.6027,2022-04-27,17
"794","md","stem",1,NA,2015,0.759386671908787,75.9386671908787,1.79,1.0174,2022-04-27,17
"795","md","leaf",0,NA,2007,0.789125471742068,78.9125471742068,7.68,4.2926,2022-04-27,17
"796","md","leaf",0,NA,2005,0.72149961744453,72.149961744453,2.25,1.307,2022-04-27,17
"797","md","stem",0,NA,2013,1.12150906418422,112.150906418422,0.866,0.4082,2022-04-27,17
"798","md","stem",0,NA,2007,0.878387933066227,87.8387933066227,0.797,0.4243,2022-04-27,17
"799","md","stem",0,NA,2012,0.90846286701209,90.846286701209,0.442,0.2316,2022-04-27,17
"800","md","stem",0,NA,1478,1.09764247261927,109.764247261927,1.13,0.5387,2022-04-27,17
"801","md","stem",1,NA,2007,0.690979912930574,69.0979912930574,2.214,1.3093,2022-04-27,17
"802","md","stem",1,NA,1478,0.870324189526185,87.0324189526185,2.1,1.1228,2022-04-27,17
"803","md","stem",1,NA,2093,1.81150734192388,181.150734192388,0.9382,0.3337,2022-04-27,17
"804","md","leaf",0,NA,2013,0.977027497389488,97.7027497389488,5.68,2.873,2022-04-27,17
"805","md","stem",1,NA,2004,0.758139136394791,75.8139136394791,2.0521,1.1672,2022-04-27,17
