"","week","tree","plot","site","species","time","date_wp","mpa_mean","lwc_mean","mean_swc_per_dry_g_y0","mean_swc_g_y0","date_rwc","branch","year","lwm_g","ldm_g","l_cm","d_cm","area_cm2","lma_g_cm2","alas_cm2_per_mm2","sla_cm_g","leaf_count","lwa_g_cm2"
"467",13,"2343","Hobbiton","LL","blue oak","pd",2022-03-30,0.906666666666667,1.47196652719665,NA,NA,NA,2,0,0.751,0.262,2.64,0.12125,33.701,0.00777425002225453,7.29674922259449,128.629770992366,6,0.0114434358068165
"468",13,"2345","Hobbiton","LL","live oak","pd",2022-03-30,0.2225,0.653448275862069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",13,"2345","Hobbiton","LL","live oak","md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470",13,"2346","Hobbiton","LL","blue oak","md",NA,NA,NA,NA,NA,NA,2,0,0.742,0.326,2.52,0.1,24.348,0.0133891900772137,7.75020910880294,74.6871165644172,6,NA
"471",13,"2346","Hobbiton","LL","blue oak","md",NA,NA,NA,NA,NA,NA,1,0,0.51,0.232,1.64,0.099,18.816,0.0123299319727891,6.11092625082564,81.1034482758621,6,NA
"472",13,"2346","Hobbiton","LL","blue oak","md",NA,NA,NA,NA,NA,NA,3,0,0.637,0.295,2.83,0.10025,22.534,0.0130913286589154,7.13706504339206,76.3864406779661,8,NA
"473",13,"2346","Hobbiton","LL","blue oak","pd",2022-03-30,1.06666666666667,1.33788819875776,NA,NA,NA,2,0,0.742,0.326,2.52,0.1,24.348,0.0133891900772137,7.75020910880294,74.6871165644172,6,0.0179132393952287
"474",13,"2346","Hobbiton","LL","blue oak","pd",2022-03-30,1.06666666666667,1.33788819875776,NA,NA,NA,1,0,0.51,0.232,1.64,0.099,18.816,0.0123299319727891,6.11092625082564,81.1034482758621,6,0.0164960704778805
"475",13,"2346","Hobbiton","LL","blue oak","pd",2022-03-30,1.06666666666667,1.33788819875776,NA,NA,NA,3,0,0.637,0.295,2.83,0.10025,22.534,0.0130913286589154,7.13706504339206,76.3864406779661,8,0.0175147341188222
"476",13,"2347","Hobbiton","LL","blue oak","pd",2022-03-30,1.23233333333333,1.35562913907285,NA,NA,NA,1,0,1.027,0.357,1.29,NA,36.051,0.00990263792959973,NA,100.983193277311,7,0.0134243045310534
"477",13,"2347","Hobbiton","LL","blue oak","pd",2022-03-30,1.23233333333333,1.35562913907285,NA,NA,NA,2,0,0.434,0.152,1.09,0.08175,16.158,0.00940710483970788,7.69594948567021,106.302631578947,4,0.0127525454350212
"478",13,"2347","Hobbiton","LL","blue oak","pd",2022-03-30,1.23233333333333,1.35562913907285,NA,NA,NA,3,0,0.627,0.22,1.08,NA,21.112,0.0104206138688897,NA,95.9636363636364,4,0.0141264878076935
"479",13,"2347","Hobbiton","LL","blue oak","md",NA,NA,NA,NA,NA,NA,1,0,1.027,0.357,1.29,NA,36.051,0.00990263792959973,NA,100.983193277311,7,NA
"480",13,"2347","Hobbiton","LL","blue oak","md",NA,NA,NA,NA,NA,NA,2,0,0.434,0.152,1.09,0.08175,16.158,0.00940710483970788,7.69594948567021,106.302631578947,4,NA
"481",13,"2347","Hobbiton","LL","blue oak","md",NA,NA,NA,NA,NA,NA,3,0,0.627,0.22,1.08,NA,21.112,0.0104206138688897,NA,95.9636363636364,4,NA
"482",13,"2352","MiddleEarth","LL","live oak","pd",2022-03-30,0.78975,0.556689342403628,NA,NA,NA,2,0,0.294,0.131,2.18,NA,11.68,0.0112157534246575,NA,89.1603053435114,4,0.00624369039853382
"483",13,"2352","MiddleEarth","LL","live oak","pd",2022-03-30,0.78975,0.556689342403628,NA,NA,NA,1,0,0.606,0.27,1.86,NA,19.715,0.0136951559726097,NA,73.0185185185185,5,0.00762394737250721
"484",13,"2352","MiddleEarth","LL","live oak","md",NA,NA,NA,NA,NA,NA,2,0,0.294,0.131,2.18,NA,11.68,0.0112157534246575,NA,89.1603053435114,4,NA
"485",13,"2352","MiddleEarth","LL","live oak","md",NA,NA,NA,NA,NA,NA,1,0,0.606,0.27,1.86,NA,19.715,0.0136951559726097,NA,73.0185185185185,5,NA
"486",13,"2354","MiddleEarth","LL","live oak","pd",2022-03-30,0.8164,1.00911808669656,NA,NA,NA,3,0,0.215,0.057,1.35,NA,7.25,0.00786206896551724,NA,127.19298245614,4,0.00793375599195916
"487",13,"2354","MiddleEarth","LL","live oak","md",NA,NA,NA,NA,NA,NA,3,0,0.215,0.057,1.35,NA,7.25,0.00786206896551724,NA,127.19298245614,4,NA
"488",13,"2360","MiddleEarth","LL","blue oak","md",NA,NA,NA,NA,NA,NA,1,0,0.412,0.18,0.83,NA,15.816,0.0113808801213961,NA,87.8666666666667,6,NA
"489",13,"2360","MiddleEarth","LL","blue oak","md",NA,NA,NA,NA,NA,NA,3,0,1.023,0.445,2.08,0.11375,37.26,0.0119431025228127,9.16621769097107,83.7303370786517,8,NA
"490",13,"2360","MiddleEarth","LL","blue oak","md",NA,NA,NA,NA,NA,NA,2,0,0.764,0.327,1.2,NA,28.313,0.011549464910112,NA,86.5840978593272,7,NA
"491",13,"2360","MiddleEarth","LL","blue oak","pd",2022-03-30,1.08133333333333,1.07714663143989,NA,NA,NA,1,0,0.412,0.18,0.83,NA,15.816,0.0113808801213961,NA,87.8666666666667,6,0.012258876685583
"492",13,"2360","MiddleEarth","LL","blue oak","pd",2022-03-30,1.08133333333333,1.07714663143989,NA,NA,NA,3,0,1.023,0.445,2.08,0.11375,37.26,0.0119431025228127,9.16621769097107,83.7303370786517,8,0.012864472651389
"493",13,"2360","MiddleEarth","LL","blue oak","pd",2022-03-30,1.08133333333333,1.07714663143989,NA,NA,NA,2,0,0.764,0.327,1.2,NA,28.313,0.011549464910112,NA,86.5840978593272,7,0.0124404672228604
"494",13,"2365","MiddleEarth","LL","blue oak","md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495",13,"2365","MiddleEarth","LL","blue oak","pd",2022-03-30,1.10333333333333,1.10458015267176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496",13,"2367","MiddleEarth","LL","blue oak","pd",2022-03-30,1.11,1.16523235800344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497",13,"2367","MiddleEarth","LL","blue oak","md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498",13,"2369","MiddleEarth","LL","blue oak","pd",2022-03-30,1.045,1.09925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499",13,"2369","MiddleEarth","LL","blue oak","md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500",13,"2370","Weathertop","LL","blue oak","md",NA,NA,NA,NA,NA,NA,2,0,0.249,0.073,0.75,NA,NA,NA,NA,NA,7,NA
"501",13,"2370","Weathertop","LL","blue oak","md",NA,NA,NA,NA,NA,NA,1,0,0.304,0.088,0.65,NA,NA,NA,NA,NA,7,NA
"502",13,"2370","Weathertop","LL","blue oak","md",NA,NA,NA,NA,NA,NA,3,0,0.218,0.065,0.84,NA,NA,NA,NA,NA,6,NA
"503",13,"2370","Weathertop","LL","blue oak","pd",2022-03-30,1.16133333333333,1.60430107526882,NA,NA,NA,2,0,0.249,0.073,0.75,NA,NA,NA,NA,NA,7,NA
"504",13,"2370","Weathertop","LL","blue oak","pd",2022-03-30,1.16133333333333,1.60430107526882,NA,NA,NA,1,0,0.304,0.088,0.65,NA,NA,NA,NA,NA,7,NA
"505",13,"2370","Weathertop","LL","blue oak","pd",2022-03-30,1.16133333333333,1.60430107526882,NA,NA,NA,3,0,0.218,0.065,0.84,NA,NA,NA,NA,NA,6,NA
"506",13,"2371","Weathertop","LL","blue oak","pd",2022-03-30,0.945,1.73909090909091,NA,NA,NA,1,0,0.449,0.126,1.24,0.05125,21.252,0.00592885375494071,25.7550380056744,168.666666666667,5,0.0103108156665469
"507",13,"2371","Weathertop","LL","blue oak","pd",2022-03-30,0.945,1.73909090909091,NA,NA,NA,2,0,0.53,0.152,1.05,NA,24.611,0.00617610011783349,NA,161.914473684211,6,0.0107407995685595
"508",13,"2371","Weathertop","LL","blue oak","pd",2022-03-30,0.945,1.73909090909091,NA,NA,NA,3,0,0.389,0.111,1.52,0.07,19.518,0.00568705810021519,12.6791272623168,175.837837837838,5,0.00989031104155606
"509",13,"2371","Weathertop","LL","blue oak","md",NA,NA,NA,NA,NA,NA,1,0,0.449,0.126,1.24,0.05125,21.252,0.00592885375494071,25.7550380056744,168.666666666667,5,NA
"510",13,"2371","Weathertop","LL","blue oak","md",NA,NA,NA,NA,NA,NA,2,0,0.53,0.152,1.05,NA,24.611,0.00617610011783349,NA,161.914473684211,6,NA
"511",13,"2371","Weathertop","LL","blue oak","md",NA,NA,NA,NA,NA,NA,3,0,0.389,0.111,1.52,0.07,19.518,0.00568705810021519,12.6791272623168,175.837837837838,5,NA
"512",13,"2372","Weathertop","LL","blue oak","md",NA,NA,NA,NA,NA,NA,1,0,0.585,0.174,1.31,NA,25.431,0.00684204317565176,NA,146.155172413793,7,NA
"513",13,"2372","Weathertop","LL","blue oak","md",NA,NA,NA,NA,NA,NA,2,0,0.325,0.099,0.88,NA,15.161,0.0065299122749159,NA,153.141414141414,5,NA
"514",13,"2372","Weathertop","LL","blue oak","md",NA,NA,NA,NA,NA,NA,3,0,0.876,0.258,1.26,NA,35.353,0.00729782479563262,NA,137.027131782946,9,NA
"515",13,"2372","Weathertop","LL","blue oak","pd",2022-03-30,1.28333333333333,1.70778443113772,NA,NA,NA,1,0,0.585,0.174,1.31,NA,25.431,0.00684204317565176,NA,146.155172413793,7,0.0116847348125502
"516",13,"2372","Weathertop","LL","blue oak","pd",2022-03-30,1.28333333333333,1.70778443113772,NA,NA,NA,2,0,0.325,0.099,0.88,NA,15.161,0.0065299122749159,NA,153.141414141414,5,0.0111516825197965
"517",13,"2372","Weathertop","LL","blue oak","pd",2022-03-30,1.28333333333333,1.70778443113772,NA,NA,NA,3,0,0.876,0.258,1.26,NA,35.353,0.00729782479563262,NA,137.027131782946,9,0.0124631115671522
"518",13,"2373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.452,0.125,1.36,0.087,14.968,0.00835114911811865,6.29470521389745,119.744,6,NA
"519",13,"2373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0.654,0.177,1.08,0.1,NA,NA,NA,NA,6,NA
"520",13,"2373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0.37,0.108,1.3,NA,NA,NA,NA,NA,6,NA
"521",13,"2375","Hobbiton","LL","blue oak","md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522",13,"2375","Hobbiton","LL","blue oak","pd",2022-03-30,1.07333333333333,1.71105527638191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523",13,"2376","MiddleEarth","LL","live oak","md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524",13,"2376","MiddleEarth","LL","live oak","pd",2022-03-30,0.283333333333333,0.631536231884058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525",13,"2377","MiddleEarth","LL","live oak","md",NA,NA,NA,NA,NA,NA,2,0,2.961,1.044,9.55,0.15175,68.703,0.0151958429762892,9.49660619971175,65.8074712643678,19,NA
"526",13,"2377","MiddleEarth","LL","live oak","md",NA,NA,NA,NA,NA,NA,1,0,2.633,0.86,9.37,0.159,56.487,0.0152247419760299,7.11220700955808,65.6825581395349,13,NA
"527",13,"2377","MiddleEarth","LL","live oak","pd",2022-03-30,0.243333333333333,0.5585931254996,NA,NA,NA,2,0,2.961,1.044,9.55,0.15175,68.703,0.0151958429762892,9.49660619971175,65.8074712643678,19,0.00848829342272653
"528",13,"2377","MiddleEarth","LL","live oak","pd",2022-03-30,0.243333333333333,0.5585931254996,NA,NA,NA,1,0,2.633,0.86,9.37,0.159,56.487,0.0152247419760299,7.11220700955808,65.6825581395349,13,0.0085044362053155
"529",13,"2378","MiddleEarth","LL","blue oak","pd",2022-03-30,0.585,1.02553802008608,NA,NA,NA,2,0,1.068,0.506,4.11,0.1575,36.585,0.0138308049747164,4.69452947786706,72.302371541502,7,0.0141840163499674
"530",13,"2378","MiddleEarth","LL","blue oak","pd",2022-03-30,0.585,1.02553802008608,NA,NA,NA,3,0,1.254,0.581,2.33,0.1085,NA,NA,NA,NA,9,NA
"531",13,"2378","MiddleEarth","LL","blue oak","pd",2022-03-30,0.585,1.02553802008608,NA,NA,NA,1,0,1.182,0.526,3.38,0.12925,42.866,0.0122707973685438,8.16774148200899,81.4942965779468,9,0.0125841692382139
"532",13,"2378","MiddleEarth","LL","blue oak","md",NA,NA,NA,NA,NA,NA,2,0,1.068,0.506,4.11,0.1575,36.585,0.0138308049747164,4.69452947786706,72.302371541502,7,NA
"533",13,"2378","MiddleEarth","LL","blue oak","md",NA,NA,NA,NA,NA,NA,3,0,1.254,0.581,2.33,0.1085,NA,NA,NA,NA,9,NA
"534",13,"2378","MiddleEarth","LL","blue oak","md",NA,NA,NA,NA,NA,NA,1,0,1.182,0.526,3.38,0.12925,42.866,0.0122707973685438,8.16774148200899,81.4942965779468,9,NA
"535",13,"2379","MiddleEarth","LL","blue oak","pd",2022-03-30,0.51,1.0042328042328,NA,NA,NA,1,0,1.024,0.515,1.47,0.12725,37.61,0.0136931667109811,7.39329233367008,73.0291262135922,9,0.0137511272049958
"536",13,"2379","MiddleEarth","LL","blue oak","pd",2022-03-30,0.51,1.0042328042328,NA,NA,NA,3,0,0.362,0.182,0.78,NA,14.553,0.0125060125060125,NA,79.9615384615385,6,0.0125589480086834
"537",13,"2379","MiddleEarth","LL","blue oak","pd",2022-03-30,0.51,1.0042328042328,NA,NA,NA,2,0,0.416,0.211,1.05,NA,16.703,0.0126324612345088,NA,79.1611374407583,6,0.0126859319698929
"538",13,"2379","MiddleEarth","LL","blue oak","md",NA,NA,NA,NA,NA,NA,1,0,1.024,0.515,1.47,0.12725,37.61,0.0136931667109811,7.39329233367008,73.0291262135922,9,NA
"539",13,"2379","MiddleEarth","LL","blue oak","md",NA,NA,NA,NA,NA,NA,3,0,0.362,0.182,0.78,NA,14.553,0.0125060125060125,NA,79.9615384615385,6,NA
"540",13,"2379","MiddleEarth","LL","blue oak","md",NA,NA,NA,NA,NA,NA,2,0,0.416,0.211,1.05,NA,16.703,0.0126324612345088,NA,79.1611374407583,6,NA
"541",13,"2380","MiddleEarth","LL","live oak","md",NA,NA,NA,NA,NA,NA,2,0,1.289,0.603,1.42,0.06475,41.387,0.0145697924469036,31.4220509759569,68.6351575456053,7,NA
"542",13,"2380","MiddleEarth","LL","live oak","md",NA,NA,NA,NA,NA,NA,1,0,0.379,0.101,1.32,NA,11.283,0.00895151998581938,NA,111.712871287129,7,NA
"543",13,"2380","MiddleEarth","LL","live oak","pd",2022-03-30,0.4464,0.619944082013048,NA,NA,NA,2,0,1.289,0.603,1.42,0.06475,41.387,0.0145697924469036,31.4220509759569,68.6351575456053,7,0.00903245660361629
"544",13,"2380","MiddleEarth","LL","live oak","pd",2022-03-30,0.4464,0.619944082013048,NA,NA,NA,1,0,0.379,0.101,1.32,NA,11.283,0.00895151998581938,NA,111.712871287129,7,0.00554944184023025
"545",13,"2381","Weathertop","LL","blue oak","pd",2022-03-30,0.433333333333333,1.02259174311927,NA,NA,NA,1,0,0.826,0.387,1.49,0.12825,26.047,0.0148577571313395,5.04072598546436,67.3049095607235,7,0.0151934197637792
"546",13,"2381","Weathertop","LL","blue oak","pd",2022-03-30,0.433333333333333,1.02259174311927,NA,NA,NA,3,0,1.043,0.468,2.17,0.13025,32.737,0.0142957509851239,6.14233560530576,69.9508547008547,8,0.0146187169190769
"547",13,"2381","Weathertop","LL","blue oak","pd",2022-03-30,0.433333333333333,1.02259174311927,NA,NA,NA,2,0,1.067,0.496,2.03,0.12675,35.216,0.0140845070422535,6.97740956897611,71,9,0.0144027006073136
"548",13,"2381","Weathertop","LL","blue oak","md",NA,NA,NA,NA,NA,NA,1,0,0.826,0.387,1.49,0.12825,26.047,0.0148577571313395,5.04072598546436,67.3049095607235,7,NA
"549",13,"2381","Weathertop","LL","blue oak","md",NA,NA,NA,NA,NA,NA,3,0,1.043,0.468,2.17,0.13025,32.737,0.0142957509851239,6.14233560530576,69.9508547008547,8,NA
"550",13,"2381","Weathertop","LL","blue oak","md",NA,NA,NA,NA,NA,NA,2,0,1.067,0.496,2.03,0.12675,35.216,0.0140845070422535,6.97740956897611,71,9,NA
"551",13,"2382","Weathertop","LL","blue oak","md",NA,NA,NA,NA,NA,NA,1,0,1.004,0.499,4.24,0.11075,15.674,0.0318361617966058,4.0676399113736,31.4108216432866,7,NA
"552",13,"2382","Weathertop","LL","blue oak","md",NA,NA,NA,NA,NA,NA,2,0,0.812,0.411,3.37,0.0995,15.674,0.0262217685338778,5.03945774707178,38.1362530413625,7,NA
"553",13,"2382","Weathertop","LL","blue oak","md",NA,NA,NA,NA,NA,NA,3,0,0.876,0.432,1.24,0.10875,15.674,0.0275615669261197,4.21863001700176,36.2824074074074,6,NA
"554",13,"2382","Weathertop","LL","blue oak","pd",2022-03-30,0.33,0.938289205702648,NA,NA,NA,1,0,1.004,0.499,4.24,0.11075,15.674,0.0318361617966058,4.0676399113736,31.4108216432866,7,0.0298715269647582
"555",13,"2382","Weathertop","LL","blue oak","pd",2022-03-30,0.33,0.938289205702648,NA,NA,NA,2,0,0.812,0.411,3.37,0.0995,15.674,0.0262217685338778,5.03945774707178,38.1362530413625,7,0.0246036023697709
"556",13,"2382","Weathertop","LL","blue oak","pd",2022-03-30,0.33,0.938289205702648,NA,NA,NA,3,0,0.876,0.432,1.24,0.10875,15.674,0.0275615669261197,4.21863001700176,36.2824074074074,6,0.0258607207390292
"557",13,"2383","Weathertop","LL","blue oak","md",NA,NA,NA,NA,NA,NA,2,0,0.55,0.276,0.84,0.0995,19.558,0.0141118723795889,6.28822984670344,70.8623188405797,6,NA
"558",13,"2383","Weathertop","LL","blue oak","md",NA,NA,NA,NA,NA,NA,3,0,0.751,0.269,1.44,0.116,25.313,0.010626950578754,5.98794452212418,94.1003717472119,6,NA
"559",13,"2383","Weathertop","LL","blue oak","md",NA,NA,NA,NA,NA,NA,1,0,0.488,0.239,0.9,0.1015,15.674,0.015248181702182,4.84281507053773,65.581589958159,4,NA
"560",13,"2383","Weathertop","LL","blue oak","pd",2022-03-30,0.436666666666667,0.990258620689655,NA,NA,NA,2,0,0.55,0.276,0.84,0.0995,19.558,0.0141118723795889,6.28822984670344,70.8623188405797,6,0.0139744032779601
"561",13,"2383","Weathertop","LL","blue oak","pd",2022-03-30,0.436666666666667,0.990258620689655,NA,NA,NA,3,0,0.751,0.269,1.44,0.116,25.313,0.010626950578754,5.98794452212418,94.1003717472119,6,0.0105234294222541
"562",13,"2383","Weathertop","LL","blue oak","pd",2022-03-30,0.436666666666667,0.990258620689655,NA,NA,NA,1,0,0.488,0.239,0.9,0.1015,15.674,0.015248181702182,4.84281507053773,65.581589958159,4,0.015099643380428
"563",13,"2384","Weathertop","LL","blue oak","md",NA,NA,NA,NA,NA,NA,1,0,0.388,0.182,0.77,NA,14.965,0.0121617106582025,NA,82.2252747252747,5,NA
"564",13,"2384","Weathertop","LL","blue oak","md",NA,NA,NA,NA,NA,NA,2,0,0.587,0.277,0.98,0.1025,21.135,0.0131062219067897,6.40331178536054,76.2996389891697,6,NA
"565",13,"2384","Weathertop","LL","blue oak","md",NA,NA,NA,NA,NA,NA,3,0,0.392,0.184,0.87,NA,14.969,0.0122920702785757,NA,81.3532608695652,6,NA
"566",13,"2384","Weathertop","LL","blue oak","pd",2022-03-30,0.614285714285714,1.00533117932149,NA,NA,NA,1,0,0.388,0.182,0.77,NA,14.965,0.0121617106582025,NA,82.2252747252747,5,0.0122265469185775
"567",13,"2384","Weathertop","LL","blue oak","pd",2022-03-30,0.614285714285714,1.00533117932149,NA,NA,NA,2,0,0.587,0.277,0.98,0.1025,21.135,0.0131062219067897,6.40331178536054,76.2996389891697,6,0.013176093526002
"568",13,"2384","Weathertop","LL","blue oak","pd",2022-03-30,0.614285714285714,1.00533117932149,NA,NA,NA,3,0,0.392,0.184,0.87,NA,14.969,0.0122920702785757,NA,81.3532608695652,6,0.0123576015094631
"569",14,"1478","Low","Cucu Mesa","blue oak","pd",2022-04-04,0.5714,1.74375600384246,NA,NA,NA,3,0,0.596,0.223,2.98,0.118,23.834,0.00935638163967441,5.44857643443297,106.878923766816,7,0.0163152466584236
"570",14,"1478","Low","Cucu Mesa","blue oak","pd",2022-04-04,0.5714,1.74375600384246,NA,NA,NA,2,0,0.73,0.249,2.65,0.09975,28.114,0.00885679732517607,8.99387731501294,112.907630522088,7,0.0154440935105916
"571",14,"1478","Low","Cucu Mesa","blue oak","pd",2022-04-04,0.5714,1.74375600384246,NA,NA,NA,1,0,0.817,0.275,6.03,0.10525,32.537,0.00845191627992747,9.34939321422199,118.316363636364,14,0.0147380797570974
"572",14,"1478","Low","Cucu Mesa","blue oak","md",NA,NA,NA,NA,NA,NA,3,0,0.596,0.223,2.98,0.118,23.834,0.00935638163967441,5.44857643443297,106.878923766816,7,NA
"573",14,"1478","Low","Cucu Mesa","blue oak","md",NA,NA,NA,NA,NA,NA,2,0,0.73,0.249,2.65,0.09975,28.114,0.00885679732517607,8.99387731501294,112.907630522088,7,NA
"574",14,"1478","Low","Cucu Mesa","blue oak","md",NA,NA,NA,NA,NA,NA,1,0,0.817,0.275,6.03,0.10525,32.537,0.00845191627992747,9.34939321422199,118.316363636364,14,NA
"575",14,"2004","High","Cucu Mesa","blue oak","pd",2022-04-04,0.38925,1.01301729162619,NA,NA,NA,1,0,1.157,0.585,5.25,0.15575,36.481,0.0160357446341931,4.78697050016705,62.3606837606838,16,0.0162444865985395
"576",14,"2004","High","Cucu Mesa","blue oak","pd",2022-04-04,0.38925,1.01301729162619,NA,NA,NA,2,0,0.958,0.502,3.34,0.12175,31.795,0.0157886460135241,6.82764633233761,63.3366533864542,15,0.0159941714230648
"577",14,"2004","High","Cucu Mesa","blue oak","pd",2022-04-04,0.38925,1.01301729162619,NA,NA,NA,3,0,0.583,0.305,1.93,0.09925,19.457,0.0156755923318086,6.28731146620106,63.7934426229508,9,0.015879646088605
"578",14,"2004","High","Cucu Mesa","blue oak","md",2022-04-04,2.38333333333333,0.794647749168171,NA,NA,NA,1,0,1.157,0.585,5.25,0.15575,36.481,0.0160357446341931,4.78697050016705,62.3606837606838,16,0.0127427683797971
"579",14,"2004","High","Cucu Mesa","blue oak","md",2022-04-04,2.38333333333333,0.794647749168171,NA,NA,NA,2,0,0.958,0.502,3.34,0.12175,31.795,0.0157886460135241,6.82764633233761,63.3366533864542,15,0.0125464120170599
"580",14,"2004","High","Cucu Mesa","blue oak","md",2022-04-04,2.38333333333333,0.794647749168171,NA,NA,NA,3,0,0.583,0.305,1.93,0.09925,19.457,0.0156755923318086,6.28731146620106,63.7934426229508,9,0.0124565741633495
"581",14,"2005","High","Cucu Mesa","blue oak","pd",2022-04-04,0.4295,1.03670053795577,NA,NA,NA,2,0,1.284,0.617,1.72,0.13325,41.111,0.0150081486706721,7.37010597715607,66.6304700162075,8,0.0155589558006059
"582",14,"2005","High","Cucu Mesa","blue oak","pd",2022-04-04,0.4295,1.03670053795577,NA,NA,NA,3,0,1.046,0.515,2.44,0.09325,35.35,0.0145685997171146,12.9402260941681,68.6407766990291,7,0.015103275163995
"583",14,"2005","High","Cucu Mesa","blue oak","pd",2022-04-04,0.4295,1.03670053795577,NA,NA,NA,1,0,0.971,0.463,2.29,0.10275,32.996,0.0140320038792581,9.94827452313956,71.2656587473002,7,0.0145469859702243
"584",14,"2005","High","Cucu Mesa","blue oak","md",2022-04-04,2.13333333333333,0.8526937359215,NA,NA,NA,2,0,1.284,0.617,1.72,0.13325,41.111,0.0150081486706721,7.37010597715607,66.6304700162075,8,0.0127973543592607
"585",14,"2005","High","Cucu Mesa","blue oak","md",2022-04-04,2.13333333333333,0.8526937359215,NA,NA,NA,3,0,1.046,0.515,2.44,0.09325,35.35,0.0145685997171146,12.9402260941681,68.6407766990291,7,0.0124225537199314
"586",14,"2005","High","Cucu Mesa","blue oak","md",2022-04-04,2.13333333333333,0.8526937359215,NA,NA,NA,1,0,0.971,0.463,2.29,0.10275,32.996,0.0140320038792581,9.94827452313956,71.2656587473002,7,0.0119650018102696
"587",14,"2006","High","Cucu Mesa","blue oak","pd",2022-04-04,0.540666666666667,0.956377604714797,NA,NA,NA,2,0,0.553,0.274,0.84,NA,NA,NA,NA,NA,8,NA
"588",14,"2006","High","Cucu Mesa","blue oak","pd",2022-04-04,0.540666666666667,0.956377604714797,NA,NA,NA,3,0,0.443,0.216,0.66,NA,NA,NA,NA,NA,7,NA
"589",14,"2006","High","Cucu Mesa","blue oak","pd",2022-04-04,0.540666666666667,0.956377604714797,NA,NA,NA,1,0,0.737,0.362,0.81,0.10925,NA,NA,NA,NA,6,NA
"590",14,"2006","High","Cucu Mesa","blue oak","md",2022-04-04,2.13333333333333,0.818537386246364,NA,NA,NA,2,0,0.553,0.274,0.84,NA,NA,NA,NA,NA,8,NA
"591",14,"2006","High","Cucu Mesa","blue oak","md",2022-04-04,2.13333333333333,0.818537386246364,NA,NA,NA,3,0,0.443,0.216,0.66,NA,NA,NA,NA,NA,7,NA
"592",14,"2006","High","Cucu Mesa","blue oak","md",2022-04-04,2.13333333333333,0.818537386246364,NA,NA,NA,1,0,0.737,0.362,0.81,0.10925,NA,NA,NA,NA,6,NA
"593",14,"2007","High","Cucu Mesa","blue oak","md",2022-04-04,2.1,0.77519292537438,NA,NA,NA,1,0,0.619,0.327,1.9,0.0895,21.548,0.0151754223129757,8.56270581753169,65.8960244648318,8,0.0117638800165873
"594",14,"2007","High","Cucu Mesa","blue oak","md",2022-04-04,2.1,0.77519292537438,NA,NA,NA,3,0,1.023,0.54,5.73,0.13425,36.239,0.0149010734291785,6.40026186749027,67.1092592592592,11,0.0115512067027833
"595",14,"2007","High","Cucu Mesa","blue oak","md",2022-04-04,2.1,0.77519292537438,NA,NA,NA,2,0,0.37,0.194,1.27,0.06,13.072,0.0148408812729498,11.5581856449848,67.3814432989691,6,0.0115045461691118
"596",14,"2007","High","Cucu Mesa","blue oak","pd",2022-04-04,0.36675,0.871411718442784,NA,NA,NA,1,0,0.619,0.327,1.9,0.0895,21.548,0.0151754223129757,8.56270581753169,65.8960244648318,8,0.0132240408358451
"597",14,"2007","High","Cucu Mesa","blue oak","pd",2022-04-04,0.36675,0.871411718442784,NA,NA,NA,3,0,1.023,0.54,5.73,0.13425,36.239,0.0149010734291785,6.40026186749027,67.1092592592592,11,0.0129849700035625
"598",14,"2007","High","Cucu Mesa","blue oak","pd",2022-04-04,0.36675,0.871411718442784,NA,NA,NA,2,0,0.37,0.194,1.27,0.06,13.072,0.0148408812729498,11.5581856449848,67.3814432989691,6,0.0129325178532665
"599",14,"2008","High","Cucu Mesa","blue oak","pd",2022-04-04,0.6765,0.933194154488518,NA,NA,NA,3,0,0.678,0.357,1.55,0.08,24.088,0.0148206575888409,11.9803883412424,67.4733893557423,6,0.0138305510275822
