"","plot_number","species","tag","date","week","tree","pd","pd_bulk_wet","pd_bulk_dry","pd_avg","mpa_pd","dw_g_pd","ww_g_pd","md","md_bulk_wet","md_bulk_dry","mpa_md","dw_g_md","ww_g_md","lwc_md_bulk","lwc_pd_bulk","lwc_md_leaf","lwc_pd_leaf"
"134","B2","blue oak","2371.0",2022-04-11,15,2371,"pd1",0.8597,0.41,NA,1.129,0.074,0.158,NA,NA,NA,NA,NA,NA,NA,1.09682926829268,NA,1.13513513513514
"135","B2","blue oak","2371.0",2022-04-11,15,2371,"pd2",0.8597,0.41,NA,0.998,0.046,0.0934,NA,NA,NA,NA,NA,NA,NA,1.09682926829268,NA,1.0304347826087
"136","B2","blue oak","2371.0",2022-04-11,15,2371,"pd3",0.8597,0.41,NA,0.879,0.067,0.1438,NA,NA,NA,NA,NA,NA,NA,1.09682926829268,NA,1.14626865671642
"137","B3","blue oak","2372.0",2022-04-11,15,2372,"pd1",0.6786,0.288,NA,1.217,0.062,0.1206,NA,NA,NA,NA,NA,NA,NA,1.35625,NA,0.945161290322581
"138","B3","blue oak","2372.0",2022-04-11,15,2372,"pd2",0.6786,0.288,NA,1.188,0.064,0.1228,NA,NA,NA,NA,NA,NA,NA,1.35625,NA,0.91875
"139","B3","blue oak","2372.0",2022-04-11,15,2372,"pd3",0.6786,0.288,NA,1.228,0.063,0.1194,NA,NA,NA,NA,NA,NA,NA,1.35625,NA,0.895238095238095
"140","Chamise","blue oak","2020.0",2022-03-15,11,2020,"pd4",0.6473,0.304,"1.58275",1.59,0.102,0.2139,NA,NA,NA,NA,NA,NA,NA,1.12927631578947,NA,1.09705882352941
"141","Chamise","blue oak","2020.0",2022-03-15,11,2020,"pd1",0.6473,0.304,"1.58275",1.64,0.087,0.174,NA,NA,NA,NA,NA,NA,NA,1.12927631578947,NA,1
"142","Chamise","blue oak","2020.0",2022-03-15,11,2020,"pd2",0.6473,0.304,"1.58275",1.315,0.113,0.236,NA,NA,NA,NA,NA,NA,NA,1.12927631578947,NA,1.08849557522124
"143","Chamise","blue oak","2020.0",2022-03-15,11,2020,"pd3",0.6473,0.304,"1.58275",1.786,0.103,0.2114,NA,NA,NA,NA,NA,NA,NA,1.12927631578947,NA,1.05242718446602
"144","Chamise","blue oak","2021.0",2022-03-15,11,2021,"pd1",0.5049,0.211,"1.396666667",1.52,0.055,0.1254,NA,NA,NA,NA,NA,NA,NA,1.39289099526066,NA,1.28
"145","Chamise","blue oak","2021.0",2022-03-15,11,2021,"pd2",0.5049,0.211,"1.396666667",1.14,0.061,0.1518,NA,NA,NA,NA,NA,NA,NA,1.39289099526066,NA,1.48852459016393
"146","Chamise","blue oak","2021.0",2022-03-15,11,2021,"pd3",0.5049,0.211,"1.396666667",1.53,0.078,0.2002,NA,NA,NA,NA,NA,NA,NA,1.39289099526066,NA,1.56666666666667
"147","Chamise","blue oak","2024.0",2022-03-15,11,2024,"pd1",0.6158,0.235,"1.0925",0.77,0.116,0.2779,NA,NA,NA,NA,NA,NA,NA,1.62042553191489,NA,1.39568965517241
"148","Chamise","blue oak","2024.0",2022-03-15,11,2024,"pd2",0.6158,0.235,"1.0925",0.9,0.081,0.2038,NA,NA,NA,NA,NA,NA,NA,1.62042553191489,NA,1.51604938271605
"149","Chamise","blue oak","2024.0",2022-03-15,11,2024,"pd3",0.6158,0.235,"1.0925",1.26,0.073,0.187,NA,NA,NA,NA,NA,NA,NA,1.62042553191489,NA,1.56164383561644
"150","Chamise","blue oak","2024.0",2022-03-15,11,2024,"pd4",0.6158,0.235,"1.0925",1.44,0.1,0.2177,NA,NA,NA,NA,NA,NA,NA,1.62042553191489,NA,1.177
"151","Chamise","blue oak","2025.0",2022-03-15,11,2025,"pd1",0.2484,0.113,"1.3425",1.1,0.05,0.1097,NA,NA,NA,NA,NA,NA,NA,1.19823008849558,NA,1.194
"152","Chamise","blue oak","2025.0",2022-03-15,11,2025,"pd2",0.2484,0.113,"1.3425",1.35,0.05,0.1081,NA,NA,NA,NA,NA,NA,NA,1.19823008849558,NA,1.162
"153","Chamise","blue oak","2025.0",2022-03-15,11,2025,"pd3",0.2484,0.113,"1.3425",1.42,0.064,0.1479,NA,NA,NA,NA,NA,NA,NA,1.19823008849558,NA,1.3109375
"154","Chamise","blue oak","2025.0",2022-03-15,11,2025,"pd4",0.2484,0.113,"1.3425",1.5,0.045,0.0972,NA,NA,NA,NA,NA,NA,NA,1.19823008849558,NA,1.16
"155","Chamise","live oak","2022.0",2022-03-15,11,2022,"pd2",1.8375,1.027,"1.0025",0.55,0.216,0.3707,NA,NA,NA,NA,NA,NA,NA,0.78919182083739,NA,0.716203703703704
"156","Chamise","live oak","2022.0",2022-03-15,11,2022,"pd3",1.8375,1.027,"1.0025",1.56,0.157,0.3022,NA,NA,NA,NA,NA,NA,NA,0.78919182083739,NA,0.92484076433121
"157","Chamise","live oak","2022.0",2022-03-15,11,2022,"pd4",1.8375,1.027,"1.0025",0.98,0.18,0.3463,NA,NA,NA,NA,NA,NA,NA,0.78919182083739,NA,0.923888888888889
"158","Chamise","live oak","2022.0",2022-03-15,11,2022,"pd1",1.8375,1.027,"1.0025",0.92,0.155,0.3054,NA,NA,NA,NA,NA,NA,NA,0.78919182083739,NA,0.970322580645161
"159","Chamise","live oak","2023.0",2022-03-15,11,2023,"pd1",2.3073,1.21,"0.70575",0.782,0.143,0.2919,NA,NA,NA,NA,NA,NA,NA,0.906859504132232,NA,1.04125874125874
"160","Chamise","live oak","2023.0",2022-03-15,11,2023,"pd2",2.3073,1.21,"0.70575",0.645,0.188,0.4059,NA,NA,NA,NA,NA,NA,NA,0.906859504132232,NA,1.15904255319149
"161","Chamise","live oak","2023.0",2022-03-15,11,2023,"pd3",2.3073,1.21,"0.70575",0.779,0.261,0.4371,NA,NA,NA,NA,NA,NA,NA,0.906859504132232,NA,0.674712643678161
"162","Chamise","live oak","2023.0",2022-03-15,11,2023,"pd4",2.3073,1.21,"0.70575",0.617,0.187,0.308,NA,NA,NA,NA,NA,NA,NA,0.906859504132232,NA,0.647058823529412
"163","Chamise (Shedd soil)","blue oak","2026.0",2022-03-15,11,2026,"pd1",0.758,0.297,"1.4425",1.6,0.05,0.133,NA,NA,NA,NA,NA,NA,NA,1.55218855218855,NA,1.66
"164","Chamise (Shedd soil)","blue oak","2026.0",2022-03-15,11,2026,"pd2",0.758,0.297,"1.4425",1.15,0.053,0.1327,NA,NA,NA,NA,NA,NA,NA,1.55218855218855,NA,1.50377358490566
"165","Chamise (Shedd soil)","blue oak","2026.0",2022-03-15,11,2026,"pd3",0.758,0.297,"1.4425",1.59,0.076,0.1909,NA,NA,NA,NA,NA,NA,NA,1.55218855218855,NA,1.51184210526316
"166","Chamise (Shedd soil)","blue oak","2026.0",2022-03-15,11,2026,"pd4",0.758,0.297,"1.4425",1.43,0.068,0.1652,NA,NA,NA,NA,NA,NA,NA,1.55218855218855,NA,1.42941176470588
"167","Chamise (Shedd soil)","blue oak","2027.0",2022-03-15,11,2027,"pd2",0.3338,0.14,"1.446666667",1.6,0.094,0.0958,NA,NA,NA,NA,NA,NA,NA,1.38428571428571,NA,0.0191489361702127
"168","Chamise (Shedd soil)","blue oak","2027.0",2022-03-15,11,2027,"pd3",0.3338,0.14,"1.446666667",1.55,0.051,0.1248,NA,NA,NA,NA,NA,NA,NA,1.38428571428571,NA,1.44705882352941
"169","Chamise (Shedd soil)","blue oak","2027.0",2022-03-15,11,2027,"pd1",0.3338,0.14,"1.446666667",1.42,0.079,0.0967,NA,NA,NA,NA,NA,NA,NA,1.38428571428571,NA,0.224050632911392
"170","ExtraBlueHilltop","blue oak","2381.0",2022-03-15,11,2381,"pd2",0.1502,0.06,"1.2254",1.32,0.044,0.1173,"md1",0.225,0.109,0.43,0.057,0.1304,1.06422018348624,1.50333333333333,1.28771929824561,1.66590909090909
"171","ExtraBlueHilltop","blue oak","2381.0",2022-03-15,11,2381,"pd2",0.1502,0.06,"1.2254",1.32,0.044,0.1173,"md2",0.225,0.109,1.93,0.04,0.0978,1.06422018348624,1.50333333333333,1.445,1.66590909090909
"172","ExtraBlueHilltop","blue oak","2381.0",2022-03-15,11,2381,"pd2",0.1502,0.06,"1.2254",1.32,0.044,0.1173,"md3",0.225,0.109,1.96,0.062,0.1348,1.06422018348624,1.50333333333333,1.1741935483871,1.66590909090909
"173","ExtraBlueHilltop","blue oak","2381.0",2022-03-15,11,2381,"pd2",0.1502,0.06,"1.2254",1.32,0.044,0.1173,"md4",0.225,0.109,1.995,0.067,0.1554,1.06422018348624,1.50333333333333,1.31940298507463,1.66590909090909
"174","ExtraBlueHilltop","blue oak","2381.0",2022-03-15,11,2381,"pd1",0.1502,0.06,"1.2254",0.841,0.058,0.142,"md1",0.225,0.109,0.43,0.057,0.1304,1.06422018348624,1.50333333333333,1.28771929824561,1.44827586206897
"175","ExtraBlueHilltop","blue oak","2381.0",2022-03-15,11,2381,"pd1",0.1502,0.06,"1.2254",0.841,0.058,0.142,"md2",0.225,0.109,1.93,0.04,0.0978,1.06422018348624,1.50333333333333,1.445,1.44827586206897
"176","ExtraBlueHilltop","blue oak","2381.0",2022-03-15,11,2381,"pd1",0.1502,0.06,"1.2254",0.841,0.058,0.142,"md3",0.225,0.109,1.96,0.062,0.1348,1.06422018348624,1.50333333333333,1.1741935483871,1.44827586206897
"177","ExtraBlueHilltop","blue oak","2381.0",2022-03-15,11,2381,"pd1",0.1502,0.06,"1.2254",0.841,0.058,0.142,"md4",0.225,0.109,1.995,0.067,0.1554,1.06422018348624,1.50333333333333,1.31940298507463,1.44827586206897
"178","ExtraBlueHilltop","blue oak","2381.0",2022-03-15,11,2381,"pd3",0.1502,0.06,"1.2254",1.35,0.057,0.1452,"md1",0.225,0.109,0.43,0.057,0.1304,1.06422018348624,1.50333333333333,1.28771929824561,1.54736842105263
"179","ExtraBlueHilltop","blue oak","2381.0",2022-03-15,11,2381,"pd3",0.1502,0.06,"1.2254",1.35,0.057,0.1452,"md2",0.225,0.109,1.93,0.04,0.0978,1.06422018348624,1.50333333333333,1.445,1.54736842105263
"180","ExtraBlueHilltop","blue oak","2381.0",2022-03-15,11,2381,"pd3",0.1502,0.06,"1.2254",1.35,0.057,0.1452,"md3",0.225,0.109,1.96,0.062,0.1348,1.06422018348624,1.50333333333333,1.1741935483871,1.54736842105263
"181","ExtraBlueHilltop","blue oak","2381.0",2022-03-15,11,2381,"pd3",0.1502,0.06,"1.2254",1.35,0.057,0.1452,"md4",0.225,0.109,1.995,0.067,0.1554,1.06422018348624,1.50333333333333,1.31940298507463,1.54736842105263
"182","ExtraBlueHilltop","blue oak","2381.0",2022-03-15,11,2381,"pd4",0.1502,0.06,"1.2254",1.226,0.105,0.237,"md1",0.225,0.109,0.43,0.057,0.1304,1.06422018348624,1.50333333333333,1.28771929824561,1.25714285714286
"183","ExtraBlueHilltop","blue oak","2381.0",2022-03-15,11,2381,"pd4",0.1502,0.06,"1.2254",1.226,0.105,0.237,"md2",0.225,0.109,1.93,0.04,0.0978,1.06422018348624,1.50333333333333,1.445,1.25714285714286
"184","ExtraBlueHilltop","blue oak","2381.0",2022-03-15,11,2381,"pd4",0.1502,0.06,"1.2254",1.226,0.105,0.237,"md3",0.225,0.109,1.96,0.062,0.1348,1.06422018348624,1.50333333333333,1.1741935483871,1.25714285714286
"185","ExtraBlueHilltop","blue oak","2381.0",2022-03-15,11,2381,"pd4",0.1502,0.06,"1.2254",1.226,0.105,0.237,"md4",0.225,0.109,1.995,0.067,0.1554,1.06422018348624,1.50333333333333,1.31940298507463,1.25714285714286
"186","ExtraBlueHilltop","blue oak","2381.0",2022-03-15,11,2381,"pd5",0.1502,0.06,"1.2254",1.39,0.048,0.1232,"md1",0.225,0.109,0.43,0.057,0.1304,1.06422018348624,1.50333333333333,1.28771929824561,1.56666666666667
"187","ExtraBlueHilltop","blue oak","2381.0",2022-03-15,11,2381,"pd5",0.1502,0.06,"1.2254",1.39,0.048,0.1232,"md2",0.225,0.109,1.93,0.04,0.0978,1.06422018348624,1.50333333333333,1.445,1.56666666666667
"188","ExtraBlueHilltop","blue oak","2381.0",2022-03-15,11,2381,"pd5",0.1502,0.06,"1.2254",1.39,0.048,0.1232,"md3",0.225,0.109,1.96,0.062,0.1348,1.06422018348624,1.50333333333333,1.1741935483871,1.56666666666667
"189","ExtraBlueHilltop","blue oak","2381.0",2022-03-15,11,2381,"pd5",0.1502,0.06,"1.2254",1.39,0.048,0.1232,"md4",0.225,0.109,1.995,0.067,0.1554,1.06422018348624,1.50333333333333,1.31940298507463,1.56666666666667
"190","ExtraBlueHilltop","blue oak","2381.0",2022-04-11,15,2381,"pd1",0.8111,0.439,NA,1.4,0.082,0.1492,NA,NA,NA,NA,NA,NA,NA,0.847608200455581,NA,0.819512195121951
"191","ExtraBlueHilltop","blue oak","2381.0",2022-04-11,15,2381,"pd2",0.8111,0.439,NA,1.2,0.087,0.1596,NA,NA,NA,NA,NA,NA,NA,0.847608200455581,NA,0.83448275862069
"192","ExtraBlueHilltop","blue oak","2381.0",2022-04-11,15,2381,"pd3",0.8111,0.439,NA,1.6,0.101,0.1804,NA,NA,NA,NA,NA,NA,NA,0.847608200455581,NA,0.786138613861386
"193","ExtraBlueHilltop","blue oak","2382.0",2022-03-15,11,2382,"pd2",0.6252,0.287,"0.794",0.778,0.1,0.2153,"md1",0.7026,0.355,2.7,0.095,0.1876,0.979154929577465,1.17839721254355,0.974736842105263,1.153
"194","ExtraBlueHilltop","blue oak","2382.0",2022-03-15,11,2382,"pd2",0.6252,0.287,"0.794",0.778,0.1,0.2153,"md2",0.7026,0.355,2.69,0.101,0.1933,0.979154929577465,1.17839721254355,0.913861386138614,1.153
"195","ExtraBlueHilltop","blue oak","2382.0",2022-03-15,11,2382,"pd1",0.6252,0.287,"0.794",0.81,0.082,0.1738,"md1",0.7026,0.355,2.7,0.095,0.1876,0.979154929577465,1.17839721254355,0.974736842105263,1.11951219512195
"196","ExtraBlueHilltop","blue oak","2382.0",2022-03-15,11,2382,"pd1",0.6252,0.287,"0.794",0.81,0.082,0.1738,"md2",0.7026,0.355,2.69,0.101,0.1933,0.979154929577465,1.17839721254355,0.913861386138614,1.11951219512195
"197","ExtraBlueHilltop","blue oak","2382.0",2022-04-11,15,2382,"pd1",0.1926,0.108,NA,2.45,0.117,0.2082,NA,NA,NA,NA,NA,NA,NA,0.783333333333333,NA,0.779487179487179
"198","ExtraBlueHilltop","blue oak","2382.0",2022-04-11,15,2382,"pd2",0.1926,0.108,NA,2.6,0.12,0.2113,NA,NA,NA,NA,NA,NA,NA,0.783333333333333,NA,0.760833333333333
"199","ExtraBlueHilltop","blue oak","2382.0",2022-04-11,15,2382,"pd3",0.1926,0.108,NA,1.4,0.234,0.4267,NA,NA,NA,NA,NA,NA,NA,0.783333333333333,NA,0.823504273504273
"200","ExtraBlueHilltop","blue oak","2382.0",2022-04-11,15,2382,"pd4",0.1926,0.108,NA,1.35,0.123,0.2241,NA,NA,NA,NA,NA,NA,NA,0.783333333333333,NA,0.821951219512195
"201","ExtraBlueHilltop","blue oak","2382.0",2022-04-11,15,2382,"pd5",0.1926,0.108,NA,1.1,0.16,0.2925,NA,NA,NA,NA,NA,NA,NA,0.783333333333333,NA,0.828125
"202","ExtraBlueHilltop","blue oak","2382.0",2022-04-11,15,2382,"pd6",0.1926,0.108,NA,1.6,0.058,0.1017,NA,NA,NA,NA,NA,NA,NA,0.783333333333333,NA,0.753448275862069
"203","ExtraBlueHilltop","blue oak","2382.0",2022-04-11,15,2382,"pd7",0.1926,0.108,NA,1.5,0.109,0.1953,NA,NA,NA,NA,NA,NA,NA,0.783333333333333,NA,0.791743119266055
"204","ExtraBlueHilltop","blue oak","2383.0",2022-04-11,15,2383,"pd1",0.7765,0.426,NA,0.951,0.095,0.1729,NA,NA,NA,NA,NA,NA,NA,0.822769953051643,NA,0.82
"205","ExtraBlueHilltop","blue oak","2383.0",2022-04-11,15,2383,"pd2",0.7765,0.426,NA,0.95,0.096,0.1714,NA,NA,NA,NA,NA,NA,NA,0.822769953051643,NA,0.785416666666667
"206","ExtraBlueHilltop","blue oak","2384.0",2022-03-15,11,2384,NA,NA,NA,NA,NA,NA,NA,"md1",0.0819,0.039,2.49,0.043,0.0883,1.1,NA,1.05348837209302,NA
"207","ExtraBlueHilltop","blue oak","2384.0",2022-03-15,11,2384,NA,NA,NA,NA,NA,NA,NA,"md2",0.0819,0.039,2.39,0.071,0.1475,1.1,NA,1.07746478873239,NA
"208","ExtraBlueHilltop","blue oak","2384.0",2022-03-15,11,2384,NA,NA,NA,NA,NA,NA,NA,"md3",0.0819,0.039,1.945,0.04,0.0884,1.1,NA,1.21,NA
"209","ExtraBlueHilltop","blue oak","2384.0",2022-03-15,11,2384,NA,NA,NA,NA,NA,NA,NA,"md4",0.0819,0.039,2.032,0.046,0.0937,1.1,NA,1.03695652173913,NA
"210","ExtraBlueHilltop","blue oak","2384.0",2022-03-15,11,2384,NA,NA,NA,NA,NA,NA,NA,"md5",0.0819,0.039,2.504,0.042,0.0861,1.1,NA,1.05,NA
"211","ExtraBlueHilltop","blue oak","2384.0",2022-04-11,15,2384,"pd1",1.1212,0.619,NA,1.1,0.11,0.1965,NA,NA,NA,NA,NA,NA,NA,0.811308562197092,NA,0.786363636363636
"212","ExtraBlueHilltop","blue oak","2384.0",2022-04-11,15,2384,"pd2",1.1212,0.619,NA,1,0.034,0.0601,NA,NA,NA,NA,NA,NA,NA,0.811308562197092,NA,0.767647058823529
"213","ExtraBlueHilltop","blue oak","2384.0",2022-04-11,15,2384,"pd3",1.1212,0.619,NA,1.1,0.067,0.117,NA,NA,NA,NA,NA,NA,NA,0.811308562197092,NA,0.746268656716418
"214","low Pine Needle","live oak","2089.0",2022-03-15,11,2089,"pd1",0.214,0.131,"1.005",0.99,0.259,0.4242,NA,NA,NA,NA,NA,NA,NA,0.633587786259542,NA,0.637837837837838
"215","low Pine Needle","live oak","2089.0",2022-03-15,11,2089,"pd2",0.214,0.131,"1.005",1.5,0.45,0.7123,NA,NA,NA,NA,NA,NA,NA,0.633587786259542,NA,0.582888888888889
"216","low Pine Needle","live oak","2089.0",2022-03-15,11,2089,"pd3",0.214,0.131,"1.005",1.5,0.195,0.3219,NA,NA,NA,NA,NA,NA,NA,0.633587786259542,NA,0.650769230769231
"217","low Pine Needle","live oak","2089.0",2022-03-15,11,2089,"pd6",0.214,0.131,"1.005",0.32,0.152,0.2506,NA,NA,NA,NA,NA,NA,NA,0.633587786259542,NA,0.648684210526316
"218","low Pine Needle","live oak","2089.0",2022-03-15,11,2089,"pd7",0.214,0.131,"1.005",1.49,0.25,0.4046,NA,NA,NA,NA,NA,NA,NA,0.633587786259542,NA,0.6184
"219","low Pine Needle","live oak","2089.0",2022-03-15,11,2089,"pd8",0.214,0.131,"1.005",1.19,0.117,0.19,NA,NA,NA,NA,NA,NA,NA,0.633587786259542,NA,0.623931623931624
"220","low Pine Needle","live oak","2089.0",2022-03-15,11,2089,"pd5",0.214,0.131,"1.005",0.45,0.156,0.263,NA,NA,NA,NA,NA,NA,NA,0.633587786259542,NA,0.685897435897436
"221","low Pine Needle","live oak","2089.0",2022-03-15,11,2089,"pd4",0.214,0.131,"1.005",0.6,0.224,0.3605,NA,NA,NA,NA,NA,NA,NA,0.633587786259542,NA,0.609375
"222","low Pine Needle","live oak","2091.0",2022-03-15,11,2091,"pd1",1.2569,0.759,"0.3146666667",0.373,0.223,0.3789,NA,NA,NA,NA,NA,NA,NA,0.655994729907773,NA,0.699103139013453
"223","low Pine Needle","live oak","2091.0",2022-03-15,11,2091,"pd2",1.2569,0.759,"0.3146666667",0.296,0.237,0.4072,NA,NA,NA,NA,NA,NA,NA,0.655994729907773,NA,0.718143459915612
"224","low Pine Needle","live oak","2091.0",2022-03-15,11,2091,"pd3",1.2569,0.759,"0.3146666667",0.275,0.199,0.3382,NA,NA,NA,NA,NA,NA,NA,0.655994729907773,NA,0.699497487437186
"225","low Pine Needle","live oak","2092.0",2022-03-15,11,2092,"pd1",1.3508,0.824,"0.25",0.286,0.143,0.2323,NA,NA,NA,NA,NA,NA,NA,0.639320388349515,NA,0.624475524475525
"226","low Pine Needle","live oak","2092.0",2022-03-15,11,2092,"pd2",1.3508,0.824,"0.25",0.2,0.165,0.2821,NA,NA,NA,NA,NA,NA,NA,0.639320388349515,NA,0.70969696969697
"227","low Pine Needle","live oak","2092.0",2022-03-15,11,2092,"pd3",1.3508,0.824,"0.25",0.264,0.143,0.235,NA,NA,NA,NA,NA,NA,NA,0.639320388349515,NA,0.643356643356643
"228","low Pine Needle","live oak","2093.0",2022-03-15,11,2093,"pd1",0.7345,0.472,"0.3225",0.35,0.158,0.2452,NA,NA,NA,NA,NA,NA,NA,0.55614406779661,NA,0.551898734177215
"229","low Pine Needle","live oak","2093.0",2022-03-15,11,2093,"pd2",0.7345,0.472,"0.3225",0.51,0.229,0.3532,NA,NA,NA,NA,NA,NA,NA,0.55614406779661,NA,0.54235807860262
"230","low Pine Needle","live oak","2093.0",2022-03-15,11,2093,"pd4",0.7345,0.472,"0.3225",0.18,0.228,0.363,NA,NA,NA,NA,NA,NA,NA,0.55614406779661,NA,0.592105263157895
"231","low Pine Needle","live oak","2093.0",2022-03-15,11,2093,"pd3",0.7345,0.472,"0.3225",0.25,0.178,0.2809,NA,NA,NA,NA,NA,NA,NA,0.55614406779661,NA,0.578089887640449
"232","near AT001","blue oak","2378.0",2022-04-11,15,2378,"pd1",1.4301,0.766,NA,1.333,0.102,0.1847,NA,NA,NA,NA,NA,NA,NA,0.866971279373368,NA,0.81078431372549
"233","near AT001","blue oak","2378.0",2022-04-11,15,2378,"pd2",1.4301,0.766,NA,1.301,0.091,0.1666,NA,NA,NA,NA,NA,NA,NA,0.866971279373368,NA,0.830769230769231
"234","near AT001","blue oak","2378.0",2022-04-11,15,2378,"pd3",1.4301,0.766,NA,1.281,0.083,0.1498,NA,NA,NA,NA,NA,NA,NA,0.866971279373368,NA,0.804819277108433
"235","near AT001","blue oak","2379.0",2022-04-11,15,2379,"pd1",0.9412,0.514,NA,1.212,0.072,0.1302,NA,NA,NA,NA,NA,NA,NA,0.831128404669261,NA,0.808333333333334
"236","near AT001","blue oak","2379.0",2022-04-11,15,2379,"pd2",0.9412,0.514,NA,1.11,0.046,0.0828,NA,NA,NA,NA,NA,NA,NA,0.831128404669261,NA,0.8
"237","near AT001","blue oak","2379.0",2022-04-11,15,2379,"pd3",0.9412,0.514,NA,1.215,0.064,0.1128,NA,NA,NA,NA,NA,NA,NA,0.831128404669261,NA,0.7625
"238","near AT001","live oak","2376.0",2022-02-28,9,2376,NA,NA,NA,NA,NA,NA,NA,"md3",NA,NA,1.7,0.098,0.165,NA,NA,0.683673469387755,NA
"239","near AT001","live oak","2376.0",2022-02-28,9,2376,NA,NA,NA,NA,NA,NA,NA,"md4",NA,NA,1.65,0.091,0.156,NA,NA,0.714285714285714,NA
"240","near AT001","live oak","2376.0",2022-02-28,9,2376,NA,NA,NA,NA,NA,NA,NA,"md5",NA,NA,1.58,0.184,0.312,NA,NA,0.695652173913043,NA
"241","near AT001","live oak","2376.0",2022-02-28,9,2376,NA,NA,NA,NA,NA,NA,NA,"md2",NA,NA,1.73,0.114,0.193,NA,NA,0.692982456140351,NA
"242","near AT001","live oak","2376.0",2022-02-28,9,2376,NA,NA,NA,NA,NA,NA,NA,"md1",NA,NA,2.19,0.124,0.209,NA,NA,0.685483870967742,NA
"243","near AT001","live oak","2376.0",2022-04-11,15,2376,"pd1",1.5208,0.961,NA,0.689,0.173,0.2742,NA,NA,NA,NA,NA,NA,NA,0.582518210197711,NA,0.584971098265896
"244","near AT001","live oak","2376.0",2022-04-11,15,2376,"pd2",1.5208,0.961,NA,0.947,0.184,0.2917,NA,NA,NA,NA,NA,NA,NA,0.582518210197711,NA,0.585326086956522
"245","near AT001","live oak","2376.0",2022-04-11,15,2376,"pd3",1.5208,0.961,NA,0.849,0.21,0.3317,NA,NA,NA,NA,NA,NA,NA,0.582518210197711,NA,0.57952380952381
"246","near AT001","live oak","2377.0",2022-02-28,9,2377,NA,NA,NA,NA,NA,NA,NA,"md2",NA,NA,2.71,0.141,0.233,NA,NA,0.652482269503546,NA
"247","near AT001","live oak","2377.0",2022-02-28,9,2377,NA,NA,NA,NA,NA,NA,NA,"md3",NA,NA,1.7,0.157,0.254,NA,NA,0.617834394904459,NA
"248","near AT001","live oak","2377.0",2022-02-28,9,2377,NA,NA,NA,NA,NA,NA,NA,"md4",NA,NA,1.64,0.168,0.294,NA,NA,0.75,NA
"249","near AT001","live oak","2377.0",2022-02-28,9,2377,NA,NA,NA,NA,NA,NA,NA,"md5",NA,NA,2.51,0.105,0.176,NA,NA,0.676190476190476,NA
"250","near AT001","live oak","2377.0",2022-02-28,9,2377,NA,NA,NA,NA,NA,NA,NA,"md1",NA,NA,2.18,0.19,0.321,NA,NA,0.689473684210526,NA
"251","near AT001","live oak","2377.0",2022-04-11,15,2377,"pd1",1.7582,1.101,NA,0.3,0.329,0.4999,NA,NA,NA,NA,NA,NA,NA,0.596911898274296,NA,0.519452887537994
"252","near AT001","live oak","2377.0",2022-04-11,15,2377,"pd2",1.7582,1.101,NA,1.1,0.193,0.3096,NA,NA,NA,NA,NA,NA,NA,0.596911898274296,NA,0.604145077720207
"253","near AT001","live oak","2377.0",2022-04-11,15,2377,"pd3",1.7582,1.101,NA,1,0.399,0.6369,NA,NA,NA,NA,NA,NA,NA,0.596911898274296,NA,0.596240601503759
"254","near AT001","live oak","2377.0",2022-04-11,15,2377,"pd4",1.7582,1.101,NA,0.9,0.169,0.2622,NA,NA,NA,NA,NA,NA,NA,0.596911898274296,NA,0.551479289940828
"255","near AT001","live oak","2380.0",2022-02-28,9,2380,NA,NA,NA,NA,NA,NA,NA,"md1",NA,NA,1.66,0.131,0.217,NA,NA,0.65648854961832,NA
"256","near AT001","live oak","2380.0",2022-02-28,9,2380,NA,NA,NA,NA,NA,NA,NA,"md4",NA,NA,2.27,0.131,0.221,NA,NA,0.687022900763359,NA
"257","near AT001","live oak","2380.0",2022-02-28,9,2380,NA,NA,NA,NA,NA,NA,NA,"md2",NA,NA,1.65,0.097,0.16,NA,NA,0.649484536082474,NA
"258","near AT001","live oak","2380.0",2022-02-28,9,2380,NA,NA,NA,NA,NA,NA,NA,"md3",NA,NA,1.88,0.105,0.174,NA,NA,0.657142857142857,NA
"259","near AT001","live oak","2380.0",2022-04-11,15,2380,"pd1",3.7176,2.173,NA,1.841,0.075,0.1128,NA,NA,NA,NA,NA,NA,NA,0.710814542107685,NA,0.504
"260","near AT001","live oak","2380.0",2022-04-11,15,2380,"pd2",3.7176,2.173,NA,0.974,0.094,0.146,NA,NA,NA,NA,NA,NA,NA,0.710814542107685,NA,0.553191489361702
"261","near AT001","live oak","2380.0",2022-04-11,15,2380,"pd3",3.7176,2.173,NA,0.67,0.15,0.2345,NA,NA,NA,NA,NA,NA,NA,0.710814542107685,NA,0.563333333333333
"262","near AT001","live oak","2380.0",2022-04-11,15,2380,"pd4",3.7176,2.173,NA,0.962,0.095,0.1459,NA,NA,NA,NA,NA,NA,NA,0.710814542107685,NA,0.53578947368421
"263","near AT002","blue oak","2375.0",2022-04-11,15,2375,"pd1",0.7979,0.38,NA,1.5,0.099,0.2063,NA,NA,NA,NA,NA,NA,NA,1.09973684210526,NA,1.08383838383838
"264","near AT002","blue oak","2375.0",2022-04-11,15,2375,"pd2",0.7979,0.38,NA,1.2,0.055,0.1154,NA,NA,NA,NA,NA,NA,NA,1.09973684210526,NA,1.09818181818182
