"","tree","plot","site","species","date_lfm","date_wp","week","time","mpa","type","lfm_y0_percent","lfm_y1_percent","lfm_wet_wt_y0_g","lfm_wet_wt_y1_g","lfm_dry_wt_y0_g","lfm_dry_wt_y1_g","lfm_both_percent","lfm_wet_wt_both_g","lfm_dry_wt_both_g"
"435",2028,"Shedd","Chamise","blue oak","2022-04-04",2022-04-04,14,"pd",0.556,"leaf",106.288942866195,NA,7.8134,NA,3.7876,NA,NA,NA,NA
"436",2028,"Shedd","Chamise","blue oak","2022-04-04",2022-04-04,14,"pd",0.688,"leaf",106.288942866195,NA,7.8134,NA,3.7876,NA,NA,NA,NA
"437",2028,"Shedd","Chamise","blue oak","2022-04-04",2022-04-04,14,"pd",0.428,"leaf",106.288942866195,NA,7.8134,NA,3.7876,NA,NA,NA,NA
"438",2028,"Shedd","Chamise","blue oak","2022-04-27",2022-04-27,17,"md",2.089,"leaf",73.318667504714,NA,5.515,NA,3.182,NA,NA,NA,NA
"439",2028,"Shedd","Chamise","blue oak","2022-04-27",2022-04-27,17,"md",2.07,"leaf",73.318667504714,NA,5.515,NA,3.182,NA,NA,NA,NA
"440",2028,"Shedd","Chamise","blue oak","2022-04-27",2022-04-27,17,"pd",1.191,"leaf",72.2559551611397,NA,3.688,NA,2.141,NA,NA,NA,NA
"441",2028,"Shedd","Chamise","blue oak","2022-04-27",2022-04-27,17,"pd",1.09,"leaf",72.2559551611397,NA,3.688,NA,2.141,NA,NA,NA,NA
"442",2028,"Shedd","Chamise","blue oak","2022-04-27",2022-04-27,17,"pd",1.334,"leaf",72.2559551611397,NA,3.688,NA,2.141,NA,NA,NA,NA
"443",2028,"Shedd","Chamise","blue oak","2022-04-27",2022-04-27,17,"pd",1.249,"leaf",72.2559551611397,NA,3.688,NA,2.141,NA,NA,NA,NA
"444",2028,"Shedd","Chamise","blue oak","2022-05-23",2022-05-23,21,"md",3.224,"leaf",69.6586074504514,NA,3.27,NA,1.9274,NA,NA,NA,NA
"445",2028,"Shedd","Chamise","blue oak","2022-05-23",2022-05-23,21,"md",3.201,"leaf",69.6586074504514,NA,3.27,NA,1.9274,NA,NA,NA,NA
"446",2028,"Shedd","Chamise","blue oak","2022-05-25",2022-05-25,21,"pd",1.75,"leaf",80.5054151624549,NA,2.15,NA,1.1911,NA,NA,NA,NA
"447",2028,"Shedd","Chamise","blue oak","2022-05-25",2022-05-25,21,"pd",1.8,"leaf",80.5054151624549,NA,2.15,NA,1.1911,NA,NA,NA,NA
"448",2029,"Shedd","Chamise","live oak","2022-04-04",2022-04-04,14,"pd",0.258,"leaf",118.573206138532,63.2091651231392,5.2698,2.3791,2.411,1.4577,NA,NA,NA
"449",2029,"Shedd","Chamise","live oak","2022-04-04",2022-04-04,14,"pd",0.218,"leaf",118.573206138532,63.2091651231392,5.2698,2.3791,2.411,1.4577,NA,NA,NA
"450",2029,"Shedd","Chamise","live oak","2022-04-04",2022-04-04,14,"pd",0.158,"leaf",118.573206138532,63.2091651231392,5.2698,2.3791,2.411,1.4577,NA,NA,NA
"451",2029,"Shedd","Chamise","live oak","2022-04-04",2022-04-04,14,"pd",0.324,"leaf",118.573206138532,63.2091651231392,5.2698,2.3791,2.411,1.4577,NA,NA,NA
"452",2029,"Shedd","Chamise","live oak","2022-04-04",2022-04-04,14,"pd",0.215,"leaf",118.573206138532,63.2091651231392,5.2698,2.3791,2.411,1.4577,NA,NA,NA
"453",2029,"Shedd","Chamise","live oak","2022-04-04",NA,14,"md",NA,"leaf",109.072050891993,66.2993223130027,4.5354,2.6257,2.1693,1.5789,NA,NA,NA
"454",2029,"Shedd","Chamise","live oak","2022-04-27",2022-04-27,17,"md",2.189,"leaf",77.8670047900817,59.5019035532995,5.05,4.022,2.8392,2.5216,NA,NA,NA
"455",2029,"Shedd","Chamise","live oak","2022-04-27",2022-04-27,17,"md",1.917,"leaf",77.8670047900817,59.5019035532995,5.05,4.022,2.8392,2.5216,NA,NA,NA
"456",2029,"Shedd","Chamise","live oak","2022-04-27",2022-04-27,17,"md",1.854,"leaf",77.8670047900817,59.5019035532995,5.05,4.022,2.8392,2.5216,NA,NA,NA
"457",2029,"Shedd","Chamise","live oak","2022-04-27",NA,17,"pd",NA,"leaf",77.8332609639601,58.1053491220907,8.191,3.872,4.606,2.449,NA,NA,NA
"458",2029,"Shedd","Chamise","live oak","2022-05-23",2022-05-23,21,"md",2.736,"leaf",69.527442254715,53.2108785419336,0.8,5.38,0.4719,3.5115,NA,NA,NA
"459",2029,"Shedd","Chamise","live oak","2022-05-23",2022-05-23,21,"md",2.446,"leaf",69.527442254715,53.2108785419336,0.8,5.38,0.4719,3.5115,NA,NA,NA
"460",2029,"Shedd","Chamise","live oak","2022-05-23",2022-05-23,21,"md",2.469,"leaf",69.527442254715,53.2108785419336,0.8,5.38,0.4719,3.5115,NA,NA,NA
"461",2029,"Shedd","Chamise","live oak","2022-05-23",2022-05-23,21,"md",2.571,"leaf",69.527442254715,53.2108785419336,0.8,5.38,0.4719,3.5115,NA,NA,NA
"462",2029,"Shedd","Chamise","live oak","2022-05-25",2022-05-25,21,"pd",1.75,"leaf",72.6539954224301,52.20700152207,3.47,0.9,2.0098,0.5913,NA,NA,NA
"463",2029,"Shedd","Chamise","live oak","2022-05-25",2022-05-25,21,"pd",1.3,"leaf",72.6539954224301,52.20700152207,3.47,0.9,2.0098,0.5913,NA,NA,NA
"464",2029,"Shedd","Chamise","live oak","2022-05-25",2022-05-25,21,"pd",1.21,"leaf",72.6539954224301,52.20700152207,3.47,0.9,2.0098,0.5913,NA,NA,NA
"465",2029,"Shedd","Chamise","live oak","2022-05-25",2022-05-25,21,"pd",1.5,"leaf",72.6539954224301,52.20700152207,3.47,0.9,2.0098,0.5913,NA,NA,NA
"466",2030,"Shedd","Chamise","live oak","2022-04-04",2022-04-04,14,"pd",0.065,"leaf",86.2889492336724,115.210020719533,4.0475,2.2851,2.1727,1.0618,NA,NA,NA
"467",2030,"Shedd","Chamise","live oak","2022-04-04",2022-04-04,14,"pd",0.222,"leaf",86.2889492336724,115.210020719533,4.0475,2.2851,2.1727,1.0618,NA,NA,NA
"468",2030,"Shedd","Chamise","live oak","2022-04-04",2022-04-04,14,"pd",0.268,"leaf",86.2889492336724,115.210020719533,4.0475,2.2851,2.1727,1.0618,NA,NA,NA
"469",2030,"Shedd","Chamise","live oak","2022-04-04",NA,14,"md",NA,"leaf",92.264359722362,41.9518807184006,3.8226,0.4189,1.9882,0.2951,NA,NA,NA
"470",2030,"Shedd","Chamise","live oak","2022-04-04",2022-04-04,14,"pd",0.208,"leaf",86.2889492336724,115.210020719533,4.0475,2.2851,2.1727,1.0618,NA,NA,NA
"471",2030,"Shedd","Chamise","live oak","2022-04-04",2022-04-04,14,"pd",0.18,"leaf",86.2889492336724,115.210020719533,4.0475,2.2851,2.1727,1.0618,NA,NA,NA
"472",2030,"Shedd","Chamise","live oak","2022-04-27",2022-04-27,17,"md",2.927,"leaf",76.7962308598351,63.7629243670113,3.002,4.023,1.698,2.4566,NA,NA,NA
"473",2030,"Shedd","Chamise","live oak","2022-04-27",2022-04-27,17,"md",3.205,"leaf",76.7962308598351,63.7629243670113,3.002,4.023,1.698,2.4566,NA,NA,NA
"474",2030,"Shedd","Chamise","live oak","2022-04-27",2022-04-27,17,"md",2.779,"leaf",76.7962308598351,63.7629243670113,3.002,4.023,1.698,2.4566,NA,NA,NA
"475",2030,"Shedd","Chamise","live oak","2022-04-27",2022-04-27,17,"pd",0.718,"leaf",104.817292500084,322.413599640934,6.0927,7.5291,2.9747,1.7824,NA,NA,NA
"476",2030,"Shedd","Chamise","live oak","2022-04-27",2022-04-27,17,"pd",0.798,"leaf",104.817292500084,322.413599640934,6.0927,7.5291,2.9747,1.7824,NA,NA,NA
"477",2030,"Shedd","Chamise","live oak","2022-05-23",2022-05-23,21,"md",1.899,"leaf",73.7012987012987,60.1307189542484,2.14,0.49,1.232,0.306,NA,NA,NA
"478",2030,"Shedd","Chamise","live oak","2022-05-23",2022-05-23,21,"md",2.08,"leaf",73.7012987012987,60.1307189542484,2.14,0.49,1.232,0.306,NA,NA,NA
"479",2030,"Shedd","Chamise","live oak","2022-05-23",2022-05-23,21,"md",2.016,"leaf",73.7012987012987,60.1307189542484,2.14,0.49,1.232,0.306,NA,NA,NA
"480",2030,"Shedd","Chamise","live oak","2022-05-23",2022-05-23,21,"md",2.1,"leaf",73.7012987012987,60.1307189542484,2.14,0.49,1.232,0.306,NA,NA,NA
"481",2030,"Shedd","Chamise","live oak","2022-05-25",2022-05-25,21,"pd",1.23,"leaf",74.4780699115577,62.6712328767123,2.9,1.9,1.6621,1.168,NA,NA,NA
"482",2030,"Shedd","Chamise","live oak","2022-05-25",2022-05-25,21,"pd",1.175,"leaf",74.4780699115577,62.6712328767123,2.9,1.9,1.6621,1.168,NA,NA,NA
"483",2030,"Shedd","Chamise","live oak","2022-05-25",2022-05-25,21,"pd",1.65,"leaf",74.4780699115577,62.6712328767123,2.9,1.9,1.6621,1.168,NA,NA,NA
"484",2030,"Shedd","Chamise","live oak","2022-05-25",2022-05-25,21,"pd",1.45,"leaf",74.4780699115577,62.6712328767123,2.9,1.9,1.6621,1.168,NA,NA,NA
"485",2031,"Shedd","Chamise","blue oak","2022-04-04",2022-04-04,14,"pd",0.328,"leaf",133.525783370343,99.0532096193902,4.7324,1.0512,2.0265,0.5281,NA,NA,NA
"486",2031,"Shedd","Chamise","blue oak","2022-04-04",2022-04-04,14,"pd",0.248,"leaf",133.525783370343,99.0532096193902,4.7324,1.0512,2.0265,0.5281,NA,NA,NA
"487",2031,"Shedd","Chamise","blue oak","2022-04-04",2022-04-04,14,"pd",0.212,"leaf",133.525783370343,99.0532096193902,4.7324,1.0512,2.0265,0.5281,NA,NA,NA
"488",2031,"Shedd","Chamise","blue oak","2022-04-04",2022-04-04,14,"pd",0.188,"leaf",133.525783370343,99.0532096193902,4.7324,1.0512,2.0265,0.5281,NA,NA,NA
"489",2031,"Shedd","Chamise","blue oak","2022-04-04",NA,14,NA,NA,"leaf",0.167926112510492,NA,0.3579,NA,0.3573,NA,NA,NA,NA
"490",2031,"Shedd","Chamise","blue oak","2022-04-04",NA,14,NA,NA,"leaf",104.202223349785,NA,8.8538,NA,4.3358,NA,NA,NA,NA
"491",2031,"Shedd","Chamise","blue oak","2022-05-23",2022-05-23,21,"md",3.053,"leaf",70.4772727272727,NA,2.2503,NA,1.32,NA,NA,NA,NA
"492",2031,"Shedd","Chamise","blue oak","2022-05-23",2022-05-23,21,"md",2.889,"leaf",70.4772727272727,NA,2.2503,NA,1.32,NA,NA,NA,NA
"493",2031,"Shedd","Chamise","blue oak","2022-05-25",2022-05-25,21,"pd",1.875,"leaf",82.1908449100433,NA,2.4,NA,1.3173,NA,NA,NA,NA
"494",2031,"Shedd","Chamise","blue oak","2022-05-25",2022-05-25,21,"pd",1.95,"leaf",82.1908449100433,NA,2.4,NA,1.3173,NA,NA,NA,NA
"495",2032,NA,NA,"blue oak","2022-04-27",2022-04-27,17,"md",2.245,"leaf",80.955749935683,NA,5.627,NA,3.1096,NA,NA,NA,NA
"496",2032,NA,NA,"blue oak","2022-04-27",2022-04-27,17,"md",1.651,"leaf",80.955749935683,NA,5.627,NA,3.1096,NA,NA,NA,NA
"497",2032,NA,NA,"blue oak","2022-04-27",2022-04-27,17,"pd",0.821,"leaf",82.5568181818182,NA,3.213,NA,1.76,NA,NA,NA,NA
"498",2032,NA,NA,"blue oak","2022-04-27",2022-04-27,17,"md",1.723,"leaf",80.955749935683,NA,5.627,NA,3.1096,NA,NA,NA,NA
"499",2032,NA,NA,"blue oak","2022-04-27",2022-04-27,17,"pd",0.958,"leaf",82.5568181818182,NA,3.213,NA,1.76,NA,NA,NA,NA
"500",2032,NA,NA,"blue oak","2022-04-27",2022-04-27,17,"pd",0.918,"leaf",82.5568181818182,NA,3.213,NA,1.76,NA,NA,NA,NA
"501",2085,"Low","PineNeedle","blue oak","2022-04-04",2022-04-04,14,"pd",0.418,"leaf",166.972829503388,NA,7.6445,NA,2.8634,NA,NA,NA,NA
"502",2085,"Low","PineNeedle","blue oak","2022-04-04",2022-04-04,14,"pd",0.531,"leaf",166.972829503388,NA,7.6445,NA,2.8634,NA,NA,NA,NA
"503",2085,"Low","PineNeedle","blue oak","2022-04-04",2022-04-04,14,"pd",0.605,"leaf",166.972829503388,NA,7.6445,NA,2.8634,NA,NA,NA,NA
"504",2085,"Low","PineNeedle","blue oak","2022-04-27",2022-04-27,17,"md",2.188,"leaf",13.984419532586,NA,5.999,NA,5.263,NA,NA,NA,NA
"505",2085,"Low","PineNeedle","blue oak","2022-04-27",2022-04-27,17,"md",2.211,"leaf",13.984419532586,NA,5.999,NA,5.263,NA,NA,NA,NA
"506",2085,"Low","PineNeedle","blue oak","2022-04-27",2022-04-27,17,"md",2.233,"leaf",13.984419532586,NA,5.999,NA,5.263,NA,NA,NA,NA
"507",2085,"Low","PineNeedle","blue oak","2022-05-25",2022-05-25,21,"md",3.4,"leaf",127.549852893102,NA,2.7843,NA,1.2236,NA,NA,NA,NA
"508",2085,"Low","PineNeedle","blue oak","2022-05-25",2022-05-25,21,"md",2.95,"leaf",127.549852893102,NA,2.7843,NA,1.2236,NA,NA,NA,NA
"509",2085,"Low","PineNeedle","blue oak","2022-05-25",2022-05-25,21,"md",3.3,"leaf",127.549852893102,NA,2.7843,NA,1.2236,NA,NA,NA,NA
"510",2085,"Low","PineNeedle","blue oak","2022-05-25",2022-05-25,21,"pd",1.45,"leaf",90.9009812667261,NA,2.14,NA,1.121,NA,NA,NA,NA
"511",2085,"Low","PineNeedle","blue oak","2022-05-25",2022-05-25,21,"pd",1.79,"leaf",90.9009812667261,NA,2.14,NA,1.121,NA,NA,NA,NA
"512",2085,"Low","PineNeedle","blue oak","2022-05-25",2022-05-25,21,"pd",1.32,"leaf",90.9009812667261,NA,2.14,NA,1.121,NA,NA,NA,NA
"513",2086,"Low","PineNeedle","blue oak","2022-04-04",2022-04-04,14,"md",0.75,"leaf",188.58940397351,NA,4.3577,NA,1.51,NA,NA,NA,NA
"514",2086,"Low","PineNeedle","blue oak","2022-04-04",2022-04-04,14,"md",1.4,"leaf",188.58940397351,NA,4.3577,NA,1.51,NA,NA,NA,NA
"515",2086,"Low","PineNeedle","blue oak","2022-04-04",2022-04-04,14,"md",0.8,"leaf",188.58940397351,NA,4.3577,NA,1.51,NA,NA,NA,NA
"516",2086,"Low","PineNeedle","blue oak","2022-04-04",2022-04-04,14,"md",0.5,"leaf",188.58940397351,NA,4.3577,NA,1.51,NA,NA,NA,NA
"517",2086,"Low","PineNeedle","blue oak","2022-04-04",2022-04-04,14,"pd",0.756,"leaf",239.16011181174,NA,5.2173,NA,1.5383,NA,NA,NA,NA
"518",2086,"Low","PineNeedle","blue oak","2022-04-04",2022-04-04,14,"pd",0.888,"leaf",239.16011181174,NA,5.2173,NA,1.5383,NA,NA,NA,NA
"519",2086,"Low","PineNeedle","blue oak","2022-04-04",2022-04-04,14,"pd",0.625,"leaf",239.16011181174,NA,5.2173,NA,1.5383,NA,NA,NA,NA
"520",2086,"Low","PineNeedle","blue oak","2022-04-27",2022-04-27,17,"md",1.965,"leaf",127.06149245523,NA,6.6059,NA,2.9093,NA,NA,NA,NA
"521",2086,"Low","PineNeedle","blue oak","2022-04-27",2022-04-27,17,"md",1.874,"leaf",127.06149245523,NA,6.6059,NA,2.9093,NA,NA,NA,NA
"522",2086,"Low","PineNeedle","blue oak","2022-04-27",2022-04-27,17,"md",2.144,"leaf",127.06149245523,NA,6.6059,NA,2.9093,NA,NA,NA,NA
"523",2086,"Low","PineNeedle","blue oak","2022-04-27",2022-04-27,17,"pd",0.882,"leaf",121.531081026141,NA,5.449,NA,2.4597,NA,NA,NA,NA
"524",2086,"Low","PineNeedle","blue oak","2022-04-27",2022-04-27,17,"pd",0.882,"leaf",101.54968094804,NA,2.211,NA,1.097,NA,NA,NA,NA
"525",2086,"Low","PineNeedle","blue oak","2022-04-27",2022-04-27,17,"pd",0.928,"leaf",121.531081026141,NA,5.449,NA,2.4597,NA,NA,NA,NA
"526",2086,"Low","PineNeedle","blue oak","2022-04-27",2022-04-27,17,"pd",0.928,"leaf",101.54968094804,NA,2.211,NA,1.097,NA,NA,NA,NA
"527",2086,"Low","PineNeedle","blue oak","2022-04-27",2022-04-27,17,"pd",0.748,"leaf",121.531081026141,NA,5.449,NA,2.4597,NA,NA,NA,NA
"528",2086,"Low","PineNeedle","blue oak","2022-04-27",2022-04-27,17,"pd",0.748,"leaf",101.54968094804,NA,2.211,NA,1.097,NA,NA,NA,NA
"529",2086,"Low","PineNeedle","blue oak","2022-05-25",2022-05-25,21,"md",3.29,"leaf",91.8885601577909,NA,0.7783,NA,0.4056,NA,NA,NA,NA
"530",2086,"Low","PineNeedle","blue oak","2022-05-25",2022-05-25,21,"md",3.138,"leaf",91.8885601577909,NA,0.7783,NA,0.4056,NA,NA,NA,NA
"531",2086,"Low","PineNeedle","blue oak","2022-05-25",2022-05-25,21,"md",3.328,"leaf",91.8885601577909,NA,0.7783,NA,0.4056,NA,NA,NA,NA
"532",2086,"Low","PineNeedle","blue oak","2022-05-25",2022-05-25,21,"pd",1.473,"leaf",91.0688140556369,NA,2.61,NA,1.366,NA,NA,NA,NA
"533",2086,"Low","PineNeedle","blue oak","2022-05-25",2022-05-25,21,"pd",1.52,"leaf",91.0688140556369,NA,2.61,NA,1.366,NA,NA,NA,NA
"534",2086,"Low","PineNeedle","blue oak","2022-05-25",2022-05-25,21,"pd",1.668,"leaf",91.0688140556369,NA,2.61,NA,1.366,NA,NA,NA,NA
"535",2087,"Low","PineNeedle","blue oak","2022-04-04",NA,14,"md",NA,"leaf",156.094948369682,NA,5.977,NA,2.3339,NA,NA,NA,NA
"536",2087,"Low","PineNeedle","blue oak","2022-04-04",2022-04-04,14,"pd",0.598,"leaf",214.544143671757,NA,4.799,NA,1.5257,NA,NA,NA,NA
"537",2087,"Low","PineNeedle","blue oak","2022-04-04",2022-04-04,14,"pd",0.74,"leaf",214.544143671757,NA,4.799,NA,1.5257,NA,NA,NA,NA
"538",2087,"Low","PineNeedle","blue oak","2022-04-04",2022-04-04,14,"pd",0.513,"leaf",214.544143671757,NA,4.799,NA,1.5257,NA,NA,NA,NA
"539",2087,"Low","PineNeedle","blue oak","2022-04-27",2022-04-27,17,"md",2.253,"leaf",96.6947876586287,NA,8.2303,NA,4.1843,NA,NA,NA,NA
"540",2087,"Low","PineNeedle","blue oak","2022-04-27",2022-04-27,17,"md",2.34,"leaf",96.6947876586287,NA,8.2303,NA,4.1843,NA,NA,NA,NA
"541",2087,"Low","PineNeedle","blue oak","2022-04-27",2022-04-27,17,"md",2.389,"leaf",96.6947876586287,NA,8.2303,NA,4.1843,NA,NA,NA,NA
"542",2087,"Low","PineNeedle","blue oak","2022-05-25",NA,21,"md",NA,"leaf",87.5989740158358,NA,3.3644,NA,1.7934,NA,NA,NA,NA
"543",2087,"Low","PineNeedle","blue oak","2022-05-25",2022-05-25,21,"pd",1.95,"leaf",91.6484886257401,NA,1.23,NA,0.6418,NA,NA,NA,NA
"544",2087,"Low","PineNeedle","blue oak","2022-05-25",2022-05-25,21,"pd",1.35,"leaf",91.6484886257401,NA,1.23,NA,0.6418,NA,NA,NA,NA
"545",2088,"Low","PineNeedle","blue oak","2022-04-04",2022-04-04,14,"pd",0.208,"leaf",169.590382902939,NA,3.0275,NA,1.123,NA,NA,NA,NA
"546",2088,"Low","PineNeedle","blue oak","2022-04-04",2022-04-04,14,"pd",0.194,"leaf",169.590382902939,NA,3.0275,NA,1.123,NA,NA,NA,NA
"547",2088,"Low","PineNeedle","blue oak","2022-04-04",NA,14,"md",NA,"leaf",134.343067731308,NA,8.3937,NA,3.5818,NA,NA,NA,NA
"548",2088,"Low","PineNeedle","blue oak","2022-04-04",2022-04-04,14,"pd",0.183,"leaf",169.590382902939,NA,3.0275,NA,1.123,NA,NA,NA,NA
"549",2088,"Low","PineNeedle","blue oak","2022-04-04",2022-04-04,14,"pd",0.219,"leaf",169.590382902939,NA,3.0275,NA,1.123,NA,NA,NA,NA
"550",2088,"Low","PineNeedle","blue oak","2022-04-27",2022-04-27,17,"md",1.831,"leaf",95.7553562674817,NA,6.7886,NA,3.4679,NA,NA,NA,NA
"551",2088,"Low","PineNeedle","blue oak","2022-04-27",2022-04-27,17,"md",1.922,"leaf",95.7553562674817,NA,6.7886,NA,3.4679,NA,NA,NA,NA
"552",2088,"Low","PineNeedle","blue oak","2022-04-27",2022-04-27,17,"md",2.504,"leaf",95.7553562674817,NA,6.7886,NA,3.4679,NA,NA,NA,NA
"553",2088,"Low","PineNeedle","blue oak","2022-04-27",2022-04-27,17,"pd",0.818,"leaf",98.5981308411215,NA,2.55,NA,1.284,NA,NA,NA,NA
"554",2088,"Low","PineNeedle","blue oak","2022-04-27",2022-04-27,17,"pd",0.856,"leaf",98.5981308411215,NA,2.55,NA,1.284,NA,NA,NA,NA
"555",2088,"Low","PineNeedle","blue oak","2022-04-27",2022-04-27,17,"pd",0.853,"leaf",98.5981308411215,NA,2.55,NA,1.284,NA,NA,NA,NA
"556",2088,"Low","PineNeedle","blue oak","2022-05-25",2022-05-25,21,"md",2.855,"leaf",93.7802907915993,NA,4.0783,NA,2.1046,NA,NA,NA,NA
"557",2088,"Low","PineNeedle","blue oak","2022-05-25",2022-05-25,21,"md",2.932,"leaf",93.7802907915993,NA,4.0783,NA,2.1046,NA,NA,NA,NA
"558",2088,"Low","PineNeedle","blue oak","2022-05-25",2022-05-25,21,"pd",1.326,"leaf",93.671963677639,NA,2.73,NA,1.4096,NA,NA,NA,NA
"559",2088,"Low","PineNeedle","blue oak","2022-05-25",2022-05-25,21,"pd",1.43,"leaf",93.671963677639,NA,2.73,NA,1.4096,NA,NA,NA,NA
"560",2088,"Low","PineNeedle","blue oak","2022-05-25",2022-05-25,21,"pd",1.347,"leaf",93.671963677639,NA,2.73,NA,1.4096,NA,NA,NA,NA
"561",2089,"Low","PineNeedle","live oak","2022-03-15",2022-03-15,11,"pd",0.6,"leaf",81.0668730319688,42.9031533218485,6.7853,1.9079,3.7474,1.3351,NA,NA,NA
"562",2089,"Low","PineNeedle","live oak","2022-03-15",2022-03-15,11,"pd",1.5,"leaf",81.0668730319688,42.9031533218485,6.7853,1.9079,3.7474,1.3351,NA,NA,NA
"563",2089,"Low","PineNeedle","live oak","2022-03-15",2022-03-15,11,"pd",1.19,"leaf",81.0668730319688,42.9031533218485,6.7853,1.9079,3.7474,1.3351,NA,NA,NA
"564",2089,"Low","PineNeedle","live oak","2022-03-15",2022-03-15,11,"pd",0.32,"leaf",81.0668730319688,42.9031533218485,6.7853,1.9079,3.7474,1.3351,NA,NA,NA
"565",2089,"Low","PineNeedle","live oak","2022-03-15",2022-03-15,11,"pd",0.99,"leaf",81.0668730319688,42.9031533218485,6.7853,1.9079,3.7474,1.3351,NA,NA,NA
"566",2089,"Low","PineNeedle","live oak","2022-03-15",2022-03-15,11,"pd",0.45,"leaf",81.0668730319688,42.9031533218485,6.7853,1.9079,3.7474,1.3351,NA,NA,NA
"567",2089,"Low","PineNeedle","live oak","2022-03-15",2022-03-15,11,"pd",1.49,"leaf",81.0668730319688,42.9031533218485,6.7853,1.9079,3.7474,1.3351,NA,NA,NA
"568",2089,"Low","PineNeedle","live oak","2022-04-04",2022-04-04,14,"pd",0.16,"leaf",NA,90.4528662155992,NA,4.5882,NA,2.4091,NA,NA,NA
"569",2089,"Low","PineNeedle","live oak","2022-04-04",2022-04-04,14,"pd",0.16,"leaf",NA,91.5565362884648,NA,7.8996,NA,4.1239,NA,NA,NA
"570",2089,"Low","PineNeedle","live oak","2022-04-04",2022-04-04,14,"pd",0.27,"leaf",NA,90.4528662155992,NA,4.5882,NA,2.4091,NA,NA,NA
"571",2089,"Low","PineNeedle","live oak","2022-04-04",2022-04-04,14,"pd",0.27,"leaf",NA,91.5565362884648,NA,7.8996,NA,4.1239,NA,NA,NA
"572",2089,"Low","PineNeedle","live oak","2022-04-04",2022-04-04,14,"pd",0.25,"leaf",NA,90.4528662155992,NA,4.5882,NA,2.4091,NA,NA,NA
"573",2089,"Low","PineNeedle","live oak","2022-04-04",2022-04-04,14,"pd",0.25,"leaf",NA,91.5565362884648,NA,7.8996,NA,4.1239,NA,NA,NA
"574",2089,"Low","PineNeedle","live oak","2022-04-04",2022-04-04,14,"pd",0.271,"leaf",NA,90.4528662155992,NA,4.5882,NA,2.4091,NA,NA,NA
"575",2089,"Low","PineNeedle","live oak","2022-04-04",2022-04-04,14,"pd",0.271,"leaf",NA,91.5565362884648,NA,7.8996,NA,4.1239,NA,NA,NA
"576",2089,"Low","PineNeedle","live oak","2022-04-04",2022-04-04,14,"pd",0.15,"leaf",NA,90.4528662155992,NA,4.5882,NA,2.4091,NA,NA,NA
"577",2089,"Low","PineNeedle","live oak","2022-04-04",2022-04-04,14,"pd",0.15,"leaf",NA,91.5565362884648,NA,7.8996,NA,4.1239,NA,NA,NA
"578",2089,"Low","PineNeedle","live oak","2022-04-27",2022-04-27,17,"md",1.8,"leaf",170.932069510269,67.7685950413223,1.372,4.466,0.5064,2.662,NA,NA,NA
"579",2089,"Low","PineNeedle","live oak","2022-04-27",2022-04-27,17,"md",0.93,"leaf",170.932069510269,67.7685950413223,1.372,4.466,0.5064,2.662,NA,NA,NA
"580",2089,"Low","PineNeedle","live oak","2022-04-27",2022-04-27,17,"md",1.3,"leaf",170.932069510269,67.7685950413223,1.372,4.466,0.5064,2.662,NA,NA,NA
"581",2089,"Low","PineNeedle","live oak","2022-04-27",2022-04-27,17,"md",1.78,"leaf",170.932069510269,67.7685950413223,1.372,4.466,0.5064,2.662,NA,NA,NA
"582",2089,"Low","PineNeedle","live oak","2022-04-27",2022-04-27,17,"pd",0.878,"leaf",430.588235294118,74.450305971724,0.6314,4.1336,0.119,2.3695,NA,NA,NA
"583",2089,"Low","PineNeedle","live oak","2022-04-27",2022-04-27,17,"pd",0.789,"leaf",430.588235294118,74.450305971724,0.6314,4.1336,0.119,2.3695,NA,NA,NA
"584",2089,"Low","PineNeedle","live oak","2022-04-27",2022-04-27,17,"pd",0.847,"leaf",430.588235294118,74.450305971724,0.6314,4.1336,0.119,2.3695,NA,NA,NA
"585",2089,"Low","PineNeedle","live oak","2022-05-25",2022-05-25,21,"md",1.998,"leaf",86.7258443016019,69.7191584020762,1.8301,1.8311,0.9801,1.0789,NA,NA,NA
"586",2089,"Low","PineNeedle","live oak","2022-05-25",2022-05-25,21,"md",2.19,"leaf",86.7258443016019,69.7191584020762,1.8301,1.8311,0.9801,1.0789,NA,NA,NA
"587",2089,"Low","PineNeedle","live oak","2022-05-25",2022-05-25,21,"md",2.243,"leaf",86.7258443016019,69.7191584020762,1.8301,1.8311,0.9801,1.0789,NA,NA,NA
"588",2089,"Low","PineNeedle","live oak","2022-05-25",2022-05-25,21,"md",1.58,"leaf",86.7258443016019,69.7191584020762,1.8301,1.8311,0.9801,1.0789,NA,NA,NA
"589",2089,"Low","PineNeedle","live oak","2022-05-25",2022-05-25,21,"md",1.845,"leaf",86.7258443016019,69.7191584020762,1.8301,1.8311,0.9801,1.0789,NA,NA,NA
"590",2089,"Low","PineNeedle","live oak","2022-05-25",2022-05-25,21,"pd",0.827,"leaf",78.516228748068,66.5505226480836,2.31,2.39,1.294,1.435,NA,NA,NA
"591",2089,"Low","PineNeedle","live oak","2022-05-25",2022-05-25,21,"pd",0.908,"leaf",78.516228748068,66.5505226480836,2.31,2.39,1.294,1.435,NA,NA,NA
