site,plot,species,mpa,week,tree,time,date_wp
Chamise,Shedd,blue oak,3.224,21,2028,md,2022-05-23
Chamise,Shedd,live oak,2.571,21,2029,md,2022-05-23
Chamise,Shedd,live oak,2.469,21,2029,md,2022-05-23
Chamise,Shedd,live oak,2.736,21,2029,md,2022-05-23
Chamise,Shedd,live oak,2.446,21,2029,md,2022-05-23
Chamise,Shedd,live oak,1.899,21,2030,md,2022-05-23
Chamise,Shedd,live oak,2.08,21,2030,md,2022-05-23
Chamise,Shedd,live oak,2.016,21,2030,md,2022-05-23
Chamise,Shedd,live oak,2.1,21,2030,md,2022-05-23
Chamise,Shedd,blue oak,3.053,21,2031,md,2022-05-23
Chamise,Shedd,blue oak,2.889,21,2031,md,2022-05-23
LL,Weathertop,blue oak,3.464,21,2010,md,2022-05-23
LL,Weathertop,blue oak,3.671,21,2010,md,2022-05-23
LL,Weathertop,blue oak,3.57,21,2010,md,2022-05-23
LL,Hobbiton,blue oak,3.281,21,2009,md,2022-05-23
LL,Hobbiton,blue oak,3.271,21,2009,md,2022-05-23
LL,MiddleEarth,live oak,2.128,19,2352,md,2022-05-09
LL,MiddleEarth,live oak,2.065,19,2352,md,2022-05-09
LL,MiddleEarth,live oak,2.455,19,2352,md,2022-05-09
LL,MiddleEarth,live oak,2.443,19,2354,md,2022-05-09
LL,MiddleEarth,live oak,3.074,19,2354,md,2022-05-09
LL,MiddleEarth,live oak,2.487,19,2354,md,2022-05-09
LL,MiddleEarth,live oak,3.347,19,2354,md,2022-05-09
LL,MiddleEarth,blue oak,2.787,19,2360,md,2022-05-09
LL,MiddleEarth,blue oak,3,19,2360,md,2022-05-09
LL,MiddleEarth,blue oak,2.799,19,2360,md,2022-05-09
LL,MiddleEarth,blue oak,2.608,19,2365,md,2022-05-09
LL,MiddleEarth,blue oak,2.621,19,2365,md,2022-05-09
LL,MiddleEarth,blue oak,2.587,19,2367,md,2022-05-09
LL,MiddleEarth,blue oak,2.674,19,2367,md,2022-05-09
LL,MiddleEarth,blue oak,2.491,19,2367,md,2022-05-09
LL,MiddleEarth,blue oak,2.584,19,2369,md,2022-05-09
LL,MiddleEarth,blue oak,2.945,19,2369,md,2022-05-09
LL,MiddleEarth,blue oak,2.88,19,2369,md,2022-05-09
LL,MiddleEarth,live oak,3.781,19,2376,md,2022-05-09
LL,MiddleEarth,live oak,3.295,19,2376,md,2022-05-09
LL,MiddleEarth,live oak,3.441,19,2376,md,2022-05-09
LL,MiddleEarth,live oak,2.04,19,2377,md,2022-05-09
LL,MiddleEarth,live oak,1.721,19,2377,md,2022-05-09
LL,MiddleEarth,live oak,1.593,19,2377,md,2022-05-09
LL,MiddleEarth,live oak,1.598,19,2377,md,2022-05-09
LL,MiddleEarth,live oak,1.899,19,2377,md,2022-05-09
LL,MiddleEarth,live oak,1.788,19,2377,md,2022-05-09
LL,MiddleEarth,blue oak,2.37,19,2379,md,2022-05-09
LL,MiddleEarth,blue oak,2.448,19,2379,md,2022-05-09
LL,MiddleEarth,blue oak,2.483,19,2379,md,2022-05-09
LL,MiddleEarth,live oak,1.902,19,2380,md,2022-05-09
LL,MiddleEarth,live oak,1.791,19,2380,md,2022-05-09
LL,MiddleEarth,live oak,1.534,19,2380,md,2022-05-09
LL,Hobbiton,blue oak,2.034,19,2343,md,2022-05-09
LL,Hobbiton,blue oak,2.484,19,2343,md,2022-05-09
LL,Hobbiton,blue oak,2.308,19,2343,md,2022-05-09
LL,Hobbiton,live oak,1.204,19,2345,md,2022-05-09
LL,Hobbiton,live oak,1.233,19,2345,md,2022-05-09
LL,Hobbiton,blue oak,2.715,19,2346,md,2022-05-09
LL,Hobbiton,blue oak,2.144,19,2346,md,2022-05-09
LL,Hobbiton,blue oak,2.585,19,2346,md,2022-05-09
LL,Hobbiton,blue oak,2.987,19,2347,md,2022-05-09
LL,Hobbiton,blue oak,2.781,19,2347,md,2022-05-09
LL,Hobbiton,blue oak,2.813,19,2347,md,2022-05-09
LL,Hobbiton,blue oak,2.673,19,2375,md,2022-05-09
LL,Hobbiton,blue oak,2.404,19,2375,md,2022-05-09
LL,Hobbiton,blue oak,2.731,19,2375,md,2022-05-09
LL,Ridge,live oak,2.377,19,2331,md,2022-05-09
LL,Ridge,live oak,2.348,19,2331,md,2022-05-09
LL,Hobbiton,live oak,3.301,19,2301,md,2022-05-09
LL,Hobbiton,live oak,3.104,19,2301,md,2022-05-09
LL,Hobbiton,live oak,3.005,19,2301,md,2022-05-09
LL,Weathertop,blue oak,2.166,19,2370,md,2022-05-09
LL,Weathertop,blue oak,2.566,19,2370,md,2022-05-09
LL,Weathertop,blue oak,2.304,19,2370,md,2022-05-09
LL,Weathertop,blue oak,2.271,19,2371,md,2022-05-09
LL,Weathertop,blue oak,2.052,19,2371,md,2022-05-09
LL,Weathertop,blue oak,2.571,19,2371,md,2022-05-09
LL,Weathertop,blue oak,1.972,19,2372,md,2022-05-09
LL,Weathertop,blue oak,1.981,19,2372,md,2022-05-09
LL,Weathertop,blue oak,2.482,19,2382,md,2022-05-09
LL,Weathertop,blue oak,2.691,19,2382,md,2022-05-09
LL,Weathertop,blue oak,3.297,19,2382,md,2022-05-09
LL,Weathertop,blue oak,2.699,19,2382,md,2022-05-09
LL,Weathertop,blue oak,2.465,19,2383,md,2022-05-09
LL,Weathertop,blue oak,2.495,19,2383,md,2022-05-09
LL,Weathertop,blue oak,2.291,19,2384,md,2022-05-09
LL,Weathertop,blue oak,2.3,19,2384,md,2022-05-09
LL,Weathertop,blue oak,2.342,19,2384,md,2022-05-09
Cucu Mesa,High,blue oak,2.681,19,2005,md,2022-05-09
Cucu Mesa,High,blue oak,2.401,19,2005,md,2022-05-09
Cucu Mesa,High,blue oak,2.388,19,2005,md,2022-05-09
Cucu Mesa,High,blue oak,2.433,19,2006,md,2022-05-09
Cucu Mesa,High,blue oak,2.278,19,2006,md,2022-05-09
Cucu Mesa,High,blue oak,2.371,19,2006,md,2022-05-09
Cucu Mesa,High,blue oak,2.266,19,2007,md,2022-05-09
Cucu Mesa,High,blue oak,2.168,19,2007,md,2022-05-09
Cucu Mesa,High,blue oak,2.279,19,2007,md,2022-05-09
Cucu Mesa,High,LEU,3.62,19,20,md,2022-05-09
Cucu Mesa,High,LEU,3.63,19,20,md,2022-05-09
Cucu Mesa,High,LEU,3.65,19,20,md,2022-05-09
Cucu Mesa,High,ARCA,4.112,19,12,md,2022-05-09
Cucu Mesa,High,ARCA,4.888,19,12,md,2022-05-09
Cucu Mesa,High,ARCA,4.818,19,12,md,2022-05-09
Cucu Mesa,High,ARCA,4.42,19,12,md,2022-05-09
Cucu Mesa,High,ARCA,4.832,19,12,md,2022-05-09
Cucu Mesa,High,ARCA,4.172,19,12,md,2022-05-09
PineNeedle,Low,live oak,2.161,19,2093,md,2022-05-09
PineNeedle,Low,live oak,1.709,19,2093,md,2022-05-09
PineNeedle,Low,live oak,1.764,19,2093,md,2022-05-09
PineNeedle,Low,live oak,1.942,19,2093,md,2022-05-09
PineNeedle,Low,live oak,1.701,19,2093,md,2022-05-09
PineNeedle,Low,live oak,1.719,19,2093,md,2022-05-09
PineNeedle,Low,live oak,1.195,19,2092,md,2022-05-09
PineNeedle,Low,live oak,1.371,19,2092,md,2022-05-09
PineNeedle,Low,live oak,1.172,19,2092,md,2022-05-09
PineNeedle,Low,live oak,1.372,19,2092,md,2022-05-09
PineNeedle,Low,live oak,2.512,19,2092,md,2022-05-09
PineNeedle,Low,live oak,1.081,19,2092,md,2022-05-09
PineNeedle,Low,live oak,1.484,19,2092,md,2022-05-09
PineNeedle,Low,live oak,1.3,19,2091,md,2022-05-09
PineNeedle,Low,live oak,1.281,19,2091,md,2022-05-09
PineNeedle,Low,live oak,1.302,19,2091,md,2022-05-09
PineNeedle,Low,blue oak,2.164,19,2090,md,2022-05-09
PineNeedle,Low,blue oak,1.987,19,2090,md,2022-05-09
PineNeedle,Low,blue oak,1.866,19,2090,md,2022-05-09
PineNeedle,Low,live oak,1.352,19,2089,md,2022-05-09
PineNeedle,Low,live oak,1.139,19,2089,md,2022-05-09
PineNeedle,Low,live oak,1.437,19,2089,md,2022-05-09
PineNeedle,Low,blue oak,1.374,19,2088,md,2022-05-09
PineNeedle,Low,blue oak,1.743,19,2088,md,2022-05-09
PineNeedle,Low,blue oak,1.841,19,2088,md,2022-05-09
PineNeedle,Low,blue oak,1.701,19,2087,md,2022-05-09
PineNeedle,Low,blue oak,1.778,19,2087,md,2022-05-09
PineNeedle,Low,blue oak,2.11,19,2086,md,2022-05-09
PineNeedle,Low,blue oak,2.281,19,2086,md,2022-05-09
PineNeedle,Low,blue oak,2.332,19,2086,md,2022-05-09
PineNeedle,Low,blue oak,2.182,19,2085,md,2022-05-09
PineNeedle,Low,blue oak,2.372,19,2085,md,2022-05-09
PineNeedle,Low,blue oak,2.332,19,2085,md,2022-05-09
Chamise,Chamise,blue oak,2.37,19,2020,md,2022-05-09
Chamise,Chamise,blue oak,2.256,19,2020,md,2022-05-09
Chamise,Chamise,blue oak,2.041,19,2020,md,2022-05-09
Chamise,Chamise,blue oak,2.214,19,2020,md,2022-05-09
Chamise,Chamise,blue oak,2.144,19,2021,md,2022-05-09
Chamise,Chamise,blue oak,2.04,19,2021,md,2022-05-09
Chamise,Chamise,live oak,2.091,19,2022,md,2022-05-09
Chamise,Chamise,live oak,2.035,19,2022,md,2022-05-09
Chamise,Chamise,live oak,1.971,19,2023,md,2022-05-09
Chamise,Chamise,live oak,1.688,19,2023,md,2022-05-09
Chamise,Chamise,live oak,1.888,19,2023,md,2022-05-09
Chamise,Chamise,blue oak,2.159,19,2024,md,2022-05-09
Chamise,Chamise,blue oak,2.312,19,2024,md,2022-05-09
Chamise,Chamise,blue oak,2.151,19,2024,md,2022-05-09
Chamise,Chamise,blue oak,1.947,19,2025,md,2022-05-09
Chamise,Chamise,blue oak,1.962,19,2025,md,2022-05-09
Chamise,Shedd,blue oak,2.591,19,2026,md,2022-05-09
Chamise,Shedd,blue oak,2.787,19,2026,md,2022-05-09
Chamise,Shedd,blue oak,2.52,19,2026,md,2022-05-09
Chamise,Shedd,blue oak,2.21,19,2027,md,2022-05-09
Chamise,Shedd,blue oak,2.701,19,2027,md,2022-05-09
Chamise,Shedd,blue oak,2.621,19,2027,md,2022-05-09
Chamise,Shedd,blue oak,2.113,19,2028,md,2022-05-09
Chamise,Shedd,blue oak,2.007,19,2028,md,2022-05-09
Chamise,Shedd,blue oak,2.102,19,2028,md,2022-05-09
Chamise,Shedd,live oak,2.05,19,2029,md,2022-05-09
Chamise,Shedd,live oak,2.153,19,2029,md,2022-05-09
Chamise,Shedd,live oak,1.384,19,2029,md,2022-05-09
Chamise,Shedd,live oak,2.225,19,2029,md,2022-05-09
Chamise,Shedd,live oak,2.191,19,2029,md,2022-05-09
Chamise,Shedd,live oak,1.954,19,2030,md,2022-05-09
Chamise,Shedd,live oak,2.165,19,2030,md,2022-05-09
Chamise,Shedd,live oak,1.592,19,2030,md,2022-05-09
Chamise,Shedd,live oak,1.737,19,2030,md,2022-05-09
Chamise,Shedd,live oak,2.008,19,2030,md,2022-05-09
Chamise,Shedd,blue oak,3.149,19,2031,md,2022-05-09
Chamise,Shedd,blue oak,2.851,19,2031,md,2022-05-09
Chamise,Shedd,blue oak,2.643,19,2031,md,2022-05-09
Chamise,Shedd,blue oak,2.501,19,2031,md,2022-05-09
Cucu Mesa,Low,blue oak,2.549,19,2012,md,2022-05-09
Cucu Mesa,Low,blue oak,2.352,19,2012,md,2022-05-09
Cucu Mesa,Low,blue oak,2.469,19,2012,md,2022-05-09
Cucu Mesa,Low,blue oak,2.224,19,2013,md,2022-05-09
Cucu Mesa,Low,blue oak,2.348,19,2013,md,2022-05-09
Cucu Mesa,Low,blue oak,1.765,19,2013,md,2022-05-09
Cucu Mesa,Low,blue oak,2.514,19,2015,md,2022-05-09
Cucu Mesa,Low,blue oak,2.551,19,2015,md,2022-05-09
Cucu Mesa,Low,blue oak,2.564,19,1478,md,2022-05-09
Cucu Mesa,Low,blue oak,2.506,19,1478,md,2022-05-09
LL,Weathertop,blue oak,2.285,19,2011,md,2022-05-09
LL,Weathertop,blue oak,2.318,19,2011,md,2022-05-09
LL,Weathertop,blue oak,2.278,19,2010,md,2022-05-09
LL,Weathertop,blue oak,2.292,19,2010,md,2022-05-09
LL,Hobbiton,blue oak,2.985,19,2009,md,2022-05-09
LL,Hobbiton,blue oak,2.849,19,2009,md,2022-05-09
LL,Hobbiton,blue oak,2.685,19,2009,md,2022-05-09
NA,NA,blue oak,2.038,19,2084,md,2022-05-09
NA,NA,blue oak,1.985,19,2084,md,2022-05-09
NA,NA,blue oak,2.082,19,2084,md,2022-05-09
LL,MiddleEarth,live oak,2.24,18,2352,md,2022-05-04
LL,MiddleEarth,live oak,1.973,18,2352,md,2022-05-04
LL,MiddleEarth,live oak,1.906,18,2352,md,2022-05-04
LL,MiddleEarth,live oak,2.078,18,2352,md,2022-05-04
LL,MiddleEarth,live oak,2.568,18,2354,md,2022-05-04
LL,MiddleEarth,live oak,2.842,18,2354,md,2022-05-04
LL,MiddleEarth,live oak,2.712,18,2354,md,2022-05-04
LL,MiddleEarth,blue oak,2.843,18,2360,md,2022-05-04
LL,MiddleEarth,blue oak,3.014,18,2360,md,2022-05-04
LL,MiddleEarth,blue oak,3.052,18,2360,md,2022-05-04
LL,MiddleEarth,blue oak,2.608,18,2365,md,2022-05-04
LL,MiddleEarth,blue oak,2.621,18,2365,md,2022-05-04
LL,MiddleEarth,blue oak,2.676,18,2365,md,2022-05-04
LL,MiddleEarth,blue oak,3.056,18,2365,md,2022-05-04
LL,MiddleEarth,blue oak,3,18,2365,md,2022-05-04
LL,MiddleEarth,blue oak,2.587,18,2367,md,2022-05-04
LL,MiddleEarth,blue oak,2.674,18,2367,md,2022-05-04
LL,MiddleEarth,blue oak,2.491,18,2367,md,2022-05-04
LL,MiddleEarth,blue oak,3.6,18,2367,md,2022-05-04
LL,MiddleEarth,blue oak,3.25,18,2367,md,2022-05-04
LL,MiddleEarth,blue oak,3.21,18,2367,md,2022-05-04
LL,MiddleEarth,blue oak,3.02,18,2367,md,2022-05-04
LL,MiddleEarth,blue oak,2.584,18,2369,md,2022-05-04
LL,MiddleEarth,blue oak,2.945,18,2369,md,2022-05-04
LL,MiddleEarth,blue oak,2.88,18,2369,md,2022-05-04
LL,MiddleEarth,blue oak,3.18,18,2369,md,2022-05-04
LL,MiddleEarth,blue oak,3.221,18,2369,md,2022-05-04
LL,MiddleEarth,blue oak,3.403,18,2369,md,2022-05-04
LL,MiddleEarth,live oak,2.926,18,2376,md,2022-05-04
LL,MiddleEarth,live oak,3.034,18,2376,md,2022-05-04
LL,MiddleEarth,live oak,2.113,18,2377,md,2022-05-04
LL,MiddleEarth,live oak,1.987,18,2377,md,2022-05-04
LL,MiddleEarth,live oak,2.158,18,2377,md,2022-05-04
LL,MiddleEarth,live oak,1.923,18,2377,md,2022-05-04
LL,MiddleEarth,live oak,2.669,18,2377,md,2022-05-04
LL,MiddleEarth,live oak,1.971,18,2377,md,2022-05-04
LL,MiddleEarth,live oak,1.887,18,2377,md,2022-05-04
LL,MiddleEarth,blue oak,2.945,18,2378,md,2022-05-04
LL,MiddleEarth,blue oak,1.987,18,2378,md,2022-05-04
LL,MiddleEarth,blue oak,3.032,18,2379,md,2022-05-04
LL,MiddleEarth,blue oak,2.738,18,2379,md,2022-05-04
LL,MiddleEarth,blue oak,3.063,18,2379,md,2022-05-04
LL,MiddleEarth,blue oak,2.962,18,2379,md,2022-05-04
LL,MiddleEarth,live oak,2.422,18,2380,md,2022-05-04
LL,MiddleEarth,live oak,2.142,18,2380,md,2022-05-04
LL,MiddleEarth,live oak,2.687,18,2380,md,2022-05-04
LL,MiddleEarth,live oak,2.326,18,2380,md,2022-05-04
LL,MiddleEarth,live oak,2.301,18,2380,md,2022-05-04
LL,Hobbiton,blue oak,2.034,18,2343,md,2022-05-04
LL,Hobbiton,blue oak,2.484,18,2343,md,2022-05-04
LL,Hobbiton,blue oak,2.308,18,2343,md,2022-05-04
LL,Hobbiton,blue oak,2.671,18,2343,md,2022-05-04
LL,Hobbiton,blue oak,2.667,18,2343,md,2022-05-04
LL,Hobbiton,blue oak,2.84,18,2343,md,2022-05-04
LL,Hobbiton,live oak,1.204,18,2345,md,2022-05-04
LL,Hobbiton,live oak,1.233,18,2345,md,2022-05-04
LL,Hobbiton,live oak,2.064,18,2345,md,2022-05-04
LL,Hobbiton,live oak,1.48,18,2345,md,2022-05-04
LL,Hobbiton,live oak,1.44,18,2345,md,2022-05-04
LL,Hobbiton,live oak,1.45,18,2345,md,2022-05-04
LL,Hobbiton,live oak,1.7,18,2345,md,2022-05-04
LL,Hobbiton,blue oak,2.222,18,2346,md,2022-05-04
LL,Hobbiton,blue oak,2.29,18,2346,md,2022-05-04
LL,Hobbiton,blue oak,2.301,18,2346,md,2022-05-04
LL,Hobbiton,blue oak,2.987,18,2347,md,2022-05-04
LL,Hobbiton,blue oak,2.781,18,2347,md,2022-05-04
LL,Hobbiton,blue oak,2.813,18,2347,md,2022-05-04
LL,Hobbiton,blue oak,3.01,18,2347,md,2022-05-04
LL,Hobbiton,blue oak,2.59,18,2347,md,2022-05-04
LL,Hobbiton,blue oak,3.019,18,2347,md,2022-05-04
LL,Hobbiton,blue oak,2.91,18,2347,md,2022-05-04
LL,Hobbiton,blue oak,3.19,18,2375,md,2022-05-04
LL,Hobbiton,blue oak,3.014,18,2375,md,2022-05-04
LL,Hobbiton,blue oak,3.28,18,2375,md,2022-05-04
LL,Ridge,live oak,2.95,18,2331,md,2022-05-04
LL,Ridge,live oak,2.76,18,2331,md,2022-05-04
LL,Ridge,live oak,3.09,18,2331,md,2022-05-04
LL,Hobbiton,live oak,3.21,18,2301,md,2022-05-04
LL,Hobbiton,live oak,3.2,18,2301,md,2022-05-04
LL,Hobbiton,live oak,3.17,18,2301,md,2022-05-04
LL,Weathertop,blue oak,2.709,18,2370,md,2022-05-04
LL,Weathertop,blue oak,2.774,18,2370,md,2022-05-04
LL,Weathertop,blue oak,2.568,18,2370,md,2022-05-04
LL,Weathertop,blue oak,3.051,18,2371,md,2022-05-04
LL,Weathertop,blue oak,3.067,18,2371,md,2022-05-04
LL,Weathertop,blue oak,2.805,18,2371,md,2022-05-04
LL,Weathertop,blue oak,3.871,18,2372,md,2022-05-04
LL,Weathertop,blue oak,3.382,18,2372,md,2022-05-04
LL,Weathertop,blue oak,3.665,18,2372,md,2022-05-04
LL,Weathertop,blue oak,3.39,18,2372,md,2022-05-04
LL,Weathertop,blue oak,3.239,18,2372,md,2022-05-04
LL,Weathertop,blue oak,3.567,18,2372,md,2022-05-04
LL,Weathertop,blue oak,2.4,18,2381,md,2022-05-04
LL,Weathertop,blue oak,2.5,18,2381,md,2022-05-04
LL,Weathertop,blue oak,2.62,18,2381,md,2022-05-04
LL,Weathertop,blue oak,2.9,18,2381,md,2022-05-04
LL,Weathertop,blue oak,2.8,18,2381,md,2022-05-04
LL,Weathertop,blue oak,2.65,18,2381,md,2022-05-04
LL,Weathertop,blue oak,2.339,18,2382,md,2022-05-04
LL,Weathertop,blue oak,2.245,18,2382,md,2022-05-04
LL,Weathertop,blue oak,2.553,18,2382,md,2022-05-04
LL,Weathertop,blue oak,2.25,18,2383,md,2022-05-04
LL,Weathertop,blue oak,2.29,18,2383,md,2022-05-04
LL,Weathertop,blue oak,2.17,18,2383,md,2022-05-04
LL,Weathertop,blue oak,3.157,18,2384,md,2022-05-04
LL,Weathertop,blue oak,2.714,18,2384,md,2022-05-04
LL,Weathertop,blue oak,2.624,18,2384,md,2022-05-04
LL,Weathertop,blue oak,2.902,18,2384,md,2022-05-04
LL,Weathertop,blue oak,2.95,18,2011,md,2022-05-04
LL,Weathertop,blue oak,3.45,18,2011,md,2022-05-04
LL,Weathertop,blue oak,3.1,18,2011,md,2022-05-04
LL,Weathertop,blue oak,2.92,18,2011,md,2022-05-04
LL,Weathertop,blue oak,2.447,18,2010,md,2022-05-04
LL,Weathertop,blue oak,2.669,18,2010,md,2022-05-04
LL,Weathertop,blue oak,2.124,18,2010,md,2022-05-04
LL,Weathertop,blue oak,2.549,18,2010,md,2022-05-04
LL,Hobbiton,blue oak,2.785,18,2009,md,2022-05-04
LL,Hobbiton,blue oak,2.86,18,2009,md,2022-05-04
LL,Hobbiton,blue oak,3.134,18,2009,md,2022-05-04
LL,Hobbiton,blue oak,3.071,18,2009,md,2022-05-04
LL,Hobbiton,blue oak,2.921,18,2009,md,2022-05-04
LL,MiddleEarth,blue oak,3,17,2365,md,2022-04-25
LL,MiddleEarth,blue oak,3.25,17,2365,md,2022-04-25
LL,MiddleEarth,blue oak,3.3,17,2365,md,2022-04-25
LL,MiddleEarth,blue oak,2.662,17,2367,md,2022-04-25
LL,MiddleEarth,blue oak,2.384,17,2367,md,2022-04-25
LL,MiddleEarth,blue oak,3.092,17,2367,md,2022-04-25
LL,MiddleEarth,blue oak,3.3,17,2369,md,2022-04-25
LL,MiddleEarth,blue oak,3.35,17,2369,md,2022-04-25
LL,Hobbiton,blue oak,2.782,17,2343,md,2022-04-25
LL,Hobbiton,blue oak,2.634,17,2343,md,2022-04-25
LL,Hobbiton,blue oak,2.748,17,2343,md,2022-04-25
LL,Hobbiton,blue oak,2.207,17,2346,md,2022-04-25
LL,Hobbiton,blue oak,2.29,17,2346,md,2022-04-25
LL,Hobbiton,blue oak,2.136,17,2346,md,2022-04-25
LL,Hobbiton,blue oak,2.554,17,2347,md,2022-04-25
LL,Hobbiton,blue oak,2.43,17,2347,md,2022-04-25
LL,Hobbiton,blue oak,2.143,17,2347,md,2022-04-25
LL,Hobbiton,blue oak,2.204,17,2347,md,2022-04-25
Cucu Mesa,High,blue oak,2.518,17,2004,md,2022-04-25
Cucu Mesa,High,blue oak,2.6,17,2004,md,2022-04-25
Cucu Mesa,High,blue oak,2.744,17,2004,md,2022-04-25
Cucu Mesa,High,blue oak,2.503,17,2005,md,2022-04-25
Cucu Mesa,High,blue oak,2.867,17,2005,md,2022-04-25
Cucu Mesa,High,blue oak,2.829,17,2005,md,2022-04-25
Cucu Mesa,High,blue oak,2.638,17,2006,md,2022-04-25
Cucu Mesa,High,blue oak,2.778,17,2006,md,2022-04-25
Cucu Mesa,High,blue oak,2.735,17,2006,md,2022-04-25
Cucu Mesa,High,blue oak,2.261,17,2007,md,2022-04-25
Cucu Mesa,High,blue oak,2.664,17,2007,md,2022-04-25
Cucu Mesa,High,blue oak,2.354,17,2007,md,2022-04-25
PineNeedle,Low,live oak,1.843,17,2093,md,2022-04-25
PineNeedle,Low,live oak,2.034,17,2093,md,2022-04-25
PineNeedle,Low,live oak,1.75,17,2093,md,2022-04-25
PineNeedle,Low,live oak,1.223,17,2092,md,2022-04-25
PineNeedle,Low,live oak,2.123,17,2092,md,2022-04-25
PineNeedle,Low,live oak,2.883,17,2092,md,2022-04-25
PineNeedle,Low,live oak,1.994,17,2092,md,2022-04-25
PineNeedle,Low,live oak,2.445,17,2092,md,2022-04-25
PineNeedle,Low,live oak,2.073,17,2092,md,2022-04-25
PineNeedle,Low,live oak,2.183,17,2091,md,2022-04-25
PineNeedle,Low,live oak,1.978,17,2091,md,2022-04-25
PineNeedle,Low,live oak,1.901,17,2091,md,2022-04-25
PineNeedle,Low,blue oak,2.231,17,2090,md,2022-04-25
PineNeedle,Low,blue oak,2.257,17,2090,md,2022-04-25
PineNeedle,Low,live oak,0.93,17,2089,md,2022-04-25
PineNeedle,Low,live oak,1.3,17,2089,md,2022-04-25
PineNeedle,Low,live oak,1.78,17,2089,md,2022-04-25
PineNeedle,Low,live oak,1.8,17,2089,md,2022-04-25
PineNeedle,Low,blue oak,2.504,17,2088,md,2022-04-25
PineNeedle,Low,blue oak,1.831,17,2088,md,2022-04-25
PineNeedle,Low,blue oak,1.922,17,2088,md,2022-04-25
PineNeedle,Low,blue oak,2.34,17,2087,md,2022-04-25
PineNeedle,Low,blue oak,2.253,17,2087,md,2022-04-25
PineNeedle,Low,blue oak,2.389,17,2087,md,2022-04-25
PineNeedle,Low,blue oak,1.965,17,2086,md,2022-04-25
PineNeedle,Low,blue oak,1.874,17,2086,md,2022-04-25
PineNeedle,Low,blue oak,2.144,17,2086,md,2022-04-25
PineNeedle,Low,blue oak,2.188,17,2085,md,2022-04-25
PineNeedle,Low,blue oak,2.233,17,2085,md,2022-04-25
PineNeedle,Low,blue oak,2.211,17,2085,md,2022-04-25
Chamise,Chamise,blue oak,1.681,17,2020,md,2022-04-25
Chamise,Chamise,blue oak,1.789,17,2020,md,2022-04-25
Chamise,Chamise,blue oak,1.873,17,2020,md,2022-04-25
Chamise,Chamise,blue oak,2.195,17,2021,md,2022-04-25
Chamise,Chamise,blue oak,2.043,17,2021,md,2022-04-25
Chamise,Chamise,blue oak,2.189,17,2021,md,2022-04-25
Chamise,Chamise,live oak,1.884,17,2022,md,2022-04-25
Chamise,Chamise,live oak,1.673,17,2022,md,2022-04-25
Chamise,Chamise,live oak,2.271,17,2022,md,2022-04-25
Chamise,Chamise,live oak,2.631,17,2023,md,2022-04-25
Chamise,Chamise,live oak,2.435,17,2023,md,2022-04-25
Chamise,Chamise,live oak,2.217,17,2023,md,2022-04-25
Chamise,Chamise,blue oak,1.958,17,2024,md,2022-04-25
Chamise,Chamise,blue oak,1.881,17,2024,md,2022-04-25
Chamise,Chamise,blue oak,1.774,17,2024,md,2022-04-25
Chamise,Chamise,blue oak,1.416,17,2025,md,2022-04-25
Chamise,Chamise,blue oak,1.325,17,2025,md,2022-04-25
Chamise,Chamise,blue oak,1.543,17,2025,md,2022-04-25
Chamise,Shedd,blue oak,3.051,17,2026,md,2022-04-25
Chamise,Shedd,blue oak,2.842,17,2026,md,2022-04-25
Chamise,Shedd,blue oak,3.054,17,2026,md,2022-04-25
Chamise,Shedd,blue oak,2.518,17,2027,md,2022-04-25
Chamise,Shedd,blue oak,2.735,17,2027,md,2022-04-25
Chamise,Shedd,blue oak,2.743,17,2027,md,2022-04-25
Chamise,Shedd,blue oak,2.089,17,2028,md,2022-04-25
Chamise,Shedd,blue oak,2.07,17,2028,md,2022-04-25
Chamise,Shedd,live oak,1.917,17,2029,md,2022-04-25
Chamise,Shedd,live oak,2.189,17,2029,md,2022-04-25
Chamise,Shedd,live oak,1.854,17,2029,md,2022-04-25
Chamise,Shedd,live oak,3.205,17,2030,md,2022-04-25
Chamise,Shedd,live oak,2.927,17,2030,md,2022-04-25
Chamise,Shedd,live oak,2.779,17,2030,md,2022-04-25
Chamise,Shedd,blue oak,1.651,17,2031,md,2022-04-25
Chamise,Shedd,blue oak,1.723,17,2031,md,2022-04-25
Chamise,Shedd,blue oak,2.245,17,2031,md,2022-04-25
Cucu Mesa,Low,blue oak,2.541,17,2012,md,2022-04-25
Cucu Mesa,Low,blue oak,2.535,17,2012,md,2022-04-25
Cucu Mesa,Low,blue oak,2.434,17,2012,md,2022-04-25
Cucu Mesa,Low,blue oak,2.411,17,2013,md,2022-04-25
Cucu Mesa,Low,blue oak,2.201,17,2013,md,2022-04-25
Cucu Mesa,Low,blue oak,2.258,17,2013,md,2022-04-25
Cucu Mesa,Low,blue oak,2.816,17,2015,md,2022-04-25
Cucu Mesa,Low,blue oak,2.702,17,2015,md,2022-04-25
Cucu Mesa,Low,blue oak,2.675,17,2015,md,2022-04-25
Cucu Mesa,Low,blue oak,2.401,17,1478,md,2022-04-25
Cucu Mesa,Low,blue oak,1.991,17,1478,md,2022-04-25
Cucu Mesa,Low,blue oak,2.271,17,1478,md,2022-04-25
NA,NA,blue oak,1.651,17,2032,md,2022-04-25
NA,NA,blue oak,1.723,17,2032,md,2022-04-25
