"","tree_id","branch","species","year","week","...6","file","day","notes_leaf_area","more_notes_leaf_area","area_cm2","date_leaf_area","year_leaf_area","sub_branch","lwm_g","ldm_g","swm_g","sdm_g","l_cm","d_mm","length_new_cm","notes","date_alas","area_mm2","lma_g_cm2","d_cm","r_mm","r_cm","area_stem_mm2","alas_cm2_per_mm2","sla_cm_g"
"407","2030","1","L",0,17,487,"txt",27,NA,NA,38.54,2022-04-27,0,NA,0.9927,0.5338,0.0349,0.019,0.921,1.225,0.921,NA,2022-04-27,385.4,0.0138505448884276,0.1225,1.225,0.06125,4.71435247579318,8.17503574412214,72.1993255901086
"408","2030","1","L",0,21,496,"txt",23,NA,NA,46.283,2022-05-23,0,NA,1.417,0.707,0.141,0.064,3.63,1.1575,3.63,NA,2022-05-23,462.83,0.0152755871486291,0.11575,1.1575,0.057875,4.20912547223369,10.9958708300132,65.4639321074965
"409","2030","1","L",0,29,499,"txt",19,NA,NA,32.885,2022-07-19,0,NA,0.965,0.596,0.105,0.066,2.55,1.295,2.55,NA,2022-07-19,328.85,0.0181237646343318,0.1295,1.295,0.06475,5.26852941988642,6.24177970343552,55.1761744966443
"410","2030","1","L",0,37,843,"csv",12,NA,NA,15.776,2022-09-12,0,"b",0.7013,0.4028,0.0217,0.0175,18.74,0.815,NA,NA,2022-09-12,157.76,0.0255324543610548,0.0815,0.815,0.04075,2.08672438033068,7.56017428497193,39.1658391261172
"411","2030","1","L",0,37,843,"csv",12,NA,NA,15.776,2022-09-12,0,NA,0.4289,0.257,0.0421,0.028,14.25,1.04,NA,NA,2022-09-12,157.76,0.0162905679513185,0.104,1.04,0.052,3.39794661412272,4.64280396120144,61.3852140077821
"412","2030","1","L",1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.351,0.192,0.024,0.01,1.07,0.63,1.07,NA,2022-04-04,NA,NA,0.063,0.63,0.0315,1.24689812420979,NA,NA
"413","2030","1","L",1,17,488,"txt",27,NA,NA,9.849,2022-04-27,1,NA,0.3407,0.2037,0.0955,0.0538,2.488,1.78,2.488,NA,2022-04-27,98.49,0.020682302771855,0.178,1.78,0.089,9.9538221636339,0.989469154470444,48.3505154639175
"414","2030","1","L",1,29,500,"txt",19,NA,NA,26.182,2022-07-19,1,NA,0.75,0.477,0.164,0.107,4.58,1.585,4.58,NA,2022-07-19,261.82,0.0182186234817814,0.1585,1.585,0.07925,7.89238760416462,3.31737381805531,54.8888888888889
"415","2030","1","L",1,37,NA,NA,NA,NA,NA,NA,NA,NA,"a",0.842,0.4943,0.0497,0.0335,25.85,1.1,NA,NA,2022-09-12,NA,NA,0.11,1.1,0.055,3.80132711084365,NA,NA
"416","2030","1","L",1,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0756,0.0483,20.62,1.1325,NA,"No leaves, length in mm",2022-09-12,NA,NA,0.11325,1.1325,0.056625,4.02926929281567,NA,NA
"417","2030","11","L",0,37,844,"csv",12,NA,NA,31.509,2022-09-12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315.09,NA,NA,NA,NA,NA,NA,NA
"418","2030","12","L",0,37,845,"csv",12,NA,NA,29.437,2022-09-12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294.37,NA,NA,NA,NA,NA,NA,NA
"419","2030","2","L",0,17,489,"txt",27,NA,NA,45.454,2022-04-27,0,NA,1.1271,0.6017,0.0577,0.0309,1.275,1.37,1.275,NA,2022-04-27,454.54,0.0132375588507062,0.137,1.37,0.0685,5.89645525152268,7.70869922030903,75.5426292172179
"420","2030","2","L",0,21,497,"txt",23,NA,NA,25.369,2022-05-23,0,NA,0.758,0.367,0.101,0.047,3.35,1.0975,3.35,NA,2022-05-23,253.69,0.0144664748314872,0.10975,1.0975,0.054875,3.78406798620299,6.70416073191533,69.125340599455
"421","2030","2","L",0,37,846,"csv",12,NA,NA,12.275,2022-09-12,0,NA,0.3979,0.2491,0.0841,0.0591,22.8,0.8633333333,NA,NA,2022-09-12,122.75,0.0202932790224033,0.08633333333,0.8633333333,0.043166666665,2.34156863087982,5.24221235206239,49.2773986350863
"422","2030","2","L",1,14,495,"txt",4,NA,NA,7.144,2022-04-04,1,NA,0.198,0.107,0.018,0.006,0.86,0.5725,0.86,NA,2022-04-04,71.44,0.0149776035834267,0.05725,0.5725,0.028625,1.02967662716814,6.9381005759524,66.7663551401869
"423","2030","2","L",1,17,490,"txt",27,NA,NA,27.946,2022-04-27,1,NA,0.9081,0.5248,0.1651,0.0981,2.546,1.6625,2.546,NA,2022-04-27,279.46,0.0187790739282903,0.16625,1.6625,0.083125,8.68306757021091,3.21844783240829,53.250762195122
"424","2030","2","L",1,29,501,"txt",19,NA,NA,35.775,2022-07-19,1,NA,1.014,0.653,0.165,0.103,5.07,1.4075,5.07,NA,2022-07-19,357.75,0.0182529699510832,0.14075,1.4075,0.070375,6.22367176134814,5.74821445793127,54.7856049004594
"425","2030","3","L",0,17,491,"txt",27,NA,NA,31.825,2022-04-27,0,NA,0.8375,0.4597,0.0427,0.0235,1.847,0.945,1.847,NA,2022-04-27,318.25,0.0144446190102121,0.0945,0.945,0.04725,2.80552077947202,11.3437049666013,69.2299325647161
"426","2030","3","L",0,29,502,"txt",19,NA,NA,39.551,2022-07-19,0,NA,1.179,0.768,0.152,0.098,4.62,1.365,4.62,NA,2022-07-19,395.51,0.0194179666759374,0.1365,1.365,0.06825,5.85349397198484,6.75681912192843,51.4986979166667
"427","2030","3","L",1,14,494,"txt",4,NA,NA,41.089,2022-04-04,1,NA,1.212,0.67,0.081,0.04,2.4,1.065,2.4,NA,2022-04-04,410.89,0.0163060673172869,0.1065,1.065,0.05325,3.56327292751788,11.5312525410794,61.3268656716418
"428","2030","3","L",1,17,492,"txt",27,NA,NA,22.598,2022-04-27,1,NA,0.8606,0.535,0.2396,0.1169,3.829,1.6775,3.829,NA,2022-04-27,225.98,0.0236746614744668,0.16775,1.6775,0.083875,8.84046136215576,2.55620143273715,42.2392523364486
"429","2030","3","L",1,21,498,"txt",23,NA,NA,21.937,2022-05-23,1,NA,0.826,0.476,0.088,0.047,2.52,1.255,2.52,NA,2022-05-23,219.37,0.021698500250718,0.1255,1.255,0.06275,4.94808696922026,4.43343056346015,46.0861344537815
"430","2030","3","L",2,17,493,"txt",27,NA,NA,34.198,2022-04-27,2,NA,1.0969,0.6789,0.3361,0.2084,4.526,2.1225,4.526,NA,2022-04-27,341.98,0.0198520381308848,0.21225,2.1225,0.106125,14.1528945393761,2.41632550181551,50.3726616585653
"431","2031","1","B",0,14,201,"txt",4,NA,NA,46.243,2022-04-04,0,NA,1.398,0.732,0.123,0.06,1.97,1.355,1.97,NA,2022-04-04,462.43,0.0158294228315637,0.1355,1.355,0.06775,5.7680426518072,8.01710437864247,63.1734972677596
"432","2031","1","B",0,17,198,"txt",27,NA,NA,26.292,2022-04-27,0,NA,0.7037,0.3652,0.0709,0.0382,1.664,1.3325,1.664,NA,2022-04-27,262.92,0.0138901567016583,0.13325,1.3325,0.066625,5.57807447103544,4.71345446112689,71.9934282584885
"433","2031","1","B",0,29,204,"txt",19,NA,NA,19.296,2022-07-19,0,NA,0.46,0.275,0.039,0.025,0.94,1.1575,0.94,NA,2022-07-19,192.96,0.0142516583747927,0.11575,1.1575,0.057875,4.20912547223369,4.58432520657552,70.1672727272727
"434","2031","1","B",0,37,782,"csv",12,NA,NA,10.883,2022-09-12,0,NA,0.03,0.0222,0.0799,0.0467,22.46,1.125,NA,"Had one leaf",2022-09-12,108.83,0.00203987870991455,0.1125,1.125,0.05625,3.97607820219958,2.73711920303265,490.225225225225
"435","2031","1","B",0,37,782,"csv",12,NA,NA,10.883,2022-09-12,0,NA,0.2654,0.1607,0.0677,0.0445,15.56,2.025,NA,NA,2022-09-12,108.83,0.0147661490397868,0.2025,2.025,0.10125,12.8824933751266,0.844789877479212,67.7224642190417
"436","2031","1","B",0,37,781,"csv",12,"1",NA,1.691,2022-09-12,0,NA,0.03,0.0222,0.0799,0.0467,22.46,1.125,NA,"Had one leaf",2022-09-12,16.91,0.0131283264340627,0.1125,1.125,0.05625,3.97607820219958,0.425293445954995,76.1711711711712
"437","2031","1","B",0,37,781,"csv",12,"1",NA,1.691,2022-09-12,0,NA,0.2654,0.1607,0.0677,0.0445,15.56,2.025,NA,NA,2022-09-12,16.91,0.0950325251330574,0.2025,2.025,0.10125,12.8824933751266,0.131263409245369,10.522713130056
"438","2031","2","B",0,14,202,"txt",4,NA,NA,9.77,2022-04-04,0,NA,0.266,0.144,0.012,0.006,0.43,NA,0.43,NA,2022-04-04,97.7,0.0147389969293756,NA,NA,NA,NA,NA,67.8472222222222
"439","2031","2","B",0,17,199,"txt",27,NA,NA,33.114,2022-04-27,0,NA,0.905,0.4649,0.0862,0.0468,1.764,1.37,1.764,NA,2022-04-27,331.14,0.0140393791145739,0.137,1.37,0.0685,5.89645525152268,5.6159164425862,71.2282211228221
"440","2031","2","B",0,29,205,"txt",19,NA,NA,15.15,2022-07-19,0,NA,0.366,0.221,0.083,0.053,1.56,1.435,1.56,NA,2022-07-19,151.5,0.0145874587458746,0.1435,1.435,0.07175,6.46924613208844,2.34184937327608,68.552036199095
"441","2031","2","B",0,37,783,"csv",12,NA,NA,1.789,2022-09-12,0,NA,0.0394,0.0221,0.0022,0.0044,4.53,1.285,NA,"Wet mass not accurate",2022-09-12,17.89,0.0123532699832309,0.1285,1.285,0.06425,5.1874763294238,0.344869043517874,80.9502262443439
"442","2031","3","B",0,14,203,"txt",4,NA,NA,40.556,2022-04-04,0,NA,1.207,0.647,0.064,0.032,1.1,1.28,1.1,NA,2022-04-04,405.56,0.0159532498273992,0.128,1.28,0.064,5.14718540364152,7.87925765629261,62.6831530139103
"443","2031","3","B",0,17,200,"txt",27,NA,NA,21.452,2022-04-27,0,NA,0.5196,0.2668,0.0376,0.0198,1.113,1.1525,1.113,NA,2022-04-27,214.52,0.0124370688047734,0.11525,1.1525,0.057625,4.17284007708473,5.14086320197227,80.4047976011994
"444","2031","3","B",0,29,206,"txt",19,NA,NA,19.189,2022-07-19,0,NA,0.449,0.287,0.099,0.065,1.77,1.38,1.77,NA,2022-07-19,191.89,0.0149564854864766,0.138,1.38,0.069,5.9828490494964,3.20733480675318,66.8606271777004
"445","2031","3","B",0,37,784,"csv",12,NA,NA,14.006,2022-09-12,0,NA,0.3235,0.1983,0.1454,0.0733,22.32,2.01,NA,NA,2022-09-12,140.06,0.0141582179066115,0.201,2.01,0.1005,12.6923484797681,1.103499484144,70.6303580433686
"446","2040","1","B",0,40,677,"txt",5,NA,NA,3.768,2022-10-05,0,NA,0.0907,0.0557,0.0294,0.021,9.33,0.775,0.933,"SERPENTINE",2022-10-05,37.68,0.0147823779193206,0.0775,0.775,0.03875,1.88691908756237,1.99690597484374,67.6481149012567
"447","2040","2","B",0,40,678,"txt",5,NA,NA,15.525,2022-10-05,0,NA,0.438,0.2621,0.158,0.1024,25.95,1.3475,2.595,"Serpentine - LENGTH IN MM",2022-10-05,155.25,0.0168824476650564,0.13475,1.3475,0.067375,5.70436649570975,2.72159932425035,59.2331171308661
"448","2040","3","B",0,40,679,"txt",5,NA,NA,3.14,2022-10-05,0,NA,0.0786,0.0486,0.0478,0.0332,9.67,1.055,0.967,"Serpentine - LENGTH IN MM",2022-10-05,31.4,0.0154777070063694,0.1055,1.055,0.05275,3.49667116326178,0.897996938628605,64.6090534979424
"449","2041","1","B",0,40,680,"txt",5,NA,NA,6.293,2022-10-05,0,NA,0.1758,0.1046,0.0529,0.0347,6.9,1.26,0.69,"Serpentine - LENGTH IN MM",2022-10-05,62.93,0.0166216430955029,0.126,1.26,0.063,4.98759249683916,1.26173098623998,60.1625239005736
"450","2041","2","B",0,40,681,"txt",5,NA,NA,15.384,2022-10-05,0,NA,0.4536,0.2699,0.1361,0.0865,19.31,1.51,1.931,"SERPENTINE",2022-10-05,153.84,0.0175442017680707,0.151,1.51,0.0755,7.16314540945009,2.14765987853666,56.9988884772138
"451","2041","3","B",0,40,682,"txt",5,NA,NA,5.314,2022-10-05,0,NA,0.1484,0.0886,0.0301,0.0192,6.3,1.14,0.63,"Serpentine - LENGTH IN MM",2022-10-05,53.14,0.0166729394053444,0.114,1.14,0.057,4.0828138126053,1.3015533511701,59.9774266365689
"452","2042","1","B",0,40,683,"txt",5,NA,NA,13.407,2022-10-05,0,NA,0.4011,0.2504,0.11,0.0708,9.18,1.67,0.918,"Serpentine - LENGTH IN MM",2022-10-05,134.07,0.0186768106213172,0.167,1.67,0.0835,8.76158775159657,1.5302021026448,53.5423322683706
"453","2042","2","B",0,40,684,"txt",5,NA,NA,22.908,2022-10-05,0,NA,0.7678,0.4577,0.1041,0.0654,8.67,1.505,0.867,"Serpentine - LENGTH IN MM",2022-10-05,229.08,0.0199799196787149,0.1505,1.505,0.07525,7.11578590019722,3.21932114334203,50.0502512562814
"454","2042","3","B",0,40,685,"txt",5,NA,NA,9.481,2022-10-05,0,NA,0.2849,0.1712,0.0891,0.0561,8.86,1.635,0.886,"Serpentine - LENGTH IN MM",2022-10-05,94.81,0.01805716696551,0.1635,1.635,0.08175,8.39818402139258,1.12893453821078,55.3796728971963
"455","2043","1","B",0,40,686,"txt",5,NA,NA,24.663,2022-10-05,0,NA,0.6717,0.4322,0.2995,0.1855,30.89,1.5075,3.089,"Serpentine - LENGTH IN MM",2022-10-05,246.63,0.0175242265742205,0.15075,1.5075,0.075375,7.13944601986957,3.45446970694381,57.0638593243869
"456","2043","2","B",0,40,687,"txt",5,NA,NA,10.296,2022-10-05,0,NA,0.3661,0.2203,0.1622,0.0948,10.296,1.91,1.0296,"Serpentine - LENGTH IN MM",2022-10-05,102.96,0.0213966588966589,0.191,1.91,0.0955,11.4608441595609,0.898363144691294,46.7362687244666
"457","2043","3","B",0,40,688,"txt",5,NA,NA,21.522,2022-10-05,0,NA,0.6245,0.388,0.1374,0.0853,13.85,1.0825,1.385,"Serpentine - LENGTH IN MM",2022-10-05,215.22,0.0180280643062912,0.10825,1.0825,0.054125,3.6813379064306,5.84624409576885,55.4690721649485
"458","2044","1","B",0,40,689,"txt",5,NA,NA,9.205,2022-10-05,0,NA,0.2242,0.1512,0.0985,0.0677,9,1.015,0.9,"Serpentine - LENGTH IN MM",2022-10-05,92.05,0.016425855513308,0.1015,1.015,0.05075,3.23654729154454,2.84408017891411,60.8796296296296
"459","2044","2","B",0,40,690,"txt",5,NA,NA,9.846,2022-10-05,0,NA,0.2926,0.1864,0.1651,0.1027,17.59,1.1825,1.759,"SERPENTINE",2022-10-05,98.46,0.0189315458054032,0.11825,1.1825,0.059125,4.39290864246869,2.24133957733909,52.8218884120172
"460","2044","3","B",0,40,691,"txt",5,NA,NA,11.323,2022-10-05,0,NA,0.2887,0.1726,0.0852,0.0478,11.79,0.945,1.179,"Serpentine - LENGTH IN MM",2022-10-05,113.23,0.0152433100768348,0.0945,0.945,0.04725,2.80552077947202,4.03597081969605,65.6025492468134
"461","2045","1","B",0,40,692,"txt",5,NA,NA,24.118,2022-10-05,0,NA,0.6723,0.4075,0.0885,0.0535,6.92,1.6975,0.692,"Serpentine - LENGTH IN MM",2022-10-05,241.18,0.0168960942034995,0.16975,1.6975,0.084875,9.05251886627307,2.66423084627377,59.1852760736196
"462","2045","2","B",0,40,693,"txt",5,NA,NA,8.234,2022-10-05,0,NA,0.2163,0.1457,0.1673,0.115,10.94,0.955,1.094,"Serpentine - LENGTH IN MM",2022-10-05,82.34,0.0176949234879767,0.0955,0.955,0.04775,2.86521103989023,2.8737848226061,56.5133836650652
"463","2045","3","B",0,40,694,"txt",5,NA,NA,13.449,2022-10-05,0,NA,0.3749,0.2296,0.11,0.0644,9.21,1.7975,0.921,"Serpentine - LENGTH IN MM",2022-10-05,134.49,0.017071901256599,0.17975,1.7975,0.089875,10.1505054987027,1.32495864385462,58.5757839721254
"464","2046","1","B",0,40,695,"txt",5,NA,NA,15.863,2022-10-05,0,NA,0.4429,0.2668,0.0416,0.0232,5.1,1.32,0.51,"SERPENTINE",2022-10-05,158.63,0.016819012797075,0.132,1.32,0.066,5.47391103961486,2.8979279869912,59.4565217391304
"465","2046","2","B",0,40,696,"txt",5,NA,NA,29.059,2022-10-05,0,NA,0.7858,0.4815,0.0805,0.0534,7.93,1.3525,0.793,"Serpentine - LENGTH IN MM",2022-10-05,290.59,0.0165697374307443,0.13525,1.3525,0.067625,5.74677799653321,5.05657257293218,60.3509865005192
"466","2046","3","B",0,40,697,"txt",5,NA,NA,31.472,2022-10-05,0,NA,0.8555,0.52,0.0669,0.0429,7.17,1.42,0.717,"Serpentine - LENGTH IN MM",2022-10-05,314.72,0.0165226232841891,0.142,1.42,0.071,6.33470742669846,4.96818524993863,60.5230769230769
"467","2047","1","B",0,40,698,"txt",5,NA,NA,15.804,2022-10-05,0,NA,0.4109,0.2577,0.0919,0.0562,13.75,1.3425,1.375,"SERPENTINE",2022-10-05,158.04,0.0163059984813971,0.13425,1.3425,0.067125,5.66211207451897,2.79118459543079,61.3271245634459
"468","2047","2","B",0,40,699,"txt",5,NA,NA,6.227,2022-10-05,0,NA,0.1629,0.0973,0.0452,0.0284,10.58,0.8625,1.058,"SERPENTINE",2022-10-05,62.27,0.0156255018467962,0.08625,0.8625,0.043125,2.33705040995953,2.66446969798475,63.9979445015416
"469","2047","3","B",0,40,700,"txt",5,NA,NA,7.864,2022-10-05,0,NA,0.2428,0.1412,0.1057,0.0632,11.37,1.3875,1.137,"Serpentine - LENGTH IN MM",2022-10-05,78.64,0.0179552390640895,0.13875,1.3875,0.069375,6.04805673201247,1.30025235351641,55.6940509915014
"470","2048","1","B",0,40,701,"txt",5,NA,NA,7.056,2022-10-05,0,NA,0.1899,0.1085,0.0889,0.0538,11.14,1.26,1.114,"Serpentine - LENGTH IN MM",2022-10-05,70.56,0.0153769841269841,0.126,1.26,0.063,4.98759249683916,1.41471060526129,65.0322580645161
"471","2048","2","B",0,40,702,"txt",5,NA,NA,5.563,2022-10-05,0,NA,0.1507,0.0864,0.13008,0.0815,17.32,1.75,1.732,"Serpentine - LENGTH IN MM",2022-10-05,55.63,0.0155311882078015,0.175,1.75,0.0875,9.62112750161874,0.578206660192793,64.3865740740741
"472","2048","3","B",0,40,703,"txt",5,NA,NA,10.301,2022-10-05,0,NA,0.2918,0.1642,0.1501,0.0957,22.16,1.475,2.216,"SERPENTINE",2022-10-05,103.01,0.0159401999805844,0.1475,1.475,0.07375,6.83492751696629,1.50711181273392,62.7344701583435
"473","2049","1","B",0,40,704,"txt",5,NA,NA,28.675,2022-10-05,0,NA,0.6729,0.4254,0.0865,0.0546,10.33,1.1575,1.033,"SERPENTINE",2022-10-05,286.75,0.0148352223190933,0.11575,1.1575,0.057875,4.20912547223369,6.81257904739599,67.4071462153267
"474","2049","2","B",0,40,705,"txt",5,NA,NA,21.883,2022-10-05,0,NA,0.4722,0.2765,0.032,0.0206,5.17,0.93,0.517,"Serpentine - LENGTH IN MM",2022-10-05,218.83,0.0126353790613718,0.093,0.93,0.0465,2.71716348608981,8.05361919223019,79.1428571428571
"475","2049","3","B",0,40,706,"txt",5,NA,NA,5.722,2022-10-05,0,NA,0.1466,0.0884,0.0972,0.0573,16.33,1.2125,1.633,"Serpentine - LENGTH IN MM",2022-10-05,57.22,0.0154491436560643,0.12125,1.2125,0.060625,4.61863207462912,1.23889496014022,64.7285067873303
"476","2050","1","B",0,40,707,"txt",5,NA,NA,19.157,2022-10-05,0,NA,0.496,0.2923,0.1032,0.0719,10.59,1.5075,1.059,"SERPENTINE",2022-10-05,191.57,0.0152581301873989,0.15075,1.5075,0.075375,7.13944601986957,2.68326141085523,65.5388299692097
"477","2050","2","B",0,40,708,"txt",5,NA,NA,24.859,2022-10-05,0,NA,0.6957,0.4075,0.1965,0.1269,13.71,1.365,1.371,"Serpentine - LENGTH IN MM",2022-10-05,248.59,0.0163924534373869,0.1365,1.365,0.06825,5.85349397198484,4.2468652259619,61.0036809815951
"478","2050","3","B",0,40,709,"txt",5,NA,NA,40.298,2022-10-05,0,NA,1.1214,0.6535,0.2489,0.1598,22.93,1.7875,2.293,"Serpentine - LENGTH IN MM",2022-10-05,402.98,0.0162166856915976,0.17875,1.7875,0.089375,10.0378794020715,4.01459296190426,61.6648814078041
"479","2051","1","B",0,40,710,"txt",5,NA,NA,17.163,2022-10-05,0,NA,0.5515,0.3266,0.2904,0.1908,17.06,2.0725,1.706,"SERPENTINE",2022-10-05,171.63,0.0190293072306706,0.20725,2.0725,0.103625,13.4939454802856,1.27190376047352,52.5505205143907
"480","2051","2","B",0,40,711,"txt",5,NA,NA,22.544,2022-10-05,0,NA,0.6768,0.3927,0.2463,0.1627,11.27,1.9125,1.127,"Serpentine - LENGTH IN MM",2022-10-05,225.44,0.0174192689850958,0.19125,1.9125,0.095625,11.4908660043568,1.9619060905812,57.4076903488668
"481","2051","3","B",0,40,712,"txt",5,NA,NA,40.914,2022-10-05,0,NA,1.2347,0.7264,0.2537,0.169,15.51,1.6675,1.551,"Serpentine - LENGTH IN MM",2022-10-05,409.14,0.0177543139267732,0.16675,1.6675,0.083375,8.73537508789318,4.68371416090705,56.3243392070485
"482","2052","1","B",0,40,713,"txt",5,NA,NA,18.15,2022-10-05,0,NA,0.3716,0.2533,0.0431,0.0293,5.82,1.105,0.582,"SERPENTINE",2022-10-05,181.5,0.0139559228650138,0.1105,1.105,0.05525,3.83596316984948,4.73153656496452,71.6541650217134
"483","2052","2","B",0,40,714,"txt",5,NA,NA,24.104,2022-10-05,0,NA,0.618,0.376,0.0814,0.0508,6.26,1.0825,0.626,"Serpentine - LENGTH IN MM",2022-10-05,241.04,0.0155990706936608,0.10825,1.0825,0.054125,3.6813379064306,6.54761953742275,64.1063829787234
"484","2052","3","B",0,40,715,"txt",5,NA,NA,26.549,2022-10-05,0,NA,0.6844,0.4016,0.0951,0.0604,7.63,1.3575,0.763,"Serpentine - LENGTH IN MM",2022-10-05,265.49,0.0151267467701232,0.13575,1.3575,0.067875,5.78934657698936,4.58583704515516,66.1080677290837
"485","2082","1","L",0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4753,0.2922,0.0693,0.0381,26.85,1.3075,NA,NA,2022-09-12,NA,NA,0.13075,1.3075,0.065375,5.37072935589852,NA,NA
"486","2085","1","B",0,14,210,"txt",4,NA,NA,14.504,2022-04-04,0,NA,0.382,0.142,0.048,0.018,1.22,1.0125,1.22,NA,2022-04-04,145.04,0.0097904026475455,0.10125,1.0125,0.050625,3.22062334378166,4.5034760205673,102.140845070423
"487","2085","1","B",0,17,207,"txt",27,NA,NA,26.946,2022-04-27,0,NA,0.8097,0.3863,0.1962,0.0922,2.458,1.2675,2.458,NA,2022-04-27,269.46,0.0143360795665405,0.12675,1.2675,0.063375,5.04714531257877,5.33885955945111,69.7540771421175
"488","2085","1","B",0,29,213,"txt",19,NA,NA,38.944,2022-07-19,0,NA,1.13,0.688,0.134,0.083,1.51,1.775,1.51,NA,2022-07-19,389.44,0.0176663927691044,0.1775,1.775,0.08875,9.89798035421634,3.93454003810087,56.6046511627907
"489","2085","1","B",0,37,785,"csv",12,NA,NA,63.547,2022-09-12,0,NA,1.761,1.0276,0.4937,0.3023,16.1,1.165,NA,NA,2022-09-12,635.47,0.0161707082946481,0.1165,1.165,0.05825,4.26384808926841,14.9036735525218,61.8402101985208
"490","2085","2","B",0,14,211,"txt",4,NA,NA,21.133,2022-04-04,0,NA,0.543,0.206,0.124,0.042,2.83,1.2025,2.83,NA,2022-04-04,211.33,0.00974778781999716,0.12025,1.2025,0.060125,4.54276261204492,4.65201504123654,102.587378640777
"491","2085","2","B",0,17,208,"txt",27,NA,NA,18.963,2022-04-27,0,NA,0.5359,0.2637,0.0326,0.0156,0.749,0.8775,0.749,NA,2022-04-27,189.63,0.01390602752729,0.08775,0.8775,0.043875,2.41904597821823,7.83904075025784,71.9112627986348
"492","2085","2","B",0,29,214,"txt",19,NA,NA,25.657,2022-07-19,0,NA,0.693,0.418,0.078,0.051,1.16,1.3725,1.16,NA,2022-07-19,256.57,0.0162918501773395,0.13725,1.3725,0.068625,5.91799479615386,4.33542118297817,61.3803827751196
"493","2085","2","B",0,37,786,"csv",12,NA,NA,12.415,2022-09-12,0,NA,0.3229,0.1912,0.0885,0.0558,15.35,1.3625,NA,NA,2022-09-12,124.15,0.0154007249295207,0.13625,1.3625,0.068125,5.83207223707818,2.12874592345924,64.9320083682008
"494","2085","3","B",0,14,212,"txt",4,NA,NA,21.936,2022-04-04,0,NA,0.637,0.253,0.068,0.024,1.8,1.0475,1.8,NA,2022-04-04,219.36,0.0115335521517141,0.10475,1.0475,0.052375,3.44713217410549,6.36355059570418,86.703557312253
"495","2085","3","B",0,17,209,"txt",27,NA,NA,40.921,2022-04-27,0,NA,1.2228,0.59,0.1896,0.0904,3.211,1.5475,3.211,NA,2022-04-27,409.21,0.0144180249749517,0.15475,1.5475,0.077375,7.52334864213824,5.43920027456945,69.3576271186441
"496","2085","3","B",0,29,215,"txt",19,NA,NA,17.989,2022-07-19,0,NA,0.512,0.307,0.057,0.037,1.01,1.34,1.01,NA,2022-07-19,179.89,0.0170659847684696,0.134,1.34,0.067,5.64104376878583,3.18894884303866,58.5960912052117
"497","2085","3","B",0,37,787,"csv",12,NA,NA,33.523,2022-09-12,0,NA,0.9575,0.5902,0.1693,0.101,18.82,2.345,NA,NA,2022-09-12,335.23,0.0176058228678817,0.2345,2.345,0.11725,17.2756965419066,1.9404716862606,56.7993900372755
"498","2086","1","B",0,14,219,"txt",4,NA,NA,46.02,2022-04-04,0,NA,1.291,0.546,0.217,0.084,3.06,1.3275,3.06,NA,2022-04-04,460.2,0.011864406779661,0.13275,1.3275,0.066375,5.5362912887427,8.31242389532059,84.2857142857143
"499","2086","1","B",0,17,216,"txt",27,NA,NA,57.279,2022-04-27,0,NA,1.5047,0.7117,0.1725,0.0825,2.411,1.7475,2.411,NA,2022-04-27,572.79,0.0124251470870651,0.17475,1.7475,0.087375,9.59365820085392,5.9705066410331,80.4819446395953
"500","2086","1","B",0,29,222,"txt",19,NA,NA,54,2022-07-19,0,NA,1.659,0.983,0.349,0.225,3.1,2.365,3.1,NA,2022-07-19,540,0.0182037037037037,0.2365,2.365,0.11825,17.5716345698748,3.07313470384701,54.9338758901322
"501","2086","1","B",0,37,788,"csv",12,NA,NA,26.941,2022-09-12,0,NA,0.6977,0.4064,0.1498,0.0875,19.7,2.3825,NA,"length in mm",2022-09-12,269.41,0.0150848149660369,0.23825,2.3825,0.119125,17.8326420145258,1.51076884614489,66.2918307086614
"502","2086","2","B",0,14,220,"txt",4,NA,NA,35.534,2022-04-04,0,NA,0.963,0.357,0.192,0.07,3.07,1.285,3.07,NA,2022-04-04,355.34,0.0100467158214668,0.1285,1.285,0.06425,5.1874763294238,6.84995896722423,99.5350140056022
"503","2086","2","B",0,17,217,"txt",27,NA,NA,50.859,2022-04-27,0,NA,1.4337,0.6885,0.2407,0.1154,2.92,1.6075,2.92,NA,2022-04-27,508.59,0.0135374270040701,0.16075,1.6075,0.080375,8.11805213146279,6.26492650901907,73.8692810457516
"504","2086","2","B",0,29,223,"txt",19,NA,NA,30.261,2022-07-19,0,NA,0.918,0.531,0.155,0.098,1.49,1.5625,1.49,NA,2022-07-19,302.61,0.0175473381580252,0.15625,1.5625,0.078125,7.66990393942821,3.94542099079483,56.9887005649717
"505","2086","2","B",0,37,789,"csv",12,NA,NA,35.136,2022-09-12,0,NA,0.9237,0.5735,0.1739,0.1061,23.84,1.375,NA,NA,2022-09-12,351.36,0.0163222905282332,0.1375,1.375,0.06875,5.9395736106932,5.91557615124822,61.2659110723627
