"","week","tree","time","plot","site","species","mpa_mean","lwc_mean","type","mean_swc_per_dry_g","mean_swc_g","lfm_y0_percent","lfm_y1_percent","lfm_both_percent","rwc_percent","lwm_g","ldm_g","area_cm2","lma_g_cm2","alas_cm2_per_mm2","leaf_count","sla_cm_g","lwa_g_cm2","date_wp"
"1523",13,2380,"pd","MiddleEarth","LL","live oak",0.420222222222222,0.711401969615429,"stem",0.730821685105064,0.790733333333333,10133.3333333333,82.4497448182481,NA,97.3427559847457,0.534,0.287,12.421,0.0231060301102971,5.31481903302851,6,43.2787456445993,0.0164376753304588,2022-03-30
"1524",13,2380,"pd","MiddleEarth","LL","live oak",0.420222222222222,0.711401969615429,"stem",0.730821685105064,0.790733333333333,10133.3333333333,82.4497448182481,NA,97.3427559847457,1.276,0.694,40.816,0.0170031360250882,5.10692163578487,7,58.8126801152738,0.0120960644578868,2022-03-30
"1525",13,2380,"pd","MiddleEarth","LL","live oak",0.420222222222222,0.711401969615429,"stem",0.730821685105064,0.790733333333333,10133.3333333333,82.4497448182481,NA,97.3427559847457,0.379,0.101,4.953,0.0203916818090046,NA,7,49.039603960396,0.014506682602697,2022-03-30
"1526",13,2380,"pd","MiddleEarth","LL","live oak",0.420222222222222,0.711401969615429,"stem",0.730821685105064,0.790733333333333,10133.3333333333,82.4497448182481,NA,97.3427559847457,0.656,0.374,19.808,0.0188812600969305,5.63806401469054,10,52.9625668449198,0.0134321656217776,2022-03-30
"1527",13,2380,"pd","MiddleEarth","LL","live oak",0.420222222222222,0.711401969615429,"stem",0.730821685105064,0.790733333333333,10133.3333333333,82.4497448182481,NA,97.3427559847457,1.276,0.694,43.65,0.0158991981672394,5.46151336245613,7,62.8962536023055,0.0113107208914801,2022-03-30
"1528",13,2380,"pd","MiddleEarth","LL","live oak",0.420222222222222,0.711401969615429,"leaf",0.730821685105064,0.790733333333333,218.259874069834,76.6017356952237,NA,97.3427559847457,0.534,0.287,13.987,0.0205190534067348,5.98489443804603,6,48.7351916376307,0.0145972950081953,2022-03-30
"1529",13,2380,"pd","MiddleEarth","LL","live oak",0.420222222222222,0.711401969615429,"leaf",0.730821685105064,0.790733333333333,218.259874069834,76.6017356952237,NA,97.3427559847457,0.656,0.374,17.43,0.0214572576018359,4.96120031179605,10,46.6042780748663,0.0152647353204917,2022-03-30
"1530",13,2380,"pd","MiddleEarth","LL","live oak",0.420222222222222,0.711401969615429,"leaf",0.730821685105064,0.790733333333333,218.259874069834,76.6017356952237,NA,97.3427559847457,1.289,0.603,38.194,0.0157878200764518,28.9978450956991,7,63.3399668325042,0.0112314862983218,2022-03-30
"1531",13,2380,"pd","MiddleEarth","LL","live oak",0.420222222222222,0.711401969615429,"leaf",0.730821685105064,0.790733333333333,218.259874069834,76.6017356952237,NA,97.3427559847457,1.289,0.603,41.387,0.0145697924469036,31.4220509759569,7,68.6351575456053,0.0103649790436152,2022-03-30
"1532",13,2380,"pd","MiddleEarth","LL","live oak",0.420222222222222,0.711401969615429,"leaf",0.730821685105064,0.790733333333333,218.259874069834,76.6017356952237,NA,97.3427559847457,0.379,0.101,11.283,0.00895151998581938,NA,7,111.712871287129,0.00636812894896378,2022-03-30
"1533",13,2380,"pd","MiddleEarth","LL","live oak",0.420222222222222,0.711401969615429,"leaf",0.730821685105064,0.790733333333333,218.259874069834,76.6017356952237,NA,97.3427559847457,0.534,0.287,12.421,0.0231060301102971,5.31481903302851,6,43.2787456445993,0.0164376753304588,2022-03-30
"1534",13,2380,"pd","MiddleEarth","LL","live oak",0.420222222222222,0.711401969615429,"leaf",0.730821685105064,0.790733333333333,218.259874069834,76.6017356952237,NA,97.3427559847457,1.276,0.694,40.816,0.0170031360250882,5.10692163578487,7,58.8126801152738,0.0120960644578868,2022-03-30
"1535",13,2380,"pd","MiddleEarth","LL","live oak",0.420222222222222,0.711401969615429,"leaf",0.730821685105064,0.790733333333333,218.259874069834,76.6017356952237,NA,97.3427559847457,0.379,0.101,4.953,0.0203916818090046,NA,7,49.039603960396,0.014506682602697,2022-03-30
"1536",13,2380,"pd","MiddleEarth","LL","live oak",0.420222222222222,0.711401969615429,"leaf",0.730821685105064,0.790733333333333,218.259874069834,76.6017356952237,NA,97.3427559847457,0.656,0.374,19.808,0.0188812600969305,5.63806401469054,10,52.9625668449198,0.0134321656217776,2022-03-30
"1537",13,2380,"pd","MiddleEarth","LL","live oak",0.420222222222222,0.711401969615429,"leaf",0.730821685105064,0.790733333333333,218.259874069834,76.6017356952237,NA,97.3427559847457,1.276,0.694,43.65,0.0158991981672394,5.46151336245613,7,62.8962536023055,0.0113107208914801,2022-03-30
"1538",13,2380,"pd","MiddleEarth","LL","live oak",0.420222222222222,0.711401969615429,"stem",0.730821685105064,0.790733333333333,10133.3333333333,82.4497448182481,NA,97.3427559847457,0.534,0.287,13.987,0.0205190534067348,5.98489443804603,6,48.7351916376307,0.0145972950081953,2022-03-25
"1539",13,2380,"pd","MiddleEarth","LL","live oak",0.420222222222222,0.711401969615429,"stem",0.730821685105064,0.790733333333333,10133.3333333333,82.4497448182481,NA,97.3427559847457,0.656,0.374,17.43,0.0214572576018359,4.96120031179605,10,46.6042780748663,0.0152647353204917,2022-03-25
"1540",13,2380,"pd","MiddleEarth","LL","live oak",0.420222222222222,0.711401969615429,"stem",0.730821685105064,0.790733333333333,10133.3333333333,82.4497448182481,NA,97.3427559847457,1.289,0.603,38.194,0.0157878200764518,28.9978450956991,7,63.3399668325042,0.0112314862983218,2022-03-25
"1541",13,2380,"pd","MiddleEarth","LL","live oak",0.420222222222222,0.711401969615429,"stem",0.730821685105064,0.790733333333333,10133.3333333333,82.4497448182481,NA,97.3427559847457,1.289,0.603,41.387,0.0145697924469036,31.4220509759569,7,68.6351575456053,0.0103649790436152,2022-03-25
"1542",13,2380,"pd","MiddleEarth","LL","live oak",0.420222222222222,0.711401969615429,"stem",0.730821685105064,0.790733333333333,10133.3333333333,82.4497448182481,NA,97.3427559847457,0.379,0.101,11.283,0.00895151998581938,NA,7,111.712871287129,0.00636812894896378,2022-03-25
"1543",13,2380,"pd","MiddleEarth","LL","live oak",0.420222222222222,0.711401969615429,"stem",0.730821685105064,0.790733333333333,10133.3333333333,82.4497448182481,NA,97.3427559847457,0.534,0.287,12.421,0.0231060301102971,5.31481903302851,6,43.2787456445993,0.0164376753304588,2022-03-25
"1544",13,2380,"pd","MiddleEarth","LL","live oak",0.420222222222222,0.711401969615429,"stem",0.730821685105064,0.790733333333333,10133.3333333333,82.4497448182481,NA,97.3427559847457,1.276,0.694,40.816,0.0170031360250882,5.10692163578487,7,58.8126801152738,0.0120960644578868,2022-03-25
"1545",13,2380,"pd","MiddleEarth","LL","live oak",0.420222222222222,0.711401969615429,"stem",0.730821685105064,0.790733333333333,10133.3333333333,82.4497448182481,NA,97.3427559847457,0.379,0.101,4.953,0.0203916818090046,NA,7,49.039603960396,0.014506682602697,2022-03-25
"1546",13,2380,"pd","MiddleEarth","LL","live oak",0.420222222222222,0.711401969615429,"stem",0.730821685105064,0.790733333333333,10133.3333333333,82.4497448182481,NA,97.3427559847457,0.656,0.374,19.808,0.0188812600969305,5.63806401469054,10,52.9625668449198,0.0134321656217776,2022-03-25
"1547",13,2380,"pd","MiddleEarth","LL","live oak",0.420222222222222,0.711401969615429,"stem",0.730821685105064,0.790733333333333,10133.3333333333,82.4497448182481,NA,97.3427559847457,1.276,0.694,43.65,0.0158991981672394,5.46151336245613,7,62.8962536023055,0.0113107208914801,2022-03-25
"1548",13,2380,"md","MiddleEarth","LL","live oak",2.0375,0.755165936130244,NA,0.730821685105064,0.790733333333333,NA,NA,NA,103.331079457731,0.534,0.287,13.987,0.0205190534067348,5.98489443804603,6,48.7351916376307,0.0154952901744034,2022-03-25
"1549",13,2380,"md","MiddleEarth","LL","live oak",2.0375,0.755165936130244,NA,0.730821685105064,0.790733333333333,NA,NA,NA,103.331079457731,0.656,0.374,17.43,0.0214572576018359,4.96120031179605,10,46.6042780748663,0.0162037900236782,2022-03-25
"1550",13,2380,"md","MiddleEarth","LL","live oak",2.0375,0.755165936130244,NA,0.730821685105064,0.790733333333333,NA,NA,NA,103.331079457731,1.289,0.603,38.194,0.0157878200764518,28.9978450956991,7,63.3399668325042,0.0119224239274896,2022-03-25
"1551",13,2380,"md","MiddleEarth","LL","live oak",2.0375,0.755165936130244,NA,0.730821685105064,0.790733333333333,NA,NA,NA,103.331079457731,1.289,0.603,41.387,0.0145697924469036,31.4220509759569,7,68.6351575456053,0.0110026109523893,2022-03-25
"1552",13,2380,"md","MiddleEarth","LL","live oak",2.0375,0.755165936130244,NA,0.730821685105064,0.790733333333333,NA,NA,NA,103.331079457731,0.379,0.101,11.283,0.00895151998581938,NA,7,111.712871287129,0.00675988296987988,2022-03-25
"1553",13,2380,"md","MiddleEarth","LL","live oak",2.0375,0.755165936130244,NA,0.730821685105064,0.790733333333333,NA,NA,NA,103.331079457731,0.534,0.287,12.421,0.0231060301102971,5.31481903302851,6,43.2787456445993,0.0174488868584961,2022-03-25
"1554",13,2380,"md","MiddleEarth","LL","live oak",2.0375,0.755165936130244,NA,0.730821685105064,0.790733333333333,NA,NA,NA,103.331079457731,1.276,0.694,40.816,0.0170031360250882,5.10692163578487,7,58.8126801152738,0.0128401891335356,2022-03-25
"1555",13,2380,"md","MiddleEarth","LL","live oak",2.0375,0.755165936130244,NA,0.730821685105064,0.790733333333333,NA,NA,NA,103.331079457731,0.379,0.101,4.953,0.0203916818090046,NA,7,49.039603960396,0.015399103482567,2022-03-25
"1556",13,2380,"md","MiddleEarth","LL","live oak",2.0375,0.755165936130244,NA,0.730821685105064,0.790733333333333,NA,NA,NA,103.331079457731,0.656,0.374,19.808,0.0188812600969305,5.63806401469054,10,52.9625668449198,0.0142584844564171,2022-03-25
"1557",13,2380,"md","MiddleEarth","LL","live oak",2.0375,0.755165936130244,NA,0.730821685105064,0.790733333333333,NA,NA,NA,103.331079457731,1.276,0.694,43.65,0.0158991981672394,5.46151336245613,7,62.8962536023055,0.0120065328676836,2022-03-25
"1558",13,2380,"pd","MiddleEarth","LL","live oak",0.420222222222222,0.711401969615429,"leaf",0.730821685105064,0.790733333333333,218.259874069834,76.6017356952237,NA,97.3427559847457,0.534,0.287,13.987,0.0205190534067348,5.98489443804603,6,48.7351916376307,0.0145972950081953,2022-03-25
"1559",13,2380,"pd","MiddleEarth","LL","live oak",0.420222222222222,0.711401969615429,"leaf",0.730821685105064,0.790733333333333,218.259874069834,76.6017356952237,NA,97.3427559847457,0.656,0.374,17.43,0.0214572576018359,4.96120031179605,10,46.6042780748663,0.0152647353204917,2022-03-25
"1560",13,2380,"pd","MiddleEarth","LL","live oak",0.420222222222222,0.711401969615429,"leaf",0.730821685105064,0.790733333333333,218.259874069834,76.6017356952237,NA,97.3427559847457,1.289,0.603,38.194,0.0157878200764518,28.9978450956991,7,63.3399668325042,0.0112314862983218,2022-03-25
"1561",13,2380,"pd","MiddleEarth","LL","live oak",0.420222222222222,0.711401969615429,"leaf",0.730821685105064,0.790733333333333,218.259874069834,76.6017356952237,NA,97.3427559847457,1.289,0.603,41.387,0.0145697924469036,31.4220509759569,7,68.6351575456053,0.0103649790436152,2022-03-25
"1562",13,2380,"pd","MiddleEarth","LL","live oak",0.420222222222222,0.711401969615429,"leaf",0.730821685105064,0.790733333333333,218.259874069834,76.6017356952237,NA,97.3427559847457,0.379,0.101,11.283,0.00895151998581938,NA,7,111.712871287129,0.00636812894896378,2022-03-25
"1563",13,2380,"pd","MiddleEarth","LL","live oak",0.420222222222222,0.711401969615429,"leaf",0.730821685105064,0.790733333333333,218.259874069834,76.6017356952237,NA,97.3427559847457,0.534,0.287,12.421,0.0231060301102971,5.31481903302851,6,43.2787456445993,0.0164376753304588,2022-03-25
"1564",13,2380,"pd","MiddleEarth","LL","live oak",0.420222222222222,0.711401969615429,"leaf",0.730821685105064,0.790733333333333,218.259874069834,76.6017356952237,NA,97.3427559847457,1.276,0.694,40.816,0.0170031360250882,5.10692163578487,7,58.8126801152738,0.0120960644578868,2022-03-25
"1565",13,2380,"pd","MiddleEarth","LL","live oak",0.420222222222222,0.711401969615429,"leaf",0.730821685105064,0.790733333333333,218.259874069834,76.6017356952237,NA,97.3427559847457,0.379,0.101,4.953,0.0203916818090046,NA,7,49.039603960396,0.014506682602697,2022-03-25
"1566",13,2380,"pd","MiddleEarth","LL","live oak",0.420222222222222,0.711401969615429,"leaf",0.730821685105064,0.790733333333333,218.259874069834,76.6017356952237,NA,97.3427559847457,0.656,0.374,19.808,0.0188812600969305,5.63806401469054,10,52.9625668449198,0.0134321656217776,2022-03-25
"1567",13,2380,"pd","MiddleEarth","LL","live oak",0.420222222222222,0.711401969615429,"leaf",0.730821685105064,0.790733333333333,218.259874069834,76.6017356952237,NA,97.3427559847457,1.276,0.694,43.65,0.0158991981672394,5.46151336245613,7,62.8962536023055,0.0113107208914801,2022-03-25
"1568",13,2381,"pd","Weathertop","LL","blue oak",0.435333333333333,1.23133600917431,"stem",NA,NA,117.76664702416,-147.00693131695,NA,NA,1.067,0.496,35.216,0.0140845070422535,6.97740956897611,9,71,0.0173427606925959,2022-03-30
"1569",13,2381,"pd","Weathertop","LL","blue oak",0.435333333333333,1.23133600917431,"stem",NA,NA,117.76664702416,-147.00693131695,NA,NA,0.826,0.387,26.047,0.0148577571313395,5.04072598546436,7,67.3049095607235,0.0182948913713848,2022-03-30
"1570",13,2381,"pd","Weathertop","LL","blue oak",0.435333333333333,1.23133600917431,"stem",NA,NA,117.76664702416,-147.00693131695,NA,NA,1.043,0.468,29.391,0.015923241808717,5.51453663364211,8,62.801282051282,0.0196068610218632,2022-03-30
"1571",13,2381,"pd","Weathertop","LL","blue oak",0.435333333333333,1.23133600917431,"stem",NA,NA,117.76664702416,-147.00693131695,NA,NA,0.826,0.387,23.106,0.0167488963905479,4.47157118363495,7,59.7054263565892,0.0206235192396113,2022-03-30
"1572",13,2381,"pd","Weathertop","LL","blue oak",0.435333333333333,1.23133600917431,"stem",NA,NA,117.76664702416,-147.00693131695,NA,NA,1.043,0.468,32.737,0.0142957509851239,6.14233560530576,8,69.9508547008547,0.0176028729661722,2022-03-30
"1573",13,2381,"pd","Weathertop","LL","blue oak",0.435333333333333,1.23133600917431,"stem",NA,NA,117.76664702416,-147.00693131695,NA,NA,1.067,0.496,31.963,0.0155179426211557,6.33288681432256,9,64.4415322580645,0.0191078015377298,2022-03-30
"1574",13,2381,"pd","Weathertop","LL","blue oak",0.435333333333333,1.23133600917431,"leaf",NA,NA,128.730613544367,NA,NA,NA,1.067,0.496,35.216,0.0140845070422535,6.97740956897611,9,71,0.0173427606925959,2022-03-25
"1575",13,2381,"pd","Weathertop","LL","blue oak",0.435333333333333,1.23133600917431,"leaf",NA,NA,128.730613544367,NA,NA,NA,0.826,0.387,26.047,0.0148577571313395,5.04072598546436,7,67.3049095607235,0.0182948913713848,2022-03-25
"1576",13,2381,"pd","Weathertop","LL","blue oak",0.435333333333333,1.23133600917431,"leaf",NA,NA,128.730613544367,NA,NA,NA,1.043,0.468,29.391,0.015923241808717,5.51453663364211,8,62.801282051282,0.0196068610218632,2022-03-25
"1577",13,2381,"pd","Weathertop","LL","blue oak",0.435333333333333,1.23133600917431,"leaf",NA,NA,128.730613544367,NA,NA,NA,0.826,0.387,23.106,0.0167488963905479,4.47157118363495,7,59.7054263565892,0.0206235192396113,2022-03-25
"1578",13,2381,"pd","Weathertop","LL","blue oak",0.435333333333333,1.23133600917431,"leaf",NA,NA,128.730613544367,NA,NA,NA,1.043,0.468,32.737,0.0142957509851239,6.14233560530576,8,69.9508547008547,0.0176028729661722,2022-03-25
"1579",13,2381,"pd","Weathertop","LL","blue oak",0.435333333333333,1.23133600917431,"leaf",NA,NA,128.730613544367,NA,NA,NA,1.067,0.496,31.963,0.0155179426211557,6.33288681432256,9,64.4415322580645,0.0191078015377298,2022-03-25
"1580",13,2381,"pd","Weathertop","LL","blue oak",0.435333333333333,1.23133600917431,"leaf",NA,NA,128.730613544367,NA,NA,NA,1.067,0.496,35.216,0.0140845070422535,6.97740956897611,9,71,0.0173427606925959,2022-03-30
"1581",13,2381,"pd","Weathertop","LL","blue oak",0.435333333333333,1.23133600917431,"leaf",NA,NA,128.730613544367,NA,NA,NA,0.826,0.387,26.047,0.0148577571313395,5.04072598546436,7,67.3049095607235,0.0182948913713848,2022-03-30
"1582",13,2381,"pd","Weathertop","LL","blue oak",0.435333333333333,1.23133600917431,"leaf",NA,NA,128.730613544367,NA,NA,NA,1.043,0.468,29.391,0.015923241808717,5.51453663364211,8,62.801282051282,0.0196068610218632,2022-03-30
"1583",13,2381,"pd","Weathertop","LL","blue oak",0.435333333333333,1.23133600917431,"leaf",NA,NA,128.730613544367,NA,NA,NA,0.826,0.387,23.106,0.0167488963905479,4.47157118363495,7,59.7054263565892,0.0206235192396113,2022-03-30
"1584",13,2381,"pd","Weathertop","LL","blue oak",0.435333333333333,1.23133600917431,"leaf",NA,NA,128.730613544367,NA,NA,NA,1.043,0.468,32.737,0.0142957509851239,6.14233560530576,8,69.9508547008547,0.0176028729661722,2022-03-30
"1585",13,2381,"pd","Weathertop","LL","blue oak",0.435333333333333,1.23133600917431,"leaf",NA,NA,128.730613544367,NA,NA,NA,1.067,0.496,31.963,0.0155179426211557,6.33288681432256,9,64.4415322580645,0.0191078015377298,2022-03-30
"1586",13,2381,"pd","Weathertop","LL","blue oak",0.435333333333333,1.23133600917431,"stem",NA,NA,117.76664702416,-147.00693131695,NA,NA,1.067,0.496,35.216,0.0140845070422535,6.97740956897611,9,71,0.0173427606925959,2022-03-25
"1587",13,2381,"pd","Weathertop","LL","blue oak",0.435333333333333,1.23133600917431,"stem",NA,NA,117.76664702416,-147.00693131695,NA,NA,0.826,0.387,26.047,0.0148577571313395,5.04072598546436,7,67.3049095607235,0.0182948913713848,2022-03-25
"1588",13,2381,"pd","Weathertop","LL","blue oak",0.435333333333333,1.23133600917431,"stem",NA,NA,117.76664702416,-147.00693131695,NA,NA,1.043,0.468,29.391,0.015923241808717,5.51453663364211,8,62.801282051282,0.0196068610218632,2022-03-25
"1589",13,2381,"pd","Weathertop","LL","blue oak",0.435333333333333,1.23133600917431,"stem",NA,NA,117.76664702416,-147.00693131695,NA,NA,0.826,0.387,23.106,0.0167488963905479,4.47157118363495,7,59.7054263565892,0.0206235192396113,2022-03-25
"1590",13,2381,"pd","Weathertop","LL","blue oak",0.435333333333333,1.23133600917431,"stem",NA,NA,117.76664702416,-147.00693131695,NA,NA,1.043,0.468,32.737,0.0142957509851239,6.14233560530576,8,69.9508547008547,0.0176028729661722,2022-03-25
"1591",13,2381,"pd","Weathertop","LL","blue oak",0.435333333333333,1.23133600917431,"stem",NA,NA,117.76664702416,-147.00693131695,NA,NA,1.067,0.496,31.963,0.0155179426211557,6.33288681432256,9,64.4415322580645,0.0191078015377298,2022-03-25
"1592",13,2381,"md","Weathertop","LL","blue oak",2.33333333333333,1.19469026548673,NA,NA,NA,NA,NA,NA,NA,1.067,0.496,35.216,0.0140845070422535,6.97740956897611,9,71,0.0168266234575596,2022-03-25
"1593",13,2381,"md","Weathertop","LL","blue oak",2.33333333333333,1.19469026548673,NA,NA,NA,NA,NA,NA,NA,0.826,0.387,26.047,0.0148577571313395,5.04072598546436,7,67.3049095607235,0.0177504178117773,2022-03-25
"1594",13,2381,"md","Weathertop","LL","blue oak",2.33333333333333,1.19469026548673,NA,NA,NA,NA,NA,NA,NA,1.043,0.468,29.391,0.015923241808717,5.51453663364211,8,62.801282051282,0.0190233419838655,2022-03-25
"1595",13,2381,"md","Weathertop","LL","blue oak",2.33333333333333,1.19469026548673,NA,NA,NA,NA,NA,NA,NA,0.826,0.387,23.106,0.0167488963905479,4.47157118363495,7,59.7054263565892,0.0200097434754334,2022-03-25
"1596",13,2381,"md","Weathertop","LL","blue oak",2.33333333333333,1.19469026548673,NA,NA,NA,NA,NA,NA,NA,1.043,0.468,32.737,0.0142957509851239,6.14233560530576,8,69.9508547008547,0.0170789945397499,2022-03-25
"1597",13,2381,"md","Weathertop","LL","blue oak",2.33333333333333,1.19469026548673,NA,NA,NA,NA,NA,NA,NA,1.067,0.496,31.963,0.0155179426211557,6.33288681432256,9,64.4415322580645,0.0185391349898763,2022-03-25
"1598",13,2382,"pd","Weathertop","LL","blue oak",0.644,1.13538475911016,"stem",NA,NA,56.400310318076,122.141688099135,NA,NA,0.876,0.432,27.416,0.0157572220601109,7.37896902807964,6,63.462962962963,0.0178905097729643,2022-03-30
"1599",13,2382,"pd","Weathertop","LL","blue oak",0.644,1.13538475911016,"stem",NA,NA,56.400310318076,122.141688099135,NA,NA,1.004,0.499,32.261,0.0154675924490871,8.37221712267601,7,64.6513026052104,0.0175616687268208,2022-03-30
"1600",13,2382,"pd","Weathertop","LL","blue oak",0.644,1.13538475911016,"stem",NA,NA,56.400310318076,122.141688099135,NA,NA,0.812,0.411,15.674,0.0262217685338778,5.03945774707178,7,38.1362530413625,0.0297717963502791,2022-03-30
"1601",13,2382,"pd","Weathertop","LL","blue oak",0.644,1.13538475911016,"stem",NA,NA,56.400310318076,122.141688099135,NA,NA,1.004,0.499,15.674,0.0318361617966058,4.0676399113736,7,31.4108216432866,0.0361462928924313,2022-03-30
"1602",13,2382,"pd","Weathertop","LL","blue oak",0.644,1.13538475911016,"stem",NA,NA,56.400310318076,122.141688099135,NA,NA,0.876,0.432,15.674,0.0275615669261197,4.21863001700176,6,36.2824074074074,0.0312929830251109,2022-03-30
"1603",13,2382,"pd","Weathertop","LL","blue oak",0.644,1.13538475911016,"stem",NA,NA,56.400310318076,122.141688099135,NA,NA,0.812,0.411,28.298,0.0145239946285957,9.09828858789314,7,68.8515815085158,0.0164903221427053,2022-03-30
"1604",13,2382,"pd","Weathertop","LL","blue oak",0.644,1.13538475911016,"stem",NA,NA,56.400310318076,122.141688099135,NA,NA,0.876,0.432,27.416,0.0157572220601109,7.37896902807964,6,63.462962962963,0.0178905097729643,2022-03-25
"1605",13,2382,"pd","Weathertop","LL","blue oak",0.644,1.13538475911016,"stem",NA,NA,56.400310318076,122.141688099135,NA,NA,1.004,0.499,32.261,0.0154675924490871,8.37221712267601,7,64.6513026052104,0.0175616687268208,2022-03-25
"1606",13,2382,"pd","Weathertop","LL","blue oak",0.644,1.13538475911016,"stem",NA,NA,56.400310318076,122.141688099135,NA,NA,0.812,0.411,15.674,0.0262217685338778,5.03945774707178,7,38.1362530413625,0.0297717963502791,2022-03-25
"1607",13,2382,"pd","Weathertop","LL","blue oak",0.644,1.13538475911016,"stem",NA,NA,56.400310318076,122.141688099135,NA,NA,1.004,0.499,15.674,0.0318361617966058,4.0676399113736,7,31.4108216432866,0.0361462928924313,2022-03-25
"1608",13,2382,"pd","Weathertop","LL","blue oak",0.644,1.13538475911016,"stem",NA,NA,56.400310318076,122.141688099135,NA,NA,0.876,0.432,15.674,0.0275615669261197,4.21863001700176,6,36.2824074074074,0.0312929830251109,2022-03-25
"1609",13,2382,"pd","Weathertop","LL","blue oak",0.644,1.13538475911016,"stem",NA,NA,56.400310318076,122.141688099135,NA,NA,0.812,0.411,28.298,0.0145239946285957,9.09828858789314,7,68.8515815085158,0.0164903221427053,2022-03-25
"1610",13,2382,"pd","Weathertop","LL","blue oak",0.644,1.13538475911016,"leaf",NA,NA,112.510396451345,NA,NA,NA,0.876,0.432,27.416,0.0157572220601109,7.37896902807964,6,63.462962962963,0.0178905097729643,2022-03-30
"1611",13,2382,"pd","Weathertop","LL","blue oak",0.644,1.13538475911016,"leaf",NA,NA,112.510396451345,NA,NA,NA,1.004,0.499,32.261,0.0154675924490871,8.37221712267601,7,64.6513026052104,0.0175616687268208,2022-03-30
"1612",13,2382,"pd","Weathertop","LL","blue oak",0.644,1.13538475911016,"leaf",NA,NA,112.510396451345,NA,NA,NA,0.812,0.411,15.674,0.0262217685338778,5.03945774707178,7,38.1362530413625,0.0297717963502791,2022-03-30
"1613",13,2382,"pd","Weathertop","LL","blue oak",0.644,1.13538475911016,"leaf",NA,NA,112.510396451345,NA,NA,NA,1.004,0.499,15.674,0.0318361617966058,4.0676399113736,7,31.4108216432866,0.0361462928924313,2022-03-30
"1614",13,2382,"pd","Weathertop","LL","blue oak",0.644,1.13538475911016,"leaf",NA,NA,112.510396451345,NA,NA,NA,0.876,0.432,15.674,0.0275615669261197,4.21863001700176,6,36.2824074074074,0.0312929830251109,2022-03-30
"1615",13,2382,"pd","Weathertop","LL","blue oak",0.644,1.13538475911016,"leaf",NA,NA,112.510396451345,NA,NA,NA,0.812,0.411,28.298,0.0145239946285957,9.09828858789314,7,68.8515815085158,0.0164903221427053,2022-03-30
"1616",13,2382,"md","Weathertop","LL","blue oak",2.7,NA,NA,NA,NA,NA,NA,NA,NA,0.876,0.432,27.416,0.0157572220601109,7.37896902807964,6,63.462962962963,NA,2022-03-25
"1617",13,2382,"md","Weathertop","LL","blue oak",2.7,NA,NA,NA,NA,NA,NA,NA,NA,1.004,0.499,32.261,0.0154675924490871,8.37221712267601,7,64.6513026052104,NA,2022-03-25
"1618",13,2382,"md","Weathertop","LL","blue oak",2.7,NA,NA,NA,NA,NA,NA,NA,NA,0.812,0.411,15.674,0.0262217685338778,5.03945774707178,7,38.1362530413625,NA,2022-03-25
"1619",13,2382,"md","Weathertop","LL","blue oak",2.7,NA,NA,NA,NA,NA,NA,NA,NA,1.004,0.499,15.674,0.0318361617966058,4.0676399113736,7,31.4108216432866,NA,2022-03-25
"1620",13,2382,"md","Weathertop","LL","blue oak",2.7,NA,NA,NA,NA,NA,NA,NA,NA,0.876,0.432,15.674,0.0275615669261197,4.21863001700176,6,36.2824074074074,NA,2022-03-25
"1621",13,2382,"md","Weathertop","LL","blue oak",2.7,NA,NA,NA,NA,NA,NA,NA,NA,0.812,0.411,28.298,0.0145239946285957,9.09828858789314,7,68.8515815085158,NA,2022-03-25
"1622",13,2382,"pd","Weathertop","LL","blue oak",0.644,1.13538475911016,"leaf",NA,NA,112.510396451345,NA,NA,NA,0.876,0.432,27.416,0.0157572220601109,7.37896902807964,6,63.462962962963,0.0178905097729643,2022-03-25
"1623",13,2382,"pd","Weathertop","LL","blue oak",0.644,1.13538475911016,"leaf",NA,NA,112.510396451345,NA,NA,NA,1.004,0.499,32.261,0.0154675924490871,8.37221712267601,7,64.6513026052104,0.0175616687268208,2022-03-25
"1624",13,2382,"pd","Weathertop","LL","blue oak",0.644,1.13538475911016,"leaf",NA,NA,112.510396451345,NA,NA,NA,0.812,0.411,15.674,0.0262217685338778,5.03945774707178,7,38.1362530413625,0.0297717963502791,2022-03-25
"1625",13,2382,"pd","Weathertop","LL","blue oak",0.644,1.13538475911016,"leaf",NA,NA,112.510396451345,NA,NA,NA,1.004,0.499,15.674,0.0318361617966058,4.0676399113736,7,31.4108216432866,0.0361462928924313,2022-03-25
"1626",13,2382,"pd","Weathertop","LL","blue oak",0.644,1.13538475911016,"leaf",NA,NA,112.510396451345,NA,NA,NA,0.876,0.432,15.674,0.0275615669261197,4.21863001700176,6,36.2824074074074,0.0312929830251109,2022-03-25
"1627",13,2382,"pd","Weathertop","LL","blue oak",0.644,1.13538475911016,"leaf",NA,NA,112.510396451345,NA,NA,NA,0.812,0.411,28.298,0.0145239946285957,9.09828858789314,7,68.8515815085158,0.0164903221427053,2022-03-25
"1628",13,2383,"pd","Weathertop","LL","blue oak",0.541333333333333,1.12110947473004,"leaf",NA,NA,112.292647808741,NA,NA,NA,0.488,0.239,12.368,0.0193240620957309,3.82135618172838,4,51.7489539748954,0.0216643891057955,2022-03-25
