"","site","plot","plot_number","species","tag","mpa","date","week","tree","time","rep"
"884","LL","MiddleEarth","AT001","blue oak","2369.0",3.35,2022-04-27,17,2369,"md",2
"885","LL","MiddleEarth","AT001","blue oak","2369.0",3.3,2022-04-27,17,2369,"md",3
"886","LL","Hobbiton","AT002","blue oak","2343.0",2.782,2022-04-27,17,2343,"md",1
"887","LL","Hobbiton","AT002","blue oak","2343.0",2.634,2022-04-27,17,2343,"md",2
"888","LL","Hobbiton","AT002","blue oak","2343.0",2.748,2022-04-27,17,2343,"md",3
"889","LL","Hobbiton","AT002","blue oak","2346.0",2.207,2022-04-27,17,2346,"md",1
"890","LL","Hobbiton","AT002","blue oak","2346.0",2.29,2022-04-27,17,2346,"md",2
"891","LL","Hobbiton","AT002","blue oak","2346.0",2.136,2022-04-27,17,2346,"md",3
"892","LL","Hobbiton","AT002","blue oak","2347.0",2.554,2022-04-27,17,2347,"md",1
"893","LL","Hobbiton","AT002","blue oak","2347.0",2.43,2022-04-27,17,2347,"md",2
"894","LL","Hobbiton","AT002","blue oak","2347.0",2.143,2022-04-27,17,2347,"md",3
"895","LL","Hobbiton","AT002","blue oak","2347.0",2.204,2022-04-27,17,2347,"md",4
"896","Cucu Mesa","High","Cucu Mesa","blue oak","2004.0",2.518,2022-04-27,17,2004,"md",1
"897","Cucu Mesa","High","Cucu Mesa","blue oak","2004.0",2.6,2022-04-27,17,2004,"md",2
"898","Cucu Mesa","High","Cucu Mesa","blue oak","2004.0",2.744,2022-04-27,17,2004,"md",3
"899","Cucu Mesa","High","Cucu Mesa","blue oak","2005.0",2.503,2022-04-27,17,2005,"md",1
"900","Cucu Mesa","High","Cucu Mesa","blue oak","2005.0",2.867,2022-04-27,17,2005,"md",2
"901","Cucu Mesa","High","Cucu Mesa","blue oak","2005.0",2.829,2022-04-27,17,2005,"md",3
"902","Cucu Mesa","High","Cucu Mesa","blue oak","2006.0",2.638,2022-04-27,17,2006,"md",1
"903","Cucu Mesa","High","Cucu Mesa","blue oak","2006.0",2.778,2022-04-27,17,2006,"md",2
"904","Cucu Mesa","High","Cucu Mesa","blue oak","2006.0",2.735,2022-04-27,17,2006,"md",3
"905","Cucu Mesa","High","Cucu Mesa","blue oak","2007.0",2.261,2022-04-27,17,2007,"md",1
"906","Cucu Mesa","High","Cucu Mesa","blue oak","2007.0",2.664,2022-04-27,17,2007,"md",2
"907","Cucu Mesa","High","Cucu Mesa","blue oak","2007.0",2.354,2022-04-27,17,2007,"md",3
"908","PineNeedle","Low","low Pine Needle","live oak","2093.0",1.843,2022-04-27,17,2093,"md",1
"909","PineNeedle","Low","low Pine Needle","live oak","2093.0",2.034,2022-04-27,17,2093,"md",2
"910","PineNeedle","Low","low Pine Needle","live oak","2093.0",1.75,2022-04-27,17,2093,"md",3
"911","PineNeedle","Low","low Pine Needle","live oak","2092.0",1.223,2022-04-27,17,2092,"md",1
"912","PineNeedle","Low","low Pine Needle","live oak","2092.0",2.123,2022-04-27,17,2092,"md",2
"913","PineNeedle","Low","low Pine Needle","live oak","2092.0",2.883,2022-04-27,17,2092,"md",3
"914","PineNeedle","Low","low Pine Needle","live oak","2092.0",1.994,2022-04-27,17,2092,"md",4
"915","PineNeedle","Low","low Pine Needle","live oak","2092.0",2.445,2022-04-27,17,2092,"md",5
"916","PineNeedle","Low","low Pine Needle","live oak","2092.0",2.073,2022-04-27,17,2092,"md",6
"917","PineNeedle","Low","low Pine Needle","live oak","2091.0",2.183,2022-04-27,17,2091,"md",1
"918","PineNeedle","Low","low Pine Needle","live oak","2091.0",1.978,2022-04-27,17,2091,"md",2
"919","PineNeedle","Low","low Pine Needle","live oak","2091.0",1.901,2022-04-27,17,2091,"md",3
"920","PineNeedle","Low","low Pine Needle","blue oak","2090.0",2.231,2022-04-27,17,2090,"md",1
"921","PineNeedle","Low","low Pine Needle","blue oak","2090.0",2.257,2022-04-27,17,2090,"md",2
"922","PineNeedle","Low","low Pine Needle","live oak","2089.0",0.93,2022-04-27,17,2089,"md",1
"923","PineNeedle","Low","low Pine Needle","live oak","2089.0",1.3,2022-04-27,17,2089,"md",2
"924","PineNeedle","Low","low Pine Needle","live oak","2089.0",1.78,2022-04-27,17,2089,"md",3
"925","PineNeedle","Low","low Pine Needle","live oak","2089.0",1.8,2022-04-27,17,2089,"md",4
"926","PineNeedle","Low","low Pine Needle","blue oak","2088.0",2.504,2022-04-27,17,2088,"md",1
"927","PineNeedle","Low","low Pine Needle","blue oak","2088.0",1.831,2022-04-27,17,2088,"md",2
"928","PineNeedle","Low","low Pine Needle","blue oak","2088.0",1.922,2022-04-27,17,2088,"md",3
"929","PineNeedle","Low","low Pine Needle","blue oak","2087.0",2.34,2022-04-27,17,2087,"md",1
"930","PineNeedle","Low","low Pine Needle","blue oak","2087.0",2.253,2022-04-27,17,2087,"md",2
"931","PineNeedle","Low","low Pine Needle","blue oak","2087.0",2.389,2022-04-27,17,2087,"md",3
"932","PineNeedle","Low","low Pine Needle","blue oak","2086.0",1.965,2022-04-27,17,2086,"md",1
"933","PineNeedle","Low","low Pine Needle","blue oak","2086.0",1.874,2022-04-27,17,2086,"md",2
"934","PineNeedle","Low","low Pine Needle","blue oak","2086.0",2.144,2022-04-27,17,2086,"md",3
"935","PineNeedle","Low","low Pine Needle","blue oak","2085.0",2.188,2022-04-27,17,2085,"md",1
"936","PineNeedle","Low","low Pine Needle","blue oak","2085.0",2.233,2022-04-27,17,2085,"md",2
"937","PineNeedle","Low","low Pine Needle","blue oak","2085.0",2.211,2022-04-27,17,2085,"md",3
"938","Chamise","Chamise","Chamise","blue oak","2020.0",1.681,2022-04-27,17,2020,"md",1
"939","Chamise","Chamise","Chamise","blue oak","2020.0",1.789,2022-04-27,17,2020,"md",2
"940","Chamise","Chamise","Chamise","blue oak","2020.0",1.873,2022-04-27,17,2020,"md",3
"941","Chamise","Chamise","Chamise","blue oak","2021.0",2.195,2022-04-27,17,2021,"md",1
"942","Chamise","Chamise","Chamise","blue oak","2021.0",2.043,2022-04-27,17,2021,"md",2
"943","Chamise","Chamise","Chamise","blue oak","2021.0",2.189,2022-04-27,17,2021,"md",3
"944","Chamise","Chamise","Chamise","live oak","2022.0",1.884,2022-04-27,17,2022,"md",1
"945","Chamise","Chamise","Chamise","live oak","2022.0",1.673,2022-04-27,17,2022,"md",2
"946","Chamise","Chamise","Chamise","live oak","2022.0",2.271,2022-04-27,17,2022,"md",3
"947","Chamise","Chamise","Chamise","live oak","2023.0",2.631,2022-04-27,17,2023,"md",1
"948","Chamise","Chamise","Chamise","live oak","2023.0",2.435,2022-04-27,17,2023,"md",2
"949","Chamise","Chamise","Chamise","live oak","2023.0",2.217,2022-04-27,17,2023,"md",3
"950","Chamise","Chamise","Chamise","blue oak","2024.0",1.958,2022-04-27,17,2024,"md",1
"951","Chamise","Chamise","Chamise","blue oak","2024.0",1.881,2022-04-27,17,2024,"md",2
"952","Chamise","Chamise","Chamise","blue oak","2024.0",1.774,2022-04-27,17,2024,"md",3
"953","Chamise","Chamise","Chamise","blue oak","2025.0",1.416,2022-04-27,17,2025,"md",1
"954","Chamise","Chamise","Chamise","blue oak","2025.0",1.325,2022-04-27,17,2025,"md",2
"955","Chamise","Chamise","Chamise","blue oak","2025.0",1.543,2022-04-27,17,2025,"md",3
"956","Chamise","Shedd","Chamise (Shedd soil)","blue oak","2026.0",3.051,2022-04-27,17,2026,"md",1
"957","Chamise","Shedd","Chamise (Shedd soil)","blue oak","2026.0",2.842,2022-04-27,17,2026,"md",2
"958","Chamise","Shedd","Chamise (Shedd soil)","blue oak","2026.0",3.054,2022-04-27,17,2026,"md",3
"959","Chamise","Shedd","Chamise (Shedd soil)","blue oak","2027.0",2.518,2022-04-27,17,2027,"md",1
"960","Chamise","Shedd","Chamise (Shedd soil)","blue oak","2027.0",2.735,2022-04-27,17,2027,"md",2
"961","Chamise","Shedd","Chamise (Shedd soil)","blue oak","2027.0",2.743,2022-04-27,17,2027,"md",3
"962","Chamise","Shedd","Chamise (Shedd soil)","blue oak","2028.0",2.089,2022-04-27,17,2028,"md",1
"963","Chamise","Shedd","Chamise (Shedd soil)","blue oak","2028.0",2.07,2022-04-27,17,2028,"md",2
"964","Chamise","Shedd","Chamise (Shedd soil)","live oak","2029.0",1.917,2022-04-27,17,2029,"md",1
"965","Chamise","Shedd","Chamise (Shedd soil)","live oak","2029.0",2.189,2022-04-27,17,2029,"md",2
"966","Chamise","Shedd","Chamise (Shedd soil)","live oak","2029.0",1.854,2022-04-27,17,2029,"md",3
"967","Chamise","Shedd","Chamise (Shedd soil)","live oak","2030.0",3.205,2022-04-27,17,2030,"md",1
"968","Chamise","Shedd","Chamise (Shedd soil)","live oak","2030.0",2.927,2022-04-27,17,2030,"md",2
"969","Chamise","Shedd","Chamise (Shedd soil)","live oak","2030.0",2.779,2022-04-27,17,2030,"md",3
"970","Chamise","Shedd","Chamise (Shedd soil)","blue oak","2031.0",1.651,2022-04-27,17,2031,"md",1
"971","Chamise","Shedd","Chamise (Shedd soil)","blue oak","2031.0",1.723,2022-04-27,17,2031,"md",2
"972","Chamise","Shedd","Chamise (Shedd soil)","blue oak","2031.0",2.245,2022-04-27,17,2031,"md",3
"973","Cucu Mesa","Low","Lower Cucu","blue oak","2012.0",2.541,2022-04-27,17,2012,"md",1
"974","Cucu Mesa","Low","Lower Cucu","blue oak","2012.0",2.535,2022-04-27,17,2012,"md",2
"975","Cucu Mesa","Low","Lower Cucu","blue oak","2012.0",2.434,2022-04-27,17,2012,"md",3
"976","Cucu Mesa","Low","Lower Cucu","blue oak","2013.0",2.411,2022-04-27,17,2013,"md",1
"977","Cucu Mesa","Low","Lower Cucu","blue oak","2013.0",2.201,2022-04-27,17,2013,"md",2
"978","Cucu Mesa","Low","Lower Cucu","blue oak","2013.0",2.258,2022-04-27,17,2013,"md",3
"979","Cucu Mesa","Low","Lower Cucu","blue oak","2015.0",2.816,2022-04-27,17,2015,"md",1
"980","Cucu Mesa","Low","Lower Cucu","blue oak","2015.0",2.702,2022-04-27,17,2015,"md",2
"981","Cucu Mesa","Low","Lower Cucu","blue oak","2015.0",2.675,2022-04-27,17,2015,"md",3
"982","Cucu Mesa","Low","Lower Cucu","blue oak","1478.0",2.401,2022-04-27,17,1478,"md",1
"983","Cucu Mesa","Low","Lower Cucu","blue oak","1478.0",1.991,2022-04-27,17,1478,"md",2
"984","Cucu Mesa","Low","Lower Cucu","blue oak","1478.0",2.271,2022-04-27,17,1478,"md",3
"985",NA,NA,NA,"blue oak","2032.0",1.651,2022-04-27,17,2032,"md",1
"986",NA,NA,NA,"blue oak","2032.0",1.723,2022-04-27,17,2032,"md",2
"987",NA,NA,NA,"blue oak","2032.0",2.245,2022-04-27,17,2032,"md",3
"988","LL","MiddleEarth","AT001","live oak","2352.0",2.774,2022-04-25,17,2352,"md",1
"989","LL","MiddleEarth","AT001","live oak","2352.0",2.8,2022-04-25,17,2352,"md",2
"990","LL","MiddleEarth","AT001","live oak","2352.0",2.628,2022-04-25,17,2352,"md",3
"991","LL","MiddleEarth","AT001","blue oak","2360.0",2.88,2022-04-25,17,2360,"md",1
"992","LL","MiddleEarth","AT001","blue oak","2360.0",2.531,2022-04-25,17,2360,"md",2
"993","LL","MiddleEarth","AT001","blue oak","2360.0",2.864,2022-04-25,17,2360,"md",3
"994","LL","MiddleEarth","AT001","blue oak","2365.0",3,2022-04-25,17,2365,"md",1
"995","LL","MiddleEarth","AT001","blue oak","2365.0",3.25,2022-04-25,17,2365,"md",2
"996","LL","MiddleEarth","AT001","blue oak","2365.0",3.3,2022-04-25,17,2365,"md",3
"997","LL","MiddleEarth","AT001","blue oak","2367.0",2.662,2022-04-25,17,2367,"md",1
"998","LL","MiddleEarth","AT001","blue oak","2367.0",2.384,2022-04-25,17,2367,"md",2
"999","LL","MiddleEarth","AT001","blue oak","2367.0",3.092,2022-04-25,17,2367,"md",3
"1000","LL","MiddleEarth","AT001","blue oak","2369.0",3.3,2022-04-25,17,2369,"md",1
"1001","LL","MiddleEarth","AT001","blue oak","2369.0",3.35,2022-04-25,17,2369,"md",2
"1002","LL","MiddleEarth","AT001","blue oak","2369.0",3.5,2022-04-25,17,2369,"md",3
"1003","LL","MiddleEarth","near AT001","live oak","2376.0",2.571,2022-04-25,17,2376,"md",1
"1004","LL","MiddleEarth","near AT001","live oak","2376.0",2.47,2022-04-25,17,2376,"md",2
"1005","LL","MiddleEarth","near AT001","live oak","2376.0",2.404,2022-04-25,17,2376,"md",3
"1006","LL","MiddleEarth","near AT001","live oak","2376.0",2.508,2022-04-25,17,2376,"md",4
"1007","LL","MiddleEarth","near AT001","live oak","2377.0",3.169,2022-04-25,17,2377,"md",1
"1008","LL","MiddleEarth","near AT001","live oak","2377.0",2.961,2022-04-25,17,2377,"md",2
"1009","LL","MiddleEarth","near AT001","live oak","2377.0",2.769,2022-04-25,17,2377,"md",3
"1010","LL","MiddleEarth","near AT001","blue oak","2378.0",2.84,2022-04-25,17,2378,"md",1
"1011","LL","MiddleEarth","near AT001","blue oak","2378.0",3.09,2022-04-25,17,2378,"md",2
"1012","LL","MiddleEarth","near AT001","blue oak","2378.0",3.01,2022-04-25,17,2378,"md",3
"1013","LL","MiddleEarth","near AT001","blue oak","2378.0",3.45,2022-04-25,17,2378,"md",4
"1014","LL","MiddleEarth","near AT001","blue oak","2378.0",3.09,2022-04-25,17,2378,"md",5
"1015","LL","MiddleEarth","near AT001","blue oak","2379.0",3.12,2022-04-25,17,2379,"md",1
"1016","LL","MiddleEarth","near AT001","blue oak","2379.0",3.12,2022-04-25,17,2379,"md",2
"1017","LL","MiddleEarth","near AT001","blue oak","2379.0",2.84,2022-04-25,17,2379,"md",3
"1018","LL","MiddleEarth","near AT001","blue oak","2379.0",2.5,2022-04-25,17,2379,"md",4
"1019","LL","MiddleEarth","near AT001","live oak","2380.0",3.05,2022-04-25,17,2380,"md",1
"1020","LL","MiddleEarth","near AT001","live oak","2380.0",2,2022-04-25,17,2380,"md",2
"1021","LL","MiddleEarth","near AT001","live oak","2380.0",2,2022-04-25,17,2380,"md",3
"1022","LL","MiddleEarth","near AT001","live oak","2380.0",2.68,2022-04-25,17,2380,"md",4
"1023","LL","MiddleEarth","near AT001","live oak","2380.0",2.3,2022-04-25,17,2380,"md",5
"1024","LL","MiddleEarth","near AT001","live oak","2380.0",2.3,2022-04-25,17,2380,"md",6
"1025","LL","Hobbiton","AT002","blue oak","2343.0",2.783,2022-04-25,17,2343,"md",1
"1026","LL","Hobbiton","AT002","blue oak","2343.0",2.634,2022-04-25,17,2343,"md",2
"1027","LL","Hobbiton","AT002","blue oak","2343.0",2.136,2022-04-25,17,2343,"md",3
"1028","LL","Hobbiton","AT002","live oak","2345.0",2.207,2022-04-25,17,2345,"md",1
"1029","LL","Hobbiton","AT002","live oak","2345.0",2.29,2022-04-25,17,2345,"md",2
"1030","LL","Hobbiton","AT002","live oak","2345.0",2.136,2022-04-25,17,2345,"md",3
"1031","LL","Hobbiton","AT002","blue oak","2346.0",2.207,2022-04-25,17,2346,"md",1
"1032","LL","Hobbiton","AT002","blue oak","2346.0",2.29,2022-04-25,17,2346,"md",2
"1033","LL","Hobbiton","AT002","blue oak","2346.0",2.136,2022-04-25,17,2346,"md",3
"1034","LL","Hobbiton","AT002","blue oak","2347.0",2.554,2022-04-25,17,2347,"md",1
"1035","LL","Hobbiton","AT002","blue oak","2347.0",2.43,2022-04-25,17,2347,"md",2
"1036","LL","Hobbiton","AT002","blue oak","2347.0",2.204,2022-04-25,17,2347,"md",3
"1037","LL","Ridge","AT003","live oak","2331.0",3.151,2022-04-25,17,2331,"md",1
"1038","LL","Ridge","AT003","live oak","2331.0",3.031,2022-04-25,17,2331,"md",2
"1039","LL","Ridge","AT003","live oak","2331.0",2.789,2022-04-25,17,2331,"md",3
"1040","LL","Hobbiton","AT004","live oak","2301.0",3.801,2022-04-25,17,2301,"md",1
"1041","LL","Hobbiton","AT004","live oak","2301.0",2.998,2022-04-25,17,2301,"md",2
"1042","LL","Hobbiton","AT004","live oak","2301.0",3.486,2022-04-25,17,2301,"md",3
"1043","LL","Hobbiton","AT004","live oak","2301.0",3.701,2022-04-25,17,2301,"md",4
"1044","LL","Hobbiton","AT004","live oak","2301.0",3.496,2022-04-25,17,2301,"md",5
"1045","LL","Weathertop","B1","blue oak","2370.0",2.26,2022-04-25,17,2370,"md",1
"1046","LL","Weathertop","B1","blue oak","2370.0",2.378,2022-04-25,17,2370,"md",2
"1047","LL","Weathertop","B1","blue oak","2370.0",1.893,2022-04-25,17,2370,"md",3
"1048","LL","Weathertop","B1","blue oak","2370.0",2.618,2022-04-25,17,2370,"md",4
"1049","LL","Weathertop","B2","blue oak","2371.0",2.751,2022-04-25,17,2371,"md",1
"1050","LL","Weathertop","B2","blue oak","2371.0",2.641,2022-04-25,17,2371,"md",2
"1051","LL","Weathertop","B3","blue oak","2372.0",2,2022-04-25,17,2372,"md",1
"1052","LL","Weathertop","B3","blue oak","2372.0",1.953,2022-04-25,17,2372,"md",2
"1053","LL","Weathertop","ExtraBlueHilltop","blue oak","2381.0",1.942,2022-04-25,17,2381,"md",1
"1054","LL","Weathertop","ExtraBlueHilltop","blue oak","2381.0",2.111,2022-04-25,17,2381,"md",2
"1055","LL","Weathertop","ExtraBlueHilltop","blue oak","2381.0",1.95,2022-04-25,17,2381,"md",3
"1056","LL","Weathertop","ExtraBlueHilltop","blue oak","2382.0",2.55,2022-04-25,17,2382,"md",1
"1057","LL","Weathertop","ExtraBlueHilltop","blue oak","2382.0",2.53,2022-04-25,17,2382,"md",2
"1058","LL","Weathertop","ExtraBlueHilltop","blue oak","2382.0",3,2022-04-25,17,2382,"md",3
"1059","LL","Weathertop","ExtraBlueHilltop","blue oak","2382.0",2.7,2022-04-25,17,2382,"md",4
"1060","LL","Weathertop","ExtraBlueHilltop","blue oak","2383.0",2.98,2022-04-25,17,2383,"md",1
"1061","LL","Weathertop","ExtraBlueHilltop","blue oak","2383.0",2.94,2022-04-25,17,2383,"md",2
"1062","LL","Weathertop","ExtraBlueHilltop","blue oak","2384.0",2.54,2022-04-25,17,2384,"md",1
"1063","LL","Weathertop","ExtraBlueHilltop","blue oak","2384.0",2.6,2022-04-25,17,2384,"md",2
"1064","LL","Weathertop","ExtraBlueHilltop","blue oak","2384.0",2.55,2022-04-25,17,2384,"md",3
"1065","LL","Rohan","near 2380","LEU","LL-LEU",2.5,2022-04-25,17,21,"md",1
"1066","LL","Rohan","near 2380","LEU","LL-LEU",1.81,2022-04-25,17,21,"md",2
"1067","LL","Rohan","near 2380","LEU","LL-LEU",2,2022-04-25,17,21,"md",3
"1068","LL","Rohan","near 2380","LEU","LL-LEU",2.55,2022-04-25,17,21,"md",4
"1069","LL","Rohan","near 2380","LEU","LL-LEU",2.7,2022-04-25,17,21,"md",5
"1070","LL","Rohan","near 2380","ARCA","LL-ARCA",3.15,2022-04-25,17,11,"md",1
"1071","LL","Rohan","near 2380","ARCA","LL-ARCA",3.15,2022-04-25,17,11,"md",2
"1072","LL","Rohan","near 2380","ARCA","LL-ARCA",3.25,2022-04-25,17,11,"md",3
"1073","LL","Weathertop",NA,"blue oak","2011.0",1.69,2022-04-25,17,2011,"md",1
"1074","LL","Weathertop",NA,"blue oak","2011.0",1.7,2022-04-25,17,2011,"md",2
"1075","LL","Weathertop",NA,"blue oak","2011.0",1.7,2022-04-25,17,2011,"md",3
"1076","LL","Weathertop","RT","blue oak","2010.0",2.64,2022-04-25,17,2010,"md",1
"1077","LL","Weathertop","RT","blue oak","2010.0",2.51,2022-04-25,17,2010,"md",2
"1078","LL","Weathertop","RT","blue oak","2010.0",2.73,2022-04-25,17,2010,"md",3
"1079","LL","Hobbiton","TS","blue oak","2009.0",3.134,2022-04-25,17,2009,"md",1
"1080","LL","Hobbiton","TS","blue oak","2009.0",2.924,2022-04-25,17,2009,"md",2
"1081","LL","Hobbiton","TS","blue oak","2009.0",3.042,2022-04-25,17,2009,"md",3
"1082","PineNeedle","Low","low Pine Needle","live oak","2093.0",0.96,2022-04-11,15,2093,"md",1
"1083","PineNeedle","Low","low Pine Needle","live oak","2093.0",0.95,2022-04-11,15,2093,"md",2
"1084","PineNeedle","Low","low Pine Needle","live oak","2093.0",0.85,2022-04-11,15,2093,"md",3
"1085","PineNeedle","Low","low Pine Needle","live oak","2093.0",0.67,2022-04-11,15,2093,"md",4
"1086","PineNeedle","Low","low Pine Needle","live oak","2093.0",1.51,2022-04-11,15,2093,"md",5
"1087","PineNeedle","Low","low Pine Needle","live oak","2093.0",1.22,2022-04-11,15,2093,"md",6
"1088","PineNeedle","Low","low Pine Needle","live oak","2093.0",1.38,2022-04-11,15,2093,"md",7
"1089","PineNeedle","Low","low Pine Needle","live oak","2092.0",1.18,2022-04-11,15,2092,"md",1
"1090","PineNeedle","Low","low Pine Needle","live oak","2092.0",1.93,2022-04-11,15,2092,"md",2
"1091","PineNeedle","Low","low Pine Needle","live oak","2092.0",2.2,2022-04-11,15,2092,"md",3
"1092","PineNeedle","Low","low Pine Needle","live oak","2092.0",1.3,2022-04-11,15,2092,"md",4
"1093","PineNeedle","Low","low Pine Needle","live oak","2092.0",1.235,2022-04-11,15,2092,"md",5
"1094","PineNeedle","Low","low Pine Needle","live oak","2092.0",1.27,2022-04-11,15,2092,"md",6
"1095","PineNeedle","Low","low Pine Needle","live oak","2092.0",1.9,2022-04-11,15,2092,"md",7
"1096","PineNeedle","Low","low Pine Needle","live oak","2091.0",1.29,2022-04-11,15,2091,"md",1
"1097","PineNeedle","Low","low Pine Needle","live oak","2091.0",1.45,2022-04-11,15,2091,"md",2
"1098","PineNeedle","Low","low Pine Needle","live oak","2091.0",1.24,2022-04-11,15,2091,"md",3
"1099","PineNeedle","Low","low Pine Needle","live oak","2091.0",1.85,2022-04-11,15,2091,"md",4
"1100","PineNeedle","Low","low Pine Needle","live oak","2091.0",1.45,2022-04-11,15,2091,"md",5
"1101","PineNeedle","Low","low Pine Needle","live oak","2091.0",1.38,2022-04-11,15,2091,"md",6
"1102","PineNeedle","Low","low Pine Needle","blue oak","2090.0",2.04,2022-04-11,15,2090,"md",1
"1103","PineNeedle","Low","low Pine Needle","blue oak","2090.0",1.85,2022-04-11,15,2090,"md",2
"1104","PineNeedle","Low","low Pine Needle","blue oak","2090.0",1.8,2022-04-11,15,2090,"md",3
"1105","PineNeedle","Low","low Pine Needle","blue oak","2090.0",1.88,2022-04-11,15,2090,"md",4
"1106","PineNeedle","Low","low Pine Needle","live oak","2089.0",1.23,2022-04-11,15,2089,"md",1
"1107","PineNeedle","Low","low Pine Needle","live oak","2089.0",1.4,2022-04-11,15,2089,"md",2
"1108","PineNeedle","Low","low Pine Needle","live oak","2089.0",1.15,2022-04-11,15,2089,"md",3
"1109","PineNeedle","Low","low Pine Needle","live oak","2089.0",1.5,2022-04-11,15,2089,"md",4
"1110","PineNeedle","Low","low Pine Needle","blue oak","2088.0",1.43,2022-04-11,15,2088,"md",1
"1111","PineNeedle","Low","low Pine Needle","blue oak","2088.0",1.25,2022-04-11,15,2088,"md",2
"1112","PineNeedle","Low","low Pine Needle","blue oak","2088.0",1.24,2022-04-11,15,2088,"md",3
"1113","PineNeedle","Low","low Pine Needle","blue oak","2088.0",1.2,2022-04-11,15,2088,"md",4
"1114","PineNeedle","Low","low Pine Needle","blue oak","2087.0",1.4,2022-04-11,15,2087,"md",1
"1115","PineNeedle","Low","low Pine Needle","blue oak","2087.0",1.32,2022-04-11,15,2087,"md",2
"1116","PineNeedle","Low","low Pine Needle","blue oak","2087.0",1.2,2022-04-11,15,2087,"md",3
"1117","PineNeedle","Low","low Pine Needle","blue oak","2086.0",1.55,2022-04-11,15,2086,"md",1
"1118","PineNeedle","Low","low Pine Needle","blue oak","2086.0",1.56,2022-04-11,15,2086,"md",2
"1119","PineNeedle","Low","low Pine Needle","blue oak","2086.0",1.65,2022-04-11,15,2086,"md",3
"1120","PineNeedle","Low","low Pine Needle","blue oak","2085.0",1.45,2022-04-11,15,2085,"md",1
"1121","PineNeedle","Low","low Pine Needle","blue oak","2085.0",1.31,2022-04-11,15,2085,"md",2
"1122","PineNeedle","Low","low Pine Needle","blue oak","2085.0",1.68,2022-04-11,15,2085,"md",3
"1123","PineNeedle","Low","low Pine Needle","blue oak","2085.0",1.63,2022-04-11,15,2085,"md",4
"1124","LL","MiddleEarth","AT001","live oak","2352.0",2.202,2022-04-13,15,2352,"md",1
"1125","LL","MiddleEarth","AT001","live oak","2352.0",2.741,2022-04-13,15,2352,"md",2
"1126","LL","MiddleEarth","AT001","live oak","2352.0",2.591,2022-04-13,15,2352,"md",3
"1127","LL","MiddleEarth","AT001","live oak","2352.0",3.751,2022-04-13,15,2352,"md",4
"1128","LL","MiddleEarth","AT001","live oak","2354.0",1.465,2022-04-13,15,2354,"md",1
"1129","LL","MiddleEarth","AT001","live oak","2354.0",1.871,2022-04-13,15,2354,"md",2
"1130","LL","MiddleEarth","AT001","live oak","2354.0",1.576,2022-04-13,15,2354,"md",3
"1131","LL","MiddleEarth","AT001","blue oak","2360.0",2.371,2022-04-13,15,2360,"md",1
"1132","LL","MiddleEarth","AT001","blue oak","2360.0",2.84,2022-04-13,15,2360,"md",2
"1133","LL","MiddleEarth","AT001","blue oak","2360.0",2.481,2022-04-13,15,2360,"md",3
"1134","LL","MiddleEarth","AT001","blue oak","2360.0",2.389,2022-04-13,15,2360,"md",4
"1135","LL","MiddleEarth","AT001","blue oak","2365.0",1.565,2022-04-13,15,2365,"md",1
"1136","LL","MiddleEarth","AT001","blue oak","2365.0",1.406,2022-04-13,15,2365,"md",2
"1137","LL","MiddleEarth","AT001","blue oak","2365.0",1.781,2022-04-13,15,2365,"md",3
"1138","LL","MiddleEarth","AT001","blue oak","2365.0",2.234,2022-04-13,15,2365,"md",4
"1139","LL","MiddleEarth","AT001","blue oak","2365.0",2.148,2022-04-13,15,2365,"md",5
"1140","LL","MiddleEarth","AT001","blue oak","2365.0",1.668,2022-04-13,15,2365,"md",6
"1141","LL","MiddleEarth","AT001","blue oak","2367.0",2.371,2022-04-13,15,2367,"md",1
"1142","LL","MiddleEarth","AT001","blue oak","2367.0",2.345,2022-04-13,15,2367,"md",2
"1143","LL","MiddleEarth","AT001","blue oak","2367.0",2.138,2022-04-13,15,2367,"md",3
"1144","LL","MiddleEarth","AT001","blue oak","2367.0",1.433,2022-04-13,15,2367,"md",4
"1145","LL","MiddleEarth","AT001","blue oak","2369.0",2.491,2022-04-13,15,2369,"md",1
"1146","LL","MiddleEarth","AT001","blue oak","2369.0",2.831,2022-04-13,15,2369,"md",2
"1147","LL","MiddleEarth","AT001","blue oak","2369.0",2.887,2022-04-13,15,2369,"md",3
"1148","LL","MiddleEarth","AT001","blue oak","2369.0",2.458,2022-04-13,15,2369,"md",4
"1149","LL","MiddleEarth","near AT001","live oak","2376.0",1.416,2022-04-13,15,2376,"md",1
"1150","LL","MiddleEarth","near AT001","live oak","2376.0",1.671,2022-04-13,15,2376,"md",2
"1151","LL","MiddleEarth","near AT001","live oak","2376.0",1.591,2022-04-13,15,2376,"md",3
"1152","LL","MiddleEarth","near AT001","live oak","2377.0",2.007,2022-04-13,15,2377,"md",1
"1153","LL","MiddleEarth","near AT001","live oak","2377.0",1.591,2022-04-13,15,2377,"md",2
"1154","LL","MiddleEarth","near AT001","live oak","2377.0",1.843,2022-04-13,15,2377,"md",3
"1155","LL","MiddleEarth","near AT001","live oak","2377.0",2.089,2022-04-13,15,2377,"md",4
"1156","LL","MiddleEarth","near AT001","live oak","2377.0",2.1616,2022-04-13,15,2377,"md",5
"1157","LL","MiddleEarth","near AT001","live oak","2377.0",1.69,2022-04-13,15,2377,"md",6
