"","branch","year","file","date_new","week","day","tree_id","notes_leaf_area","area_cm2","species","date_leaf_area","year_leaf_area","sub_branch"
"290","3","0","txt",2022-04-25,17,25,"234x","either2347or2346",35.422,"B",2022-04-25,"0",NA
"291","1","0","txt",2022-04-27,17,27,"2354",NA,21.44,"B",2022-04-27,"0",NA
"292","2","0","txt",2022-04-27,17,27,"2354",NA,49.802,"B",2022-04-27,"0",NA
"293","3","0","txt",2022-04-27,17,27,"2354",NA,36.448,"B",2022-04-27,"0",NA
"294","1","0","txt",2022-03-30,13,30,"2360",NA,15.816,"B",2022-03-30,"0",NA
"295","2","0","txt",2022-03-30,13,30,"2360",NA,28.313,"B",2022-03-30,"0",NA
"296","3","0","txt",2022-03-30,13,30,"2360",NA,37.26,"B",2022-03-30,"0",NA
"297","1","0","txt",2022-04-25,17,25,"2360",NA,30.066,"B",2022-04-25,"0",NA
"298","2","0","txt",2022-04-25,17,25,"2360",NA,18.823,"B",2022-04-25,"0",NA
"299","3","0","txt",2022-04-25,17,25,"2360",NA,14.093,"B",2022-04-25,"0",NA
"300","1","0","txt",2022-05-23,21,23,"2360",NA,44.946,"B",2022-05-23,"0",NA
"301","2","0","txt",2022-05-23,21,23,"2360",NA,26.954,"B",2022-05-23,"0",NA
"302","3","0","txt",2022-05-23,21,23,"2360",NA,44.072,"B",2022-05-23,"0",NA
"303","1","0","txt",2022-07-19,29,19,"2360",NA,19.203,"B",2022-07-19,"0",NA
"304","2","0","txt",2022-07-19,29,19,"2360",NA,18.526,"B",2022-07-19,"0",NA
"305","3","0","txt",2022-07-19,29,19,"2360",NA,19.994,"B",2022-07-19,"0",NA
"306","1","0","txt",2022-04-25,17,25,"2365",NA,15.554,"B",2022-04-25,"0",NA
"307","2","0","txt",2022-04-25,17,25,"2365",NA,13.708,"B",2022-04-25,"0",NA
"308","3","0","txt",2022-04-25,17,25,"2365",NA,21.612,"B",2022-04-25,"0",NA
"309","1","0","txt",2022-07-19,29,19,"2365",NA,19.876,"B",2022-07-19,"0",NA
"310","2","0","txt",2022-07-19,29,19,"2365",NA,20.129,"B",2022-07-19,"0",NA
"311","3","0","txt",2022-07-19,29,19,"2365",NA,27.638,"B",2022-07-19,"0",NA
"312","1","0","txt",2022-04-25,17,25,"2367",NA,17.267,"B",2022-04-25,"0",NA
"313","2","0","txt",2022-04-25,17,25,"2367",NA,13.77,"B",2022-04-25,"0",NA
"314","3","0","txt",2022-04-25,17,25,"2367",NA,15.731,"B",2022-04-25,"0",NA
"315","1","0","txt",2022-05-23,21,23,"2367",NA,19.389,"B",2022-05-23,"0",NA
"316","2","0","txt",2022-05-23,21,23,"2367",NA,23.273,"B",2022-05-23,"0",NA
"317","3","0","txt",2022-05-23,21,23,"2367",NA,21.958,"B",2022-05-23,"0",NA
"318","1","0","txt",2022-07-19,29,19,"2367",NA,13.541,"B",2022-07-19,"0",NA
"319","2","0","txt",2022-07-19,29,19,"2367",NA,8.582,"B",2022-07-19,"0",NA
"320","3","0","txt",2022-07-19,29,19,"2367",NA,13.621,"B",2022-07-19,"0",NA
"321","1","0","txt",2022-04-25,17,25,"2369",NA,19.414,"B",2022-04-25,"0",NA
"322","2","0","txt",2022-04-25,17,25,"2369",NA,23.616,"B",2022-04-25,"0",NA
"323","3","0","txt",2022-04-25,17,25,"2369",NA,29.66,"B",2022-04-25,"0",NA
"324","1","0","txt",2022-07-19,29,19,"2369",NA,5.01,"B",2022-07-19,"0",NA
"325","2","0","txt",2022-07-19,29,19,"2369",NA,10.741,"B",2022-07-19,"0",NA
"326","3","0","txt",2022-07-19,29,19,"2369",NA,10.007,"B",2022-07-19,"0",NA
"327","1","0","txt",2022-04-25,17,25,"2370",NA,15.13,"B",2022-04-25,"0",NA
"328","2","0","txt",2022-04-25,17,25,"2370",NA,13.366,"B",2022-04-25,"0",NA
"329","3","0","txt",2022-04-25,17,25,"2370",NA,13.851,"B",2022-04-25,"0",NA
"330","1","0","txt",2022-05-23,21,23,"2370",NA,15.753,"B",2022-05-23,"0",NA
"331","2","0","txt",2022-05-23,21,23,"2370",NA,19.275,"B",2022-05-23,"0",NA
"332","3","0","txt",2022-05-23,21,23,"2370",NA,15.932,"B",2022-05-23,"0",NA
"333","1","0","txt",2022-03-30,13,30,"2371",NA,21.252,"B",2022-03-30,"0",NA
"334","2","0","txt",2022-03-30,13,30,"2371",NA,24.611,"B",2022-03-30,"0",NA
"335","3","0","txt",2022-03-30,13,30,"2371",NA,19.518,"B",2022-03-30,"0",NA
"336","1","0","txt",2022-04-25,17,25,"2371",NA,32.287,"B",2022-04-25,"0",NA
"337","2","0","txt",2022-04-25,17,25,"2371",NA,40.225,"B",2022-04-25,"0",NA
"338","3","0","txt",2022-04-25,17,25,"2371",NA,22.009,"B",2022-04-25,"0",NA
"339","1","0","txt",2022-05-23,21,23,"2371",NA,34.195,"B",2022-05-23,"0",NA
"340","2","0","txt",2022-05-23,21,23,"2371",NA,21.659,"B",2022-05-23,"0",NA
"341","3","0","txt",2022-05-23,21,23,"2371",NA,18.454,"B",2022-05-23,"0",NA
"342","1","0","txt",2022-07-19,29,19,"2371",NA,13.869,"B",2022-07-19,"0",NA
"343","2","0","txt",2022-07-19,29,19,"2371",NA,32.109,"B",2022-07-19,"0",NA
"344","3","0","txt",2022-07-19,29,19,"2371",NA,33.288,"B",2022-07-19,"0",NA
"345","1","0","txt",2022-03-30,13,30,"2372",NA,25.431,"B",2022-03-30,"0",NA
"346","2","0","txt",2022-03-30,13,30,"2372",NA,15.161,"B",2022-03-30,"0",NA
"347","3","0","txt",2022-03-30,13,30,"2372",NA,35.353,"B",2022-03-30,"0",NA
"348","1","0","txt",2022-04-25,17,25,"2372",NA,36.349,"B",2022-04-25,"0",NA
"349","2","0","txt",2022-04-25,17,25,"2372",NA,30.69,"B",2022-04-25,"0",NA
"350","3","0","txt",2022-04-25,17,25,"2372",NA,41.452,"B",2022-04-25,"0",NA
"351","1","0","txt",2022-05-23,21,23,"2372",NA,32.65,"B",2022-05-23,"0",NA
"352","2","0","txt",2022-05-23,21,23,"2372",NA,41.149,"B",2022-05-23,"0",NA
"353","3","0","txt",2022-05-23,21,23,"2372",NA,26.231,"B",2022-05-23,"0",NA
"354","1","0","txt",2022-07-19,29,19,"2372",NA,26.042,"B",2022-07-19,"0",NA
"355","2","0","txt",2022-07-19,29,19,"2372",NA,19.196,"B",2022-07-19,"0",NA
"356","3","0","txt",2022-07-19,29,19,"2372",NA,10.052,"B",2022-07-19,"0",NA
"357","1","0","txt",2022-03-30,13,30,"2373",NA,14.968,"B",2022-03-30,"0",NA
"358","1","0","txt",2022-05-23,21,23,"2375",NA,28.905,"B",2022-05-23,"0",NA
"359","2","0","txt",2022-05-23,21,23,"2375",NA,29.118,"B",2022-05-23,"0",NA
"360","3","0","txt",2022-05-23,21,23,"2375",NA,16.756,"B",2022-05-23,"0",NA
"361","1","0","txt",2022-07-19,29,19,"2375",NA,20.099,"B",2022-07-19,"0",NA
"362","2","0","txt",2022-07-19,29,19,"2375",NA,9.988,"B",2022-07-19,"0",NA
"363","3","0","txt",2022-07-19,29,19,"2375",NA,11.276,"B",2022-07-19,"0",NA
"364","1","0","txt",2022-03-30,13,30,"2378",NA,42.866,"B",2022-03-30,"0",NA
"365","2","0","txt",2022-03-30,13,30,"2378",NA,36.585,"B",2022-03-30,"0",NA
"366","1","0","txt",2022-04-25,17,25,"2378",NA,58.004,"B",2022-04-25,"0",NA
"367","2","0","txt",2022-04-25,17,25,"2378",NA,31.304,"B",2022-04-25,"0",NA
"368","3","0","txt",2022-04-25,17,25,"2378",NA,30.4,"B",2022-04-25,"0",NA
"369","1","0","txt",2022-05-23,21,23,"2378",NA,56.059,"B",2022-05-23,"0",NA
"370","2","0","txt",2022-05-23,21,23,"2378",NA,28.976,"B",2022-05-23,"0",NA
"371","3","0","txt",2022-05-23,21,23,"2378",NA,26.774,"B",2022-05-23,"0",NA
"372","1","0","txt",2022-07-19,29,19,"2378",NA,54.844,"B",2022-07-19,"0",NA
"373","2","0","txt",2022-07-19,29,19,"2378",NA,31.96,"B",2022-07-19,"0",NA
"374","3","0","txt",2022-07-19,29,19,"2378",NA,45.9,"B",2022-07-19,"0",NA
"375","1","0","txt",2022-03-30,13,30,"2379",NA,37.61,"B",2022-03-30,"0",NA
"376","2","0","txt",2022-03-30,13,30,"2379",NA,16.703,"B",2022-03-30,"0",NA
"377","3","0","txt",2022-03-30,13,30,"2379",NA,14.553,"B",2022-03-30,"0",NA
"378","1","0","txt",2022-04-25,17,25,"2379",NA,36.646,"B",2022-04-25,"0",NA
"379","2","0","txt",2022-04-25,17,25,"2379",NA,20.24,"B",2022-04-25,"0",NA
"380","3","0","txt",2022-04-25,17,25,"2379",NA,12.413,"B",2022-04-25,"0",NA
"381","1","0","txt",2022-05-23,21,23,"2379",NA,27.785,"B",2022-05-23,"0",NA
"382","2","0","txt",2022-05-23,21,23,"2379",NA,13.452,"B",2022-05-23,"0",NA
"383","3","0","txt",2022-05-23,21,23,"2379",NA,25.476,"B",2022-05-23,"0",NA
"384","2","0","txt",2022-07-19,29,19,"2379",NA,21.36,"B",2022-07-19,"0",NA
"385","3","0","txt",2022-07-19,29,19,"2379",NA,25.317,"B",2022-07-19,"0",NA
"386","1","0","txt",2022-03-30,13,30,"2381",NA,26.047,"B",2022-03-30,"0",NA
"387","2","0","txt",2022-03-30,13,30,"2381",NA,35.216,"B",2022-03-30,"0",NA
"388","3","0","txt",2022-03-30,13,30,"2381",NA,32.737,"B",2022-03-30,"0",NA
"389","1","0","txt",2022-04-25,17,25,"2381",NA,35.415,"B",2022-04-25,"0",NA
"390","2","0","txt",2022-04-25,17,25,"2381",NA,24.753,"B",2022-04-25,"0",NA
"391","3","0","txt",2022-04-25,17,25,"2381",NA,40.584,"B",2022-04-25,"0",NA
"392","1","0","txt",2022-05-23,21,23,"2381",NA,28.123,"B",2022-05-23,"0",NA
"393","2","0","txt",2022-05-23,21,23,"2381",NA,23.54,"B",2022-05-23,"0",NA
"394","3","0","txt",2022-05-23,21,23,"2381",NA,28.013,"B",2022-05-23,"0",NA
"395","1","0","txt",2022-07-19,29,19,"2381",NA,39.307,"B",2022-07-19,"0",NA
"396","2","0","txt",2022-07-19,29,19,"2381",NA,28.596,"B",2022-07-19,"0",NA
"397","3","0","txt",2022-07-19,29,19,"2381",NA,39.25,"B",2022-07-19,"0",NA
"398","1","0","txt",2022-03-30,13,30,"2382",NA,15.674,"B",2022-03-30,"0",NA
"399","2","0","txt",2022-03-30,13,30,"2382",NA,15.674,"B",2022-03-30,"0",NA
"400","3","0","txt",2022-03-30,13,30,"2382",NA,15.674,"B",2022-03-30,"0",NA
"401","1","0","txt",2022-04-25,17,25,"2382",NA,29.556,"B",2022-04-25,"0",NA
"402","2","0","txt",2022-04-25,17,25,"2382",NA,22.876,"B",2022-04-25,"0",NA
"403","3","0","txt",2022-04-25,17,25,"2382",NA,21.728,"B",2022-04-25,"0",NA
"404","1","0","txt",2022-05-23,21,23,"2382",NA,27.992,"B",2022-05-23,"0",NA
"405","2","0","txt",2022-05-23,21,23,"2382",NA,33.14,"B",2022-05-23,"0",NA
"406","3","0","txt",2022-05-23,21,23,"2382",NA,26.557,"B",2022-05-23,"0",NA
"407","1","0","txt",2022-07-19,29,19,"2382",NA,15.223,"B",2022-07-19,"0",NA
"408","2","0","txt",2022-07-19,29,19,"2382",NA,25.444,"B",2022-07-19,"0",NA
"409","3","0","txt",2022-07-19,29,19,"2382",NA,28.225,"B",2022-07-19,"0",NA
"410","1","0","txt",2022-03-30,13,30,"2383",NA,15.674,"B",2022-03-30,"0",NA
"411","2","0","txt",2022-03-30,13,30,"2383",NA,19.558,"B",2022-03-30,"0",NA
"412","3","0","txt",2022-03-30,13,30,"2383",NA,25.313,"B",2022-03-30,"0",NA
"413","1","0","txt",2022-04-25,17,25,"2383",NA,18.965,"B",2022-04-25,"0",NA
"414","2","0","txt",2022-04-25,17,25,"2383",NA,38.203,"B",2022-04-25,"0",NA
"415","3","0","txt",2022-04-25,17,25,"2383",NA,14.247,"B",2022-04-25,"0",NA
"416","1","0","txt",2022-07-19,29,19,"2383",NA,16.633,"B",2022-07-19,"0",NA
"417","2","0","txt",2022-07-19,29,19,"2383",NA,12.912,"B",2022-07-19,"0",NA
"418","3","0","txt",2022-07-19,29,19,"2383",NA,16.768,"B",2022-07-19,"0",NA
"419","1","0","txt",2022-03-30,13,30,"2384",NA,14.965,"B",2022-03-30,"0",NA
"420","2","0","txt",2022-03-30,13,30,"2384",NA,21.135,"B",2022-03-30,"0",NA
"421","3","0","txt",2022-03-30,13,30,"2384",NA,14.969,"B",2022-03-30,"0",NA
"422","1","0","txt",2022-04-25,17,25,"2384",NA,21.954,"B",2022-04-25,"0",NA
"423","2","0","txt",2022-04-25,17,25,"2384",NA,14.359,"B",2022-04-25,"0",NA
"424","3","0","txt",2022-04-25,17,25,"2384",NA,14.678,"B",2022-04-25,"0",NA
"425","1","0","txt",2022-05-23,21,23,"2384",NA,13.484,"B",2022-05-23,"0",NA
"426","2","0","txt",2022-05-23,21,23,"2384",NA,17.158,"B",2022-05-23,"0",NA
"427","3","0","txt",2022-05-23,21,23,"2384",NA,12.395,"B",2022-05-23,"0",NA
"428","1","0","txt",2022-07-19,29,19,"2384",NA,13.361,"B",2022-07-19,"0",NA
"429","2","0","txt",2022-07-19,29,19,"2384",NA,18.545,"B",2022-07-19,"0",NA
"430","3","0","txt",2022-07-19,29,19,"2384",NA,10.761,"B",2022-07-19,"0",NA
"431","1","1","txt",2022-04-27,17,27,"2022",NA,23.764,"L",2022-04-27,"1",NA
"432","2","1","txt",2022-04-27,17,27,"2022",NA,19.033,"L",2022-04-27,"1",NA
"433","2","2","txt",2022-04-27,17,27,"2022",NA,13.832,"L",2022-04-27,"2",NA
"434","3","1","txt",2022-04-27,17,27,"2022",NA,22.724,"L",2022-04-27,"1",NA
"435","1","0","txt",2022-04-04,14,4,"2022",NA,71.815,"L",2022-04-04,"0",NA
"436","1","1","txt",2022-04-04,14,4,"2022",NA,17.903,"L",2022-04-04,"1",NA
"437","2","0","txt",2022-04-04,14,4,"2022",NA,3.844,"L",2022-04-04,"0",NA
"438","2","1","txt",2022-04-04,14,4,"2022",NA,21.965,"L",2022-04-04,"1",NA
"439","3","0","txt",2022-04-04,14,4,"2022",NA,6.967,"L",2022-04-04,"0",NA
"440","3","1","txt",2022-04-04,14,4,"2022",NA,22.581,"L",2022-04-04,"1",NA
"441","1","0","txt",2022-05-23,21,23,"2022",NA,68.102,"L",2022-05-23,"0",NA
"442","1","1","txt",2022-05-23,21,23,"2022",NA,14.101,"L",2022-05-23,"1",NA
"443","2","0","txt",2022-05-23,21,23,"2022",NA,84.353,"L",2022-05-23,"0",NA
"444","2","1","txt",2022-05-23,21,23,"2022",NA,15.468,"L",2022-05-23,"1",NA
"445","3","0","txt",2022-05-23,21,23,"2022",NA,58.656,"L",2022-05-23,"0",NA
"446","3","1","txt",2022-05-23,21,23,"2022",NA,9.33,"L",2022-05-23,"1",NA
"447","1","0","txt",2022-07-19,29,19,"2022",NA,81.923,"L",2022-07-19,"0",NA
"448","2","0","txt",2022-07-19,29,19,"2022",NA,62.288,"L",2022-07-19,"0",NA
"449","3","0","txt",2022-07-19,29,19,"2022",NA,59.94,"L",2022-07-19,"0",NA
"450","3","1","txt",2022-07-19,29,19,"2022",NA,4.407,"L",2022-07-19,"1",NA
"451","1","0","txt",2022-04-27,17,27,"2023",NA,78.814,"L",2022-04-27,"0",NA
"452","1","1","txt",2022-04-27,17,27,"2023",NA,43.343,"L",2022-04-27,"1",NA
"453","2","0","txt",2022-04-27,17,27,"2023","a",55.133,"L",2022-04-27,"0",NA
"454","2","0","txt",2022-04-27,17,27,"2023","b",29.313,"L",2022-04-27,"0",NA
"455","2","1","txt",2022-04-27,17,27,"2023",NA,17.306,"L",2022-04-27,"1",NA
"456","3","1","txt",2022-04-27,17,27,"2023",NA,20.983,"L",2022-04-27,"1",NA
"457","1","0","txt",2022-04-04,14,4,"2023",NA,61.665,"L",2022-04-04,"0",NA
"458","1","1","txt",2022-04-04,14,4,"2023",NA,87.636,"L",2022-04-04,"1",NA
"459","2","0","txt",2022-04-04,14,4,"2023","a",35.365,"L",2022-04-04,"0",NA
"460","2","0","txt",2022-04-04,14,4,"2023","b",41.762,"L",2022-04-04,"0",NA
"461","2","1","txt",2022-04-04,14,4,"2023",NA,21.961,"L",2022-04-04,"1",NA
"462","3","0","txt",2022-04-04,14,4,"2023",NA,55.6,"L",2022-04-04,"0",NA
"463","3","1","txt",2022-04-04,14,4,"2023",NA,26.698,"L",2022-04-04,"1",NA
"464","1","0","txt",2022-05-23,21,23,"2023",NA,76.194,"L",2022-05-23,"0",NA
"465","1","1","txt",2022-05-23,21,23,"2023",NA,8.671,"L",2022-05-23,"1",NA
"466","2","0","txt",2022-05-23,21,23,"2023",NA,42.995,"L",2022-05-23,"0",NA
"467","2","1","txt",2022-05-23,21,23,"2023",NA,20.945,"L",2022-05-23,"1",NA
"468","3","0","txt",2022-05-23,21,23,"2023",NA,19.259,"L",2022-05-23,"0",NA
"469","3","1","txt",2022-05-23,21,23,"2023",NA,18.983,"L",2022-05-23,"1",NA
"470","1","0","txt",2022-07-19,29,19,"2023",NA,56.603,"L",2022-07-19,"0",NA
"471","2","0","txt",2022-07-19,29,19,"2023",NA,36.1,"L",2022-07-19,"0",NA
"472","3","0","txt",2022-07-19,29,19,"2023",NA,31.304,"L",2022-07-19,"0",NA
"473","1","0","txt",2022-04-27,17,27,"2029",NA,70.999,"L",2022-04-27,"0",NA
"474","1","1","txt",2022-04-27,17,27,"2029",NA,20.237,"L",2022-04-27,"1",NA
"475","2","0","txt",2022-04-27,17,27,"2029",NA,64.724,"L",2022-04-27,"0",NA
"476","2","1","txt",2022-04-27,17,27,"2029",NA,20.539,"L",2022-04-27,"1",NA
"477","3","0","txt",2022-04-27,17,27,"2029",NA,49.589,"L",2022-04-27,"0",NA
"478","1","0","txt",2022-05-23,21,23,"2029",NA,51.606,"L",2022-05-23,"0",NA
"479","1","1","txt",2022-05-23,21,23,"2029",NA,10.166,"L",2022-05-23,"1",NA
"480","2","0","txt",2022-05-23,21,23,"2029",NA,36.163,"L",2022-05-23,"0",NA
"481","2","1","txt",2022-05-23,21,23,"2029",NA,21.118,"L",2022-05-23,"1",NA
"482","3","0","txt",2022-05-23,21,23,"2029",NA,27.358,"L",2022-05-23,"0",NA
"483","3","1","txt",2022-05-23,21,23,"2029",NA,12.67,"L",2022-05-23,"1",NA
"484","1","0","txt",2022-07-19,29,19,"2029",NA,29.286,"L",2022-07-19,"0",NA
"485","2","0","txt",2022-07-19,29,19,"2029",NA,33.815,"L",2022-07-19,"0",NA
"486","3","0","txt",2022-07-19,29,19,"2029",NA,40.127,"L",2022-07-19,"0",NA
"487","1","0","txt",2022-04-27,17,27,"2030",NA,38.54,"L",2022-04-27,"0",NA
"488","1","1","txt",2022-04-27,17,27,"2030",NA,9.849,"L",2022-04-27,"1",NA
"489","2","0","txt",2022-04-27,17,27,"2030",NA,45.454,"L",2022-04-27,"0",NA
"490","2","1","txt",2022-04-27,17,27,"2030",NA,27.946,"L",2022-04-27,"1",NA
"491","3","0","txt",2022-04-27,17,27,"2030",NA,31.825,"L",2022-04-27,"0",NA
"492","3","1","txt",2022-04-27,17,27,"2030",NA,22.598,"L",2022-04-27,"1",NA
"493","3","2","txt",2022-04-27,17,27,"2030",NA,34.198,"L",2022-04-27,"2",NA
"494","3","1","txt",2022-04-04,14,4,"2030",NA,41.089,"L",2022-04-04,"1",NA
"495","2","1","txt",2022-04-04,14,4,"2030",NA,7.144,"L",2022-04-04,"1",NA
"496","1","0","txt",2022-05-23,21,23,"2030",NA,46.283,"L",2022-05-23,"0",NA
"497","2","0","txt",2022-05-23,21,23,"2030",NA,25.369,"L",2022-05-23,"0",NA
"498","3","1","txt",2022-05-23,21,23,"2030",NA,21.937,"L",2022-05-23,"1",NA
"499","1","0","txt",2022-07-19,29,19,"2030",NA,32.885,"L",2022-07-19,"0",NA
"500","1","1","txt",2022-07-19,29,19,"2030",NA,26.182,"L",2022-07-19,"1",NA
"501","2","1","txt",2022-07-19,29,19,"2030",NA,35.775,"L",2022-07-19,"1",NA
"502","3","0","txt",2022-07-19,29,19,"2030",NA,39.551,"L",2022-07-19,"0",NA
"503","1","0","txt",2022-04-27,17,27,"2089",NA,67.609,"L",2022-04-27,"0",NA
"504","1","1","txt",2022-04-27,17,27,"2089",NA,32.214,"L",2022-04-27,"1",NA
"505","2","0","txt",2022-04-27,17,27,"2089",NA,13.906,"L",2022-04-27,"0",NA
"506","2","1","txt",2022-04-27,17,27,"2089",NA,34.375,"L",2022-04-27,"1",NA
"507","3","0","txt",2022-04-27,17,27,"2089",NA,64.882,"L",2022-04-27,"0",NA
"508","3","1","txt",2022-04-27,17,27,"2089",NA,38.175,"L",2022-04-27,"1",NA
"509","1","1","txt",2022-04-04,14,4,"2089",NA,56.113,"L",2022-04-04,"1",NA
"510","2","1","txt",2022-04-04,14,4,"2089",NA,30.045,"L",2022-04-04,"1",NA
"511","3","1","txt",2022-04-04,14,4,"2089",NA,65.629,"L",2022-04-04,"1",NA
"512","1","0","txt",2022-07-19,29,19,"2089","a",82.403,"L",2022-07-19,"0",NA
"513","1","0","txt",2022-07-19,29,19,"2089","b",17.496,"L",2022-07-19,"0",NA
"514","1","1","txt",2022-07-19,29,19,"2089",NA,51.883,"L",2022-07-19,"1",NA
"515","2","0","txt",2022-07-19,29,19,"2089",NA,38.285,"L",2022-07-19,"0",NA
"516","2","1","txt",2022-07-19,29,19,"2089",NA,23.865,"L",2022-07-19,"1",NA
"517","3","0","txt",2022-07-19,29,19,"2089",NA,23.612,"L",2022-07-19,"0",NA
"518","3","1","txt",2022-07-19,29,19,"2089",NA,32.381,"L",2022-07-19,"1",NA
"519","1","0","txt",2022-04-27,17,27,"2091",NA,35.273,"L",2022-04-27,"0",NA
"520","1","1","txt",2022-04-27,17,27,"2091",NA,9.483,"L",2022-04-27,"1",NA
"521","2","0","txt",2022-04-27,17,27,"2091",NA,32.952,"L",2022-04-27,"0",NA
"522","2","1","txt",2022-04-27,17,27,"2091",NA,52.827,"L",2022-04-27,"1",NA
"523","3","0","txt",2022-04-27,17,27,"2091",NA,20.93,"L",2022-04-27,"0",NA
"524","3","1","txt",2022-04-27,17,27,"2091",NA,18.312,"L",2022-04-27,"1",NA
"525","1","1","txt",2022-04-04,14,4,"2091",NA,40.541,"L",2022-04-04,"1",NA
"526","2","1","txt",2022-04-04,14,4,"2091",NA,32.143,"L",2022-04-04,"1",NA
"527","3","1","txt",2022-04-04,14,4,"2091",NA,43.171,"L",2022-04-04,"1",NA
"528","1","0","txt",2022-07-19,29,19,"2091",NA,38.168,"L",2022-07-19,"0",NA
"529","2","0","txt",2022-07-19,29,19,"2091",NA,31.543,"L",2022-07-19,"0",NA
"530","2","1","txt",2022-07-19,29,19,"2091",NA,29.356,"L",2022-07-19,"1",NA
"531","3","0","txt",2022-07-19,29,19,"2091",NA,30.813,"L",2022-07-19,"0",NA
"532","3","1","txt",2022-07-19,29,19,"2091",NA,29.626,"L",2022-07-19,"1",NA
"533","1","0","txt",2022-04-27,17,27,"2092",NA,6.596,"L",2022-04-27,"0",NA
"534","1","1","txt",2022-04-27,17,27,"2092",NA,25.24,"L",2022-04-27,"1",NA
"535","2","1","txt",2022-04-27,17,27,"2092",NA,15.64,"L",2022-04-27,"1",NA
"536","3","0","txt",2022-04-27,17,27,"2092",NA,17.356,"L",2022-04-27,"0",NA
"537","3","1","txt",2022-04-27,17,27,"2092",NA,11.158,"L",2022-04-27,"1",NA
"538","1","1","txt",2022-04-04,14,4,"2092",NA,12.452,"L",2022-04-04,"1",NA
"539","2","1","txt",2022-04-04,14,4,"2092",NA,46.959,"L",2022-04-04,"1",NA
"540","3","1","txt",2022-04-04,14,4,"2092",NA,26.85,"L",2022-04-04,"1",NA
"541","1","0","txt",2022-07-19,29,19,"2092","a",32.927,"L",2022-07-19,"0",NA
"542","1","0","txt",2022-07-19,29,19,"2092","b",25.562,"L",2022-07-19,"0",NA
"543","1","1","txt",2022-07-19,29,19,"2092",NA,49.147,"L",2022-07-19,"1",NA
"544","2","0","txt",2022-07-19,29,19,"2092",NA,12.285,"L",2022-07-19,"0",NA
"545","2","1","txt",2022-07-19,29,19,"2092",NA,35.31,"L",2022-07-19,"1",NA
"546","3","0","txt",2022-07-19,29,19,"2092",NA,21.029,"L",2022-07-19,"0",NA
"547","3","1","txt",2022-07-19,29,19,"2092",NA,74.741,"L",2022-07-19,"1",NA
"548","1","0","txt",2022-04-27,17,27,"2093",NA,21.734,"L",2022-04-27,"0",NA
"549","1","1","txt",2022-04-27,17,27,"2093",NA,47.303,"L",2022-04-27,"1",NA
"550","2","1","txt",2022-04-27,17,27,"2093",NA,25.76,"L",2022-04-27,"1",NA
"551","3","1","txt",2022-04-27,17,27,"2093",NA,8.279,"L",2022-04-27,"1",NA
"552","3","2","txt",2022-04-27,17,27,"2093",NA,50.251,"L",2022-04-27,"2",NA
"553","1","0","txt",2022-04-04,14,4,"2093",NA,7.352,"L",2022-04-04,"0",NA
"554","1","1","txt",2022-04-04,14,4,"2093",NA,74.716,"L",2022-04-04,"1",NA
"555","2","1","txt",2022-04-04,14,4,"2093",NA,39.352,"L",2022-04-04,"1",NA
"556","3","0","txt",2022-04-04,14,4,"2093",NA,6.136,"L",2022-04-04,"0",NA
"557","3","1","txt",2022-04-04,14,4,"2093",NA,43.493,"L",2022-04-04,"1",NA
"558","1","1","txt",2022-03-30,13,30,"2301",NA,111.756,"L",2022-03-30,"1",NA
"559","2","1","txt",2022-03-30,13,30,"2301",NA,43.371,"L",2022-03-30,"1",NA
"560","3","0","txt",2022-03-30,13,30,"2301",NA,7.155,"L",2022-03-30,"0",NA
"561","3","1","txt",2022-03-30,13,30,"2301",NA,19.536,"L",2022-03-30,"1",NA
"562","1","1","txt",2022-04-25,17,25,"2301",NA,79.797,"L",2022-04-25,"1",NA
"563","2","1","txt",2022-04-25,17,25,"2301",NA,79.211,"L",2022-04-25,"1",NA
"564","3","1","txt",2022-04-25,17,25,"2301",NA,66.467,"L",2022-04-25,"1",NA
"565","1","1","txt",2022-05-23,21,23,"2301",NA,85.454,"L",2022-05-23,"1",NA
"566","2","1","txt",2022-05-23,21,23,"2301",NA,88.278,"L",2022-05-23,"1",NA
"567","3","1","txt",2022-05-23,21,23,"2301",NA,70.021,"L",2022-05-23,"1",NA
"568","1","1","txt",2022-03-30,13,30,"2331",NA,48.717,"L",2022-03-30,"1",NA
"569","2","1","txt",2022-03-30,13,30,"2331",NA,40.311,"L",2022-03-30,"1",NA
"570","3","1","txt",2022-03-30,13,30,"2331",NA,35.225,"L",2022-03-30,"1",NA
"571","1","0","txt",2022-04-25,17,25,"2331",NA,10.457,"L",2022-04-25,"0",NA
"572","1","1","txt",2022-04-25,17,25,"2331",NA,56.943,"L",2022-04-25,"1",NA
"573","2","0","txt",2022-04-25,17,25,"2331",NA,8.493,"L",2022-04-25,"0",NA
"574","2","1","txt",2022-04-25,17,25,"2331",NA,17.301,"L",2022-04-25,"1",NA
"575","3","0","txt",2022-04-25,17,25,"2331",NA,5.561,"L",2022-04-25,"0",NA
"576","3","1","txt",2022-04-25,17,25,"2331",NA,36.262,"L",2022-04-25,"1",NA
"577","1","1","txt",2022-05-23,21,23,"2331",NA,11.827,"L",2022-05-23,"1",NA
"578","2","0","txt",2022-05-23,21,23,"2331",NA,10.185,"L",2022-05-23,"0",NA
"579","2","1","txt",2022-05-23,21,23,"2331",NA,30.156,"L",2022-05-23,"1",NA
