"","site","week","tree","date","plot","species","mpa","time","date_wp","cwc","date_shift","week_cwc_link"
"692","Chamise",37,"2030",2022-09-14,NA,NA,NA,NA,NA,0.0216486,2022-09-14,37
"693","Chamise",37,"2030",2022-09-15,"Shedd","live oak",1.75,"pd",2022-09-15,NA,NA,NA
"694","Chamise",37,"2030",2022-09-15,"Shedd","live oak",2.2,"pd",2022-09-15,NA,NA,NA
"695","Chamise",37,"2030",2022-09-15,"Shedd","live oak",2.05,"pd",2022-09-15,NA,NA,NA
"696","Chamise",37,"2031",2022-09-14,NA,NA,NA,NA,NA,0,2022-09-14,37
"697","Chamise",37,"2031",2022-09-15,"Shedd","blue oak",2.99,"pd",2022-09-15,NA,NA,NA
"698","Chamise",37,"2031",2022-09-15,"Shedd","blue oak",2.53,"pd",2022-09-15,NA,NA,NA
"699","Chamise",37,"2031",2022-09-15,"Shedd","blue oak",3.17,"pd",2022-09-15,NA,NA,NA
"700","Chamise",37,"2031",2022-09-15,"Shedd","blue oak",3.418,"md",2022-09-15,NA,NA,NA
"701","Chamise",37,"2031",2022-09-15,"Shedd","blue oak",3.921,"md",2022-09-15,NA,NA,NA
"702","Chamise",37,"2031",2022-09-15,"Shedd","blue oak",3.256,"md",2022-09-15,NA,NA,NA
"703","Cucu Mesa",8,"1478",2022-02-24,NA,NA,NA,NA,NA,0.0621052,2022-02-24,8
"704","Cucu Mesa",8,"2004",2022-02-24,NA,NA,NA,NA,NA,0.0588379,2022-02-24,8
"705","Cucu Mesa",8,"2005",2022-02-24,NA,NA,NA,NA,NA,0.018171,2022-02-24,8
"706","Cucu Mesa",8,"2006",2022-02-24,NA,NA,NA,NA,NA,0.0009186,2022-02-24,8
"707","Cucu Mesa",8,"2007",2022-02-24,NA,NA,NA,NA,NA,0.0226938,2022-02-24,8
"708","Cucu Mesa",8,"2008",2022-02-24,NA,NA,NA,NA,NA,0,2022-02-24,8
"709","Cucu Mesa",8,"2012",2022-02-24,NA,NA,NA,NA,NA,0.0172762,2022-02-24,8
"710","Cucu Mesa",8,"2014",2022-02-24,NA,NA,NA,NA,NA,0,2022-02-24,8
"711","Cucu Mesa",8,"2015",2022-02-24,NA,NA,NA,NA,NA,0.0021996,2022-02-24,8
"712","Cucu Mesa",8,"2016",2022-02-24,NA,NA,NA,NA,NA,0.0311447,2022-02-24,8
"713","Cucu Mesa",9,"1478",2022-02-28,NA,NA,NA,NA,NA,0.0761291,2022-02-28,9
"714","Cucu Mesa",9,"2004",2022-02-28,NA,NA,NA,NA,NA,0.0723524,2022-02-28,9
"715","Cucu Mesa",9,"2005",2022-02-28,NA,NA,NA,NA,NA,0.0302805,2022-02-28,9
"716","Cucu Mesa",9,"2006",2022-02-28,NA,NA,NA,NA,NA,0.0549204,2022-02-28,9
"717","Cucu Mesa",9,"2007",2022-02-28,NA,NA,NA,NA,NA,0.0512465,2022-02-28,9
"718","Cucu Mesa",9,"2008",2022-02-28,NA,NA,NA,NA,NA,0.0009796,2022-02-28,9
"719","Cucu Mesa",9,"2012",2022-02-28,NA,NA,NA,NA,NA,0.0201408,2022-02-28,9
"720","Cucu Mesa",9,"2014",2022-02-28,NA,NA,NA,NA,NA,3e-07,2022-02-28,9
"721","Cucu Mesa",9,"2015",2022-02-28,NA,NA,NA,NA,NA,0.0053503,2022-02-28,9
"722","Cucu Mesa",9,"2016",2022-02-28,NA,NA,NA,NA,NA,0.029412,2022-02-28,9
"723","Cucu Mesa",10,"12",2022-03-08,"High","ARCA",2.12,"md",2022-03-08,NA,NA,NA
"724","Cucu Mesa",10,"12",2022-03-08,"High","ARCA",2.3,"md",2022-03-08,NA,NA,NA
"725","Cucu Mesa",10,"12",2022-03-08,"High","ARCA",2.14,"md",2022-03-08,NA,NA,NA
"726","Cucu Mesa",10,"12",2022-03-08,"High","ARCA",2.302,"md",2022-03-08,NA,NA,NA
"727","Cucu Mesa",10,"12",2022-03-08,"High","ARCA",2.52,"md",2022-03-08,NA,NA,NA
"728","Cucu Mesa",10,"12",2022-03-08,"High","ARCA",2.46,"md",2022-03-08,NA,NA,NA
"729","Cucu Mesa",10,"12",2022-03-08,"High","ARCA",1.34,"pd",2022-03-08,NA,NA,NA
"730","Cucu Mesa",10,"12",2022-03-08,"High","ARCA",1.68,"pd",2022-03-08,NA,NA,NA
"731","Cucu Mesa",10,"12",2022-03-08,"High","ARCA",1.29,"pd",2022-03-08,NA,NA,NA
"732","Cucu Mesa",10,"12",2022-03-08,"High","ARCA",1.33,"pd",2022-03-08,NA,NA,NA
"733","Cucu Mesa",10,"12",2022-03-08,"High","ARCA",1.52,"pd",2022-03-08,NA,NA,NA
"734","Cucu Mesa",10,"12",2022-03-08,"High","ARCA",1.49,"pd",2022-03-08,NA,NA,NA
"735","Cucu Mesa",10,"12",2022-03-08,"High","ARCA",1.87,"pd",2022-03-08,NA,NA,NA
"736","Cucu Mesa",10,"12",2022-03-08,"High","ARCA",1.66,"pd",2022-03-08,NA,NA,NA
"737","Cucu Mesa",10,"1478",2022-03-08,NA,NA,NA,NA,NA,0.0830266,2022-03-08,10
"738","Cucu Mesa",10,"20",2022-03-08,"High","LEU",2.45,"md",2022-03-08,NA,NA,NA
"739","Cucu Mesa",10,"20",2022-03-08,"High","LEU",1.97,"md",2022-03-08,NA,NA,NA
"740","Cucu Mesa",10,"20",2022-03-08,"High","LEU",2.02,"md",2022-03-08,NA,NA,NA
"741","Cucu Mesa",10,"20",2022-03-08,"High","LEU",2.21,"md",2022-03-08,NA,NA,NA
"742","Cucu Mesa",10,"20",2022-03-08,"High","LEU",2.064,"md",2022-03-08,NA,NA,NA
"743","Cucu Mesa",10,"20",2022-03-08,"High","LEU",2.14,"md",2022-03-08,NA,NA,NA
"744","Cucu Mesa",10,"20",2022-03-08,"High","LEU",1.19,"pd",2022-03-08,NA,NA,NA
"745","Cucu Mesa",10,"20",2022-03-08,"High","LEU",1.17,"pd",2022-03-08,NA,NA,NA
"746","Cucu Mesa",10,"20",2022-03-08,"High","LEU",1.06,"pd",2022-03-08,NA,NA,NA
"747","Cucu Mesa",10,"20",2022-03-08,"High","LEU",1.61,"pd",2022-03-08,NA,NA,NA
"748","Cucu Mesa",10,"20",2022-03-08,"High","LEU",1.02,"pd",2022-03-08,NA,NA,NA
"749","Cucu Mesa",10,"20",2022-03-08,"High","LEU",1.08,"pd",2022-03-08,NA,NA,NA
"750","Cucu Mesa",10,"20",2022-03-08,"High","LEU",1.39,"pd",2022-03-08,NA,NA,NA
"751","Cucu Mesa",10,"20",2022-03-08,"High","LEU",1.24,"pd",2022-03-08,NA,NA,NA
"752","Cucu Mesa",10,"2004",2022-03-08,"High","blue oak",0.205,"pd",2022-03-08,0.107627,2022-03-08,10
"753","Cucu Mesa",10,"2004",2022-03-08,"High","blue oak",0.3,"pd",2022-03-08,0.107627,2022-03-08,10
"754","Cucu Mesa",10,"2004",2022-03-08,"High","blue oak",0.539,"pd",2022-03-08,0.107627,2022-03-08,10
"755","Cucu Mesa",10,"2004",2022-03-08,"High","blue oak",0.29,"pd",2022-03-08,0.107627,2022-03-08,10
"756","Cucu Mesa",10,"2004",2022-03-08,"High","blue oak",1.76,"md",2022-03-08,0.107627,2022-03-08,10
"757","Cucu Mesa",10,"2004",2022-03-08,"High","blue oak",1.52,"md",2022-03-08,0.107627,2022-03-08,10
"758","Cucu Mesa",10,"2004",2022-03-08,"High","blue oak",1.68,"md",2022-03-08,0.107627,2022-03-08,10
"759","Cucu Mesa",10,"2005",2022-03-08,"High","blue oak",1.38,"md",2022-03-08,0.056627,2022-03-08,10
"760","Cucu Mesa",10,"2005",2022-03-08,"High","blue oak",1.03,"pd",2022-03-08,0.056627,2022-03-08,10
"761","Cucu Mesa",10,"2005",2022-03-08,"High","blue oak",1.51,"md",2022-03-08,0.056627,2022-03-08,10
"762","Cucu Mesa",10,"2005",2022-03-08,"High","blue oak",1.06,"pd",2022-03-08,0.056627,2022-03-08,10
"763","Cucu Mesa",10,"2006",2022-03-08,"High","blue oak",1.51,"md",2022-03-08,0.0668307,2022-03-08,10
"764","Cucu Mesa",10,"2006",2022-03-08,"High","blue oak",1.41,"md",2022-03-08,0.0668307,2022-03-08,10
"765","Cucu Mesa",10,"2006",2022-03-08,"High","blue oak",1.3,"md",2022-03-08,0.0668307,2022-03-08,10
"766","Cucu Mesa",10,"2006",2022-03-08,"High","blue oak",0.97,"pd",2022-03-08,0.0668307,2022-03-08,10
"767","Cucu Mesa",10,"2006",2022-03-08,"High","blue oak",0.925,"pd",2022-03-08,0.0668307,2022-03-08,10
"768","Cucu Mesa",10,"2007",2022-03-08,"High","blue oak",1.9,"md",2022-03-08,0.0626829,2022-03-08,10
"769","Cucu Mesa",10,"2007",2022-03-08,"High","blue oak",1.8,"md",2022-03-08,0.0626829,2022-03-08,10
"770","Cucu Mesa",10,"2007",2022-03-08,"High","blue oak",0.916,"pd",2022-03-08,0.0626829,2022-03-08,10
"771","Cucu Mesa",10,"2007",2022-03-08,"High","blue oak",0.671,"pd",2022-03-08,0.0626829,2022-03-08,10
"772","Cucu Mesa",10,"2007",2022-03-08,"High","blue oak",1.61,"md",2022-03-08,0.0626829,2022-03-08,10
"773","Cucu Mesa",10,"2007",2022-03-08,"High","blue oak",0.858,"pd",2022-03-08,0.0626829,2022-03-08,10
"774","Cucu Mesa",10,"2008",2022-03-08,NA,NA,NA,NA,NA,0.0449899,2022-03-08,10
"775","Cucu Mesa",10,"2012",2022-03-08,NA,NA,NA,NA,NA,0.0254358,2022-03-08,10
"776","Cucu Mesa",10,"2014",2022-03-08,NA,NA,NA,NA,NA,0.0149648,2022-03-08,10
"777","Cucu Mesa",10,"2015",2022-03-08,NA,NA,NA,NA,NA,0,2022-03-08,10
"778","Cucu Mesa",10,"2016",2022-03-08,NA,NA,NA,NA,NA,0.0384519,2022-03-08,10
"779","Cucu Mesa",11,"1478",2022-03-16,NA,NA,NA,NA,NA,0.0404697,2022-03-16,11
"780","Cucu Mesa",11,"2004",2022-03-16,NA,NA,NA,NA,NA,0.0679247,2022-03-16,11
"781","Cucu Mesa",11,"2005",2022-03-16,NA,NA,NA,NA,NA,0.0307795,2022-03-16,11
"782","Cucu Mesa",11,"2006",2022-03-16,NA,NA,NA,NA,NA,0.0810247,2022-03-16,11
"783","Cucu Mesa",11,"2007",2022-03-16,NA,NA,NA,NA,NA,0.0493797,2022-03-16,11
"784","Cucu Mesa",11,"2008",2022-03-16,NA,NA,NA,NA,NA,0.0428984,2022-03-16,11
"785","Cucu Mesa",11,"2012",2022-03-16,NA,NA,NA,NA,NA,0.0299891,2022-03-16,11
"786","Cucu Mesa",11,"2014",2022-03-16,NA,NA,NA,NA,NA,0.0137505,2022-03-16,11
"787","Cucu Mesa",11,"2015",2022-03-16,NA,NA,NA,NA,NA,0.0178674,2022-03-16,11
"788","Cucu Mesa",11,"2016",2022-03-16,NA,NA,NA,NA,NA,0.0438355,2022-03-16,11
"789","Cucu Mesa",12,"1478",2022-03-22,NA,NA,NA,NA,NA,0.0915636,2022-03-22,12
"790","Cucu Mesa",12,"2004",2022-03-22,NA,NA,NA,NA,NA,0.0981092,2022-03-22,12
"791","Cucu Mesa",12,"2005",2022-03-22,NA,NA,NA,NA,NA,0.0504955,2022-03-22,12
"792","Cucu Mesa",12,"2006",2022-03-22,NA,NA,NA,NA,NA,0.0903246,2022-03-22,12
"793","Cucu Mesa",12,"2007",2022-03-22,NA,NA,NA,NA,NA,0.0536918,2022-03-22,12
"794","Cucu Mesa",12,"2008",2022-03-22,NA,NA,NA,NA,NA,0.0613478,2022-03-22,12
"795","Cucu Mesa",12,"2012",2022-03-22,NA,NA,NA,NA,NA,0.0547829,2022-03-22,12
"796","Cucu Mesa",12,"2014",2022-03-22,NA,NA,NA,NA,NA,0.0430796,2022-03-22,12
"797","Cucu Mesa",12,"2015",2022-03-22,NA,NA,NA,NA,NA,0.0022656,2022-03-22,12
"798","Cucu Mesa",12,"2016",2022-03-22,NA,NA,NA,NA,NA,0.0704063,2022-03-22,12
"799","Cucu Mesa",14,"12",2022-04-04,"High","ARCA",0.108,"pd",2022-04-04,NA,NA,NA
"800","Cucu Mesa",14,"12",2022-04-04,"High","ARCA",0.325,"pd",2022-04-04,NA,NA,NA
"801","Cucu Mesa",14,"12",2022-04-04,"High","ARCA",0.448,"pd",2022-04-04,NA,NA,NA
"802","Cucu Mesa",14,"12",2022-04-04,"High","ARCA",0.582,"pd",2022-04-04,NA,NA,NA
"803","Cucu Mesa",14,"12",2022-04-04,"High","ARCA",0.742,"pd",2022-04-04,NA,NA,NA
"804","Cucu Mesa",14,"12",2022-04-04,"High","ARCA",0.568,"pd",2022-04-04,NA,NA,NA
"805","Cucu Mesa",14,"12",2022-04-04,"High","ARCA",0.248,"pd",2022-04-04,NA,NA,NA
"806","Cucu Mesa",14,"12",2022-04-04,"High","ARCA",0.343,"pd",2022-04-04,NA,NA,NA
"807","Cucu Mesa",14,"1478",2022-04-04,"Low","blue oak",0.878,"pd",2022-04-04,NA,NA,NA
"808","Cucu Mesa",14,"1478",2022-04-04,"Low","blue oak",0.402,"pd",2022-04-04,NA,NA,NA
"809","Cucu Mesa",14,"1478",2022-04-04,"Low","blue oak",0.768,"pd",2022-04-04,NA,NA,NA
"810","Cucu Mesa",14,"1478",2022-04-04,"Low","blue oak",0.519,"pd",2022-04-04,NA,NA,NA
"811","Cucu Mesa",14,"1478",2022-04-04,"Low","blue oak",0.29,"pd",2022-04-04,NA,NA,NA
"812","Cucu Mesa",14,"1478",2022-04-05,NA,NA,NA,NA,NA,0.098124,2022-04-05,14
"813","Cucu Mesa",14,"20",2022-04-04,"High","LEU",1.45,"md",2022-04-04,NA,NA,NA
"814","Cucu Mesa",14,"2004",2022-04-04,"High","blue oak",2.4,"md",2022-04-04,NA,NA,NA
"815","Cucu Mesa",14,"2004",2022-04-04,"High","blue oak",2.35,"md",2022-04-04,NA,NA,NA
"816","Cucu Mesa",14,"2004",2022-04-04,"High","blue oak",0.405,"pd",2022-04-04,NA,NA,NA
"817","Cucu Mesa",14,"2004",2022-04-04,"High","blue oak",0.284,"pd",2022-04-04,NA,NA,NA
"818","Cucu Mesa",14,"2004",2022-04-04,"High","blue oak",0.393,"pd",2022-04-04,NA,NA,NA
"819","Cucu Mesa",14,"2004",2022-04-04,"High","blue oak",0.475,"pd",2022-04-04,NA,NA,NA
"820","Cucu Mesa",14,"2004",2022-04-05,NA,NA,NA,NA,NA,0.0277383,2022-04-05,14
"821","Cucu Mesa",14,"2005",2022-04-04,"High","blue oak",2.1,"md",2022-04-04,NA,NA,NA
"822","Cucu Mesa",14,"2005",2022-04-04,"High","blue oak",2.15,"md",2022-04-04,NA,NA,NA
"823","Cucu Mesa",14,"2005",2022-04-04,"High","blue oak",0.428,"pd",2022-04-04,NA,NA,NA
"824","Cucu Mesa",14,"2005",2022-04-04,"High","blue oak",0.431,"pd",2022-04-04,NA,NA,NA
"825","Cucu Mesa",14,"2005",2022-04-05,NA,NA,NA,NA,NA,0.0666067,2022-04-05,14
"826","Cucu Mesa",14,"2006",2022-04-04,"High","blue oak",2.1,"md",2022-04-04,NA,NA,NA
"827","Cucu Mesa",14,"2006",2022-04-04,"High","blue oak",2.2,"md",2022-04-04,NA,NA,NA
"828","Cucu Mesa",14,"2006",2022-04-04,"High","blue oak",0.509,"pd",2022-04-04,NA,NA,NA
"829","Cucu Mesa",14,"2006",2022-04-04,"High","blue oak",0.592,"pd",2022-04-04,NA,NA,NA
"830","Cucu Mesa",14,"2006",2022-04-04,"High","blue oak",0.521,"pd",2022-04-04,NA,NA,NA
"831","Cucu Mesa",14,"2006",2022-04-05,NA,NA,NA,NA,NA,0.0860121,2022-04-05,14
"832","Cucu Mesa",14,"2007",2022-04-04,"High","blue oak",2.1,"md",2022-04-04,NA,NA,NA
"833","Cucu Mesa",14,"2007",2022-04-04,"High","blue oak",0.4,"pd",2022-04-04,NA,NA,NA
"834","Cucu Mesa",14,"2007",2022-04-04,"High","blue oak",0.271,"pd",2022-04-04,NA,NA,NA
"835","Cucu Mesa",14,"2007",2022-04-04,"High","blue oak",0.376,"pd",2022-04-04,NA,NA,NA
"836","Cucu Mesa",14,"2007",2022-04-04,"High","blue oak",0.42,"pd",2022-04-04,NA,NA,NA
"837","Cucu Mesa",14,"2007",2022-04-05,NA,NA,NA,NA,NA,0.0630606,2022-04-05,14
"838","Cucu Mesa",14,"2008",2022-04-04,"High","blue oak",1.8,"md",2022-04-04,NA,NA,NA
"839","Cucu Mesa",14,"2008",2022-04-04,"High","blue oak",2.1,"md",2022-04-04,NA,NA,NA
"840","Cucu Mesa",14,"2008",2022-04-04,"High","blue oak",1.75,"md",2022-04-04,NA,NA,NA
"841","Cucu Mesa",14,"2008",2022-04-04,"High","blue oak",0.698,"pd",2022-04-04,NA,NA,NA
"842","Cucu Mesa",14,"2008",2022-04-04,"High","blue oak",0.655,"pd",2022-04-04,NA,NA,NA
"843","Cucu Mesa",14,"2008",2022-04-05,NA,NA,NA,NA,NA,0.0608579,2022-04-05,14
"844","Cucu Mesa",14,"2012",2022-04-04,"Low","blue oak",0.365,"pd",2022-04-04,NA,NA,NA
"845","Cucu Mesa",14,"2012",2022-04-04,"Low","blue oak",0.234,"pd",2022-04-04,NA,NA,NA
"846","Cucu Mesa",14,"2012",2022-04-04,"Low","blue oak",0.626,"pd",2022-04-04,NA,NA,NA
"847","Cucu Mesa",14,"2012",2022-04-04,"Low","blue oak",0.68,"pd",2022-04-04,NA,NA,NA
"848","Cucu Mesa",14,"2012",2022-04-04,"Low","blue oak",0.62,"pd",2022-04-04,NA,NA,NA
"849","Cucu Mesa",14,"2012",2022-04-05,NA,NA,NA,NA,NA,0.0586781,2022-04-05,14
"850","Cucu Mesa",14,"2013",2022-04-04,"Low","blue oak",1.45,"md",2022-04-04,NA,NA,NA
"851","Cucu Mesa",14,"2013",2022-04-04,"Low","blue oak",1.55,"md",2022-04-04,NA,NA,NA
"852","Cucu Mesa",14,"2013",2022-04-04,"Low","blue oak",1.8,"md",2022-04-04,NA,NA,NA
"853","Cucu Mesa",14,"2013",2022-04-04,"Low","blue oak",0.718,"pd",2022-04-04,NA,NA,NA
"854","Cucu Mesa",14,"2013",2022-04-04,"Low","blue oak",0.554,"pd",2022-04-04,NA,NA,NA
"855","Cucu Mesa",14,"2013",2022-04-04,"Low","blue oak",0.628,"pd",2022-04-04,NA,NA,NA
"856","Cucu Mesa",14,"2013",2022-04-04,"Low","blue oak",0.886,"pd",2022-04-04,NA,NA,NA
"857","Cucu Mesa",14,"2013",2022-04-04,"Low","blue oak",0.836,"pd",2022-04-04,NA,NA,NA
"858","Cucu Mesa",14,"2014",2022-04-04,"Low","blue oak",2.1,"md",2022-04-04,NA,NA,NA
"859","Cucu Mesa",14,"2014",2022-04-04,"Low","blue oak",2.5,"md",2022-04-04,NA,NA,NA
"860","Cucu Mesa",14,"2014",2022-04-04,"Low","blue oak",2.8,"md",2022-04-04,NA,NA,NA
"861","Cucu Mesa",14,"2014",2022-04-04,"Low","blue oak",0.706,"pd",2022-04-04,NA,NA,NA
"862","Cucu Mesa",14,"2014",2022-04-04,"Low","blue oak",1.156,"pd",2022-04-04,NA,NA,NA
"863","Cucu Mesa",14,"2014",2022-04-04,"Low","blue oak",1,"pd",2022-04-04,NA,NA,NA
"864","Cucu Mesa",14,"2014",2022-04-04,"Low","blue oak",0.355,"pd",2022-04-04,NA,NA,NA
"865","Cucu Mesa",14,"2014",2022-04-04,"Low","blue oak",0.586,"pd",2022-04-04,NA,NA,NA
"866","Cucu Mesa",14,"2014",2022-04-04,"Low","blue oak",0.919,"pd",2022-04-04,NA,NA,NA
"867","Cucu Mesa",14,"2014",2022-04-05,NA,NA,NA,NA,NA,0.0657307,2022-04-05,14
"868","Cucu Mesa",14,"2015",2022-04-04,"Low","blue oak",0.498,"pd",2022-04-04,NA,NA,NA
"869","Cucu Mesa",14,"2015",2022-04-04,"Low","blue oak",0.768,"pd",2022-04-04,NA,NA,NA
"870","Cucu Mesa",14,"2015",2022-04-04,"Low","blue oak",0.587,"pd",2022-04-04,NA,NA,NA
"871","Cucu Mesa",14,"2015",2022-04-05,NA,NA,NA,NA,NA,0.0587953,2022-04-05,14
"872","Cucu Mesa",14,"2016",2022-04-05,NA,NA,NA,NA,NA,0.07735,2022-04-05,14
"873","Cucu Mesa",15,"12",2022-04-13,"High","ARCA",2.721,"md",2022-04-13,NA,NA,NA
"874","Cucu Mesa",15,"12",2022-04-13,"High","ARCA",3.148,"md",2022-04-13,NA,NA,NA
"875","Cucu Mesa",15,"12",2022-04-13,"High","ARCA",2.901,"md",2022-04-13,NA,NA,NA
"876","Cucu Mesa",15,"12",2022-04-13,"High","ARCA",3.05,"md",2022-04-13,NA,NA,NA
"877","Cucu Mesa",15,"12",2022-04-13,"High","ARCA",3.017,"md",2022-04-13,NA,NA,NA
"878","Cucu Mesa",15,"12",2022-04-13,"High","ARCA",3.069,"md",2022-04-13,NA,NA,NA
"879","Cucu Mesa",15,"1478",2022-04-12,NA,NA,NA,NA,NA,0.0633957,2022-04-12,15
"880","Cucu Mesa",15,"1478",2022-04-13,"Low","blue oak",1.8,"md",2022-04-13,NA,NA,NA
"881","Cucu Mesa",15,"1478",2022-04-13,"Low","blue oak",1.951,"md",2022-04-13,NA,NA,NA
"882","Cucu Mesa",15,"1478",2022-04-13,"Low","blue oak",1.295,"md",2022-04-13,NA,NA,NA
"883","Cucu Mesa",15,"1478",2022-04-13,"Low","blue oak",1.584,"md",2022-04-13,NA,NA,NA
"884","Cucu Mesa",15,"1478",2022-04-13,"Low","blue oak",1.822,"md",2022-04-13,NA,NA,NA
"885","Cucu Mesa",15,"20",2022-04-13,"High","LEU",2.013,"md",2022-04-13,NA,NA,NA
"886","Cucu Mesa",15,"20",2022-04-13,"High","LEU",1.801,"md",2022-04-13,NA,NA,NA
"887","Cucu Mesa",15,"20",2022-04-13,"High","LEU",2.415,"md",2022-04-13,NA,NA,NA
"888","Cucu Mesa",15,"20",2022-04-13,"High","LEU",2.221,"md",2022-04-13,NA,NA,NA
"889","Cucu Mesa",15,"20",2022-04-13,"High","LEU",1.921,"md",2022-04-13,NA,NA,NA
"890","Cucu Mesa",15,"20",2022-04-13,"High","LEU",1.821,"md",2022-04-13,NA,NA,NA
"891","Cucu Mesa",15,"2004",2022-04-12,NA,NA,NA,NA,NA,0.0645346,2022-04-12,15
"892","Cucu Mesa",15,"2004",2022-04-13,"High","blue oak",2.2,"md",2022-04-13,NA,NA,NA
"893","Cucu Mesa",15,"2005",2022-04-12,NA,NA,NA,NA,NA,0.02661,2022-04-12,15
"894","Cucu Mesa",15,"2005",2022-04-13,"High","blue oak",1.666,"md",2022-04-13,NA,NA,NA
"895","Cucu Mesa",15,"2005",2022-04-13,"High","blue oak",1.561,"md",2022-04-13,NA,NA,NA
"896","Cucu Mesa",15,"2005",2022-04-13,"High","blue oak",1.623,"md",2022-04-13,NA,NA,NA
"897","Cucu Mesa",15,"2006",2022-04-12,NA,NA,NA,NA,NA,0.0591474,2022-04-12,15
"898","Cucu Mesa",15,"2006",2022-04-13,"High","blue oak",1.94,"md",2022-04-13,NA,NA,NA
"899","Cucu Mesa",15,"2006",2022-04-13,"High","blue oak",1.641,"md",2022-04-13,NA,NA,NA
"900","Cucu Mesa",15,"2006",2022-04-13,"High","blue oak",1.6,"md",2022-04-13,NA,NA,NA
"901","Cucu Mesa",15,"2007",2022-04-12,NA,NA,NA,NA,NA,0.041694,2022-04-12,15
"902","Cucu Mesa",15,"2007",2022-04-13,"High","blue oak",1.8,"md",2022-04-13,NA,NA,NA
"903","Cucu Mesa",15,"2007",2022-04-13,"High","blue oak",1.72,"md",2022-04-13,NA,NA,NA
"904","Cucu Mesa",15,"2007",2022-04-13,"High","blue oak",1.6,"md",2022-04-13,NA,NA,NA
"905","Cucu Mesa",15,"2008",2022-04-12,NA,NA,NA,NA,NA,0.0368461,2022-04-12,15
"906","Cucu Mesa",15,"2012",2022-04-12,NA,NA,NA,NA,NA,0.038282,2022-04-12,15
"907","Cucu Mesa",15,"2012",2022-04-13,"Low","blue oak",1.381,"md",2022-04-13,NA,NA,NA
"908","Cucu Mesa",15,"2012",2022-04-13,"Low","blue oak",1.461,"md",2022-04-13,NA,NA,NA
"909","Cucu Mesa",15,"2012",2022-04-13,"Low","blue oak",1.482,"md",2022-04-13,NA,NA,NA
"910","Cucu Mesa",15,"2013",2022-04-13,"Low","blue oak",1.334,"md",2022-04-13,NA,NA,NA
"911","Cucu Mesa",15,"2013",2022-04-13,"Low","blue oak",0.848,"md",2022-04-13,NA,NA,NA
"912","Cucu Mesa",15,"2013",2022-04-13,"Low","blue oak",1.231,"md",2022-04-13,NA,NA,NA
"913","Cucu Mesa",15,"2013",2022-04-13,"Low","blue oak",1.221,"md",2022-04-13,NA,NA,NA
"914","Cucu Mesa",15,"2014",2022-04-12,NA,NA,NA,NA,NA,0.0501073,2022-04-12,15
"915","Cucu Mesa",15,"2015",2022-04-12,NA,NA,NA,NA,NA,1e-07,2022-04-12,15
"916","Cucu Mesa",15,"2015",2022-04-13,"Low","blue oak",1.82,"md",2022-04-13,NA,NA,NA
"917","Cucu Mesa",15,"2015",2022-04-13,"Low","blue oak",1.4,"md",2022-04-13,NA,NA,NA
"918","Cucu Mesa",15,"2015",2022-04-13,"Low","blue oak",2.04,"md",2022-04-13,NA,NA,NA
"919","Cucu Mesa",15,"2015",2022-04-13,"Low","blue oak",1.92,"md",2022-04-13,NA,NA,NA
"920","Cucu Mesa",15,"2016",2022-04-12,NA,NA,NA,NA,NA,0.0507535,2022-04-12,15
"921","Cucu Mesa",16,"1478",2022-04-20,NA,NA,NA,NA,NA,0.082307,2022-04-20,16
"922","Cucu Mesa",16,"2004",2022-04-20,NA,NA,NA,NA,NA,0.073855,2022-04-20,16
"923","Cucu Mesa",16,"2005",2022-04-20,NA,NA,NA,NA,NA,0.0419623,2022-04-20,16
"924","Cucu Mesa",16,"2006",2022-04-20,NA,NA,NA,NA,NA,0.0632743,2022-04-20,16
"925","Cucu Mesa",16,"2007",2022-04-20,NA,NA,NA,NA,NA,0.0401879,2022-04-20,16
"926","Cucu Mesa",16,"2008",2022-04-20,NA,NA,NA,NA,NA,0.0343212,2022-04-20,16
"927","Cucu Mesa",16,"2012",2022-04-20,NA,NA,NA,NA,NA,0.0435022,2022-04-20,16
"928","Cucu Mesa",16,"2014",2022-04-20,NA,NA,NA,NA,NA,0.047813,2022-04-20,16
"929","Cucu Mesa",16,"2015",2022-04-20,NA,NA,NA,NA,NA,0.0326836,2022-04-20,16
"930","Cucu Mesa",16,"2016",2022-04-20,NA,NA,NA,NA,NA,0.0383693,2022-04-20,16
"931","Cucu Mesa",17,"1478",2022-04-25,"Low","blue oak",2.401,"md",2022-04-25,NA,NA,NA
"932","Cucu Mesa",17,"1478",2022-04-25,"Low","blue oak",1.991,"md",2022-04-25,NA,NA,NA
"933","Cucu Mesa",17,"1478",2022-04-25,"Low","blue oak",2.271,"md",2022-04-25,NA,NA,NA
"934","Cucu Mesa",17,"1478",2022-04-25,"Low","blue oak",0.882,"pd",2022-04-25,NA,NA,NA
"935","Cucu Mesa",17,"1478",2022-04-25,"Low","blue oak",0.934,"pd",2022-04-25,NA,NA,NA
"936","Cucu Mesa",17,"1478",2022-04-25,"Low","blue oak",0.893,"pd",2022-04-25,NA,NA,NA
"937","Cucu Mesa",17,"1478",2022-04-29,NA,NA,NA,NA,NA,0.0918326,2022-04-29,17
"938","Cucu Mesa",17,"2004",2022-04-25,"High","blue oak",2.518,"md",2022-04-25,NA,NA,NA
"939","Cucu Mesa",17,"2004",2022-04-25,"High","blue oak",2.6,"md",2022-04-25,NA,NA,NA
