Time,psi,mpa,1_mpa,mass_g,stem_mass_g,rwc,100_rwc,stem_dry_wt_g,leaves_dry_wt_g,Tree,date,rehydrated,Weigh boat mass (g),Gasket mass (g),Parafilm mass (g),Tape mass (g),Other non-stem mass (g),total_nonsample_wt
,,-3.259,0.30684259,3.3939,3.3939,96.90489107,3.095108928,,,2346.2,5/3/22,,,,,,,
,,-3.762,0.265816055,3.386,3.386,96.67932501,3.320674985,,,2346.2,5/3/22,,,,,,,
,,-0.225,4.444444444,3.4799,3.4799,100,0,0.101,0.445,2367.1,5/3/22,no,,,,,,
,,-0.275,3.636363636,3.4578,3.4578,99.36492428,0.635075721,,,2367.1,5/3/22,,,,,,,
,,-0.294,3.401360544,3.4583,3.4583,99.37929251,0.620707492,,,2367.1,5/3/22,,,,,,,
,,-0.462,2.164502165,3.4418,3.4418,98.90514095,1.094859048,,,2367.1,5/3/22,,,,,,,
,,-0.671,1.490312966,3.43,3.43,98.56605075,1.433949251,,,2367.1,5/3/22,,,,,,,
,,-0.774,1.291989664,3.4296,3.4296,98.55455617,1.445443835,,,2367.1,5/3/22,,,,,,,
,,-0.971,1.029866117,3.4196,3.4196,98.26719159,1.732808414,,,2367.1,5/3/22,,,,,,,
,,-1.04,0.961538462,3.4108,3.4108,98.01431076,1.985689244,,,2367.1,5/3/22,,,,,,,
,,-1.224,0.816993464,3.4031,3.4031,97.79304003,2.20695997,,,2367.1,5/3/22,,,,,,,
,,-1.547,0.646412411,3.3966,3.3966,97.60625305,2.393746947,,,2367.1,5/3/22,,,,,,,
,,-2.313,0.432338954,3.3823,3.3823,97.1953217,2.804678295,,,2367.1,5/3/22,,,,,,,
,,-2.399,0.41684035,3.3786,3.3786,97.08899681,2.91100319,,,2367.1,5/3/22,,,,,,,
,,-2.417,0.413736036,3.3786,3.3729,96.925199,3.074801,,,2367.1,5/3/22,,,,,,,
,,-2.4,0.416666667,3.3689,3.3729,96.925199,3.074801,,,2367.1,5/3/22,,,,,,,
,,-0.135,7.407407407,2.8263,2.8263,100,0,0.046,0.226,2367.2,5/3/22,yes,,,,,,
,,-0.446,2.242152466,2.8227,2.8227,99.87262499,0.127375013,,,2367.2,5/3/22,,,,,,,
,,-0.512,1.953125,2.8192,2.8192,99.74878817,0.251211832,,,2367.2,5/3/22,,,,,,,
,,-0.887,1.127395716,2.8157,2.8157,99.62495135,0.37504865,,,2367.2,5/3/22,,,,,,,
,,-1.012,0.988142293,2.8105,2.8105,99.44096522,0.559034781,,,2367.2,5/3/22,,,,,,,
,,-1.145,0.873362445,2.8073,2.8073,99.32774299,0.672257015,,,2367.2,5/3/22,,,,,,,
,,-1.53,0.653594771,2.8017,2.8017,99.12960408,0.870395924,,,2367.2,5/3/22,,,,,,,
,,-1.334,0.749625187,2.791,2.791,98.75101723,1.248982769,,,2367.2,5/3/22,,,,,,,
,,-0.201,4.975124378,3.5297,3.5297,100,0,0.784,0.535,2381.1,5/3/22,no,,,,,,
,,-0.217,4.608294931,3.5224,3.5224,99.79318356,0.206816443,,,2381.1,5/3/22,,,,,,,
,,-0.424,2.358490566,3.511,3.511,99.47020993,0.529790067,,,2381.1,5/3/22,,,,,,,
,,-0.542,1.84501845,3.5064,3.5064,99.33988724,0.660112758,,,2381.1,5/3/22,,,,,,,
,,-0.718,1.39275766,3.4979,3.4979,99.09907358,0.900926424,,,2381.1,5/3/22,,,,,,,
,,-1.027,0.973709835,3.486,3.486,98.76193444,1.238065558,,,2381.1,5/3/22,,,,,,,
,,-1.463,0.683526999,3.4733,3.4733,98.40213049,1.597869507,,,2381.1,5/3/22,,,,,,,
,,-1.962,0.509683996,3.4603,3.4603,98.03382724,1.966172763,,,2381.1,5/3/22,,,,,,,
,,-2.341,0.427167877,3.4474,3.4474,97.66835708,2.331642916,,,2381.1,5/3/22,,,,,,,
,,-3.013,0.331895121,3.4355,3.4355,97.33121795,2.668782049,,,2381.1,5/3/22,,,,,,,
,,-3.333,0.300030003,3.4149,3.4149,96.74759895,3.252401054,,,2381.1,5/3/22,,,,,,,
,,-3.632,0.275330397,3.4082,3.4082,96.55778111,3.442218885,,,2381.1,5/3/22,,,,,,,
,,-0.108,9.259259259,3.7601,3.7601,100,0,0.091,0.682,2381.2,5/3/22,yes,,,,,,
,,-0.238,4.201680672,3.7595,3.7595,99.98404298,0.015957022,,,2381.2,5/3/22,,,,,,,
,,-0.368,2.717391304,3.7483,3.7483,99.68617856,0.313821441,,,2381.2,5/3/22,,,,,,,
,,-0.571,1.751313485,3.7393,3.7393,99.44682322,0.553176777,,,2381.2,5/3/22,,,,,,,
,,-0.772,1.295336788,3.7265,3.7265,99.10640674,0.893593256,,,2381.2,5/3/22,,,,,,,
,,-1.053,0.949667616,3.7166,3.7166,98.84311587,1.156884125,,,2381.2,5/3/22,,,,,,,
,,-1.536,0.651041667,3.6959,3.6959,98.2925986,1.707401399,,,2381.2,5/3/22,,,,,,,
,,-1.962,0.509683996,3.6804,3.6804,97.88037552,2.119624478,,,2381.2,5/3/22,,,,,,,
,,-2.364,0.423011844,3.6694,3.6694,97.58783011,2.412169889,,,2381.2,5/3/22,,,,,,,
,,-3.001,0.333222259,3.649,3.649,97.04529135,2.954708651,,,2381.2,5/3/22,,,,,,,
,,-4.053,0.246730817,3.6362,3.6362,96.70487487,3.29512513,,,2381.2,5/3/22,,,,,,,
,,-0.165,6.060606061,4.2144,1.7122,100,0,0.118,0.755,2382,5/3/22,yes,2.5022,0,0,0,0,2.5022
,,-0.144,6.944444444,4.2074,1.7052,99.59116926,0.408830744,,,2382,5/3/22,,,,,,,
,,-0.18,5.555555556,4.1954,1.6932,98.89031655,1.109683448,,,2382,5/3/22,,,,,,,
,,-0.227,4.405286344,4.1973,1.6951,99.0012849,0.998715103,,,2382,5/3/22,,,,,,,
,,-0.29,3.448275862,4.1671,1.6649,97.23747226,2.762527742,,,2382,5/3/22,,,,,,,
,,-0.545,1.834862385,4.1591,1.6569,96.77023712,3.229762878,,,2382,5/3/22,,,,,,,
,,-0.55,1.818181818,4.158,1.6558,96.70599229,3.294007709,,,2382,5/3/22,,,,,,,
,,-0.695,1.438848921,4.1434,1.6412,95.85328817,4.146711833,,,2382,5/3/22,,,,,,,
,,-0.816,1.225490196,4.1325,1.6303,95.21668029,4.783319706,,,2382,5/3/22,,,,,,,
,,-1.184,0.844594595,4.1219,1.6197,94.59759374,5.402406261,,,2382,5/3/22,,,,,,,
,,-1.339,0.74682599,4.1155,1.6133,94.22380563,5.77619437,,,2382,5/3/22,,,,,,,
,,-1.552,0.644329897,4.1085,1.6063,93.81497489,6.185025114,,,2382,5/3/22,,,,,,,
,,-1.843,0.542593597,4.1002,1.598,93.33021843,6.669781568,,,2382,5/3/22,,,,,,,
,,-2.028,0.493096647,4.0913,1.5891,92.81041934,7.189580656,,,2382,5/3/22,,,,,,,
,,-2.134,0.468603561,4.0875,1.5853,92.58848265,7.411517346,,,2382,5/3/22,,,,,,,
,,-2.361,0.423549344,4.0824,1.5802,92.29062025,7.709379745,,,2382,5/3/22,,,,,,,
,,-2.673,0.374111485,4.0747,1.5725,91.84090644,8.159093564,,,2382,5/3/22,,,,,,,
,,-2.751,0.36350418,4.0642,1.562,91.22766032,8.77233968,,,2382,5/3/22,,,,,,,
,,-3.02,0.331125828,3.0513,0.5491,32.06985165,67.93014835,,,2382,5/3/22,,,,,,,
,,-0.921,1.08577633,3.3477,3.3477,100,0,0.07,0.405,2010,5/3/22,yes,,,,,,
,,-1.008,0.992063492,3.3452,3.3452,99.92532186,0.074678137,,,2010,5/3/22,,,,,,,
,,-1.072,0.932835821,3.3399,3.3399,99.76700421,0.232995788,,,2010,5/3/22,,,,,,,
,,-1.192,0.838926175,3.3309,3.3309,99.49816292,0.501837082,,,2010,5/3/22,,,,,,,
,,-1.752,0.570776256,3.3186,3.3186,99.13074648,0.869253517,,,2010,5/3/22,,,,,,,
,,-2.128,0.469924812,3.3107,3.3107,98.89476357,1.105236431,,,2010,5/3/22,,,,,,,
,,-2.527,0.395726158,3.3026,3.3026,98.6528064,1.347193596,,,2010,5/3/22,,,,,,,
,,-2.912,0.343406593,3.2966,3.2966,98.47357888,1.526421125,,,2010,5/3/22,,,,,,,
,,-3.361,0.297530497,3.2864,3.2864,98.16889208,1.831107925,,,2010,5/3/22,,,,,,,
,,,,,,,,,,,,,,,,,,
,,-0.664,1.506024096,6.3313,1.4523,100,0,0.098,0.682,2343,5/3/22,yes,4.879,0,0,0,0,4.879
,,-0.843,1.18623962,6.32,1.441,99.22192384,0.778076155,,,2343,5/3/22,,,,,,,
,,-1.082,0.924214418,6.3189,1.4399,99.14618192,0.853818082,,,2343,5/3/22,,,,,,,
,,-1.342,0.745156483,6.3111,1.4321,98.6091028,1.390897198,,,2343,5/3/22,,,,,,,
,,-1.781,0.561482313,6.3009,1.4219,97.90676857,2.093231426,,,2343,5/3/22,,,,,,,
,,-2.261,0.442282176,6.2925,1.4135,97.32837568,2.67162432,,,2343,5/3/22,,,,,,,
,,-2.413,0.414421882,6.2843,1.4053,96.76375405,3.236245955,,,2343,5/3/22,,,,,,,
,,-2.886,0.346500347,6.2737,1.3947,96.0338773,3.966122702,,,2343,5/3/22,,,,,,,
,,-3.08,0.324675325,6.2642,1.3852,95.37974248,4.620257523,,,2343,5/3/22,,,,,,,
,,-3.358,0.297796307,6.2552,1.3762,94.76003581,5.239964195,,,2343,5/3/22,,,,,,,
,,-3.411,0.293169159,6.2502,1.3712,94.41575432,5.584245679,,,2343,5/3/22,,,,,,,
,,-0.576,1.736111111,3.3448,3.3448,100,0,0.103,0.45,2365.1,5/3/22,no,,,,,,
,,-0.865,1.156069364,3.3387,3.3387,99.81762736,0.182372638,,,2365.1,5/3/22,,,,,,,
,,-2.461,0.406338887,3.3281,3.3281,99.50071753,0.499282468,,,2365.1,5/3/22,,,,,,,
,,-2.776,0.360230548,3.3195,3.3195,99.24360201,0.756397991,,,2365.1,5/3/22,,,,,,,
,,-3.03,0.330033003,3.3122,3.3122,99.02535279,0.974647214,,,2365.1,5/3/22,,,,,,,
,,-3.271,0.305716906,3.3063,3.3063,98.84895958,1.151040421,,,2365.1,5/3/22,,,,,,,
,,-3.51,0.284900285,3.2999,3.2999,98.65761779,1.342382205,,,2365.1,5/3/22,,,,,,,
,,-0.312,3.205128205,3.2798,3.2798,100,0,0.085,0.362,2365.2,5/3/22,yes,,,,,,
,,-0.315,3.174603175,3.267,3.267,99.6097323,0.390267699,,,2365.2,5/3/22,,,,,,,
,,-0.521,1.919385797,3.264,3.264,99.51826331,0.481736691,,,2365.2,5/3/22,,,,,,,
,,-0.53,1.886792453,3.259,3.259,99.36581499,0.634185011,,,2365.2,5/3/22,,,,,,,
,,-0.584,1.712328767,3.2546,3.2546,99.23166047,0.768339533,,,2365.2,5/3/22,,,,,,,
,,-0.654,1.529051988,3.249,3.249,99.06091835,0.939081651,,,2365.2,5/3/22,,,,,,,
,,-0.431,2.320185615,3.2465,3.2465,98.98469419,1.015305811,,,2365.2,5/3/22,,,,,,,
,,-0.921,1.08577633,3.2412,3.2412,98.82309897,1.176901031,,,2365.2,5/3/22,,,,,,,
,,-1.112,0.899280576,3.2368,3.2368,98.68894445,1.311055552,,,2365.2,5/3/22,,,,,,,
,,-1.346,0.742942051,3.2281,3.2281,98.42368437,1.576315629,,,2365.2,5/3/22,,,,,,,
,,-1.642,0.609013398,3.2206,3.2206,98.19501189,1.804988109,,,2365.2,5/3/22,,,,,,,
,,-1.887,0.529941706,3.214,3.214,97.99378011,2.006219891,,,2365.2,5/3/22,,,,,,,
,,-2.043,0.48947626,3.2091,3.2091,97.84438075,2.155619245,,,2365.2,5/3/22,,,,,,,
,,-2.401,0.416493128,3.1999,3.1999,97.56387585,2.436124154,,,2365.2,5/3/22,,,,,,,
,,-2.624,0.381097561,3.1889,3.1889,97.22848954,2.771510458,,,2365.2,5/3/22,,,,,,,
,,-2.863,0.349283968,3.1811,3.1811,96.99067016,3.009329837,,,2365.2,5/3/22,,,,,,,
,,-3.954,0.252908447,3.1384,3.1384,95.68876151,4.31123849,,,2365.2,5/3/22,,,,,,,
,,-1.123,0.89047195,3.5927,1.1567,100,0,0.083,0.576,2360.1,5/3/22,no,2.436,0,0,0,0,2.436
,,-1.266,0.789889416,3.5903,1.1543,99.79251318,0.207486816,,,2360.1,5/3/22,,,,,,,
,,-1.63,0.613496933,3.5825,1.1465,99.11818103,0.881818968,,,2360.1,5/3/22,,,,,,,
,,-2.003,0.499251123,3.5758,1.1398,98.538947,1.461052996,,,2360.1,5/3/22,,,,,,,
,,-2.33,0.429184549,3.5667,1.1307,97.75222616,2.247773839,,,2360.1,5/3/22,,,,,,,
,,-2.7,0.37037037,3.5573,1.1213,96.93956946,3.060430535,,,2360.1,5/3/22,,,,,,,
,,-3.218,0.31075202,3.5472,1.1112,96.06639578,3.933604219,,,2360.1,5/3/22,,,,,,,
,,-3.611,0.276931598,3.5396,1.1036,95.4093542,4.590645803,,,2360.1,5/3/22,,,,,,,
,,-3.888,0.257201646,3.5267,1.0907,94.29411256,5.705887438,,,2360.1,5/3/22,,,,,,,
,,-0.1553,6.439150032,3.2405,0.7953,100,0,0.102,0.348,2360.2,5/3/22,yes,2.4452,0,0,0,0,2.4452
,,-0.508,1.968503937,3.2285,0.7833,98.49113542,1.508864579,,,2360.2,5/3/22,,,,,,,
,,-0.567,1.76366843,3.224,0.7788,97.9253112,2.074688797,,,2360.2,5/3/22,,,,,,,
,,-1.023,0.977517107,3.2189,0.7737,97.28404376,2.715956243,,,2360.2,5/3/22,,,,,,,
,,-1.972,0.507099392,3.2158,0.7706,96.89425374,3.105746259,,,2360.2,5/3/22,,,,,,,
,,-2.083,0.480076812,3.2111,0.7659,96.30328178,3.69671822,,,2360.2,5/3/22,,,,,,,
,,-2.563,0.390167772,3.2045,0.7593,95.47340626,4.526593738,,,2360.2,5/3/22,,,,,,,
,,-2.8,0.357142857,3.2015,0.7563,95.09619012,4.903809883,,,2360.2,5/3/22,,,,,,,
,,-2.807,0.356252227,3.1973,0.7521,94.56808751,5.431912486,,,2360.2,5/3/22,,,,,,,
,,-3.338,0.299580587,3.1894,0.7442,93.57475167,6.425248334,,,2360.2,5/3/22,,,,,,,
,,-3.582,0.279173646,3.1779,0.7327,92.12875644,7.871243556,,,2360.2,5/3/22,,,,,,,
