Plot Title: Chamise2_2023,,,,,,,,
#,"Date Time, GMT-07:00","Temp, ¡F (LGR S/N: 21308627, SEN S/N: 21308627)","RH, % (LGR S/N: 21308627, SEN S/N: 21308627)",Coupler Detached (LGR S/N: 21308627),Coupler Attached (LGR S/N: 21308627),Host Connected (LGR S/N: 21308627),Stopped (LGR S/N: 21308627),End Of File (LGR S/N: 21308627)
2347,10/24/23 0:30,52.651,92.991,,,,,
2348,10/24/23 0:45,52.729,93.358,,,,,
2349,10/24/23 1:00,51.57,93.089,,,,,
2350,10/24/23 1:15,51.417,94.286,,,,,
2351,10/24/23 1:30,51.417,94.969,,,,,
2352,10/24/23 1:45,51.417,95.433,,,,,
2353,10/24/23 2:00,52.034,95.946,,,,,
2354,10/24/23 2:15,51.647,94.896,,,,,
2355,10/24/23 2:30,51.262,95.824,,,,,
2356,10/24/23 2:45,51.802,96.264,,,,,
2357,10/24/23 3:00,52.266,96.435,,,,,
2358,10/24/23 3:15,51.184,95.507,,,,,
2359,10/24/23 3:30,51.339,96.117,,,,,
2360,10/24/23 3:45,51.262,96.142,,,,,
2361,10/24/23 4:00,51.339,96.459,,,,,
2362,10/24/23 4:15,51.184,96.337,,,,,
2363,10/24/23 4:30,50.952,96.63,,,,,
2364,10/24/23 4:45,51.03,96.801,,,,,
2365,10/24/23 5:00,51.107,97.045,,,,,
2366,10/24/23 5:15,51.03,96.996,,,,,
2367,10/24/23 5:30,50.103,96.752,,,,,
2368,10/24/23 5:45,49.872,97.289,,,,,
2369,10/24/23 6:00,50.103,97.631,,,,,
2370,10/24/23 6:15,50.49,97.802,,,,,
2371,10/24/23 6:30,50.722,97.851,,,,,
2372,10/24/23 6:45,50.952,97.9,,,,,
2373,10/24/23 7:00,50.875,97.753,,,,,
2374,10/24/23 7:15,50.797,97.607,,,,,
2375,10/24/23 7:30,50.49,97.729,,,,,
2376,10/24/23 7:45,50.335,97.827,,,,,
2377,10/24/23 8:00,50.49,98.022,,,,,
2378,10/24/23 8:15,50.644,98.12,,,,,
2379,10/24/23 8:30,50.722,97.924,,,,,
2380,10/24/23 8:45,50.875,98.266,,,,,
2381,10/24/23 9:00,51.262,98.217,,,,,
2382,10/24/23 9:15,51.57,98.339,,,,,
2383,10/24/23 9:30,52.034,98.193,,,,,
2384,10/24/23 9:45,52.806,98.51,,,,,
2385,10/24/23 10:00,53.501,98.242,,,,,
2386,10/24/23 10:15,55.045,98.657,,,,,
2387,10/24/23 10:30,56.899,97.118,,,,,
2388,10/24/23 10:45,59.293,90.403,,,,,
2389,10/24/23 11:00,60.991,82.051,,,,,
2390,10/24/23 11:15,63.462,74.676,,,,,
2391,10/24/23 11:30,65.471,68.303,,,,,
2392,10/24/23 11:45,66.938,63.98,,,,,
2393,10/24/23 12:00,67.555,63.712,,,,,
2394,10/24/23 12:15,68.79,61.294,,,,,
2395,10/24/23 12:30,70.027,58.755,,,,,
2396,10/24/23 12:45,71.107,57.216,,,,,
2397,10/24/23 13:00,74.118,52.552,,,,,
2398,10/24/23 13:15,74.505,52.479,,,,,
2399,10/24/23 13:30,73.888,53.626,,,,,
2400,10/24/23 13:45,74.505,53.455,,,,,
2401,10/24/23 14:00,74.273,55.311,,,,,
2402,10/24/23 14:15,73.656,56.532,,,,,
2403,10/24/23 14:30,73.501,57.241,,,,,
2404,10/24/23 14:45,73.038,58.51,,,,,
2405,10/24/23 15:00,74.428,56.508,,,,,
2406,10/24/23 15:15,74.737,56.874,,,,,
2407,10/24/23 15:30,74.041,57.827,,,,,
2408,10/24/23 15:45,74.35,57.167,,,,,
2409,10/24/23 16:00,73.888,57.656,,,,,
2410,10/24/23 16:15,73.501,58.217,,,,,
2411,10/24/23 16:30,72.343,60.244,,,,,
2412,10/24/23 16:45,70.799,62.466,,,,,
2413,10/24/23 17:00,70.027,63.419,,,,,
2414,10/24/23 17:15,69.022,65.324,,,,,
2415,10/24/23 17:30,68.25,66.569,,,,,
2416,10/24/23 17:45,66.474,69.475,,,,,
2417,10/24/23 18:00,64.544,73.236,,,,,
2418,10/24/23 18:15,62.613,76.923,,,,,
2419,10/24/23 18:30,61.223,79.805,,,,,
2420,10/24/23 18:45,60.066,82.173,,,,,
2421,10/24/23 19:00,59.446,83.492,,,,,
2422,10/24/23 19:15,58.984,84.127,,,,,
2423,10/24/23 19:30,58.289,85.104,,,,,
2424,10/24/23 19:45,57.13,85.568,,,,,
2425,10/24/23 20:00,56.435,86.764,,,,,
2426,10/24/23 20:15,55.663,87.473,,,,,
2427,10/24/23 20:30,54.968,88.62,,,,,
2428,10/24/23 20:45,54.351,89.939,,,,,
2429,10/24/23 21:00,54.273,90.256,,,,,
2430,10/24/23 21:15,53.886,90.842,,,,,
2431,10/24/23 21:30,53.578,91.184,,,,,
2432,10/24/23 21:45,53.269,91.453,,,,,
2433,10/24/23 22:00,53.114,92.161,,,,,
2434,10/24/23 22:15,52.961,92.332,,,,,
2435,10/24/23 22:30,53.038,92.479,,,,,
2436,10/24/23 22:45,53.191,92.625,,,,,
2437,10/24/23 23:00,53.191,93.26,,,,,
2438,10/24/23 23:15,52.961,94.017,,,,,
2439,10/24/23 23:30,53.114,94.725,,,,,
2440,10/24/23 23:45,53.191,95.336,,,,,
2441,10/25/23 0:00,53.424,95.8,,,,,
2442,10/25/23 0:15,53.501,96.117,,,,,
2443,10/25/23 0:30,53.346,96.117,,,,,
2444,10/25/23 0:45,53.346,96.435,,,,,
2445,10/25/23 1:00,53.114,96.532,,,,,
2446,10/25/23 1:15,53.038,96.777,,,,,
2447,10/25/23 1:30,53.038,96.923,,,,,
2448,10/25/23 1:45,53.114,97.07,,,,,
2449,10/25/23 2:00,53.191,97.216,,,,,
2450,10/25/23 2:15,52.419,96.703,,,,,
2451,10/25/23 2:30,52.342,97.216,,,,,
2452,10/25/23 2:45,52.419,97.241,,,,,
2453,10/25/23 3:00,52.266,97.216,,,,,
2454,10/25/23 3:15,52.342,97.46,,,,,
2455,10/25/23 3:30,52.419,97.485,,,,,
2456,10/25/23 3:45,52.342,97.338,,,,,
2457,10/25/23 4:00,52.034,97.338,,,,,
2458,10/25/23 4:15,51.724,97.509,,,,,
2459,10/25/23 4:30,51.647,97.68,,,,,
2460,10/25/23 4:45,51.417,97.656,,,,,
2461,10/25/23 5:00,51.417,97.875,,,,,
2462,10/25/23 5:15,51.339,97.9,,,,,
2463,10/25/23 5:30,51.417,98.022,,,,,
2464,10/25/23 5:45,51.647,98.12,,,,,
2465,10/25/23 6:00,51.647,98.071,,,,,
2466,10/25/23 6:15,51.724,98.242,,,,,
2467,10/25/23 6:30,51.724,98.12,,,,,
2468,10/25/23 6:45,51.57,98.12,,,,,
2469,10/25/23 7:00,51.724,98.339,,,,,
2470,10/25/23 7:15,51.879,98.413,,,,,
2471,10/25/23 7:30,52.189,98.535,,,,,
2472,10/25/23 7:45,52.266,98.364,,,,,
2473,10/25/23 8:00,52.497,98.535,,,,,
2474,10/25/23 8:15,52.884,98.608,,,,,
2475,10/25/23 8:30,53.424,98.706,,,,,
2476,10/25/23 8:45,53.811,98.632,,,,,
2477,10/25/23 9:00,54.583,98.852,,,,,
2478,10/25/23 9:15,55.123,98.632,,,,,
2479,10/25/23 9:30,55.74,98.608,,,,,
2480,10/25/23 9:45,57.052,98.828,,,,,
2481,10/25/23 10:00,57.517,97.949,,,,,
2482,10/25/23 10:15,59.293,96.19,,,,,
2483,10/25/23 10:30,60.373,90.281,,,,,
2484,10/25/23 10:45,60.913,87.961,,,,,
2485,10/25/23 11:00,60.606,85.665,,,,,
2486,10/25/23 11:15,60.141,87.106,,,,,
2487,10/25/23 11:30,60.991,85.25,,,,,
2488,10/25/23 11:45,60.606,84.64,,,,,
2489,10/25/23 12:00,60.913,85.104,,,,,
2490,10/25/23 12:15,61.3,83.81,,,,,
2491,10/25/23 12:30,60.528,84.884,,,,,
2492,10/25/23 12:45,60.296,84.933,,,,,
2493,10/25/23 13:00,60.838,84.225,,,,,
2494,10/25/23 13:15,59.988,84.713,,,,,
2495,10/25/23 13:30,59.679,85.568,,,,,
2496,10/25/23 13:45,61.068,83.053,,,,,
2497,10/25/23 14:00,61.61,81.319,,,,,
2498,10/25/23 14:15,61.61,81.88,,,,,
2499,10/25/23 14:30,62.922,78.779,,,,,
2500,10/25/23 14:45,61.995,79.634,,,,,
2501,10/25/23 15:00,61.378,80.806,,,,,
2502,10/25/23 15:15,61.223,80.928,,,,,
2503,10/25/23 15:30,60.296,82.32,,,,,
2504,10/25/23 15:45,60.913,81.514,,,,,
2505,10/25/23 16:00,61.61,80.488,,,,,
2506,10/25/23 16:15,62.073,79.219,,,,,
2507,10/25/23 16:30,61.763,78.828,,,,,
2508,10/25/23 16:45,62.15,78.828,,,,,
2509,10/25/23 17:00,64.08,74.237,,,,,
2510,10/25/23 17:15,63.077,74.579,,,,,
2511,10/25/23 17:30,64.002,73.284,,,,,
2512,10/25/23 17:45,63.154,71.136,,,,,
2513,10/25/23 18:00,61.068,73.016,,,,,
2514,10/25/23 18:15,58.829,76.777,,,,,
2515,10/25/23 18:30,57.594,79.438,,,,,
2516,10/25/23 18:45,56.358,81.392,,,,,
2517,10/25/23 19:00,55.431,83.37,,,,,
2518,10/25/23 19:15,54.583,85.055,,,,,
2519,10/25/23 19:30,54.041,86.398,,,,,
2520,10/25/23 19:45,53.269,87.57,,,,,
2521,10/25/23 20:00,52.806,88.694,,,,,
2522,10/25/23 20:15,52.419,89.646,,,,,
2523,10/25/23 20:30,51.957,90.012,,,,,
2524,10/25/23 20:45,51.57,91.013,,,,,
2525,10/25/23 21:00,51.494,92.063,,,,,
2526,10/25/23 21:15,51.107,91.819,,,,,
2527,10/25/23 21:30,50.722,92.454,,,,,
2528,10/25/23 21:45,50.952,92.821,,,,,
2529,10/25/23 22:00,51.184,92.674,,,,,
2530,10/25/23 22:15,51.262,92.918,,,,,
2531,10/25/23 22:30,51.339,93.114,,,,,
2532,10/25/23 22:45,51.57,93.578,,,,,
2533,10/25/23 23:00,51.724,93.382,,,,,
2534,10/25/23 23:15,51.647,93.333,,,,,
2535,10/25/23 23:30,51.724,93.236,,,,,
2536,10/25/23 23:45,51.724,93.284,,,,,
2537,10/26/23 0:00,51.647,93.578,,,,,
2538,10/26/23 0:15,51.57,93.773,,,,,
2539,10/26/23 0:30,51.57,93.895,,,,,
2540,10/26/23 0:45,51.184,93.284,,,,,
2541,10/26/23 1:00,51.107,93.602,,,,,
2542,10/26/23 1:15,51.107,93.236,,,,,
2543,10/26/23 1:30,50.952,93.187,,,,,
2544,10/26/23 1:45,50.797,93.358,,,,,
2545,10/26/23 2:00,50.797,93.748,,,,,
2546,10/26/23 2:15,50.49,93.968,,,,,
2547,10/26/23 2:30,50.335,94.921,,,,,
2548,10/26/23 2:45,50.412,95.043,,,,,
2549,10/26/23 3:00,50.335,94.969,,,,,
2550,10/26/23 3:15,50.18,95.238,,,,,
2551,10/26/23 3:30,50.025,95.336,,,,,
2552,10/26/23 3:45,50.103,95.653,,,,,
2553,10/26/23 4:00,50.18,95.849,,,,,
2554,10/26/23 4:15,50.257,95.775,,,,,
2555,10/26/23 4:30,50.412,95.678,,,,,
2556,10/26/23 4:45,50.412,95.556,,,,,
2557,10/26/23 5:00,50.18,95.995,,,,,
2558,10/26/23 5:15,49.95,96.19,,,,,
2559,10/26/23 5:30,49.872,96.386,,,,,
2560,10/26/23 5:45,49.795,96.557,,,,,
2561,10/26/23 6:00,49.64,96.703,,,,,
2562,10/26/23 6:15,49.563,96.801,,,,,
2563,10/26/23 6:30,49.717,96.947,,,,,
2564,10/26/23 6:45,49.64,96.654,,,,,
2565,10/26/23 7:00,49.408,96.581,,,,,
2566,10/26/23 7:15,49.177,96.557,,,,,
2567,10/26/23 7:30,49.177,96.899,,,,,
2568,10/26/23 7:45,49.1,96.996,,,,,
2569,10/26/23 8:00,49.1,97.045,,,,,
2570,10/26/23 8:15,49.1,96.972,,,,,
2571,10/26/23 8:30,49.408,97.192,,,,,
2572,10/26/23 8:45,49.563,96.874,,,,,
2573,10/26/23 9:00,49.95,96.728,,,,,
2574,10/26/23 9:15,50.412,96.117,,,,,
2575,10/26/23 9:30,51.879,94.847,,,,,
2576,10/26/23 9:45,54.196,90.232,,,,,
2577,10/26/23 10:00,54.813,87.033,,,,,
2578,10/26/23 10:15,56.435,85.031,,,,,
2579,10/26/23 10:30,58.674,79.536,,,,,
2580,10/26/23 10:45,60.838,74.017,,,,,
2581,10/26/23 11:00,62.073,70.989,,,,,
2582,10/26/23 11:15,64.002,67.057,,,,,
2583,10/26/23 11:30,64.699,63.614,,,,,
2584,10/26/23 11:45,65.161,59.56,,,,,
2585,10/26/23 12:00,66.011,58.803,,,,,
2586,10/26/23 12:15,67.478,55.36,,,,,
2587,10/26/23 12:30,68.018,55.433,,,,,
2588,10/26/23 12:45,68.945,54.383,,,,,
2589,10/26/23 13:00,69.562,54.017,,,,,
2590,10/26/23 13:15,70.18,53.48,,,,,
2591,10/26/23 13:30,70.799,48.352,,,,,
2592,10/26/23 13:45,70.876,48.083,,,,,
2593,10/26/23 14:00,71.571,47.253,,,,,
2594,10/26/23 14:15,71.879,46.984,,,,,
2595,10/26/23 14:30,71.802,47.546,,,,,
2596,10/26/23 14:45,71.494,47.448,,,,,
2597,10/26/23 15:00,70.489,49.597,,,,,
2598,10/26/23 15:15,69.795,51.087,,,,,
2599,10/26/23 15:30,68.328,52.479,,,,,
2600,10/26/23 15:45,67.478,54.286,,,,,
2601,10/26/23 16:00,65.934,55.897,,,,,
2602,10/26/23 16:15,65.394,57.363,,,,,
2603,10/26/23 16:30,64.312,59.243,,,,,
2604,10/26/23 16:45,63.617,59.976,,,,,
2605,10/26/23 17:00,63.307,60.733,,,,,
2606,10/26/23 17:15,62.073,62.222,,,,,
2607,10/26/23 17:30,60.913,64.493,,,,,
2608,10/26/23 17:45,59.756,65.714,,,,,
2609,10/26/23 18:00,57.594,69.402,,,,,
2610,10/26/23 18:15,56.28,72.405,,,,,
2611,10/26/23 18:30,55.278,74.408,,,,,
2612,10/26/23 18:45,54.505,76.068,,,,,
2613,10/26/23 19:00,53.886,77.534,,,,,
2614,10/26/23 19:15,53.424,78.217,,,,,
2615,10/26/23 19:30,52.342,80.22,,,,,
2616,10/26/23 19:45,51.879,82.564,,,,,
2617,10/26/23 20:00,51.494,83.394,,,,,
2618,10/26/23 20:15,51.184,83.663,,,,,
2619,10/26/23 20:30,49.95,85.055,,,,,
2620,10/26/23 20:45,49.872,86.447,,,,,
2621,10/26/23 21:00,49.563,86.325,,,,,
2622,10/26/23 21:15,48.636,87.131,,,,,
2623,10/26/23 21:30,47.323,88.352,,,,,
2624,10/26/23 21:45,47.091,90.159,,,,,
2625,10/26/23 22:00,47.246,90.452,,,,,
2626,10/26/23 22:15,46.629,89.597,,,,,
2627,10/26/23 22:30,47.091,91.282,,,,,
2628,10/26/23 22:45,47.246,91.917,,,,,
2629,10/26/23 23:00,47.091,90.549,,,,,
2630,10/26/23 23:15,46.089,90.965,,,,,
2631,10/26/23 23:30,45.779,92.186,,,,,
2632,10/26/23 23:45,45.547,93.04,,,,,
2633,10/27/23 0:00,45.934,93.211,,,,,
2634,10/27/23 0:15,45.547,93.236,,,,,
2635,10/27/23 0:30,45.624,93.993,,,,,
2636,10/27/23 0:45,45.934,94.847,,,,,
2637,10/27/23 1:00,45.856,94.335,,,,,
2638,10/27/23 1:15,46.242,94.774,,,,,
2639,10/27/23 1:30,46.164,95.165,,,,,
2640,10/27/23 1:45,45.779,94.725,,,,,
2641,10/27/23 2:00,46.861,95.995,,,,,
2642,10/27/23 2:15,46.861,94.774,,,,,
2643,10/27/23 2:30,46.936,94.774,,,,,
2644,10/27/23 2:45,46.629,94.505,,,,,
2645,10/27/23 3:00,46.474,94.164,,,,,
2646,10/27/23 3:15,46.011,95.238,,,,,
2647,10/27/23 3:30,46.089,95.458,,,,,
2648,10/27/23 3:45,45.934,95.092,,,,,
2649,10/27/23 4:00,45.702,94.896,,,,,
2650,10/27/23 4:15,46.164,95.678,,,,,
2651,10/27/23 4:30,46.089,95.238,,,,,
2652,10/27/23 4:45,44.544,94.652,,,,,
2653,10/27/23 5:00,45.239,95.971,,,,,
2654,10/27/23 5:15,45.779,95.482,,,,,
2655,10/27/23 5:30,44.544,94.017,,,,,
2656,10/27/23 5:45,44.544,94.847,,,,,
2657,10/27/23 6:00,44.157,94.212,,,,,
2658,10/27/23 6:15,45.084,96.215,,,,,
2659,10/27/23 6:30,45.856,96.435,,,,,
2660,10/27/23 6:45,45.934,96.801,,,,,
2661,10/27/23 7:00,46.011,96.581,,,,,
2662,10/27/23 7:15,46.396,96.825,,,,,
2663,10/27/23 7:30,46.551,96.239,,,,,
2664,10/27/23 7:45,47.169,96.264,,,,,
2665,10/27/23 8:00,47.246,94.31,,,,,
2666,10/27/23 8:15,46.861,93.236,,,,,
2667,10/27/23 8:30,47.401,94.115,,,,,
2668,10/27/23 8:45,50.025,93.578,,,,,
2669,10/27/23 9:00,50.797,89.89,,,,,
2670,10/27/23 9:15,51.57,88.889,,,,,
2671,10/27/23 9:30,52.574,84.029,,,,,
2672,10/27/23 9:45,53.886,78.974,,,,,
2673,10/27/23 10:00,54.968,75.116,,,,,
2674,10/27/23 10:15,56.512,71.38,,,,,
2675,10/27/23 10:30,57.285,68.254,,,,,
2676,10/27/23 10:45,58.289,65.69,,,,,
2677,10/27/23 11:00,59.293,61.734,,,,,
2678,10/27/23 11:15,60.838,58.437,,,,,
2679,10/27/23 11:30,62.15,54.505,,,,,
2680,10/27/23 11:45,62.69,52.65,,,,,
2681,10/27/23 12:00,64.621,50.208,,,,,
2682,10/27/23 12:15,66.474,48.205,,,,,
2683,10/27/23 12:30,66.396,48.23,,,,,
2684,10/27/23 12:45,67.323,47.546,,,,,
2685,10/27/23 13:00,67.941,45.91,,,,,
2686,10/27/23 13:15,69.795,39.023,,,,,
2687,10/27/23 13:30,70.799,37.753,,,,,
2688,10/27/23 13:45,70.952,38.144,,,,,
2689,10/27/23 14:00,71.184,38.632,,,,,
2690,10/27/23 14:15,70.644,38.413,,,,,
2691,10/27/23 14:30,70.799,37.875,,,,,
2692,10/27/23 14:45,70.104,39.096,,,,,
2693,10/27/23 15:00,70.567,37.753,,,,,
2694,10/27/23 15:15,70.104,39.243,,,,,
2695,10/27/23 15:30,69.562,38.73,,,,,
2696,10/27/23 15:45,70.027,38.755,,,,,
2697,10/27/23 16:00,69.408,40.855,,,,,
2698,10/27/23 16:15,68.018,40.977,,,,,
2699,10/27/23 16:30,66.783,43.101,,,,,
2700,10/27/23 16:45,66.088,44.151,,,,,
2701,10/27/23 17:00,65.701,46.764,,,,,
2702,10/27/23 17:15,64.08,51.722,,,,,
2703,10/27/23 17:30,63.54,52.747,,,,,
2704,10/27/23 17:45,62.15,55.238,,,,,
2705,10/27/23 18:00,60.373,59.121,,,,,
2706,10/27/23 18:15,58.984,61.832,,,,,
2707,10/27/23 18:30,57.902,63.516,,,,,
2708,10/27/23 18:45,57.052,65.031,,,,,
2709,10/27/23 19:00,56.358,67.009,,,,,
2710,10/27/23 19:15,55.663,68.962,,,,,
2711,10/27/23 19:30,55.663,68.816,,,,,
2712,10/27/23 19:45,55.278,69.573,,,,,
2713,10/27/23 20:00,54.583,70.965,,,,,
2714,10/27/23 20:15,54.273,70.965,,,,,
2715,10/27/23 20:30,53.733,71.282,,,,,
2716,10/27/23 20:45,53.038,72.625,,,,,
2717,10/27/23 21:00,52.806,73.211,,,,,
2718,10/27/23 21:15,52.729,73.358,,,,,
2719,10/27/23 21:30,51.262,75.018,,,,,
2720,10/27/23 21:45,50.644,76.728,,,,,
2721,10/27/23 22:00,50.412,77.9,,,,,
2722,10/27/23 22:15,49.872,78.364,,,,,
2723,10/27/23 22:30,49.563,79.194,,,,,
2724,10/27/23 22:45,49.177,80.049,,,,,
2725,10/27/23 23:00,48.636,80.855,,,,,
2726,10/27/23 23:15,48.405,81.514,,,,,
2727,10/27/23 23:30,47.786,82.466,,,,,
2728,10/27/23 23:45,47.556,82.515,,,,,
2729,10/28/23 0:00,47.633,83.687,,,,,
2730,10/28/23 0:15,46.551,83.028,,,,,
2731,10/28/23 0:30,45.624,85.104,,,,,
2732,10/28/23 0:45,45.624,86.056,,,,,
2733,10/28/23 1:00,46.089,86.984,,,,,
2734,10/28/23 1:15,45.239,85.665,,,,,
2735,10/28/23 1:30,44.775,88.107,,,,,
2736,10/28/23 1:45,45.316,88.498,,,,,
2737,10/28/23 2:00,45.162,87.863,,,,,
2738,10/28/23 2:15,44.389,89.035,,,,,
2739,10/28/23 2:30,44.929,90.501,,,,,
2740,10/28/23 2:45,44.697,90.281,,,,,
2741,10/28/23 3:00,44.08,90.476,,,,,
2742,10/28/23 3:15,44.002,91.355,,,,,
2743,10/28/23 3:30,44.002,91.233,,,,,
2744,10/28/23 3:45,43.54,91.575,,,,,
2745,10/28/23 4:00,43.075,91.722,,,,,
2746,10/28/23 4:15,42.922,92.576,,,,,
2747,10/28/23 4:30,43,93.626,,,,,
2748,10/28/23 4:45,43.23,93.309,,,,,
2749,10/28/23 5:00,42.381,91.966,,,,,
2750,10/28/23 5:15,42.228,93.797,,,,,
2751,10/28/23 5:30,42.303,94.286,,,,,
2752,10/28/23 5:45,41.763,93.724,,,,,
2753,10/28/23 6:00,42.073,94.823,,,,,
2754,10/28/23 6:15,41.995,94.652,,,,,
2755,10/28/23 6:30,42.228,94.286,,,,,
2756,10/28/23 6:45,41.995,93.822,,,,,
2757,10/28/23 7:00,41.763,93.968,,,,,
2758,10/28/23 7:15,41.686,94.09,,,,,
2759,10/28/23 7:30,41.918,94.628,,,,,
2760,10/28/23 7:45,42.922,94.603,,,,,
2761,10/28/23 8:00,44.544,93.748,,,,,
2762,10/28/23 8:15,45.702,89.426,,,,,
2763,10/28/23 8:30,46.783,87.033,,,,,
2764,10/28/23 8:45,47.556,83.101,,,,,
2765,10/28/23 9:00,50.103,76.874,,,,,
2766,10/28/23 9:15,51.957,69.353,,,,,
2767,10/28/23 9:30,54.736,66.203,,,,,
2768,10/28/23 9:45,57.207,60.024,,,,,
2769,10/28/23 10:00,58.289,56.459,,,,,
2770,10/28/23 10:15,60.451,53.382,,,,,
2771,10/28/23 10:30,63.077,47.717,,,,,
2772,10/28/23 10:45,64.312,42.906,,,,,
2773,10/28/23 11:00,66.243,40.928,,,,,
2774,10/28/23 11:15,67.478,39.536,,,,,
2775,10/28/23 11:30,67.941,38.926,,,,,
2776,10/28/23 11:45,67.555,38.926,,,,,
2777,10/28/23 12:00,67.633,38.291,,,,,
2778,10/28/23 12:15,68.482,37.998,,,,,
2779,10/28/23 12:30,67.555,41.49,,,,,
2780,10/28/23 12:45,67.788,41.612,,,,,
2781,10/28/23 13:00,67.941,43.175,,,,,
2782,10/28/23 13:15,67.788,42.955,,,,,
2783,10/28/23 13:30,67.863,43.223,,,,,
2784,10/28/23 13:45,67.633,43.712,,,,,
2785,10/28/23 14:00,68.25,41.734,,,,,
2786,10/28/23 14:15,67.323,44.274,,,,,
2787,10/28/23 14:30,67.323,45.421,,,,,
2788,10/28/23 14:45,67.168,45.788,,,,,
2789,10/28/23 15:00,68.173,45.543,,,,,
2790,10/28/23 15:15,67.091,45.275,,,,,
2791,10/28/23 15:30,65.856,45.861,,,,,
2792,10/28/23 15:45,65.779,43.98,,,,,
2793,10/28/23 16:00,65.161,43.346,,,,,
2794,10/28/23 16:15,64.544,45.372,,,,,
2795,10/28/23 16:30,63.307,47.375,,,,,
2796,10/28/23 16:45,62.767,48.669,,,,,
2797,10/28/23 17:00,61.995,50.842,,,,,
2798,10/28/23 17:15,60.606,54.847,,,,,
2799,10/28/23 17:30,59.833,59.536,,,,,
2800,10/28/23 17:45,58.597,64.322,,,,,
2801,10/28/23 18:00,57.052,68.645,,,,,
2802,10/28/23 18:15,55.818,71.429,,,,,
2803,10/28/23 18:30,54.968,72.405,,,,,
2804,10/28/23 18:45,54.658,69.768,,,,,
2805,10/28/23 19:00,53.964,70.379,,,,,
2806,10/28/23 19:15,53.656,68.254,,,,,
2807,10/28/23 19:30,55.045,53.114,,,,,
2808,10/28/23 19:45,57.672,42.491,,,,,
2809,10/28/23 20:00,59.293,38.462,,,,,
2810,10/28/23 20:15,58.829,39.805,,,,,
2811,10/28/23 20:30,59.369,34.017,,,,,
2812,10/28/23 20:45,59.139,32.088,,,,,
2813,10/28/23 21:00,59.446,26.252,,,,,
2814,10/28/23 21:15,59.833,25.104,,,,,
2815,10/28/23 21:30,59.756,24.786,,,,,
2816,10/28/23 21:45,58.289,26.081,,,,,
2817,10/28/23 22:00,58.674,26.154,,,,,
2818,10/28/23 22:15,58.134,25.812,,,,,
2819,10/28/23 22:30,57.439,27.228,,,,,
2820,10/28/23 22:45,57.594,28.23,,,,,
2821,10/28/23 23:00,56.59,29.719,,,,,
2822,10/28/23 23:15,56.358,31.477,,,,,
2823,10/28/23 23:30,55.74,32.088,,,,,
2824,10/28/23 23:45,53.964,46.252,,,,,
2825,10/29/23 0:00,50.952,48.205,,,,,
2826,10/29/23 0:15,49.023,55.433,,,,,
2827,10/29/23 0:30,48.018,65.812,,,,,
2828,10/29/23 0:45,47.246,68.352,,,,,
2829,10/29/23 1:00,47.323,67.888,,,,,
2830,10/29/23 1:15,47.478,66.667,,,,,
2831,10/29/23 1:30,48.096,61.319,,,,,
2832,10/29/23 1:45,48.79,59.683,,,,,
2833,10/29/23 2:00,48.018,58.291,,,,,
2834,10/29/23 2:15,49.023,54.945,,,,,
2835,10/29/23 2:30,49.95,51.282,,,,,
2836,10/29/23 2:45,49.177,51.062,,,,,
2837,10/29/23 3:00,49.64,49.963,,,,,
2838,10/29/23 3:15,49.717,49.939,,,,,
2839,10/29/23 3:30,49.563,49.963,,,,,
2840,10/29/23 3:45,49.795,48.62,,,,,
2841,10/29/23 4:00,49.485,48.449,,,,,
2842,10/29/23 4:15,49.177,49.06,,,,,
2843,10/29/23 4:30,49.1,52.479,,,,,
2844,10/29/23 4:45,48.713,54.969,,,,,
2845,10/29/23 5:00,48.79,53.675,,,,,
2846,10/29/23 5:15,48.79,45.519,,,,,
2847,10/29/23 5:30,49.33,52.821,,,,,
2848,10/29/23 5:45,49.177,48.4,,,,,
2849,10/29/23 6:00,48.945,45.519,,,,,
2850,10/29/23 6:15,48.636,41.05,,,,,
2851,10/29/23 6:30,48.25,39.683,,,,,
2852,10/29/23 6:45,50.49,35.775,,,,,
2853,10/29/23 7:00,50.335,35.751,,,,,
2854,10/29/23 7:15,50.875,34.896,,,,,
2855,10/29/23 7:30,51.647,34.505,,,,,
2856,10/29/23 7:45,53.886,32.821,,,,,
2857,10/29/23 8:00,54.736,33.431,,,,,
2858,10/29/23 8:15,55.895,31.136,,,,,
2859,10/29/23 8:30,56.822,31.966,,,,,
2860,10/29/23 8:45,58.134,30.94,,,,,
2861,10/29/23 9:00,59.833,31.209,,,,,
2862,10/29/23 9:15,61.763,28.596,,,,,
2863,10/29/23 9:30,62.613,30.159,,,,,
2864,10/29/23 9:45,63.462,29.304,,,,,
2865,10/29/23 10:00,64.621,27.961,,,,,
2866,10/29/23 10:15,65.701,26.911,,,,,
2867,10/29/23 10:30,66.938,26.374,,,,,
2868,10/29/23 10:45,67.71,24.737,,,,,
2869,10/29/23 11:00,68.328,24.103,,,,,
2870,10/29/23 11:15,68.713,21.416,,,,,
2871,10/29/23 11:30,69.485,21.734,,,,,
2872,10/29/23 11:45,70.257,20.513,,,,,
2873,10/29/23 12:00,71.184,20,,,,,
2874,10/29/23 12:15,72.806,19.292,,,,,
2875,10/29/23 12:30,72.729,20.098,,,,,
2876,10/29/23 12:45,73.269,20,,,,,
2877,10/29/23 13:00,74.118,19.048,,,,,
